Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),CSF-A (m),CCSF-390-U1556-ACDE-20220529-Shipboard (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,Mg-Ka Area,Al-Ka Area,Si-Ka Area,P -Ka Area,S -Ka Area,Cl-Ka Area,Ar-Ka Area,K -Ka Area,Ca-Ka Area,Ti-Ka Area,Cr-Ka Area,Mn-Ka Area,Fe-Ka Area,Rh-La-Coh Area,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
390C,U1556,A,2,H,2,A,1250.0,11.75,19.474,44841602,SHLF10842391,10,0.15,6,9,10,12,No-Filter,171774,168,9225,98556,461,2184,48233,-2898,53422,62017,22522,454,5574,237939,44719,XRF2,1,2022-09-29,15:18:50,YEON,2022-11-29 21:05:01,
390C,U1556,A,2,H,2,A,1310.0,11.81,19.534,44841602,SHLF10842391,10,0.15,6,10,10,12,No-Filter,218964,211,7495,83926,429,2157,46209,-3071,43447,422986,15026,1180,4982,153183,44889,XRF2,1,2022-09-29,15:19:10,YEON,2022-11-29 21:05:01,
390C,U1556,A,2,H,2,A,1350.0,11.85,19.574,44841602,SHLF10842391,10,0.15,6,10,10,12,No-Filter,190463,146,8740,94541,290,2045,45871,-3018,50278,202735,19915,997,6472,204216,44442,XRF2,1,2022-09-29,15:19:31,YEON,2022-11-29 21:05:01,
390C,U1556,A,2,H,2,A,1400.0,11.9,19.624,44841602,SHLF10842391,10,0.15,6,9,10,12,No-Filter,167560,132,9145,98577,324,2051,45592,-2867,54032,43219,23061,551,6878,241638,43214,XRF2,1,2022-09-29,15:19:53,YEON,2022-11-29 21:05:01,
390C,U1556,A,2,H,2,A,1450.0,11.95,19.674,44841602,SHLF10842391,10,0.15,6,9,10,12,No-Filter,166768,216,9538,101067,325,2041,44510,-2594,55565,30639,23021,701,9408,245399,43448,XRF2,1,2022-09-29,15:20:13,YEON,2022-11-29 21:05:01,
390C,U1556,A,2,H,3,A,50.0,12.05,19.774,44841612,SHLF10842421,10,0.15,6,9,10,12,No-Filter,174041,212,10922,115062,418,1994,39606,-2748,61064,31598,25004,333,11555,261284,43625,XRF2,1,2022-09-29,16:07:06,YEON,2022-11-29 21:05:03,
390C,U1556,A,2,H,3,A,100.0,12.1,19.824,44841612,SHLF10842421,10,0.15,6,9,10,12,No-Filter,177835,228,10797,112398,531,1763,37800,-2660,59389,68345,23637,988,13472,250895,43619,XRF2,1,2022-09-29,16:07:27,YEON,2022-11-29 21:05:03,
390C,U1556,A,2,H,3,A,150.0,12.15,19.874,44841612,SHLF10842421,10,0.15,6,9,10,12,No-Filter,176489,194,11714,120705,393,1687,37201,-2965,63214,32465,25221,683,14444,263652,43681,XRF2,1,2022-09-29,16:07:48,YEON,2022-11-29 21:05:03,
390C,U1556,A,2,H,3,A,200.0,12.2,19.924,44841612,SHLF10842421,10,0.15,6,9,10,12,No-Filter,174297,213,11319,118240,368,1796,38090,-2871,62245,30654,25241,823,12800,259920,43128,XRF2,1,2022-09-29,16:08:09,YEON,2022-11-29 21:05:03,
390C,U1556,A,2,H,3,A,240.0,12.24,19.964,44841612,SHLF10842421,10,0.15,6,9,10,12,No-Filter,175318,261,11806,118629,367,1906,38335,-3179,62210,30239,25657,658,13468,261341,44111,XRF2,1,2022-09-29,16:08:31,YEON,2022-11-29 21:05:03,
390C,U1556,A,2,H,3,A,300.0,12.3,20.024,44841612,SHLF10842421,10,0.15,6,9,10,12,No-Filter,171013,191,10804,113819,315,2035,38262,-2719,60761,29431,24964,700,12622,254266,43335,XRF2,1,2022-09-29,16:08:52,YEON,2022-11-29 21:05:03,
390C,U1556,A,2,H,3,A,350.0,12.35,20.074,44841612,SHLF10842421,10,0.15,6,9,10,12,No-Filter,169477,194,10406,111117,362,1794,38503,-2475,59738,30944,24650,826,12024,250837,42645,XRF2,1,2022-09-29,16:09:13,YEON,2022-11-29 21:05:03,
390C,U1556,A,2,H,3,A,400.0,12.4,20.124,44841612,SHLF10842421,10,0.15,6,9,10,12,No-Filter,164890,166,9882,107521,525,1768,36929,-2282,57323,29459,23257,877,13268,242705,42489,XRF2,1,2022-09-29,16:09:33,YEON,2022-11-29 21:05:03,
390C,U1556,A,2,H,3,A,450.0,12.45,20.174,44841612,SHLF10842421,10,0.15,6,9,10,12,No-Filter,164555,221,9936,107680,505,1766,36398,-1871,57163,29596,22915,576,13735,244092,41759,XRF2,1,2022-09-29,16:09:54,YEON,2022-11-29 21:05:03,
390C,U1556,A,2,H,3,A,520.0,12.52,20.244,44841612,SHLF10842421,10,0.15,6,9,10,12,No-Filter,164540,203,9994,108217,371,1830,35685,-2221,57974,29666,23546,673,12951,244914,42626,XRF2,1,2022-09-29,16:10:15,YEON,2022-11-29 21:05:03,
390C,U1556,A,2,H,3,A,550.0,12.55,20.274,44841612,SHLF10842421,10,0.15,6,9,10,12,No-Filter,167472,247,10362,111452,391,1663,34749,-2096,59170,30754,24291,706,14149,251117,42188,XRF2,1,2022-09-29,16:10:36,YEON,2022-11-29 21:05:03,
390C,U1556,A,2,H,3,A,600.0,12.6,20.324,44841612,SHLF10842421,10,0.15,6,9,10,12,No-Filter,167662,198,10662,112166,398,1787,36170,-2023,59238,30390,23876,786,12935,249837,42110,XRF2,1,2022-09-29,16:10:56,YEON,2022-11-29 21:05:03,
390C,U1556,A,2,H,3,A,650.0,12.65,20.374,44841612,SHLF10842421,10,0.15,6,9,10,12,No-Filter,172057,212,11001,114695,408,1743,37887,-2727,59860,32861,24511,585,15393,255502,42992,XRF2,1,2022-09-29,16:11:17,YEON,2022-11-29 21:05:03,
390C,U1556,A,2,H,3,A,700.0,12.7,20.424,44841612,SHLF10842421,10,0.15,6,10,10,12,No-Filter,187007,183,10449,112978,542,1844,35888,-2813,57541,145592,22093,661,13359,227127,43746,XRF2,1,2022-09-29,16:11:38,YEON,2022-11-29 21:05:03,
390C,U1556,A,2,H,3,A,720.0,12.72,20.444,44841612,SHLF10842421,10,0.15,6,10,10,12,No-Filter,217267,127,9033,99709,567,1546,36548,-2984,48456,388130,16338,1233,10625,169560,43244,XRF2,1,2022-09-29,16:11:57,YEON,2022-11-29 21:05:03,
390C,U1556,A,2,H,3,A,770.0,12.77,20.494,44841612,SHLF10842421,10,0.15,6,11,10,12,No-Filter,245062,183,7987,89575,449,1449,34439,-2953,43060,580875,13296,1118,8736,134842,44342,XRF2,1,2022-09-29,16:12:19,YEON,2022-11-29 21:05:03,
390C,U1556,A,2,H,3,A,800.0,12.8,20.524,44841612,SHLF10842421,10,0.15,6,10,10,12,No-Filter,184518,148,9567,105992,532,1585,34539,-2477,54633,169683,21076,903,12229,211118,42666,XRF2,1,2022-09-29,16:12:40,YEON,2022-11-29 21:05:03,
390C,U1556,A,2,H,3,A,850.0,12.85,20.574,44841612,SHLF10842421,10,0.15,6,9,10,12,No-Filter,168466,208,10473,111359,357,1791,37520,-2693,59966,32003,24093,764,14079,246526,43128,XRF2,1,2022-09-29,16:13:01,YEON,2022-11-29 21:05:03,
390C,U1556,A,2,H,3,A,910.0,12.91,20.634,44841612,SHLF10842421,10,0.15,6,9,10,12,No-Filter,170615,223,10637,111263,375,1948,40757,-2761,60069,30957,24383,855,15167,249693,43710,XRF2,1,2022-09-29,16:13:22,YEON,2022-11-29 21:05:03,
390C,U1556,A,2,H,3,A,950.0,12.95,20.674,44841612,SHLF10842421,10,0.15,6,9,10,12,No-Filter,168686,188,10281,109114,483,1852,40362,-2486,58877,29279,24256,535,15583,246169,42843,XRF2,1,2022-09-29,16:13:43,YEON,2022-11-29 21:05:03,
390C,U1556,A,2,H,3,A,1000.0,13.0,20.724,44841612,SHLF10842421,10,0.15,6,9,10,12,No-Filter,171960,244,11017,113044,362,1875,41059,-2919,60242,30727,23720,718,14163,252898,42598,XRF2,1,2022-09-29,16:14:03,YEON,2022-11-29 21:05:03,
390C,U1556,A,2,H,3,A,1050.0,13.05,20.774,44841612,SHLF10842421,10,0.15,6,9,10,12,No-Filter,179576,286,11266,116057,473,1919,39722,-3345,60854,64297,23740,273,16291,250311,43746,XRF2,1,2022-09-29,16:14:24,YEON,2022-11-29 21:05:03,
390C,U1556,A,2,H,3,A,1100.0,13.1,20.824,44841612,SHLF10842421,10,0.15,6,10,10,12,No-Filter,209489,139,9336,102624,526,1705,40827,-3319,53821,293962,18705,1044,12772,195891,45061,XRF2,1,2022-09-29,16:14:45,YEON,2022-11-29 21:05:03,
390C,U1556,A,2,H,3,A,1140.0,13.14,20.864,44841612,SHLF10842421,10,0.15,6,10,10,12,No-Filter,204182,172,9424,102464,442,1828,42508,-2988,53119,270176,18597,892,14335,193987,44090,XRF2,1,2022-09-29,16:15:07,YEON,2022-11-29 21:05:03,
390C,U1556,A,2,H,3,A,1200.0,13.2,20.924,44841612,SHLF10842421,10,0.15,6,10,10,12,No-Filter,180883,225,10315,110486,413,2077,42116,-2965,59318,82917,23388,603,18252,240551,44232,XRF2,1,2022-09-29,16:15:28,YEON,2022-11-29 21:05:03,
390C,U1556,A,2,H,3,A,1240.0,13.24,20.964,44841612,SHLF10842421,10,0.15,6,9,10,12,No-Filter,169535,249,9930,106926,368,1974,39580,-2345,57158,47012,23392,592,17416,239132,42632,XRF2,1,2022-09-29,16:15:49,YEON,2022-11-29 21:05:03,
390C,U1556,A,2,H,3,A,1300.0,13.3,21.024,44841612,SHLF10842421,10,0.15,6,9,10,12,No-Filter,168056,197,10276,110222,430,1758,39168,-2833,57771,31956,23619,823,11228,247130,42943,XRF2,1,2022-09-29,16:16:10,YEON,2022-11-29 21:05:03,
390C,U1556,A,2,H,3,A,1360.0,13.36,21.084,44841612,SHLF10842421,10,0.15,6,9,10,12,No-Filter,172527,237,10400,109477,445,1879,39439,-2975,58564,40757,23732,761,19093,249341,43552,XRF2,1,2022-09-29,16:16:31,YEON,2022-11-29 21:05:03,
390C,U1556,A,2,H,3,A,1400.0,13.4,21.124,44841612,SHLF10842421,10,0.15,6,9,10,12,No-Filter,171556,145,10192,111309,408,1634,38750,-2677,58747,29820,24330,811,19806,252220,43206,XRF2,1,2022-09-29,16:16:52,YEON,2022-11-29 21:05:03,
390C,U1556,A,2,H,4,A,50.0,13.55,21.274,44841622,SHLF10842451,10,0.15,6,9,10,12,No-Filter,173667,221,10820,116256,355,1761,39121,-2636,61320,28924,24713,842,20591,258406,41703,XRF2,1,2022-09-30,13:15:11,YEON,2022-11-29 21:05:07,
390C,U1556,A,2,H,4,A,100.0,13.6,21.324,44841622,SHLF10842451,10,0.15,6,9,10,12,No-Filter,169628,240,10685,111150,376,1819,38781,-2486,58629,28477,24184,775,21279,250438,41750,XRF2,1,2022-09-30,13:15:33,YEON,2022-11-29 21:05:07,
390C,U1556,A,2,H,4,A,150.0,13.65,21.374,44841622,SHLF10842451,10,0.15,6,9,10,12,No-Filter,167850,190,10245,110403,277,1857,37361,-2360,58305,28760,23852,747,20184,248347,41751,XRF2,1,2022-09-30,13:15:53,YEON,2022-11-29 21:05:07,
390C,U1556,A,2,H,4,A,210.0,13.71,21.434,44841622,SHLF10842451,10,0.15,6,9,10,12,No-Filter,173088,223,10633,113124,382,1782,40388,-2566,59158,36564,24095,323,18233,253153,42411,XRF2,1,2022-09-30,13:16:14,YEON,2022-11-29 21:05:07,
390C,U1556,A,2,H,4,A,250.0,13.75,21.474,44841622,SHLF10842451,10,0.15,6,9,10,12,No-Filter,172928,259,10758,113122,341,1837,39951,-3143,59071,33303,24248,468,18391,254438,43099,XRF2,1,2022-09-30,13:16:35,YEON,2022-11-29 21:05:07,
390C,U1556,A,2,H,4,A,300.0,13.8,21.524,44841622,SHLF10842451,10,0.15,6,11,10,12,No-Filter,230304,147,8267,93702,543,1824,39958,-2898,46272,458163,15333,1079,13925,160197,44392,XRF2,1,2022-09-30,13:16:56,YEON,2022-11-29 21:05:07,
390C,U1556,A,2,H,4,A,350.0,13.85,21.574,44841622,SHLF10842451,10,0.15,6,12,10,12,No-Filter,263529,136,6830,78742,437,1524,38298,-3414,37647,703921,10804,945,9109,112983,44789,XRF2,1,2022-09-30,13:17:17,YEON,2022-11-29 21:05:07,
390C,U1556,A,2,H,4,A,400.0,13.9,21.624,44841622,SHLF10842451,10,0.15,6,12,10,12,No-Filter,274530,187,7011,82352,670,1882,39700,-3411,39800,738660,11749,1070,8496,116849,45824,XRF2,1,2022-09-30,13:17:39,YEON,2022-11-29 21:05:07,
390C,U1556,A,2,H,4,A,450.0,13.95,21.674,44841622,SHLF10842451,10,0.15,6,11,10,12,No-Filter,237932,111,7423,85017,412,1540,35981,-2430,43102,555168,13225,1155,11360,133519,42906,XRF2,1,2022-09-30,13:18:01,YEON,2022-11-29 21:05:07,
390C,U1556,A,2,H,4,A,500.0,14.0,21.724,44841622,SHLF10842451,10,0.15,6,10,10,12,No-Filter,213708,158,8932,98077,441,1778,37606,-2763,50704,350574,17860,1106,16774,180506,43039,XRF2,1,2022-09-30,13:18:22,YEON,2022-11-29 21:05:07,
390C,U1556,A,2,H,4,A,535.0,14.035,21.759,44841622,SHLF10842451,10,0.15,6,10,10,12,No-Filter,209676,246,9403,102085,548,1772,40633,-3132,53785,290753,19033,978,16715,199601,43513,XRF2,1,2022-09-30,13:18:44,YEON,2022-11-29 21:05:07,
390C,U1556,A,2,H,4,A,560.0,14.06,21.784,44841622,SHLF10842451,10,0.15,6,12,10,12,No-Filter,276376,34,5916,70992,723,1743,41426,-3179,35925,765857,10901,971,10170,112092,47043,XRF2,1,2022-09-30,13:19:04,YEON,2022-11-29 21:05:07,
390C,U1556,A,2,H,4,A,600.0,14.1,21.824,44841622,SHLF10842451,10,0.15,6,14,10,12,No-Filter,357944,29,2898,42300,638,1519,42113,-3172,16106,1290654,3919,685,6861,37673,48599,XRF2,1,2022-09-30,13:19:26,YEON,2022-11-29 21:05:07,
390C,U1556,A,2,H,4,A,650.0,14.15,21.874,44841622,SHLF10842451,10,0.15,6,15,10,12,No-Filter,386936,5,3110,43591,750,1636,43357,-3945,16989,1391741,4683,544,9065,47127,51072,XRF2,1,2022-09-30,13:19:50,YEON,2022-11-29 21:05:07,
390C,U1556,A,2,H,4,A,700.0,14.2,21.924,44841622,SHLF10842451,10,0.15,6,15,10,12,No-Filter,386854,-58,2660,38368,665,1716,46301,-4087,13843,1417796,3637,643,7555,33082,51624,XRF2,1,2022-09-30,13:20:15,YEON,2022-11-29 21:05:07,
390C,U1556,A,2,H,4,A,750.0,14.25,21.974,44841622,SHLF10842451,10,0.15,6,16,10,12,No-Filter,407430,-43,2571,37528,610,1538,41882,-4147,12609,1519486,3197,688,7235,29246,52403,XRF2,1,2022-09-30,13:20:41,YEON,2022-11-29 21:05:07,
390C,U1556,A,2,H,4,A,800.0,14.3,22.024,44841622,SHLF10842451,10,0.15,6,15,10,12,No-Filter,385706,-10,2248,35539,681,1322,39674,-3284,11541,1440083,3480,898,6629,27723,50636,XRF2,1,2022-09-30,13:21:07,YEON,2022-11-29 21:05:07,
390C,U1556,A,2,H,4,A,850.0,14.35,22.074,44841622,SHLF10842451,10,0.15,6,15,10,12,No-Filter,384038,-16,2257,35975,718,1343,38977,-3323,11208,1434146,3222,477,7048,27543,50358,XRF2,1,2022-09-30,13:21:32,YEON,2022-11-29 21:05:07,
390C,U1556,A,2,H,4,A,900.0,14.4,22.124,44841622,SHLF10842451,10,0.15,6,16,10,12,No-Filter,398716,6,2472,36970,823,1638,42890,-3935,12292,1483650,3001,751,7455,28870,51561,XRF2,1,2022-09-30,13:21:57,YEON,2022-11-29 21:05:07,
390C,U1556,A,2,H,4,A,950.0,14.45,22.174,44841622,SHLF10842451,10,0.15,6,16,10,12,No-Filter,389331,-57,2135,35250,740,1716,43660,-3816,12031,1444381,3062,717,7160,28722,51993,XRF2,1,2022-09-30,13:22:23,YEON,2022-11-29 21:05:07,
390C,U1556,A,2,H,4,A,1000.0,14.5,22.224,44841622,SHLF10842451,10,0.15,6,16,10,12,No-Filter,408766,45,2535,36723,791,1440,44886,-4427,11958,1520782,3149,984,7506,29096,52086,XRF2,1,2022-09-30,13:22:49,YEON,2022-11-29 21:05:07,
390C,U1556,A,2,H,4,A,1050.0,14.55,22.274,44841622,SHLF10842451,10,0.15,6,15,10,12,No-Filter,382546,-8,2304,35194,881,1579,41878,-3313,11498,1425165,3202,784,6867,27352,50102,XRF2,1,2022-09-30,13:23:15,YEON,2022-11-29 21:05:07,
390C,U1556,A,2,H,4,A,1120.0,14.620000000000001,22.344,44841622,SHLF10842451,10,0.15,6,15,10,12,No-Filter,376393,-12,2116,33835,875,1569,43379,-3456,11213,1393604,3233,705,6840,27536,50839,XRF2,1,2022-09-30,13:23:40,YEON,2022-11-29 21:05:07,
390C,U1556,A,2,H,4,A,1150.0,14.65,22.374,44841622,SHLF10842451,10,0.15,6,16,10,12,No-Filter,391741,-11,2216,35329,835,1465,41012,-2974,11667,1460094,3211,950,7757,28329,49973,XRF2,1,2022-09-30,13:24:04,YEON,2022-11-29 21:05:07,
390C,U1556,A,2,H,4,A,1200.0,14.7,22.424,44841622,SHLF10842451,10,0.15,6,16,10,12,No-Filter,391047,-25,2119,34770,900,1669,44474,-3796,11297,1454079,3086,814,7281,27833,50878,XRF2,1,2022-09-30,13:24:30,YEON,2022-11-29 21:05:07,
390C,U1556,A,2,H,4,A,1250.0,14.75,22.474,44841622,SHLF10842451,10,0.15,6,15,10,12,No-Filter,378837,-30,2338,35615,811,1498,38650,-3290,11320,1411287,3060,707,7003,27156,50492,XRF2,1,2022-09-30,13:24:55,YEON,2022-11-29 21:05:07,
390C,U1556,A,2,H,4,A,1300.0,14.8,22.524,44841622,SHLF10842451,10,0.15,6,15,10,12,No-Filter,383663,-12,2205,36022,895,1449,39062,-3363,11565,1431595,3047,739,7007,27147,50825,XRF2,1,2022-09-30,13:25:21,YEON,2022-11-29 21:05:07,
390C,U1556,A,2,H,4,A,1370.0,14.870000000000001,22.594,44841622,SHLF10842451,10,0.15,6,16,10,12,No-Filter,399695,-35,2453,37125,867,1579,41875,-4261,11728,1489476,2951,747,7708,28678,51789,XRF2,1,2022-09-30,13:25:46,YEON,2022-11-29 21:05:07,
390C,U1556,A,2,H,4,A,1420.0,14.92,22.644,44841622,SHLF10842451,10,0.15,6,16,10,12,No-Filter,412476,29,2472,36908,788,1558,46872,-4810,12411,1532196,3146,976,7312,29680,52872,XRF2,1,2022-09-30,13:26:12,YEON,2022-11-29 21:05:07,
390C,U1556,A,2,H,5,A,25.0,15.025,22.749,44841632,SHLF10842481,10,0.15,6,12,10,12,No-Filter,278566,77,5740,69618,630,1686,43239,-2904,33349,790810,9754,851,7682,102534,47537,XRF2,1,2022-09-30,14:11:19,YEON,2022-11-29 21:05:10,
390C,U1556,A,2,H,5,A,50.0,15.05,22.774,44841632,SHLF10842481,10,0.15,6,11,10,12,No-Filter,249091,34,4476,57764,629,1701,42125,-548,28545,705133,8366,653,6809,87956,44891,XRF2,1,2022-09-30,14:11:40,YEON,2022-11-29 21:05:10,
390C,U1556,A,2,H,5,A,100.0,15.1,22.824,44841632,SHLF10842481,10,0.15,6,13,10,12,No-Filter,298533,27,3933,52197,644,1514,46375,-2838,24045,952876,6686,757,6662,70001,48450,XRF2,1,2022-09-30,14:12:01,YEON,2022-11-29 21:05:10,
390C,U1556,A,2,H,5,A,150.0,15.15,22.874,44841632,SHLF10842481,10,0.15,6,14,10,12,No-Filter,334060,40,4440,55090,897,1608,45859,-4172,23531,1120238,5942,914,5993,62344,49753,XRF2,1,2022-09-30,14:12:24,YEON,2022-11-29 21:05:10,
390C,U1556,A,2,H,5,A,200.0,15.2,22.924,44841632,SHLF10842481,10,0.15,6,13,10,12,No-Filter,306614,17,4975,62448,737,1582,42163,-3443,28966,968995,7429,696,6177,77048,48218,XRF2,1,2022-09-30,14:12:49,YEON,2022-11-29 21:05:10,
390C,U1556,A,2,H,5,A,250.0,15.25,22.974,44841632,SHLF10842481,10,0.15,6,13,10,12,No-Filter,298963,74,6380,75115,715,1544,41406,-4010,35786,886564,9451,1010,8846,95539,48372,XRF2,1,2022-09-30,14:13:12,YEON,2022-11-29 21:05:10,
390C,U1556,A,2,H,5,A,300.0,15.3,23.024,44841632,SHLF10842481,10,0.15,6,15,10,12,No-Filter,361935,-55,3022,43308,806,1353,38676,-3302,16326,1307307,3989,679,6836,39058,49818,XRF2,1,2022-09-30,14:13:35,YEON,2022-11-29 21:05:10,
390C,U1556,A,2,H,5,A,350.0,15.35,23.074,44841632,SHLF10842481,10,0.15,6,15,10,12,No-Filter,362152,-8,3036,43013,894,1460,38872,-3407,16104,1306591,4101,951,6599,39999,50099,XRF2,1,2022-09-30,14:13:59,YEON,2022-11-29 21:05:10,
390C,U1556,A,2,H,5,A,410.0,15.41,23.134,44841632,SHLF10842481,10,0.15,6,13,10,12,No-Filter,326811,12,4881,61696,683,1382,35932,-3383,26394,1083114,7198,679,7032,67826,48376,XRF2,1,2022-09-30,14:14:24,YEON,2022-11-29 21:05:10,
390C,U1556,A,2,H,5,A,450.0,15.45,23.174,44841632,SHLF10842481,10,0.15,6,9,10,12,No-Filter,176129,226,11145,116673,320,1318,30391,-2040,60097,83429,22768,620,19404,239393,40958,XRF2,1,2022-09-30,14:14:48,YEON,2022-11-29 21:05:10,
390C,U1556,A,2,H,5,A,500.0,15.5,23.224,44841632,SHLF10842481,10,0.15,6,9,10,12,No-Filter,174139,284,11946,122970,385,1570,33037,-2770,63328,33812,25147,397,19235,258521,42218,XRF2,1,2022-09-30,14:15:10,YEON,2022-11-29 21:05:10,
390C,U1556,A,2,H,5,A,550.0,15.55,23.274,44841632,SHLF10842481,10,0.15,6,9,10,12,No-Filter,179032,243,12687,127539,411,1599,33537,-2563,66749,32022,26090,643,23975,266393,42348,XRF2,1,2022-09-30,14:15:31,YEON,2022-11-29 21:05:10,
390C,U1556,A,2,H,5,A,600.0,15.6,23.324,44841632,SHLF10842481,10,0.15,6,9,10,12,No-Filter,177768,346,12633,126709,473,1574,32695,-2887,66100,31842,26409,816,21960,264782,43028,XRF2,1,2022-09-30,14:15:53,YEON,2022-11-29 21:05:10,
390C,U1556,A,2,H,5,A,650.0,15.65,23.374,44841632,SHLF10842481,10,0.15,6,9,10,12,No-Filter,178022,225,12555,126760,533,1582,33193,-2867,65021,37138,25664,754,19205,264383,42956,XRF2,1,2022-09-30,14:16:14,YEON,2022-11-29 21:05:10,
390C,U1556,A,2,H,5,A,700.0,15.7,23.424,44841632,SHLF10842481,10,0.15,6,9,10,12,No-Filter,178878,334,12525,125687,489,1541,33622,-3262,65089,42509,25537,549,15334,265617,42691,XRF2,1,2022-09-30,14:16:35,YEON,2022-11-29 21:05:10,
390C,U1556,A,2,H,5,A,760.0,15.76,23.484,44841632,SHLF10842481,10,0.15,6,10,10,12,No-Filter,180013,269,11612,119501,377,1387,32347,-2550,60813,77950,24023,762,24355,246185,41569,XRF2,1,2022-09-30,14:16:57,YEON,2022-11-29 21:05:10,
390C,U1556,A,2,H,5,A,800.0,15.8,23.524,44841632,SHLF10842481,10,0.15,6,10,10,12,No-Filter,181708,306,11863,120784,463,1572,32763,-2471,62014,64615,24655,1114,34826,252806,41912,XRF2,1,2022-09-30,14:17:18,YEON,2022-11-29 21:05:10,
390C,U1556,A,2,H,5,A,850.0,15.85,23.574,44841632,SHLF10842481,10,0.15,6,9,10,12,No-Filter,177061,172,11448,117393,424,1642,33799,-2518,61208,44270,25108,455,35116,253845,41752,XRF2,1,2022-09-30,14:17:40,YEON,2022-11-29 21:05:10,
390C,U1556,A,2,H,5,A,900.0,15.9,23.624,44841632,SHLF10842481,10,0.15,6,9,10,12,No-Filter,166707,197,10306,108062,333,1524,31324,-1255,57548,29802,23881,262,33318,245493,40232,XRF2,1,2022-09-30,14:18:01,YEON,2022-11-29 21:05:10,
390C,U1556,A,2,H,5,A,950.0,15.95,23.674,44841632,SHLF10842481,10,0.15,6,9,10,12,No-Filter,174356,218,11288,117877,536,1630,34000,-2520,60109,31029,25195,718,28123,258054,41862,XRF2,1,2022-09-30,14:18:22,YEON,2022-11-29 21:05:10,
390C,U1556,A,2,H,5,A,1000.0,16.0,23.724,44841632,SHLF10842481,10,0.15,6,10,10,12,No-Filter,198794,230,10745,110701,525,1565,37303,-2766,54435,208878,20918,622,19765,216690,43849,XRF2,1,2022-09-30,14:18:43,YEON,2022-11-29 21:05:10,
390C,U1556,A,2,H,5,A,1050.0,16.05,23.774,44841632,SHLF10842481,10,0.15,6,11,10,12,No-Filter,246168,91,7626,86422,536,1721,39537,-3041,41862,567316,13517,1416,14784,139293,45694,XRF2,1,2022-09-30,14:19:05,YEON,2022-11-29 21:05:10,
390,U1556,C,3,H,3,A,700.0,18.23,23.836,44840592,SHLF11526291,10,0.15,6,12,10,12,No-Filter,269136,119,7687,86822,653,1788,41165,-4050,40074,687409,11958,1317,13695,123859,47339,XRF2,1,2022-10-20,13:35:18,YEON,2022-11-29 20:57:05,
390,U1556,C,3,H,3,A,750.0,18.28,23.886,44840592,SHLF11526291,10,0.15,6,12,10,12,No-Filter,282804,57,6596,76884,738,1432,40817,-4219,35209,793337,9877,934,11771,105526,47990,XRF2,1,2022-10-20,13:35:40,YEON,2022-11-29 20:57:05,
390,U1556,C,3,H,3,A,800.0,18.330000000000002,23.936,44840592,SHLF11526291,10,0.15,6,12,10,12,No-Filter,268514,136,7530,85392,473,1559,39054,-4219,40175,699114,11411,1107,9899,121697,46794,XRF2,1,2022-10-20,13:36:02,YEON,2022-11-29 20:57:05,
390,U1556,C,3,H,3,A,850.0,18.380000000000003,23.986,44840592,SHLF11526291,10,0.15,6,10,10,12,No-Filter,219047,216,10340,108443,505,1548,38183,-3927,53236,337666,18598,1126,17807,190296,45120,XRF2,1,2022-10-20,13:36:24,YEON,2022-11-29 20:57:05,
390,U1556,C,3,H,3,A,900.0,18.43,24.035999999999998,44840592,SHLF11526291,10,0.15,6,10,10,12,No-Filter,187104,243,12036,123583,449,1721,37401,-4057,61553,85127,23957,857,24657,251206,44328,XRF2,1,2022-10-20,13:36:46,YEON,2022-11-29 20:57:05,
390,U1556,C,3,H,3,A,950.0,18.48,24.086,44840592,SHLF11526291,10,0.15,6,10,10,12,No-Filter,181700,273,12459,126850,369,1728,38212,-3640,64358,32078,25242,743,29245,262780,44234,XRF2,1,2022-10-20,13:37:07,YEON,2022-11-29 20:57:05,
390,U1556,C,3,H,3,A,1000.0,18.53,24.136,44840592,SHLF11526291,10,0.15,6,9,10,12,No-Filter,173492,211,11544,117912,375,1726,36408,-3204,60001,29474,24301,629,32587,246780,42604,XRF2,1,2022-10-20,13:37:28,YEON,2022-11-29 20:57:05,
390,U1556,C,3,H,3,A,1050.0,18.580000000000002,24.186,44840592,SHLF11526291,10,0.15,6,9,10,12,No-Filter,175860,258,11826,120091,381,1698,35521,-3203,62711,27479,24836,252,29700,255656,42845,XRF2,1,2022-10-20,13:37:49,YEON,2022-11-29 20:57:05,
390,U1556,C,3,H,3,A,1100.0,18.630000000000003,24.236,44840592,SHLF11526291,10,0.15,6,9,10,12,No-Filter,169443,274,11306,115639,426,1617,32266,-2579,60635,27119,23726,915,26472,249907,41859,XRF2,1,2022-10-20,13:38:11,YEON,2022-11-29 20:57:05,
390,U1556,C,3,H,3,A,1150.0,18.68,24.285999999999998,44840592,SHLF11526291,10,0.15,6,9,10,12,No-Filter,169545,277,11349,114666,473,1669,32662,-2447,59837,26922,24143,845,31489,249771,40793,XRF2,1,2022-10-20,13:38:32,YEON,2022-11-29 20:57:05,
