Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),CSF-A (m),CCSF-390-U1556-ACDE-20220529-Shipboard (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,Mg-Ka Area,Al-Ka Area,Si-Ka Area,P -Ka Area,S -Ka Area,Cl-Ka Area,Ar-Ka Area,K -Ka Area,Ca-Ka Area,Ti-Ka Area,Cr-Ka Area,Mn-Ka Area,Fe-Ka Area,Rh-La-Coh Area,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
390,U1556,E,1,H,1,A,50.0,0.05,0.0,44840872,SHLF11549051,10,0.15,6,10,10,12,No-Filter,187125,5,4567,61200,510,2620,59908,-2489,35688,271641,12984,683,15800,148674,45346,XRF2,1,2022-09-22,17:22:45,YEON,2022-11-29 20:59:26,
390,U1556,E,1,H,1,A,100.0,0.1,0.05,44840872,SHLF11549051,10,0.15,6,10,10,12,No-Filter,193141,119,5337,69829,317,2854,65884,-4075,41173,219830,15948,557,19043,182240,48558,XRF2,1,2022-09-22,17:23:05,YEON,2022-11-29 20:59:26,
390,U1556,E,1,H,1,A,150.0,0.15,0.09999999999999999,44840872,SHLF11549051,10,0.15,6,10,10,12,No-Filter,192613,83,6036,77097,391,2972,68761,-4958,45757,159509,18172,500,21463,205496,50540,XRF2,1,2022-09-22,17:23:25,YEON,2022-11-29 20:59:26,
390,U1556,E,1,H,1,A,200.0,0.2,0.15000000000000002,44840872,SHLF11549051,10,0.15,6,10,10,12,No-Filter,193079,85,6509,79262,251,2758,61945,-4341,45202,190697,17312,546,20295,194089,48843,XRF2,1,2022-09-22,17:23:45,YEON,2022-11-29 20:59:26,
390,U1556,E,1,H,1,A,250.0,0.25,0.2,44840872,SHLF11549051,10,0.15,6,10,10,12,No-Filter,202559,31,6413,79055,396,2652,64938,-4452,43485,248090,16398,583,20079,180464,49796,XRF2,1,2022-09-22,17:24:05,YEON,2022-11-29 20:59:26,
390,U1556,E,1,H,1,A,300.0,0.3,0.25,44840872,SHLF11549051,10,0.15,6,10,10,12,No-Filter,199498,100,6069,75686,294,2736,62762,-4175,43115,241843,15999,823,20638,178826,49885,XRF2,1,2022-09-22,17:24:26,YEON,2022-11-29 20:59:26,
390,U1556,E,1,H,1,A,350.0,0.35,0.3,44840872,SHLF11549051,10,0.15,6,10,10,12,No-Filter,208520,99,6161,74572,285,2556,62888,-4204,42220,302031,15103,836,19281,170069,49371,XRF2,1,2022-09-22,17:24:46,YEON,2022-11-29 20:59:26,
390,U1556,E,1,H,1,A,385.0,0.385,0.335,44840872,SHLF11549051,10,0.15,6,10,10,12,No-Filter,206696,103,5927,72286,394,2551,60976,-3500,40289,319057,14242,852,18545,160761,48661,XRF2,1,2022-09-22,17:25:06,YEON,2022-11-29 20:59:26,
390,U1556,E,1,H,1,A,400.0,0.4,0.35000000000000003,44840872,SHLF11549051,10,0.15,6,10,10,12,No-Filter,210994,95,5238,68385,512,2887,67988,-4069,38878,333270,14327,1067,18072,158054,49971,XRF2,1,2022-09-22,17:25:26,YEON,2022-11-29 20:59:26,
390,U1556,E,1,H,1,A,450.0,0.45,0.4,44840872,SHLF11549051,10,0.15,6,10,10,12,No-Filter,211906,84,5499,70590,399,2523,62929,-3800,39903,346528,13975,839,16795,156787,49206,XRF2,1,2022-09-22,17:25:46,YEON,2022-11-29 20:59:26,
390,U1556,E,1,H,1,A,500.0,0.5,0.45,44840872,SHLF11549051,10,0.15,6,10,10,12,No-Filter,188190,42,5313,69424,306,2682,62816,-3365,41003,209685,15598,720,19268,176612,48923,XRF2,1,2022-09-22,17:26:07,YEON,2022-11-29 20:59:26,
390,U1556,E,1,H,1,A,550.0,0.55,0.5,44840872,SHLF11549051,10,0.15,6,9,10,12,No-Filter,166495,-27,4739,64052,176,3035,69345,-3800,41161,54222,17443,397,22954,207684,48643,XRF2,1,2022-09-22,17:26:27,YEON,2022-11-29 20:59:26,
390,U1556,E,1,H,1,A,600.0,0.6,0.5499999999999999,44840872,SHLF11549051,10,0.15,6,9,10,12,No-Filter,167422,96,6500,77781,320,2676,61693,-3381,47584,32959,20080,99,24458,221597,47779,XRF2,1,2022-09-22,17:26:47,YEON,2022-11-29 20:59:26,
390,U1556,E,1,H,1,A,650.0,0.65,0.6,44840872,SHLF11549051,10,0.15,6,9,10,12,No-Filter,167512,99,5837,74315,248,3073,67607,-3988,46625,24404,19832,434,24313,221832,49597,XRF2,1,2022-09-22,17:27:07,YEON,2022-11-29 20:59:26,
390,U1556,E,1,H,1,A,700.0,0.7,0.6499999999999999,44840872,SHLF11549051,10,0.15,6,9,10,12,No-Filter,169526,56,6325,77115,289,2922,66632,-3795,48423,24423,19816,108,24216,225883,49257,XRF2,1,2022-09-22,17:27:27,YEON,2022-11-29 20:59:26,
390,U1556,E,1,H,1,A,750.0,0.75,0.7,44840872,SHLF11549051,10,0.15,6,9,10,12,No-Filter,159101,101,5953,71509,234,2765,61559,-2599,44735,22892,18479,414,22939,209296,46899,XRF2,1,2022-09-22,17:27:48,YEON,2022-11-29 20:59:26,
390,U1556,E,1,H,1,A,800.0,0.8,0.75,44840872,SHLF11549051,10,0.15,6,9,10,12,No-Filter,166980,134,6009,73085,137,2790,67196,-3927,45980,24566,19338,254,24543,220632,49109,XRF2,1,2022-09-22,17:28:07,YEON,2022-11-29 20:59:26,
390,U1556,E,1,H,1,A,850.0,0.85,0.7999999999999999,44840872,SHLF11549051,10,0.15,6,9,10,12,No-Filter,172414,37,5811,71587,231,3083,73793,-4446,46234,24669,19528,625,26561,228680,51736,XRF2,1,2022-09-22,17:28:27,YEON,2022-11-29 20:59:26,
390,U1556,E,1,H,1,A,900.0,0.9,0.85,44840872,SHLF11549051,10,0.15,6,9,10,12,No-Filter,162370,71,4555,61735,108,3103,71361,-3665,42082,23281,18637,182,24148,216623,49964,XRF2,1,2022-09-22,17:28:48,YEON,2022-11-29 20:59:26,
390,U1556,E,1,H,1,A,950.0,0.95,0.8999999999999999,44840872,SHLF11549051,10,0.15,6,9,10,12,No-Filter,158333,11,4479,61711,162,2727,67532,-3084,40723,22866,17991,342,23709,210503,48254,XRF2,1,2022-09-22,17:29:07,YEON,2022-11-29 20:59:26,
390,U1556,E,1,H,1,A,1000.0,1.0,0.95,44840872,SHLF11549051,10,0.15,6,9,10,12,No-Filter,164194,103,4725,61407,254,3371,73648,-3604,42455,25548,18814,49,24565,218758,49248,XRF2,1,2022-09-22,17:29:27,YEON,2022-11-29 20:59:26,
390,U1556,E,1,H,1,A,1050.0,1.05,1.0,44840872,SHLF11549051,10,0.15,6,9,10,12,No-Filter,168728,61,5443,69569,260,2913,66895,-3514,43318,51537,18458,277,23508,212571,49023,XRF2,1,2022-09-22,17:29:47,YEON,2022-11-29 20:59:26,
390,U1556,E,1,H,1,A,1070.0,1.07,1.02,44840872,SHLF11549051,10,0.15,6,9,10,12,No-Filter,166175,66,4749,62922,271,3045,68090,-3070,38559,93727,15850,429,20880,183986,47161,XRF2,1,2022-09-22,17:30:07,YEON,2022-11-29 20:59:26,
390,U1556,E,1,H,1,A,1100.0,1.1,1.05,44840872,SHLF11549051,10,0.15,6,9,10,12,No-Filter,169068,100,5516,70424,300,3103,70669,-3768,43518,33719,18496,384,26303,220376,48826,XRF2,1,2022-09-22,17:30:27,YEON,2022-11-29 20:59:26,
390,U1556,E,1,H,1,A,1150.0,1.15,1.0999999999999999,44840872,SHLF11549051,10,0.15,6,9,10,12,No-Filter,171604,84,5915,72739,322,3155,70361,-4295,44447,45236,18259,305,25913,218001,49309,XRF2,1,2022-09-22,17:30:47,YEON,2022-11-29 20:59:26,
390,U1556,E,1,H,1,A,1200.0,1.2,1.15,44840872,SHLF11549051,10,0.15,6,9,10,12,No-Filter,169101,21,4197,58772,285,3196,75415,-4036,38868,73841,16077,59,22148,197548,50651,XRF2,1,2022-09-22,17:31:07,YEON,2022-11-29 20:59:26,
390,U1556,E,1,H,1,A,1250.0,1.25,1.2,44840872,SHLF11549051,10,0.15,6,9,10,12,No-Filter,171551,82,4559,60654,178,3093,73532,-3907,40785,77635,17184,384,23968,205845,50397,XRF2,1,2022-09-22,17:31:28,YEON,2022-11-29 20:59:26,
390,U1556,E,1,H,1,A,1280.0,1.28,1.23,44840872,SHLF11549051,10,0.15,6,10,10,12,No-Filter,185595,108,5828,73765,250,2606,61945,-3124,42412,184034,16169,583,19991,182019,46725,XRF2,1,2022-09-22,17:31:48,YEON,2022-11-29 20:59:26,
390,U1556,E,1,H,1,A,1300.0,1.3,1.25,44840872,SHLF11549051,10,0.15,6,9,10,12,No-Filter,173364,27,5033,64669,310,3057,69466,-3206,39662,114743,16661,333,20855,189943,48145,XRF2,1,2022-09-22,17:32:08,YEON,2022-11-29 20:59:26,
390,U1556,E,1,H,1,A,1350.0,1.35,1.3,44840872,SHLF11549051,10,0.15,6,10,10,12,No-Filter,182110,76,5518,71338,342,3038,67337,-3894,44093,132210,17980,400,21314,200563,49298,XRF2,1,2022-09-22,17:32:28,YEON,2022-11-29 20:59:26,
390,U1556,C,1,H,1,A,1400.0,1.4,1.319,44839852,SHLF11525041,10,0.15,6,10,10,12,No-Filter,181574,155,8536,96192,264,2361,51025,-3845,50743,116387,19667,305,24175,211012,45705,XRF2,1,2022-10-18,10:38:36,YEON,2022-11-29 20:50:30,
390,U1556,C,1,H,1,A,1450.0,1.45,1.369,44839852,SHLF11525041,10,0.15,6,10,10,12,No-Filter,179725,132,7985,93091,276,2240,52294,-2971,51902,79410,20668,531,25678,227628,45094,XRF2,1,2022-10-18,10:38:58,YEON,2022-11-29 20:50:30,
390,U1556,C,1,H,2,A,50.0,1.54,1.459,44839862,SHLF11525071,10,0.15,6,9,10,12,No-Filter,174801,201,7386,85857,228,2602,61901,-4096,49374,60286,19642,433,23735,222127,47559,XRF2,1,2022-10-18,11:08:21,YEON,2022-11-29 20:50:37,
390,U1556,C,1,H,2,A,100.0,1.59,1.5090000000000001,44839862,SHLF11525071,10,0.15,6,9,10,12,No-Filter,163434,118,4113,56947,159,3454,81259,-4962,40171,24329,18111,231,22430,215088,51359,XRF2,1,2022-10-18,11:08:42,YEON,2022-11-29 20:50:37,
390,U1556,C,1,H,2,A,150.0,1.64,1.559,44839862,SHLF11525071,10,0.15,6,9,10,12,No-Filter,169311,148,7286,81703,233,3036,66243,-4758,47557,24734,19727,350,25228,226560,49179,XRF2,1,2022-10-18,11:09:03,YEON,2022-11-29 20:50:37,
390,U1556,C,1,H,2,A,200.0,1.69,1.609,44839862,SHLF11525071,10,0.15,6,9,10,12,No-Filter,171497,154,8560,92225,169,2661,61387,-4731,49796,25177,20180,653,24249,229275,48162,XRF2,1,2022-10-18,11:09:25,YEON,2022-11-29 20:50:37,
390,U1556,C,1,H,2,A,250.0,1.74,1.659,44839862,SHLF11525071,10,0.15,6,9,10,12,No-Filter,171735,99,7889,87639,203,2852,64773,-4647,49315,24712,20310,551,25273,228934,48078,XRF2,1,2022-10-18,11:09:46,YEON,2022-11-29 20:50:37,
390,U1556,C,1,H,2,A,300.0,1.79,1.709,44839862,SHLF11525071,10,0.15,6,9,10,12,No-Filter,170892,145,8459,91973,226,2717,61486,-4333,48907,24741,20333,853,24791,226736,47208,XRF2,1,2022-10-18,11:10:08,YEON,2022-11-29 20:50:37,
390,U1556,C,1,H,2,A,350.0,1.8399999999999999,1.759,44839862,SHLF11525071,10,0.15,6,9,10,12,No-Filter,162924,65,5803,71260,289,2958,70784,-4487,42501,22523,18387,244,23296,212502,49671,XRF2,1,2022-10-18,11:10:29,YEON,2022-11-29 20:50:37,
390,U1556,C,1,H,2,A,400.0,1.8900000000000001,1.8090000000000002,44839862,SHLF11525071,10,0.15,6,9,10,12,No-Filter,167772,64,6590,78181,229,3063,68954,-4571,45727,22675,19103,529,24587,222268,48961,XRF2,1,2022-10-18,11:10:50,YEON,2022-11-29 20:50:37,
390,U1556,C,1,H,2,A,450.0,1.94,1.859,44839862,SHLF11525071,10,0.15,6,9,10,12,No-Filter,160596,50,6296,75256,272,2862,65424,-4159,43044,21971,17871,525,23236,209922,47476,XRF2,1,2022-10-18,11:11:12,YEON,2022-11-29 20:50:37,
390,U1556,C,1,H,2,A,500.0,1.99,1.909,44839862,SHLF11525071,10,0.15,6,9,10,12,No-Filter,166067,172,7375,83133,266,2812,62022,-4218,46723,23624,19037,329,25280,222164,47533,XRF2,1,2022-10-18,11:11:33,YEON,2022-11-29 20:50:37,
390,U1556,C,1,H,2,A,550.0,2.04,1.959,44839862,SHLF11525071,10,0.15,6,9,10,12,No-Filter,169810,160,8052,90153,301,2812,60669,-4387,48803,25095,19591,431,26190,226080,47934,XRF2,1,2022-10-18,11:11:55,YEON,2022-11-29 20:50:37,
390,U1556,C,1,H,2,A,600.0,2.09,2.009,44839862,SHLF11525071,10,0.15,6,9,10,12,No-Filter,171917,199,8026,88476,207,2874,63386,-4647,48837,24526,19294,123,26798,231578,48451,XRF2,1,2022-10-18,11:12:16,YEON,2022-11-29 20:50:37,
390,U1556,C,1,H,2,A,650.0,2.14,2.059,44839862,SHLF11525071,10,0.15,6,9,10,12,No-Filter,168497,128,7314,82773,225,2947,66353,-4179,46068,23492,18972,601,26452,224090,48312,XRF2,1,2022-10-18,11:12:38,YEON,2022-11-29 20:50:37,
390,U1556,C,1,H,2,A,700.0,2.19,2.109,44839862,SHLF11525071,10,0.15,6,9,10,12,No-Filter,171954,141,6875,80435,217,3144,70517,-4414,47029,24221,19201,234,26775,229350,48937,XRF2,1,2022-10-18,11:12:59,YEON,2022-11-29 20:50:37,
390,U1556,C,1,H,2,A,750.0,2.24,2.159,44839862,SHLF11525071,10,0.15,6,9,10,12,No-Filter,170525,156,6266,74470,233,3257,73812,-4878,45413,24230,19308,367,25165,228005,50181,XRF2,1,2022-10-18,11:13:20,YEON,2022-11-29 20:50:37,
390,U1556,C,1,H,2,A,800.0,2.29,2.209,44839862,SHLF11525071,10,0.15,6,9,10,12,No-Filter,169426,108,7231,83018,158,2887,64904,-4617,47563,24768,19598,393,26616,227487,48055,XRF2,1,2022-10-18,11:13:42,YEON,2022-11-29 20:50:37,
390,U1556,C,1,H,2,A,850.0,2.34,2.259,44839862,SHLF11525071,10,0.15,6,9,10,12,No-Filter,169171,62,6911,81526,138,2822,66772,-4584,46599,24900,19247,-65,26437,222798,49099,XRF2,1,2022-10-18,11:14:03,YEON,2022-11-29 20:50:37,
390,U1556,C,1,H,2,A,900.0,2.39,2.309,44839862,SHLF11525071,10,0.15,6,9,10,12,No-Filter,166162,117,6727,79159,263,2771,65804,-4248,45638,24719,18649,309,26146,217114,48531,XRF2,1,2022-10-18,11:14:25,YEON,2022-11-29 20:50:37,
390,U1556,C,1,H,2,A,950.0,2.44,2.359,44839862,SHLF11525071,10,0.15,6,9,10,12,No-Filter,164585,223,7644,87598,319,2570,57579,-3804,46951,30272,18768,571,27537,213161,47072,XRF2,1,2022-10-18,11:14:46,YEON,2022-11-29 20:50:37,
390,U1556,C,1,H,2,A,1000.0,2.49,2.409,44839862,SHLF11525071,10,0.15,6,9,10,12,No-Filter,178250,84,7927,89939,231,2534,60045,-4362,47322,89373,18106,765,25715,208477,47985,XRF2,1,2022-10-18,11:15:08,YEON,2022-11-29 20:50:37,
390,U1556,C,1,H,2,A,1050.0,2.54,2.459,44839862,SHLF11525071,10,0.15,6,10,10,12,No-Filter,180361,116,7449,85376,289,2496,59418,-4138,45837,128010,17896,441,23008,196967,47703,XRF2,1,2022-10-18,11:15:29,YEON,2022-11-29 20:50:37,
390,U1556,C,1,H,2,A,1100.0,2.59,2.5090000000000003,44839862,SHLF11525071,10,0.15,6,9,10,12,No-Filter,177180,171,7542,86655,178,2409,57101,-4411,46563,109903,17863,244,22909,201114,46508,XRF2,1,2022-10-18,11:15:51,YEON,2022-11-29 20:50:37,
390,U1556,C,1,H,2,A,1150.0,2.6399999999999997,2.559,44839862,SHLF11525071,10,0.15,6,9,10,12,No-Filter,175434,76,7549,89592,157,2780,62856,-4824,51244,39078,20441,815,25211,231273,49093,XRF2,1,2022-10-18,11:16:12,YEON,2022-11-29 20:50:37,
390,U1556,C,1,H,2,A,1200.0,2.69,2.609,44839862,SHLF11525071,10,0.15,6,9,10,12,No-Filter,174671,182,8225,93939,261,2818,61562,-4710,52044,27698,20880,455,24872,238148,47749,XRF2,1,2022-10-18,11:16:34,YEON,2022-11-29 20:50:37,
390,U1556,C,1,H,2,A,1250.0,2.74,2.659,44839862,SHLF11525071,10,0.15,6,9,10,12,No-Filter,175957,151,8260,93536,227,2937,63042,-4644,51869,27207,21150,263,25019,237770,47989,XRF2,1,2022-10-18,11:16:55,YEON,2022-11-29 20:50:37,
390,U1556,C,1,H,3,A,50.0,3.04,2.9589999999999996,44839872,SHLF11525101,10,0.15,6,9,10,12,No-Filter,164819,138,8187,92102,311,2285,53357,-3222,49767,25223,20365,676,25976,222111,45554,XRF2,1,2022-10-18,11:45:15,YEON,2022-11-29 20:50:44,
390,U1556,C,1,H,3,A,110.0,3.1,3.0189999999999997,44839872,SHLF11525101,10,0.15,6,9,10,12,No-Filter,161883,122,6990,81796,158,2624,59167,-3549,45911,23207,18926,258,25267,213642,47324,XRF2,1,2022-10-18,11:45:37,YEON,2022-11-29 20:50:44,
390,U1556,C,1,H,3,A,150.0,3.14,3.0589999999999997,44839872,SHLF11525101,10,0.15,6,9,10,12,No-Filter,169336,179,7990,91388,351,2723,59092,-3892,49405,25158,20606,463,26469,225308,47622,XRF2,1,2022-10-18,11:45:58,YEON,2022-11-29 20:50:44,
390,U1556,C,1,H,3,A,200.0,3.1900000000000004,3.109,44839872,SHLF11525101,10,0.15,6,9,10,12,No-Filter,173167,189,8616,97580,322,2552,55878,-4483,51909,26448,21476,582,27690,235684,47701,XRF2,1,2022-10-18,11:46:20,YEON,2022-11-29 20:50:44,
390,U1556,C,1,H,3,A,250.0,3.24,3.159,44839872,SHLF11525101,10,0.15,6,9,10,12,No-Filter,168853,144,7734,89107,213,2621,57991,-3971,49533,26199,20774,448,26999,227707,47088,XRF2,1,2022-10-18,11:46:41,YEON,2022-11-29 20:50:44,
390,U1556,C,1,H,3,A,300.0,3.29,3.2089999999999996,44839872,SHLF11525101,10,0.15,6,9,10,12,No-Filter,167322,172,8458,94536,302,2577,54556,-3245,50227,25884,20232,388,26366,223595,45699,XRF2,1,2022-10-18,11:47:03,YEON,2022-11-29 20:50:44,
390,U1556,C,1,H,3,A,350.0,3.3400000000000003,3.259,44839872,SHLF11525101,10,0.15,6,9,10,12,No-Filter,172415,158,9206,100007,245,2472,55277,-4254,52059,26751,21041,467,27270,231633,46434,XRF2,1,2022-10-18,11:47:24,YEON,2022-11-29 20:50:44,
390,U1556,C,1,H,3,A,400.0,3.39,3.3089999999999997,44839872,SHLF11525101,10,0.15,6,9,10,12,No-Filter,172601,197,9105,99330,247,2424,55590,-4260,51072,26917,20695,397,28963,230976,46539,XRF2,1,2022-10-18,11:47:46,YEON,2022-11-29 20:50:44,
390,U1556,C,1,H,3,A,450.0,3.4400000000000004,3.359,44839872,SHLF11525101,10,0.15,6,9,10,12,No-Filter,168912,142,7755,88144,286,2873,61788,-3945,47484,25445,19343,338,27438,224602,47250,XRF2,1,2022-10-18,11:48:07,YEON,2022-11-29 20:50:44,
390,U1556,C,1,H,3,A,500.0,3.49,3.409,44839872,SHLF11525101,10,0.15,6,9,10,12,No-Filter,163419,143,6424,75949,139,2673,63794,-3551,43676,23796,18953,451,27230,218868,47019,XRF2,1,2022-10-18,11:48:28,YEON,2022-11-29 20:50:44,
390,U1556,C,1,H,3,A,550.0,3.54,3.4589999999999996,44839872,SHLF11525101,10,0.15,6,9,10,12,No-Filter,166962,176,7691,89395,218,2532,57484,-3880,47318,26900,19333,361,27185,224439,46984,XRF2,1,2022-10-18,11:48:48,YEON,2022-11-29 20:50:44,
390,U1556,C,1,H,3,A,600.0,3.5900000000000003,3.509,44839872,SHLF11525101,10,0.15,6,9,10,12,No-Filter,169885,165,8154,92701,334,2485,56326,-3773,47952,27224,20747,619,26244,229279,47604,XRF2,1,2022-10-18,11:49:10,YEON,2022-11-29 20:50:44,
390,U1556,C,1,H,3,A,650.0,3.64,3.5589999999999997,44839872,SHLF11525101,10,0.15,6,9,10,12,No-Filter,169108,121,7581,90028,185,2757,60186,-4254,48353,27184,20019,90,24866,225281,47357,XRF2,1,2022-10-18,11:49:31,YEON,2022-11-29 20:50:44,
390,U1556,C,1,H,3,A,700.0,3.6900000000000004,3.609,44839872,SHLF11525101,10,0.15,6,9,10,12,No-Filter,166790,114,7624,89772,222,2636,58236,-3927,47750,26351,19713,576,24807,223852,46291,XRF2,1,2022-10-18,11:49:53,YEON,2022-11-29 20:50:44,
390,U1556,C,1,H,3,A,750.0,3.74,3.659,44839872,SHLF11525101,10,0.15,6,9,10,12,No-Filter,169145,99,7884,93298,210,2539,57363,-4544,48591,27663,20481,210,25607,227316,47051,XRF2,1,2022-10-18,11:50:14,YEON,2022-11-29 20:50:44,
390,U1556,C,1,H,3,A,800.0,3.79,3.7089999999999996,44839872,SHLF11525101,10,0.15,6,9,10,12,No-Filter,166271,108,8407,95822,331,2448,54965,-4199,48711,27799,19901,677,23412,220508,46277,XRF2,1,2022-10-18,11:50:36,YEON,2022-11-29 20:50:44,
390,U1556,C,1,H,3,A,850.0,3.8400000000000003,3.759,44839872,SHLF11525101,10,0.15,6,9,10,12,No-Filter,164133,134,7652,88264,202,2538,56238,-4035,47762,27082,20267,503,24015,220791,46246,XRF2,1,2022-10-18,11:50:57,YEON,2022-11-29 20:50:44,
390,U1556,C,1,H,3,A,900.0,3.89,3.8089999999999997,44839872,SHLF11525101,10,0.15,6,9,10,12,No-Filter,163714,101,7611,87657,219,2422,58385,-3614,46519,25724,19609,795,23952,214384,46949,XRF2,1,2022-10-18,11:51:19,YEON,2022-11-29 20:50:44,
390,U1556,C,1,H,3,A,950.0,3.9400000000000004,3.859,44839872,SHLF11525101,10,0.15,6,9,10,12,No-Filter,164384,117,7397,88039,177,2333,58652,-3732,47751,25001,19377,627,24666,214359,46569,XRF2,1,2022-10-18,11:51:40,YEON,2022-11-29 20:50:44,
390,U1556,C,1,H,3,A,1000.0,3.99,3.909,44839872,SHLF11525101,10,0.15,6,9,10,12,No-Filter,158206,116,7060,84716,143,2247,54367,-3415,45484,24915,18849,597,24009,208488,44370,XRF2,1,2022-10-18,11:52:02,YEON,2022-11-29 20:50:44,
390,U1556,C,1,H,3,A,1050.0,4.04,3.9589999999999996,44839872,SHLF11525101,10,0.15,6,9,10,12,No-Filter,167225,142,7986,91717,185,2529,57052,-3878,48342,25959,19612,501,26393,220616,46548,XRF2,1,2022-10-18,11:52:23,YEON,2022-11-29 20:50:44,
390,U1556,C,1,H,3,A,1100.0,4.09,4.009,44839872,SHLF11525101,10,0.15,6,9,10,12,No-Filter,165287,79,8006,92007,235,2422,54845,-3498,47723,26832,19675,351,26453,217501,46281,XRF2,1,2022-10-18,11:52:45,YEON,2022-11-29 20:50:44,
390,U1556,C,1,H,3,A,1150.0,4.140000000000001,4.058999999999999,44839872,SHLF11525101,10,0.15,6,9,10,12,No-Filter,168375,109,8300,94433,180,2407,55874,-3925,48572,26641,19387,406,27657,222215,46648,XRF2,1,2022-10-18,11:53:06,YEON,2022-11-29 20:50:44,
390,U1556,C,1,H,3,A,1200.0,4.19,4.109,44839872,SHLF11525101,10,0.15,6,9,10,12,No-Filter,171025,148,8120,94235,274,2550,56466,-4362,49476,26829,20937,504,28634,229434,47804,XRF2,1,2022-10-18,11:53:27,YEON,2022-11-29 20:50:44,
390,U1556,C,1,H,3,A,1250.0,4.24,4.159,44839872,SHLF11525101,10,0.15,6,9,10,12,No-Filter,169573,109,7838,90307,297,2627,58499,-4345,48549,26958,20470,658,28546,227096,47597,XRF2,1,2022-10-18,11:53:49,YEON,2022-11-29 20:50:44,
390,U1556,C,1,H,3,A,1300.0,4.29,4.209,44839872,SHLF11525101,10,0.15,6,9,10,12,No-Filter,172755,183,8138,95969,289,2817,58155,-4421,49866,27026,20630,532,28858,231007,47735,XRF2,1,2022-10-18,11:54:10,YEON,2022-11-29 20:50:44,
390,U1556,C,1,H,3,A,1350.0,4.34,4.259,44839872,SHLF11525101,10,0.15,6,9,10,12,No-Filter,169302,160,7868,92568,190,2441,56519,-3860,48312,27469,19753,496,28196,226495,46663,XRF2,1,2022-10-18,11:54:32,YEON,2022-11-29 20:50:44,
390,U1556,C,1,H,3,A,1400.0,4.390000000000001,4.308999999999999,44839872,SHLF11525101,10,0.15,6,9,10,12,No-Filter,172829,168,8396,95268,296,2703,59257,-4312,49569,28094,20696,354,29058,231057,47460,XRF2,1,2022-10-18,11:54:53,YEON,2022-11-29 20:50:44,
390,U1556,C,1,H,3,A,1450.0,4.44,4.359,44839872,SHLF11525101,10,0.15,6,9,10,12,No-Filter,139236,43,4835,65909,230,1997,48652,-59,37826,22035,15574,606,18802,181215,40855,XRF2,1,2022-10-18,11:55:15,YEON,2022-11-29 20:50:44,
390,U1556,C,1,H,3,A,1480.0,4.470000000000001,4.388999999999999,44839872,SHLF11525101,10,0.15,6,9,10,12,No-Filter,157944,61,5601,72086,112,2752,63588,-3057,41631,24751,17639,207,22280,207246,44700,XRF2,1,2022-10-18,11:55:32,YEON,2022-11-29 20:50:44,
390,U1556,C,1,H,4,A,50.0,4.55,4.468999999999999,44839882,SHLF11525131,10,0.15,6,9,10,12,No-Filter,158151,99,5514,80689,68,2961,65500,-4077,40880,24337,17695,539,16095,196116,47774,XRF2,1,2022-10-18,13:29:03,YEON,2022-11-29 20:50:49,
390,U1556,C,1,H,4,A,75.0,4.575,4.494,44839882,SHLF11525131,10,0.15,6,9,10,12,No-Filter,137236,19,2852,67132,90,3677,85789,-4238,22806,15066,9381,-505,6916,107175,51811,XRF2,1,2022-10-18,13:29:23,YEON,2022-11-29 20:50:49,
390,U1556,C,1,H,4,A,100.0,4.6,4.518999999999999,44839882,SHLF11525131,10,0.15,6,9,10,12,No-Filter,151683,49,4280,74488,89,3257,76140,-4442,33610,19731,14647,161,9261,164551,50945,XRF2,1,2022-10-18,13:29:41,YEON,2022-11-29 20:50:49,
390,U1556,C,1,H,4,A,120.0,4.62,4.539,44839882,SHLF11525131,10,0.15,6,9,10,12,No-Filter,139695,18,3006,65855,24,3372,82424,-3453,25475,16059,10649,-38,2797,128110,50819,XRF2,1,2022-10-18,13:29:59,YEON,2022-11-29 20:50:49,
390,U1556,C,1,H,4,A,150.0,4.65,4.569,44839882,SHLF11525131,10,0.15,6,9,10,12,No-Filter,163138,117,6351,83149,225,2716,64090,-3951,43222,25071,17515,569,25612,205893,48251,XRF2,1,2022-10-18,13:30:17,YEON,2022-11-29 20:50:49,
390,U1556,C,1,H,4,A,200.0,4.7,4.619,44839882,SHLF11525131,10,0.15,6,9,10,12,No-Filter,164937,115,6287,88046,130,3096,69240,-4608,42385,25393,17834,124,21689,197539,49483,XRF2,1,2022-10-18,13:30:38,YEON,2022-11-29 20:50:49,
390,U1556,C,1,H,4,A,250.0,4.75,4.669,44839882,SHLF11525131,10,0.15,6,9,10,12,No-Filter,168935,157,7670,95943,278,2765,57991,-3899,50181,29672,19661,277,24031,218396,47064,XRF2,1,2022-10-18,13:31:00,YEON,2022-11-29 20:50:49,
390,U1556,C,1,H,4,A,300.0,4.8,4.718999999999999,44839882,SHLF11525131,10,0.15,6,9,10,12,No-Filter,166359,88,8438,101069,276,2330,53254,-4209,49564,28094,19473,556,24927,212882,46743,XRF2,1,2022-10-18,13:31:22,YEON,2022-11-29 20:50:49,
