Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),CSF-A (m),CSF-A (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,Ca-Ka Area,Fe-Ka Area,Ni-Ka Area,As-Ka Area,Br-Ka Area,Rb-Ka Area,Sr-Ka Area,Y -Ka Area,Zr-Ka Area,Nb-Ka Area,Mo-Ka Area,Ag-Ka Area,Ba-Ka Area,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
395E,U1561,A,3,H,7,A,840.0,25.23,25.23,44834872,SHLF10903231,50,0.75,10,14,10,12,Cu,86794,10028,1463,3704,34,169,102,6347,56,395,60,66,443136,4101,XRF2,1,2022-08-26,16:40:21,YEON,2022-09-02 18:20:27,
395E,U1561,A,3,H,7,A,900.0,25.29,25.29,44834872,SHLF10903231,50,0.75,10,14,10,12,Cu,87278,10653,1483,3642,32,201,118,6554,47,439,82,59,439056,4352,XRF2,1,2022-08-26,16:40:45,YEON,2022-09-02 18:20:27,
395E,U1561,A,3,H,7,A,950.0,25.34,25.34,44834872,SHLF10903231,50,0.75,10,14,10,12,Cu,82919,9615,1480,3099,19,190,80,6121,87,428,40,42,440183,3902,XRF2,1,2022-08-26,16:41:10,YEON,2022-09-02 18:20:27,
395E,U1561,A,3,H,7,A,1000.0,25.39,25.39,44834872,SHLF10903231,50,0.75,10,14,10,12,Cu,84210,9912,1445,3327,61,172,116,6287,81,492,106,31,436658,3786,XRF2,1,2022-08-26,16:41:34,YEON,2022-09-02 18:20:27,
395E,U1561,A,3,H,CC,A,30.0,25.48,25.48,44834882,SHLF10903261,50,0.75,10,13,10,12,Cu,77493,5914,1007,3128,52,144,81,4011,77,411,101,40,442732,1798,XRF2,1,2022-08-26,16:48:13,YEON,2022-09-02 18:20:28,
395E,U1561,A,3,H,CC,A,85.0,25.535,25.535,44834882,SHLF10903261,50,0.75,10,14,10,12,Cu,84634,8725,1441,3591,57,191,41,5760,85,647,96,81,438797,2719,XRF2,1,2022-08-26,16:48:36,YEON,2022-09-02 18:20:28,
395E,U1561,A,3,H,CC,A,130.0,25.58,25.58,44834882,SHLF10903261,50,0.75,10,14,10,12,Cu,86948,6854,2743,3561,79,205,86,5485,58,1694,125,86,437763,2747,XRF2,1,2022-08-26,16:49:00,YEON,2022-09-02 18:20:28,
395E,U1561,A,4,H,1,A,800.0,26.5,26.5,44834892,SHLF10903331,50,0.75,10,14,10,12,Cu,86869,9678,1458,3576,33,153,112,6641,135,432,21,28,436556,2760,XRF2,1,2022-08-26,17:06:57,YEON,2022-09-02 18:20:30,
395E,U1561,A,4,H,1,A,850.0,26.55,26.55,44834892,SHLF10903331,50,0.75,10,14,10,12,Cu,85781,9883,1528,3480,80,121,104,6657,57,409,54,35,434596,2721,XRF2,1,2022-08-26,17:07:21,YEON,2022-09-02 18:20:30,
395E,U1561,A,4,H,1,A,900.0,26.599999999999998,26.599999999999998,44834892,SHLF10903331,50,0.75,10,14,10,12,Cu,86155,10284,1882,3477,49,182,136,6897,53,454,55,60,436289,2056,XRF2,1,2022-08-26,17:07:45,YEON,2022-09-02 18:20:30,
395E,U1561,A,4,H,1,A,950.0,26.65,26.65,44834892,SHLF10903331,50,0.75,10,14,10,12,Cu,86378,9002,1875,3480,53,167,151,6376,95,460,32,39,440182,1601,XRF2,1,2022-08-26,17:08:10,YEON,2022-09-02 18:20:30,
395E,U1561,A,4,H,1,A,1000.0,26.7,26.7,44834892,SHLF10903331,50,0.75,10,14,10,12,Cu,86104,9056,1749,3513,52,175,139,6550,50,465,86,87,437799,1670,XRF2,1,2022-08-26,17:08:34,YEON,2022-09-02 18:20:30,
395E,U1561,A,4,H,1,A,1050.0,26.75,26.75,44834892,SHLF10903331,50,0.75,10,14,10,12,Cu,85676,9884,1742,3484,49,209,154,6518,95,441,40,67,436809,1449,XRF2,1,2022-08-26,17:08:58,YEON,2022-09-02 18:20:30,
395E,U1561,A,4,H,1,A,1100.0,26.8,26.8,44834892,SHLF10903331,50,0.75,10,14,10,12,Cu,86023,9857,2047,3302,47,179,116,6347,100,462,25,47,439617,1605,XRF2,1,2022-08-26,17:09:23,YEON,2022-09-02 18:20:30,
395E,U1561,A,4,H,1,A,1150.0,26.849999999999998,26.849999999999998,44834892,SHLF10903331,50,0.75,10,14,10,12,Cu,85603,9618,1887,3520,78,142,147,6172,104,508,39,113,439106,1714,XRF2,1,2022-08-26,17:09:47,YEON,2022-09-02 18:20:30,
395E,U1561,A,4,H,1,A,1200.0,26.9,26.9,44834892,SHLF10903331,50,0.75,10,14,10,12,Cu,85321,9430,1842,3452,37,173,172,6252,54,432,29,64,440369,1750,XRF2,1,2022-08-26,17:10:11,YEON,2022-09-02 18:20:30,
395E,U1561,A,4,H,1,A,1250.0,26.95,26.95,44834892,SHLF10903331,50,0.75,10,14,10,12,Cu,84829,8884,1679,3434,31,180,143,5982,84,471,37,41,440660,1884,XRF2,1,2022-08-26,17:10:35,YEON,2022-09-02 18:20:30,
395E,U1561,A,4,H,1,A,1300.0,27.0,27.0,44834892,SHLF10903331,50,0.75,10,14,10,12,Cu,84484,8806,1963,3473,79,189,131,6157,58,355,27,127,437713,1760,XRF2,1,2022-08-26,17:11:00,YEON,2022-09-02 18:20:30,
395E,U1561,A,4,H,1,A,1350.0,27.05,27.05,44834892,SHLF10903331,50,0.75,10,14,10,12,Cu,84838,8903,1750,3350,52,150,114,6144,98,432,64,98,439576,1463,XRF2,1,2022-08-26,17:11:24,YEON,2022-09-02 18:20:30,
395E,U1561,A,4,H,1,A,1400.0,27.099999999999998,27.099999999999998,44834892,SHLF10903331,50,0.75,10,14,10,12,Cu,85363,9237,1941,3479,87,187,125,6361,118,421,31,52,437786,1875,XRF2,1,2022-08-26,17:11:48,YEON,2022-09-02 18:20:30,
395E,U1561,A,4,H,1,A,1450.0,27.15,27.15,44834892,SHLF10903331,50,0.75,10,14,10,12,Cu,86090,10169,2060,3392,54,189,83,6524,125,441,103,94,438525,2309,XRF2,1,2022-08-26,17:12:13,YEON,2022-09-02 18:20:30,
395E,U1561,A,4,H,1,A,1480.0,27.18,27.18,44834892,SHLF10903331,50,0.75,10,14,10,12,Cu,86628,9392,2200,3520,52,187,174,6373,68,400,27,70,441372,2519,XRF2,1,2022-08-26,17:12:37,YEON,2022-09-02 18:20:30,
395E,U1561,A,4,H,1,A,1500.0,27.2,27.2,44834892,SHLF10903331,50,0.75,10,14,10,12,Cu,80980,6333,1626,3275,95,94,115,4171,74,325,36,38,441698,1576,XRF2,1,2022-08-26,17:13:00,YEON,2022-09-02 18:20:30,
395E,U1561,A,4,H,2,A,50.0,27.25,27.25,44834902,SHLF10903361,50,0.75,10,14,10,12,Cu,85668,9363,2605,3586,58,183,165,6110,99,545,38,53,437709,2394,XRF2,1,2022-08-26,17:41:12,YEON,2022-09-02 18:20:32,
395E,U1561,A,4,H,2,A,100.0,27.3,27.3,44834902,SHLF10903361,50,0.75,10,14,10,12,Cu,84607,9607,1991,3500,38,155,136,6000,103,486,36,36,435615,2363,XRF2,1,2022-08-26,17:41:36,YEON,2022-09-02 18:20:32,
395E,U1561,A,4,H,2,A,150.0,27.349999999999998,27.349999999999998,44834902,SHLF10903361,50,0.75,10,14,10,12,Cu,84555,9279,1845,3410,73,153,141,6047,111,511,39,87,438073,2311,XRF2,1,2022-08-26,17:42:00,YEON,2022-09-02 18:20:32,
395E,U1561,A,4,H,2,A,200.0,27.4,27.4,44834902,SHLF10903361,50,0.75,10,14,10,12,Cu,84411,9644,1752,3447,64,150,144,5935,118,396,36,47,439377,1686,XRF2,1,2022-08-26,17:42:25,YEON,2022-09-02 18:20:32,
395E,U1561,A,4,H,2,A,250.0,27.45,27.45,44834902,SHLF10903361,50,0.75,10,14,10,12,Cu,84653,9595,1739,3357,33,127,104,6162,63,438,54,51,439518,1889,XRF2,1,2022-08-26,17:42:49,YEON,2022-09-02 18:20:32,
395E,U1561,A,4,H,2,A,300.0,27.5,27.5,44834902,SHLF10903361,50,0.75,10,14,10,12,Cu,84463,9581,1628,3357,51,159,141,6162,123,432,22,51,438491,1898,XRF2,1,2022-08-26,17:43:13,YEON,2022-09-02 18:20:32,
395E,U1561,A,4,H,2,A,350.0,27.55,27.55,44834902,SHLF10903361,50,0.75,10,14,10,12,Cu,84423,9783,1643,3370,54,109,182,6390,65,462,90,152,438927,1971,XRF2,1,2022-08-26,17:43:38,YEON,2022-09-02 18:20:32,
395E,U1561,A,4,H,2,A,400.0,27.599999999999998,27.599999999999998,44834902,SHLF10903361,50,0.75,10,14,10,12,Cu,84156,9707,1533,3330,65,89,106,6205,51,404,41,54,438585,2063,XRF2,1,2022-08-26,17:44:02,YEON,2022-09-02 18:20:32,
395E,U1561,A,4,H,2,A,450.0,27.65,27.65,44834902,SHLF10903361,50,0.75,10,14,10,12,Cu,83111,9250,1664,3490,85,136,200,5999,41,402,32,95,436806,1951,XRF2,1,2022-08-26,17:44:26,YEON,2022-09-02 18:20:32,
395E,U1561,A,4,H,2,A,500.0,27.7,27.7,44834902,SHLF10903361,50,0.75,10,14,10,12,Cu,82528,8573,1734,3371,42,115,107,5764,160,451,40,100,435284,1838,XRF2,1,2022-08-26,17:44:51,YEON,2022-09-02 18:20:32,
395E,U1561,A,4,H,2,A,550.0,27.75,27.75,44834902,SHLF10903361,50,0.75,10,14,10,12,Cu,83332,9187,1786,3313,42,178,195,6031,76,437,47,58,435383,1433,XRF2,1,2022-08-26,17:45:15,YEON,2022-09-02 18:20:32,
395E,U1561,A,4,H,2,A,600.0,27.8,27.8,44834902,SHLF10903361,50,0.75,10,14,10,12,Cu,84349,9110,2047,3462,49,150,151,6052,66,551,91,93,436376,1826,XRF2,1,2022-08-26,17:45:40,YEON,2022-09-02 18:20:32,
395E,U1561,A,4,H,2,A,650.0,27.849999999999998,27.849999999999998,44834902,SHLF10903361,50,0.75,10,14,10,12,Cu,84981,9476,1976,3344,64,150,145,6222,102,454,44,56,437954,1553,XRF2,1,2022-08-26,17:46:04,YEON,2022-09-02 18:20:32,
395E,U1561,A,4,H,2,A,700.0,27.9,27.9,44834902,SHLF10903361,50,0.75,10,14,10,12,Cu,85320,9472,2014,3449,62,180,153,6204,87,382,66,64,438938,1428,XRF2,1,2022-08-26,17:46:28,YEON,2022-09-02 18:20:32,
395E,U1561,A,4,H,2,A,750.0,27.95,27.95,44834902,SHLF10903361,50,0.75,10,14,10,12,Cu,84786,9190,1898,3500,41,172,155,6376,108,369,27,61,440159,1364,XRF2,1,2022-08-26,17:46:53,YEON,2022-09-02 18:20:32,
395E,U1561,A,4,H,2,A,800.0,28.0,28.0,44834902,SHLF10903361,50,0.75,10,14,10,12,Cu,84629,9367,1924,3369,62,161,117,6332,99,473,11,58,439726,1728,XRF2,1,2022-08-26,17:47:17,YEON,2022-09-02 18:20:32,
395E,U1561,A,4,H,2,A,850.0,28.05,28.05,44834902,SHLF10903361,50,0.75,10,14,10,12,Cu,85012,9202,1933,3393,63,146,127,6469,155,457,49,168,439083,1816,XRF2,1,2022-08-26,17:47:41,YEON,2022-09-02 18:20:32,
395E,U1561,A,4,H,2,A,900.0,28.099999999999998,28.099999999999998,44834902,SHLF10903361,50,0.75,10,14,10,12,Cu,85556,9413,2125,3576,62,164,151,6511,47,526,58,90,437392,1650,XRF2,1,2022-08-26,17:48:06,YEON,2022-09-02 18:20:32,
395E,U1561,A,4,H,2,A,950.0,28.15,28.15,44834902,SHLF10903361,50,0.75,10,14,10,12,Cu,86059,9398,2168,3518,67,187,144,6715,82,402,55,78,439020,1812,XRF2,1,2022-08-26,17:48:30,YEON,2022-09-02 18:20:32,
395E,U1561,A,4,H,2,A,1010.0,28.21,28.21,44834902,SHLF10903361,50,0.75,10,14,10,12,Cu,86045,8989,2350,3548,46,157,175,6463,112,567,91,86,436810,2017,XRF2,1,2022-08-26,17:48:55,YEON,2022-09-02 18:20:32,
395E,U1561,A,4,H,2,A,1050.0,28.25,28.25,44834902,SHLF10903361,50,0.75,10,14,10,12,Cu,86172,9464,2273,3537,22,150,164,6765,93,558,29,62,435989,1923,XRF2,1,2022-08-26,17:49:19,YEON,2022-09-02 18:20:32,
395E,U1561,A,4,H,2,A,1100.0,28.3,28.3,44834902,SHLF10903361,50,0.75,10,14,10,12,Cu,86458,9439,2268,3533,53,161,215,6743,92,461,14,59,437772,1552,XRF2,1,2022-08-26,17:49:43,YEON,2022-09-02 18:20:32,
395E,U1561,A,4,H,2,A,1150.0,28.349999999999998,28.349999999999998,44834902,SHLF10903361,50,0.75,10,14,10,12,Cu,86335,9051,2472,3517,43,168,200,6539,96,567,68,87,437576,1693,XRF2,1,2022-08-26,17:50:08,YEON,2022-09-02 18:20:32,
395E,U1561,A,4,H,2,A,1200.0,28.4,28.4,44834902,SHLF10903361,50,0.75,10,14,10,12,Cu,86328,9470,2422,3345,119,134,174,6635,72,489,95,98,438041,1569,XRF2,1,2022-08-26,17:50:32,YEON,2022-09-02 18:20:32,
395E,U1561,A,4,H,2,A,1250.0,28.45,28.45,44834902,SHLF10903361,50,0.75,10,14,10,12,Cu,86070,9666,2211,3486,39,159,154,6707,126,532,40,36,439611,1494,XRF2,1,2022-08-26,17:50:57,YEON,2022-09-02 18:20:32,
395E,U1561,A,4,H,2,A,1300.0,28.5,28.5,44834902,SHLF10903361,50,0.75,10,14,10,12,Cu,84941,9491,1809,3510,60,129,143,6709,95,513,13,74,438711,1203,XRF2,1,2022-08-26,17:51:21,YEON,2022-09-02 18:20:32,
395E,U1561,A,4,H,2,A,1350.0,28.55,28.55,44834902,SHLF10903361,50,0.75,10,14,10,12,Cu,84356,9132,1856,3434,28,118,161,6493,79,449,49,52,438876,1617,XRF2,1,2022-08-26,17:51:45,YEON,2022-09-02 18:20:32,
395E,U1561,A,4,H,2,A,1400.0,28.599999999999998,28.599999999999998,44834902,SHLF10903361,50,0.75,10,14,10,12,Cu,85293,9743,1967,3503,70,179,138,6716,129,533,51,41,437455,2131,XRF2,1,2022-08-26,17:52:10,YEON,2022-09-02 18:20:32,
395E,U1561,A,4,H,2,A,1450.0,28.65,28.65,44834902,SHLF10903361,50,0.75,10,14,10,12,Cu,87258,9775,2253,3593,81,166,180,6839,76,561,44,60,447661,3707,XRF2,1,2022-08-26,17:52:34,YEON,2022-09-02 18:20:32,
395E,U1561,A,4,H,2,A,1480.0,28.68,28.68,44834902,SHLF10903361,50,0.75,10,14,10,12,Cu,87637,10103,2244,3489,63,204,145,6887,133,521,44,90,444126,4115,XRF2,1,2022-08-26,17:52:59,YEON,2022-09-02 18:20:32,
395E,U1561,A,4,H,3,A,50.0,28.75,28.75,44834912,SHLF10903391,50,0.75,10,14,10,12,Cu,85475,9129,2363,3484,72,179,142,6664,104,504,38,37,436187,3673,XRF2,1,2022-08-26,18:26:39,YEON,2022-09-02 18:20:34,
395E,U1561,A,4,H,3,A,100.0,28.8,28.8,44834912,SHLF10903391,50,0.75,10,14,10,12,Cu,85684,9273,2327,3489,58,153,139,6780,113,520,61,102,436368,3908,XRF2,1,2022-08-26,18:27:03,YEON,2022-09-02 18:20:34,
395E,U1561,A,4,H,3,A,150.0,28.849999999999998,28.849999999999998,44834912,SHLF10903391,50,0.75,10,14,10,12,Cu,86232,9457,2406,3543,55,156,173,6991,130,521,69,29,436437,3679,XRF2,1,2022-08-26,18:27:28,YEON,2022-09-02 18:20:34,
395E,U1561,A,4,H,3,A,200.0,28.9,28.9,44834912,SHLF10903391,50,0.75,10,14,10,12,Cu,86115,9410,2266,3505,43,184,147,6992,81,483,68,69,435177,3439,XRF2,1,2022-08-26,18:27:52,YEON,2022-09-02 18:20:34,
395E,U1561,A,4,H,3,A,250.0,28.95,28.95,44834912,SHLF10903391,50,0.75,10,14,10,12,Cu,85940,9457,2466,3453,57,144,171,6945,117,515,71,124,434653,3747,XRF2,1,2022-08-26,18:28:17,YEON,2022-09-02 18:20:34,
395E,U1561,A,4,H,3,A,300.0,29.0,29.0,44834912,SHLF10903391,50,0.75,10,14,10,12,Cu,86249,9297,2619,3482,33,179,142,6812,111,552,114,69,435856,3794,XRF2,1,2022-08-26,18:28:41,YEON,2022-09-02 18:20:34,
395E,U1561,A,4,H,3,A,350.0,29.05,29.05,44834912,SHLF10903391,50,0.75,10,14,10,12,Cu,86296,9195,2537,3568,57,160,166,6967,88,494,29,26,436135,3651,XRF2,1,2022-08-26,18:29:06,YEON,2022-09-02 18:20:34,
395E,U1561,A,4,H,3,A,400.0,29.099999999999998,29.099999999999998,44834912,SHLF10903391,50,0.75,10,14,10,12,Cu,86071,9399,2635,3540,55,102,197,6845,80,513,58,34,435755,3225,XRF2,1,2022-08-26,18:29:30,YEON,2022-09-02 18:20:34,
395E,U1561,A,4,H,3,A,450.0,29.15,29.15,44834912,SHLF10903391,50,0.75,10,14,10,12,Cu,85677,9074,2455,3478,77,127,158,6674,72,530,20,15,435509,3455,XRF2,1,2022-08-26,18:29:54,YEON,2022-09-02 18:20:34,
395E,U1561,A,4,H,3,A,500.0,29.2,29.2,44834912,SHLF10903391,50,0.75,10,14,10,12,Cu,85425,9161,2312,3513,33,126,174,6624,128,564,44,46,434646,3652,XRF2,1,2022-08-26,18:30:19,YEON,2022-09-02 18:20:34,
395E,U1561,A,4,H,3,A,550.0,29.25,29.25,44834912,SHLF10903391,50,0.75,10,14,10,12,Cu,85277,8935,2310,3459,69,145,177,6624,64,515,59,42,435141,3233,XRF2,1,2022-08-26,18:30:43,YEON,2022-09-02 18:20:34,
395E,U1561,A,4,H,3,A,600.0,29.3,29.3,44834912,SHLF10903391,50,0.75,10,14,10,12,Cu,85677,9251,2401,3443,64,151,174,6659,87,542,38,51,436192,2972,XRF2,1,2022-08-26,18:31:08,YEON,2022-09-02 18:20:34,
395E,U1561,A,4,H,3,A,650.0,29.349999999999998,29.349999999999998,44834912,SHLF10903391,50,0.75,10,14,10,12,Cu,85478,9626,2080,3526,48,133,198,6757,90,435,60,73,434951,3623,XRF2,1,2022-08-26,18:31:32,YEON,2022-09-02 18:20:34,
395E,U1561,A,4,H,3,A,700.0,29.4,29.4,44834912,SHLF10903391,50,0.75,10,14,10,12,Cu,85595,9616,2220,3413,57,153,138,6713,129,466,24,35,436007,3702,XRF2,1,2022-08-26,18:31:57,YEON,2022-09-02 18:20:34,
395E,U1561,A,4,H,3,A,750.0,29.45,29.45,44834912,SHLF10903391,50,0.75,10,14,10,12,Cu,85377,9500,2100,3391,52,144,180,6684,66,395,60,55,434976,3764,XRF2,1,2022-08-26,18:32:21,YEON,2022-09-02 18:20:34,
395E,U1561,A,4,H,3,A,800.0,29.5,29.5,44834912,SHLF10903391,50,0.75,10,14,10,12,Cu,86296,9529,2240,3524,54,161,123,6800,83,519,28,57,437652,3886,XRF2,1,2022-08-26,18:32:45,YEON,2022-09-02 18:20:34,
395E,U1561,A,4,H,3,A,850.0,29.55,29.55,44834912,SHLF10903391,50,0.75,10,14,10,12,Cu,86225,10057,2041,3592,55,148,164,6936,35,469,31,60,437706,3538,XRF2,1,2022-08-26,18:33:10,YEON,2022-09-02 18:20:34,
395E,U1561,A,4,H,3,A,900.0,29.599999999999998,29.599999999999998,44834912,SHLF10903391,50,0.75,10,14,10,12,Cu,86361,9786,2327,3520,46,127,151,7107,112,579,50,45,435676,3623,XRF2,1,2022-08-26,18:33:34,YEON,2022-09-02 18:20:34,
395E,U1561,A,4,H,3,A,950.0,29.65,29.65,44834912,SHLF10903391,50,0.75,10,14,10,12,Cu,86016,9980,2077,3577,49,126,117,6784,138,498,50,80,437104,4249,XRF2,1,2022-08-26,18:33:59,YEON,2022-09-02 18:20:34,
395E,U1561,A,4,H,3,A,1000.0,29.7,29.7,44834912,SHLF10903391,50,0.75,10,14,10,12,Cu,86465,9812,2044,3547,58,166,168,6816,90,437,26,92,436211,4093,XRF2,1,2022-08-26,18:34:23,YEON,2022-09-02 18:20:34,
395E,U1561,A,4,H,3,A,1050.0,29.75,29.75,44834912,SHLF10903391,50,0.75,10,14,10,12,Cu,86135,9810,2212,3533,63,131,204,6988,117,432,94,145,436230,3204,XRF2,1,2022-08-26,18:34:48,YEON,2022-09-02 18:20:34,
395E,U1561,A,4,H,3,A,1100.0,29.8,29.8,44834912,SHLF10903391,50,0.75,10,14,10,12,Cu,86203,10078,2100,3558,84,167,169,6772,136,543,59,58,436568,3452,XRF2,1,2022-08-26,18:35:12,YEON,2022-09-02 18:20:34,
395E,U1561,A,4,H,3,A,1150.0,29.849999999999998,29.849999999999998,44834912,SHLF10903391,50,0.75,10,14,10,12,Cu,85952,10138,1988,3483,56,224,134,6800,77,483,39,37,435227,3757,XRF2,1,2022-08-26,18:35:36,YEON,2022-09-02 18:20:34,
395E,U1561,A,4,H,3,A,1200.0,29.9,29.9,44834912,SHLF10903391,50,0.75,10,14,10,12,Cu,86046,9723,2086,3496,79,162,164,6846,115,518,15,55,435269,3756,XRF2,1,2022-08-26,18:36:01,YEON,2022-09-02 18:20:34,
395E,U1561,A,4,H,3,A,1250.0,29.95,29.95,44834912,SHLF10903391,50,0.75,10,14,10,12,Cu,86129,9689,2315,3606,28,147,170,6880,131,455,77,75,436898,3258,XRF2,1,2022-08-26,18:36:25,YEON,2022-09-02 18:20:34,
395E,U1561,A,4,H,3,A,1300.0,30.0,30.0,44834912,SHLF10903391,50,0.75,10,14,10,12,Cu,85839,9878,2128,3572,52,141,177,6782,114,542,35,61,437168,4122,XRF2,1,2022-08-26,18:36:50,YEON,2022-09-02 18:20:34,
395E,U1561,A,4,H,3,A,1350.0,30.05,30.05,44834912,SHLF10903391,50,0.75,10,14,10,12,Cu,85278,9106,2038,3450,66,99,162,6348,88,457,43,21,438364,4256,XRF2,1,2022-08-26,18:37:14,YEON,2022-09-02 18:20:34,
395E,U1561,A,4,H,3,A,1400.0,30.099999999999998,30.099999999999998,44834912,SHLF10903391,50,0.75,10,14,10,12,Cu,85863,9595,2217,3646,68,115,199,6590,86,522,18,70,439436,4268,XRF2,1,2022-08-26,18:37:39,YEON,2022-09-02 18:20:34,
395E,U1561,A,4,H,3,A,1450.0,30.15,30.15,44834912,SHLF10903391,50,0.75,10,14,10,12,Cu,86035,9856,2176,3473,65,163,120,6341,137,539,59,80,443865,4017,XRF2,1,2022-08-26,18:38:03,YEON,2022-09-02 18:20:34,
395E,U1561,A,4,H,3,A,1475.0,30.175,30.175,44834912,SHLF10903391,50,0.75,10,14,10,12,Cu,86703,9620,2337,3559,62,178,154,6380,104,539,53,68,442526,4282,XRF2,1,2022-08-26,18:38:27,YEON,2022-09-02 18:20:34,
395E,U1561,A,4,H,4,A,50.0,30.25,30.25,44834922,SHLF10903421,50,0.75,10,14,10,12,Cu,85370,9780,2468,3462,74,148,189,6700,73,469,42,130,435239,3667,XRF2,1,2022-08-26,19:06:01,YEON,2022-09-02 18:20:36,
395E,U1561,A,4,H,4,A,100.0,30.3,30.3,44834922,SHLF10903421,50,0.75,10,14,10,12,Cu,85211,9739,2288,3407,79,110,150,6663,117,530,14,76,434013,3639,XRF2,1,2022-08-26,19:06:25,YEON,2022-09-02 18:20:36,
395E,U1561,A,4,H,4,A,150.0,30.349999999999998,30.349999999999998,44834922,SHLF10903421,50,0.75,10,14,10,12,Cu,85285,9864,2081,3402,56,139,187,6643,104,538,50,51,434311,3297,XRF2,1,2022-08-26,19:06:50,YEON,2022-09-02 18:20:36,
395E,U1561,A,4,H,4,A,200.0,30.4,30.4,44834922,SHLF10903421,50,0.75,10,14,10,12,Cu,85628,9992,2256,3415,77,152,148,6658,106,469,93,136,436362,3334,XRF2,1,2022-08-26,19:07:14,YEON,2022-09-02 18:20:36,
395E,U1561,A,4,H,4,A,250.0,30.45,30.45,44834922,SHLF10903421,50,0.75,10,14,10,12,Cu,85853,10316,2169,3540,90,159,122,6690,141,500,33,37,436660,3633,XRF2,1,2022-08-26,19:07:39,YEON,2022-09-02 18:20:36,
395E,U1561,A,4,H,4,A,300.0,30.5,30.5,44834922,SHLF10903421,50,0.75,10,14,10,12,Cu,85471,10280,2159,3346,42,155,134,6672,67,436,51,52,435482,4116,XRF2,1,2022-08-26,19:08:03,YEON,2022-09-02 18:20:36,
395E,U1561,A,4,H,4,A,350.0,30.55,30.55,44834922,SHLF10903421,50,0.75,10,14,10,12,Cu,85941,10061,2197,3639,78,139,142,6750,109,479,115,97,437241,3863,XRF2,1,2022-08-26,19:08:28,YEON,2022-09-02 18:20:36,
395E,U1561,A,4,H,4,A,400.0,30.599999999999998,30.599999999999998,44834922,SHLF10903421,50,0.75,10,14,10,12,Cu,85779,10002,2387,3343,50,141,187,6748,45,512,39,38,436829,4016,XRF2,1,2022-08-26,19:08:52,YEON,2022-09-02 18:20:36,
395E,U1561,A,4,H,4,A,450.0,30.65,30.65,44834922,SHLF10903421,50,0.75,10,14,10,12,Cu,85618,9669,2390,3454,56,101,162,6673,78,423,79,92,434655,4453,XRF2,1,2022-08-26,19:09:17,YEON,2022-09-02 18:20:36,
395E,U1561,A,4,H,4,A,500.0,30.7,30.7,44834922,SHLF10903421,50,0.75,10,14,10,12,Cu,85261,9680,2103,3572,56,119,163,6635,77,493,33,30,434971,3893,XRF2,1,2022-08-26,19:09:41,YEON,2022-09-02 18:20:36,
395E,U1561,A,4,H,4,A,550.0,30.75,30.75,44834922,SHLF10903421,50,0.75,10,14,10,12,Cu,85451,10311,1948,3434,54,185,120,6593,72,465,60,66,434638,3696,XRF2,1,2022-08-26,19:10:06,YEON,2022-09-02 18:20:36,
395E,U1561,A,4,H,4,A,600.0,30.8,30.8,44834922,SHLF10903421,50,0.75,10,14,10,12,Cu,85713,10557,2024,3493,72,120,133,6738,108,372,84,143,434314,3210,XRF2,1,2022-08-26,19:10:30,YEON,2022-09-02 18:20:36,
395E,U1561,A,4,H,4,A,650.0,30.849999999999998,30.849999999999998,44834922,SHLF10903421,50,0.75,10,14,10,12,Cu,85706,10732,1908,3375,39,108,140,6952,76,385,35,90,436758,3812,XRF2,1,2022-08-26,19:10:55,YEON,2022-09-02 18:20:36,
395E,U1561,A,4,H,4,A,700.0,30.9,30.9,44834922,SHLF10903421,50,0.75,10,14,10,12,Cu,85702,10361,1963,3431,86,164,166,6640,112,511,38,115,436958,3885,XRF2,1,2022-08-26,19:11:20,YEON,2022-09-02 18:20:36,
395E,U1561,A,4,H,4,A,750.0,30.95,30.95,44834922,SHLF10903421,50,0.75,10,14,10,12,Cu,85594,10256,2149,3441,55,120,127,6817,77,472,47,41,437491,3737,XRF2,1,2022-08-26,19:11:44,YEON,2022-09-02 18:20:36,
395E,U1561,A,4,H,4,A,800.0,31.0,31.0,44834922,SHLF10903421,50,0.75,10,14,10,12,Cu,85847,10401,2129,3535,45,142,142,6733,142,439,36,50,437681,3920,XRF2,1,2022-08-26,19:12:09,YEON,2022-09-02 18:20:36,
395E,U1561,A,4,H,4,A,850.0,31.05,31.05,44834922,SHLF10903421,50,0.75,10,14,10,12,Cu,86303,10147,2303,3383,82,102,97,6744,81,408,112,67,439731,3209,XRF2,1,2022-08-26,19:12:33,YEON,2022-09-02 18:20:36,
395E,U1561,A,4,H,4,A,900.0,31.099999999999998,31.099999999999998,44834922,SHLF10903421,50,0.75,10,14,10,12,Cu,85757,9994,2059,3336,38,155,138,6561,101,450,78,121,439658,3947,XRF2,1,2022-08-26,19:12:58,YEON,2022-09-02 18:20:36,
395E,U1561,A,4,H,4,A,950.0,31.15,31.15,44834922,SHLF10903421,50,0.75,10,14,10,12,Cu,85294,9853,2041,3397,105,174,139,6496,92,459,51,33,439402,3884,XRF2,1,2022-08-26,19:13:22,YEON,2022-09-02 18:20:36,
