Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),CSF-A (m),CSF-A (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,Ca-Ka Area,Fe-Ka Area,Ni-Ka Area,As-Ka Area,Br-Ka Area,Rb-Ka Area,Sr-Ka Area,Y -Ka Area,Zr-Ka Area,Nb-Ka Area,Mo-Ka Area,Ag-Ka Area,Ba-Ka Area,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
395E,U1561,A,3,H,1,A,100.0,16.3,16.3,44834812,SHLF10903051,50,0.75,10,14,10,12,Cu,90985,528,14713,3740,113,193,1073,1214,426,1853,131,107,432972,6320,XRF2,1,2022-08-26,12:36:42,YEON,2022-09-02 18:20:16,
395E,U1561,A,3,H,1,A,150.0,16.349999999999998,16.349999999999998,44834812,SHLF10903051,50,0.75,10,14,10,12,Cu,91278,569,15254,3694,74,198,1081,1168,476,1878,141,82,434298,6208,XRF2,1,2022-08-26,12:37:05,YEON,2022-09-02 18:20:16,
395E,U1561,A,3,H,1,A,200.0,16.4,16.4,44834812,SHLF10903051,50,0.75,10,14,10,12,Cu,91601,450,15190,3826,70,251,1150,1213,434,1956,154,103,435834,6629,XRF2,1,2022-08-26,12:37:29,YEON,2022-09-02 18:20:16,
395E,U1561,A,3,H,1,A,250.0,16.45,16.45,44834812,SHLF10903051,50,0.75,10,14,10,12,Cu,91781,510,15158,3712,61,206,981,1185,460,1953,178,135,434233,4800,XRF2,1,2022-08-26,12:37:53,YEON,2022-09-02 18:20:16,
395E,U1561,A,3,H,1,A,300.0,16.5,16.5,44834812,SHLF10903051,50,0.75,10,14,10,12,Cu,92216,516,15394,3883,108,203,1096,1284,464,2019,199,92,434862,5542,XRF2,1,2022-08-26,12:38:17,YEON,2022-09-02 18:20:16,
395E,U1561,A,3,H,1,A,340.0,16.54,16.54,44834812,SHLF10903051,50,0.75,10,14,10,12,Cu,92196,458,15634,3846,141,194,1064,1281,488,2103,123,100,434218,5375,XRF2,1,2022-08-26,12:38:40,YEON,2022-09-02 18:20:16,
395E,U1561,A,3,H,1,A,360.0,16.56,16.56,44834812,SHLF10903051,50,0.75,10,14,10,12,Cu,92461,530,15300,3874,113,205,1116,1322,500,2116,223,136,434096,6791,XRF2,1,2022-08-26,12:39:04,YEON,2022-09-02 18:20:16,
395E,U1561,A,3,H,1,A,400.0,16.599999999999998,16.599999999999998,44834812,SHLF10903051,50,0.75,10,14,10,12,Cu,92409,518,15452,3829,88,216,1097,1286,547,2052,177,152,433921,6946,XRF2,1,2022-08-26,12:39:28,YEON,2022-09-02 18:20:16,
395E,U1561,A,3,H,1,A,450.0,16.65,16.65,44834812,SHLF10903051,50,0.75,10,14,10,12,Cu,92212,563,15679,3868,92,213,1180,1405,434,1961,151,44,433593,7001,XRF2,1,2022-08-26,12:39:52,YEON,2022-09-02 18:20:16,
395E,U1561,A,3,H,1,A,500.0,16.7,16.7,44834812,SHLF10903051,50,0.75,10,14,10,12,Cu,92424,667,15429,3715,87,175,1043,1453,340,1923,110,113,433472,7580,XRF2,1,2022-08-26,12:40:15,YEON,2022-09-02 18:20:16,
395E,U1561,A,3,H,1,A,550.0,16.75,16.75,44834812,SHLF10903051,50,0.75,10,14,10,12,Cu,92610,539,15534,3704,91,219,1011,1424,404,1950,170,66,434893,7738,XRF2,1,2022-08-26,12:40:39,YEON,2022-09-02 18:20:16,
395E,U1561,A,3,H,1,A,600.0,16.8,16.8,44834812,SHLF10903051,50,0.75,10,14,10,12,Cu,92292,434,14935,3739,74,195,1115,1480,429,1897,186,180,434621,6661,XRF2,1,2022-08-26,12:41:03,YEON,2022-09-02 18:20:16,
395E,U1561,A,3,H,1,A,650.0,16.849999999999998,16.849999999999998,44834812,SHLF10903051,50,0.75,10,14,10,12,Cu,92114,574,15340,3849,133,252,1052,1590,426,1892,185,61,433897,7137,XRF2,1,2022-08-26,12:41:27,YEON,2022-09-02 18:20:16,
395E,U1561,A,3,H,1,A,700.0,16.9,16.9,44834812,SHLF10903051,50,0.75,10,14,10,12,Cu,91932,550,15370,3895,118,198,1022,1330,404,1895,133,81,434790,6618,XRF2,1,2022-08-26,12:41:50,YEON,2022-09-02 18:20:16,
395E,U1561,A,3,H,1,A,750.0,16.95,16.95,44834812,SHLF10903051,50,0.75,10,14,10,12,Cu,92226,568,15669,3710,123,186,1086,1199,531,2076,150,147,433730,6739,XRF2,1,2022-08-26,12:42:14,YEON,2022-09-02 18:20:16,
395E,U1561,A,3,H,1,A,800.0,17.0,17.0,44834812,SHLF10903051,50,0.75,10,14,10,12,Cu,92204,771,15652,3624,124,240,1097,1141,483,1963,162,93,432671,7219,XRF2,1,2022-08-26,12:42:38,YEON,2022-09-02 18:20:16,
395E,U1561,A,3,H,1,A,850.0,17.05,17.05,44834812,SHLF10903051,50,0.75,10,14,10,12,Cu,92225,438,16077,3746,79,179,1169,1297,511,2051,197,112,432611,7142,XRF2,1,2022-08-26,12:43:02,YEON,2022-09-02 18:20:16,
395E,U1561,A,3,H,1,A,900.0,17.099999999999998,17.099999999999998,44834812,SHLF10903051,50,0.75,10,14,10,12,Cu,92271,508,16004,3753,66,263,1142,1224,469,2026,164,151,433853,6968,XRF2,1,2022-08-26,12:43:25,YEON,2022-09-02 18:20:16,
395E,U1561,A,3,H,1,A,950.0,17.15,17.15,44834812,SHLF10903051,50,0.75,10,14,10,12,Cu,91995,519,15721,3783,75,189,1054,1148,471,1915,110,89,434794,6410,XRF2,1,2022-08-26,12:43:49,YEON,2022-09-02 18:20:16,
395E,U1561,A,3,H,1,A,1000.0,17.2,17.2,44834812,SHLF10903051,50,0.75,10,14,10,12,Cu,92221,644,15586,3777,113,176,1113,1128,483,1953,219,142,436461,6417,XRF2,1,2022-08-26,12:44:13,YEON,2022-09-02 18:20:16,
395E,U1561,A,3,H,1,A,1050.0,17.25,17.25,44834812,SHLF10903051,50,0.75,10,14,10,12,Cu,92369,450,15587,3721,137,249,1109,1218,531,1952,133,119,436738,6831,XRF2,1,2022-08-26,12:44:37,YEON,2022-09-02 18:20:16,
395E,U1561,A,3,H,1,A,1100.0,17.3,17.3,44834812,SHLF10903051,50,0.75,10,14,10,12,Cu,92562,612,15543,3809,116,223,1041,1103,460,1990,149,105,438777,6332,XRF2,1,2022-08-26,12:45:01,YEON,2022-09-02 18:20:16,
395E,U1561,A,3,H,1,A,1150.0,17.349999999999998,17.349999999999998,44834812,SHLF10903051,50,0.75,10,14,10,12,Cu,92518,520,15124,3811,97,162,1062,1146,497,2088,98,90,438193,6679,XRF2,1,2022-08-26,12:45:24,YEON,2022-09-02 18:20:16,
395E,U1561,A,3,H,1,A,1200.0,17.4,17.4,44834812,SHLF10903051,50,0.75,10,14,10,12,Cu,92605,597,15541,3784,79,162,1099,1146,539,2022,109,154,437518,7443,XRF2,1,2022-08-26,12:45:48,YEON,2022-09-02 18:20:16,
395E,U1561,A,3,H,1,A,1250.0,17.45,17.45,44834812,SHLF10903051,50,0.75,10,14,10,12,Cu,92581,623,15794,3842,107,181,1003,1182,526,2078,117,155,437010,6990,XRF2,1,2022-08-26,12:46:12,YEON,2022-09-02 18:20:16,
395E,U1561,A,3,H,1,A,1300.0,17.5,17.5,44834812,SHLF10903051,50,0.75,10,14,10,12,Cu,92136,573,15518,3768,91,204,1121,1154,444,2038,190,127,435538,7042,XRF2,1,2022-08-26,12:46:36,YEON,2022-09-02 18:20:16,
395E,U1561,A,3,H,1,A,1350.0,17.55,17.55,44834812,SHLF10903051,50,0.75,10,14,10,12,Cu,91619,565,15054,3778,142,226,1117,1155,489,1985,181,151,435155,5922,XRF2,1,2022-08-26,12:47:00,YEON,2022-09-02 18:20:16,
395E,U1561,A,3,H,1,A,1400.0,17.599999999999998,17.599999999999998,44834812,SHLF10903051,50,0.75,10,14,10,12,Cu,92248,593,15134,3821,80,218,983,1191,551,1890,119,112,438891,6612,XRF2,1,2022-08-26,12:47:24,YEON,2022-09-02 18:20:16,
395E,U1561,A,3,H,1,A,1450.0,17.65,17.65,44834812,SHLF10903051,50,0.75,10,14,10,12,Cu,91661,487,14596,3840,57,224,1034,1099,525,1981,113,137,441661,6253,XRF2,1,2022-08-26,12:47:47,YEON,2022-09-02 18:20:16,
395E,U1561,A,3,H,1,A,1490.0,17.689999999999998,17.689999999999998,44834812,SHLF10903051,50,0.75,10,14,10,12,Cu,93296,617,15457,3859,117,254,1066,1133,492,1981,150,78,444277,6346,XRF2,1,2022-08-26,12:48:11,YEON,2022-09-02 18:20:16,
395E,U1561,A,3,H,2,A,50.0,17.75,17.75,44834822,SHLF10903081,50,0.75,10,14,10,12,Cu,92664,626,15722,3913,55,217,999,1175,625,2132,220,148,435180,7210,XRF2,1,2022-08-26,13:14:34,YEON,2022-09-02 18:20:18,
395E,U1561,A,3,H,2,A,100.0,17.8,17.8,44834822,SHLF10903081,50,0.75,10,14,10,12,Cu,91599,636,15279,3837,51,232,976,1113,468,1934,221,160,432765,7008,XRF2,1,2022-08-26,13:14:58,YEON,2022-09-02 18:20:18,
395E,U1561,A,3,H,2,A,150.0,17.849999999999998,17.849999999999998,44834822,SHLF10903081,50,0.75,10,14,10,12,Cu,91905,588,15146,3802,113,212,1064,1168,508,1928,210,140,432859,8055,XRF2,1,2022-08-26,13:15:22,YEON,2022-09-02 18:20:18,
395E,U1561,A,3,H,2,A,200.0,17.9,17.9,44834822,SHLF10903081,50,0.75,10,14,10,12,Cu,92487,603,15394,3790,79,203,1110,1257,574,2066,213,102,434411,7981,XRF2,1,2022-08-26,13:15:46,YEON,2022-09-02 18:20:18,
395E,U1561,A,3,H,2,A,250.0,17.95,17.95,44834822,SHLF10903081,50,0.75,10,14,10,12,Cu,92521,631,15154,3727,105,169,1001,1303,493,2077,166,131,434304,8451,XRF2,1,2022-08-26,13:16:10,YEON,2022-09-02 18:20:18,
395E,U1561,A,3,H,2,A,300.0,18.0,18.0,44834822,SHLF10903081,50,0.75,10,14,10,12,Cu,91962,844,13714,3624,67,216,995,2030,477,1900,141,122,434300,7933,XRF2,1,2022-08-26,13:16:33,YEON,2022-09-02 18:20:18,
395E,U1561,A,3,H,2,A,350.0,18.05,18.05,44834822,SHLF10903081,50,0.75,10,14,10,12,Cu,90766,1885,11207,3699,76,143,840,3619,437,1760,122,78,434010,8248,XRF2,1,2022-08-26,13:16:57,YEON,2022-09-02 18:20:18,
395E,U1561,A,3,H,2,A,400.0,18.099999999999998,18.099999999999998,44834822,SHLF10903081,50,0.75,10,14,10,12,Cu,90026,2480,10117,3572,87,139,751,4471,336,1435,116,76,434006,6706,XRF2,1,2022-08-26,13:17:21,YEON,2022-09-02 18:20:18,
395E,U1561,A,3,H,2,A,450.0,18.15,18.15,44834822,SHLF10903081,50,0.75,10,14,10,12,Cu,90004,2539,10195,3678,81,243,706,4474,356,1535,123,68,433539,6030,XRF2,1,2022-08-26,13:17:45,YEON,2022-09-02 18:20:18,
395E,U1561,A,3,H,2,A,500.0,18.2,18.2,44834822,SHLF10903081,50,0.75,10,14,10,12,Cu,90290,2297,10491,3832,73,119,732,4241,326,1344,114,106,433045,5757,XRF2,1,2022-08-26,13:18:09,YEON,2022-09-02 18:20:18,
395E,U1561,A,3,H,2,A,550.0,18.25,18.25,44834822,SHLF10903081,50,0.75,10,14,10,12,Cu,89651,2579,9914,3680,70,108,705,4272,312,1480,124,107,434230,5454,XRF2,1,2022-08-26,13:18:33,YEON,2022-09-02 18:20:18,
395E,U1561,A,3,H,2,A,600.0,18.3,18.3,44834822,SHLF10903081,50,0.75,10,14,10,12,Cu,90220,2331,10262,3700,124,226,716,4009,358,1531,100,84,435043,6303,XRF2,1,2022-08-26,13:18:57,YEON,2022-09-02 18:20:18,
395E,U1561,A,3,H,2,A,650.0,18.349999999999998,18.349999999999998,44834822,SHLF10903081,50,0.75,10,14,10,12,Cu,90944,1661,11914,3698,98,169,781,3029,419,1727,168,65,434563,6796,XRF2,1,2022-08-26,13:19:21,YEON,2022-09-02 18:20:18,
395E,U1561,A,3,H,2,A,700.0,18.4,18.4,44834822,SHLF10903081,50,0.75,10,14,10,12,Cu,91609,1303,12919,3724,98,227,924,2544,491,1842,133,87,436095,6823,XRF2,1,2022-08-26,13:19:44,YEON,2022-09-02 18:20:18,
395E,U1561,A,3,H,2,A,750.0,18.45,18.45,44834822,SHLF10903081,50,0.75,10,14,10,12,Cu,91989,1088,13980,3952,83,182,1008,2086,433,1865,206,162,436803,5427,XRF2,1,2022-08-26,13:20:08,YEON,2022-09-02 18:20:18,
395E,U1561,A,3,H,2,A,800.0,18.5,18.5,44834822,SHLF10903081,50,0.75,10,14,10,12,Cu,92173,605,15369,3933,58,206,1016,1253,510,2033,187,131,436972,5679,XRF2,1,2022-08-26,13:20:32,YEON,2022-09-02 18:20:18,
395E,U1561,A,3,H,2,A,850.0,18.55,18.55,44834822,SHLF10903081,50,0.75,10,14,10,12,Cu,92498,638,15531,3826,115,204,1054,1136,525,1931,135,11,438241,5681,XRF2,1,2022-08-26,13:20:56,YEON,2022-09-02 18:20:18,
395E,U1561,A,3,H,2,A,900.0,18.599999999999998,18.599999999999998,44834822,SHLF10903081,50,0.75,10,14,10,12,Cu,92062,648,15630,3830,87,150,1058,1107,501,2049,147,120,436237,5210,XRF2,1,2022-08-26,13:21:20,YEON,2022-09-02 18:20:18,
395E,U1561,A,3,H,2,A,950.0,18.65,18.65,44834822,SHLF10903081,50,0.75,10,14,10,12,Cu,91886,623,15481,3770,58,127,963,1151,427,1876,178,131,434784,4830,XRF2,1,2022-08-26,13:21:44,YEON,2022-09-02 18:20:18,
395E,U1561,A,3,H,2,A,1000.0,18.7,18.7,44834822,SHLF10903081,50,0.75,10,14,10,12,Cu,91402,619,15645,3744,90,213,1066,1046,502,1999,201,124,433947,4417,XRF2,1,2022-08-26,13:22:08,YEON,2022-09-02 18:20:18,
395E,U1561,A,3,H,2,A,1050.0,18.75,18.75,44834822,SHLF10903081,50,0.75,10,14,10,12,Cu,91404,577,15613,3804,100,215,972,1070,524,2001,185,162,433849,4250,XRF2,1,2022-08-26,13:22:31,YEON,2022-09-02 18:20:18,
395E,U1561,A,3,H,2,A,1100.0,18.8,18.8,44834822,SHLF10903081,50,0.75,10,14,10,12,Cu,91644,678,15156,3720,75,233,996,1021,486,1890,144,123,438202,4152,XRF2,1,2022-08-26,13:22:55,YEON,2022-09-02 18:20:18,
395E,U1561,A,3,H,2,A,1150.0,18.849999999999998,18.849999999999998,44834822,SHLF10903081,50,0.75,10,14,10,12,Cu,91917,479,15208,3893,108,273,1002,1060,468,1997,181,143,439000,4579,XRF2,1,2022-08-26,13:23:19,YEON,2022-09-02 18:20:18,
395E,U1561,A,3,H,2,A,1200.0,18.9,18.9,44834822,SHLF10903081,50,0.75,10,14,10,12,Cu,91584,359,14924,3504,86,218,1059,981,436,2065,158,90,437750,4668,XRF2,1,2022-08-26,13:23:43,YEON,2022-09-02 18:20:18,
395E,U1561,A,3,H,2,A,1250.0,18.95,18.95,44834822,SHLF10903081,50,0.75,10,14,10,12,Cu,91573,558,15127,3737,111,190,1073,1098,456,1898,183,70,437043,4292,XRF2,1,2022-08-26,13:24:07,YEON,2022-09-02 18:20:18,
395E,U1561,A,3,H,2,A,1300.0,19.0,19.0,44834822,SHLF10903081,50,0.75,10,14,10,12,Cu,91408,602,15216,3806,62,212,1113,1011,345,2043,171,117,436868,4201,XRF2,1,2022-08-26,13:24:31,YEON,2022-09-02 18:20:18,
395E,U1561,A,3,H,2,A,1350.0,19.05,19.05,44834822,SHLF10903081,50,0.75,10,14,10,12,Cu,91036,529,15187,3816,99,235,989,1056,517,2115,131,68,435723,4366,XRF2,1,2022-08-26,13:24:54,YEON,2022-09-02 18:20:18,
395E,U1561,A,3,H,2,A,1400.0,19.099999999999998,19.099999999999998,44834822,SHLF10903081,50,0.75,10,14,10,12,Cu,91318,473,15097,3727,103,218,1025,1061,350,1814,144,101,436814,3928,XRF2,1,2022-08-26,13:25:18,YEON,2022-09-02 18:20:18,
395E,U1561,A,3,H,2,A,1450.0,19.15,19.15,44834822,SHLF10903081,50,0.75,10,14,10,12,Cu,91310,503,14977,3741,97,231,948,1082,447,1871,128,136,440204,3850,XRF2,1,2022-08-26,13:25:42,YEON,2022-09-02 18:20:18,
395E,U1561,A,3,H,2,A,1500.0,19.2,19.2,44834822,SHLF10903081,50,0.75,10,13,10,12,Cu,66984,141,581,2599,54,48,101,109,27,244,31,53,441633,370,XRF2,1,2022-08-26,13:26:06,YEON,2022-09-02 18:20:18,
395E,U1561,A,3,H,3,A,50.0,19.25,19.25,44834832,SHLF10903111,50,0.75,10,14,10,12,Cu,91883,456,15403,3728,66,222,926,1136,547,1893,163,102,438446,4222,XRF2,1,2022-08-26,13:53:34,YEON,2022-09-02 18:20:20,
395E,U1561,A,3,H,3,A,100.0,19.3,19.3,44834832,SHLF10903111,50,0.75,10,14,10,12,Cu,90930,574,14702,3836,89,207,976,1048,561,1949,88,52,435990,4204,XRF2,1,2022-08-26,13:53:58,YEON,2022-09-02 18:20:20,
395E,U1561,A,3,H,3,A,150.0,19.349999999999998,19.349999999999998,44834832,SHLF10903111,50,0.75,10,14,10,12,Cu,91281,490,14836,3716,112,219,882,1043,517,1847,147,91,437446,4123,XRF2,1,2022-08-26,13:54:22,YEON,2022-09-02 18:20:20,
395E,U1561,A,3,H,3,A,200.0,19.4,19.4,44834832,SHLF10903111,50,0.75,10,14,10,12,Cu,91211,670,14953,3797,118,212,870,1002,505,2024,147,142,436898,3991,XRF2,1,2022-08-26,13:54:46,YEON,2022-09-02 18:20:20,
395E,U1561,A,3,H,3,A,250.0,19.45,19.45,44834832,SHLF10903111,50,0.75,10,14,10,12,Cu,91250,612,14947,3799,92,166,905,1096,522,1937,153,145,435877,3907,XRF2,1,2022-08-26,13:55:10,YEON,2022-09-02 18:20:20,
395E,U1561,A,3,H,3,A,300.0,19.5,19.5,44834832,SHLF10903111,50,0.75,10,14,10,12,Cu,91157,560,14874,3631,111,197,958,1062,479,1948,165,137,433973,3992,XRF2,1,2022-08-26,13:55:34,YEON,2022-09-02 18:20:20,
395E,U1561,A,3,H,3,A,350.0,19.55,19.55,44834832,SHLF10903111,50,0.75,10,14,10,12,Cu,91725,705,15297,3761,106,242,926,1145,506,2021,163,102,434529,3426,XRF2,1,2022-08-26,13:55:58,YEON,2022-09-02 18:20:20,
395E,U1561,A,3,H,3,A,400.0,19.599999999999998,19.599999999999998,44834832,SHLF10903111,50,0.75,10,14,10,12,Cu,91614,618,15633,3789,69,223,960,1112,497,1931,191,136,433343,3398,XRF2,1,2022-08-26,13:56:22,YEON,2022-09-02 18:20:20,
395E,U1561,A,3,H,3,A,450.0,19.65,19.65,44834832,SHLF10903111,50,0.75,10,14,10,12,Cu,91310,558,15200,3784,39,219,941,1105,482,1992,199,89,432653,3366,XRF2,1,2022-08-26,13:56:46,YEON,2022-09-02 18:20:20,
395E,U1561,A,3,H,3,A,500.0,19.7,19.7,44834832,SHLF10903111,50,0.75,10,14,10,12,Cu,91635,467,15504,3873,61,230,990,988,415,1965,171,92,433502,3699,XRF2,1,2022-08-26,13:57:10,YEON,2022-09-02 18:20:20,
395E,U1561,A,3,H,3,A,550.0,19.75,19.75,44834832,SHLF10903111,50,0.75,10,14,10,12,Cu,92063,555,15727,3934,109,232,1036,1113,468,2046,138,84,433440,3572,XRF2,1,2022-08-26,13:57:34,YEON,2022-09-02 18:20:20,
395E,U1561,A,3,H,3,A,600.0,19.8,19.8,44834832,SHLF10903111,50,0.75,10,14,10,12,Cu,91901,621,15305,3718,142,213,1026,1077,442,2076,220,157,433556,3611,XRF2,1,2022-08-26,13:57:58,YEON,2022-09-02 18:20:20,
395E,U1561,A,3,H,3,A,650.0,19.849999999999998,19.849999999999998,44834832,SHLF10903111,50,0.75,10,14,10,12,Cu,92206,577,15629,3710,37,178,1053,1104,358,1994,108,85,433926,3853,XRF2,1,2022-08-26,13:58:22,YEON,2022-09-02 18:20:20,
395E,U1561,A,3,H,3,A,700.0,19.9,19.9,44834832,SHLF10903111,50,0.75,10,14,10,12,Cu,92693,453,15640,3819,99,242,1021,1052,453,2013,165,140,435726,3618,XRF2,1,2022-08-26,13:58:46,YEON,2022-09-02 18:20:20,
395E,U1561,A,3,H,3,A,750.0,19.95,19.95,44834832,SHLF10903111,50,0.75,10,14,10,12,Cu,92404,461,15871,3781,73,203,1042,1001,433,2040,143,84,434075,3746,XRF2,1,2022-08-26,13:59:10,YEON,2022-09-02 18:20:20,
395E,U1561,A,3,H,3,A,800.0,20.0,20.0,44834832,SHLF10903111,50,0.75,10,14,10,12,Cu,92479,676,15496,3899,86,233,1148,1049,422,2045,154,134,435148,3707,XRF2,1,2022-08-26,13:59:33,YEON,2022-09-02 18:20:20,
395E,U1561,A,3,H,3,A,850.0,20.05,20.05,44834832,SHLF10903111,50,0.75,10,14,10,12,Cu,91088,565,15115,3689,63,210,998,1014,388,1925,191,79,437488,3392,XRF2,1,2022-08-26,13:59:57,YEON,2022-09-02 18:20:20,
395E,U1561,A,3,H,3,A,900.0,20.099999999999998,20.099999999999998,44834832,SHLF10903111,50,0.75,10,14,10,12,Cu,90823,641,15017,3717,80,216,972,1070,428,1942,213,76,431905,3773,XRF2,1,2022-08-26,14:00:21,YEON,2022-09-02 18:20:20,
395E,U1561,A,3,H,3,A,950.0,20.15,20.15,44834832,SHLF10903111,50,0.75,10,14,10,12,Cu,91194,585,15096,3606,70,259,919,980,455,1908,193,106,434143,3410,XRF2,1,2022-08-26,14:00:45,YEON,2022-09-02 18:20:20,
395E,U1561,A,3,H,3,A,990.0,20.189999999999998,20.189999999999998,44834832,SHLF10903111,50,0.75,10,14,10,12,Cu,91329,653,15227,3875,86,196,961,1098,511,1981,124,78,431698,3742,XRF2,1,2022-08-26,14:01:09,YEON,2022-09-02 18:20:20,
395E,U1561,A,3,H,3,A,1050.0,20.25,20.25,44834832,SHLF10903111,50,0.75,10,14,10,12,Cu,92594,660,15636,3647,121,253,972,1026,532,2015,146,184,435413,3632,XRF2,1,2022-08-26,14:01:33,YEON,2022-09-02 18:20:20,
395E,U1561,A,3,H,3,A,1100.0,20.3,20.3,44834832,SHLF10903111,50,0.75,10,14,10,12,Cu,92612,614,15309,3775,86,236,1000,1087,583,2041,91,12,436476,3447,XRF2,1,2022-08-26,14:01:57,YEON,2022-09-02 18:20:20,
395E,U1561,A,3,H,3,A,1150.0,20.349999999999998,20.349999999999998,44834832,SHLF10903111,50,0.75,10,14,10,12,Cu,92885,557,15566,3766,69,194,990,1121,492,2051,246,147,439319,3594,XRF2,1,2022-08-26,14:02:21,YEON,2022-09-02 18:20:20,
395E,U1561,A,3,H,3,A,1200.0,20.4,20.4,44834832,SHLF10903111,50,0.75,10,14,10,12,Cu,92639,429,15195,3784,122,210,922,1035,509,2043,180,132,437843,3393,XRF2,1,2022-08-26,14:02:45,YEON,2022-09-02 18:20:20,
395E,U1561,A,3,H,3,A,1250.0,20.45,20.45,44834832,SHLF10903111,50,0.75,10,14,10,12,Cu,92256,545,14870,3645,103,231,1003,1123,496,1974,166,72,438775,3378,XRF2,1,2022-08-26,14:03:09,YEON,2022-09-02 18:20:20,
395E,U1561,A,3,H,3,A,1300.0,20.5,20.5,44834832,SHLF10903111,50,0.75,10,14,10,12,Cu,92277,624,15111,3955,93,246,921,1003,416,1955,148,85,438899,3532,XRF2,1,2022-08-26,14:03:33,YEON,2022-09-02 18:20:20,
395E,U1561,A,3,H,3,A,1350.0,20.55,20.55,44834832,SHLF10903111,50,0.75,10,14,10,12,Cu,91764,708,14546,3647,58,272,1024,1030,562,1946,168,169,436945,3397,XRF2,1,2022-08-26,14:03:57,YEON,2022-09-02 18:20:20,
395E,U1561,A,3,H,3,A,1400.0,20.599999999999998,20.599999999999998,44834832,SHLF10903111,50,0.75,10,14,10,12,Cu,91973,560,14951,3666,65,214,962,916,485,1982,160,190,439169,3347,XRF2,1,2022-08-26,14:04:21,YEON,2022-09-02 18:20:20,
395E,U1561,A,3,H,3,A,1450.0,20.65,20.65,44834832,SHLF10903111,50,0.75,10,14,10,12,Cu,92012,447,14391,3750,173,207,964,1080,474,1938,169,109,444718,3628,XRF2,1,2022-08-26,14:04:45,YEON,2022-09-02 18:20:20,
395E,U1561,A,3,H,3,A,1475.0,20.675,20.675,44834832,SHLF10903111,50,0.75,10,14,10,12,Cu,92984,600,14846,3858,68,273,1012,1085,508,2115,177,92,444093,3514,XRF2,1,2022-08-26,14:05:09,YEON,2022-09-02 18:20:20,
395E,U1561,A,3,H,4,A,50.0,20.75,20.75,44834842,SHLF10903141,50,0.75,10,14,10,12,Cu,90224,516,14994,3532,115,224,996,993,462,2026,191,133,433066,4155,XRF2,1,2022-08-26,14:31:34,YEON,2022-09-02 18:20:22,
395E,U1561,A,3,H,4,A,100.0,20.8,20.8,44834842,SHLF10903141,50,0.75,10,14,10,12,Cu,89946,592,14355,3694,147,232,879,1014,520,1929,246,156,432192,4068,XRF2,1,2022-08-26,14:31:58,YEON,2022-09-02 18:20:22,
395E,U1561,A,3,H,4,A,150.0,20.849999999999998,20.849999999999998,44834842,SHLF10903141,50,0.75,10,14,10,12,Cu,90401,596,14791,3869,54,216,935,935,426,1838,165,71,434053,3988,XRF2,1,2022-08-26,14:32:22,YEON,2022-09-02 18:20:22,
395E,U1561,A,3,H,4,A,200.0,20.9,20.9,44834842,SHLF10903141,50,0.75,10,14,10,12,Cu,90484,501,14659,3723,134,204,891,933,490,2079,162,137,435521,3681,XRF2,1,2022-08-26,14:32:46,YEON,2022-09-02 18:20:22,
395E,U1561,A,3,H,4,A,250.0,20.95,20.95,44834842,SHLF10903141,50,0.75,10,14,10,12,Cu,90686,707,14534,3746,115,228,951,935,449,1928,123,88,435916,3629,XRF2,1,2022-08-26,14:33:10,YEON,2022-09-02 18:20:22,
395E,U1561,A,3,H,4,A,300.0,21.0,21.0,44834842,SHLF10903141,50,0.75,10,14,10,12,Cu,90458,572,14649,3609,104,173,942,1037,469,1918,222,148,435597,3727,XRF2,1,2022-08-26,14:33:34,YEON,2022-09-02 18:20:22,
395E,U1561,A,3,H,4,A,350.0,21.05,21.05,44834842,SHLF10903141,50,0.75,10,14,10,12,Cu,90394,595,14473,3817,145,227,974,905,416,1852,160,142,435689,3746,XRF2,1,2022-08-26,14:33:58,YEON,2022-09-02 18:20:22,
395E,U1561,A,3,H,4,A,400.0,21.099999999999998,21.099999999999998,44834842,SHLF10903141,50,0.75,10,14,10,12,Cu,90016,597,14221,3791,92,250,874,920,438,1985,161,134,434613,3248,XRF2,1,2022-08-26,14:34:22,YEON,2022-09-02 18:20:22,
395E,U1561,A,3,H,4,A,450.0,21.15,21.15,44834842,SHLF10903141,50,0.75,10,14,10,12,Cu,90149,625,14411,3635,91,236,921,987,408,1879,138,128,434925,3903,XRF2,1,2022-08-26,14:34:47,YEON,2022-09-02 18:20:22,
395E,U1561,A,3,H,4,A,500.0,21.2,21.2,44834842,SHLF10903141,50,0.75,10,14,10,12,Cu,90088,599,14584,3728,47,187,905,945,473,1941,168,140,434178,3792,XRF2,1,2022-08-26,14:35:11,YEON,2022-09-02 18:20:22,
395E,U1561,A,3,H,4,A,550.0,21.25,21.25,44834842,SHLF10903141,50,0.75,10,14,10,12,Cu,90446,470,14536,3734,111,230,797,953,523,1887,130,143,433539,4529,XRF2,1,2022-08-26,14:35:35,YEON,2022-09-02 18:20:22,
