Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),CSF-A (m),CCSF-390-U1557-AB-20220529-Shipboard2 (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,Mg-Ka Area,Al-Ka Area,Si-Ka Area,P -Ka Area,S -Ka Area,Cl-Ka Area,Ar-Ka Area,K -Ka Area,Ca-Ka Area,Ti-Ka Area,Cr-Ka Area,Mn-Ka Area,Fe-Ka Area,Rh-La-Coh Area,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
390C,U1557,B,50,X,1,A,660.0,458.46000000000004,462.92,44859902,SHLF10869521,10,0.16,6,11,10,12,No-Filter,415383,-9,2759,31727,727,105,12218,-5026,19310,1618021,2326,601,3700,33067,46148,XRF1,2,2022-12-07,16:56:43,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,680.0,458.48,462.94,44859902,SHLF10869521,10,0.16,6,11,10,12,No-Filter,412461,-1,2847,30940,903,399,12342,-4719,19918,1606187,2528,298,3623,32094,45836,XRF1,2,2022-12-07,16:57:06,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,700.0,458.5,462.96,44741422,SHLF10869521,10,0.16,6,11,10,12,No-Filter,385072,-73,1965,31782,824,89,16868,-1403,16031,1499212,2571,656,3630,32671,41800,XRF2,1,2021-09-16,09:47:24,HERTZBERG,2021-09-22 21:04:23,
390C,U1557,B,50,X,1,A,700.0,458.5,462.96,44859902,SHLF10869521,10,0.16,6,11,10,12,No-Filter,402045,-40,2820,30492,987,430,11731,-4734,18628,1568336,2482,331,3656,31971,44391,XRF1,2,2022-12-07,16:57:28,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,720.0,458.52000000000004,462.98,44859902,SHLF10869521,10,0.16,6,11,10,12,No-Filter,392096,-5,2754,28931,764,306,11010,-4579,17940,1532142,2371,428,3381,31040,43704,XRF1,2,2022-12-07,16:57:50,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,740.0,458.54,463.0,44859902,SHLF10869521,10,0.16,6,11,10,12,No-Filter,384366,-23,2732,28714,841,592,11611,-4354,17706,1500804,2164,421,3604,30039,43114,XRF1,2,2022-12-07,16:58:13,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,750.0,458.55,463.01,44741422,SHLF10869521,10,0.16,6,10,10,12,No-Filter,369434,-62,1842,29891,573,180,16780,-957,15493,1441345,2416,362,3586,31314,40434,XRF2,1,2021-09-16,09:47:45,HERTZBERG,2021-09-22 21:04:23,
390C,U1557,B,50,X,1,A,760.0,458.56,463.02,44859902,SHLF10869521,10,0.16,6,10,10,12,No-Filter,367950,-39,2527,26635,764,375,10997,-3310,17918,1435623,2007,248,3039,29370,42034,XRF1,2,2022-12-07,16:58:35,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,780.0,458.58,463.03999999999996,44859902,SHLF10869521,10,0.16,6,10,10,12,No-Filter,367668,-42,2521,27587,937,634,11336,-3861,17536,1434639,2141,497,3178,29129,41575,XRF1,2,2022-12-07,16:58:54,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,80.0,457.88,462.34,44859902,SHLF10869521,10,0.16,6,10,10,12,No-Filter,330531,-64,2114,22719,816,668,10604,-2620,15393,1295289,1854,248,2614,25474,37175,XRF1,2,2022-12-07,16:47:41,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,800.0,458.6,463.06,44741422,SHLF10869521,10,0.16,6,10,10,12,No-Filter,354043,-2,1773,28218,606,224,16377,-540,15210,1379301,2309,598,3144,30215,39963,XRF2,1,2021-09-16,09:48:06,HERTZBERG,2021-09-22 21:04:23,
390C,U1557,B,50,X,1,A,800.0,458.6,463.06,44859902,SHLF10869521,10,0.16,6,10,10,12,No-Filter,366807,-18,2518,27360,661,296,11475,-3823,17208,1432945,1950,339,3379,29381,41502,XRF1,2,2022-12-07,16:59:13,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,820.0,458.62,463.08,44859902,SHLF10869521,10,0.16,6,10,10,12,No-Filter,364464,-18,2486,26364,396,257,10666,-3947,16790,1421547,2056,658,3346,28826,42304,XRF1,2,2022-12-07,16:59:32,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,840.0,458.64,463.09999999999997,44859902,SHLF10869521,10,0.16,6,10,10,12,No-Filter,362866,-40,2522,26320,746,231,10808,-3536,17213,1416103,2162,611,3200,29422,40903,XRF1,2,2022-12-07,16:59:51,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,850.0,458.65000000000003,463.11,44741422,SHLF10869521,10,0.16,6,10,10,12,No-Filter,350630,-48,1625,28370,851,219,15888,-300,14317,1365127,2142,517,3184,29978,39872,XRF2,1,2021-09-16,09:48:28,HERTZBERG,2021-09-22 21:04:23,
390C,U1557,B,50,X,1,A,860.0,458.66,463.12,44859902,SHLF10869521,10,0.16,6,10,10,12,No-Filter,368888,-69,2497,27160,795,575,11339,-4104,17549,1440451,2233,572,3469,28785,41596,XRF1,2,2022-12-07,17:00:11,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,880.0,458.68,463.14,44859902,SHLF10869521,10,0.16,6,11,10,12,No-Filter,383628,-73,2560,28547,669,395,11491,-4380,18095,1495946,2281,601,3515,30686,42802,XRF1,2,2022-12-07,17:00:30,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,920.0,458.72,463.18,44859902,SHLF10869521,10,0.16,6,11,10,12,No-Filter,391678,7,2746,29333,834,596,11737,-4651,18747,1527395,2419,170,3479,31445,42926,XRF1,2,2022-12-07,17:00:57,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,930.0,458.73,463.19,44741422,SHLF10869521,10,0.16,6,10,10,12,No-Filter,319862,-41,1426,25981,495,203,14063,1031,13904,1244225,2088,615,2854,28290,37900,XRF2,1,2021-09-16,09:48:49,HERTZBERG,2021-09-22 21:04:23,
390C,U1557,B,50,X,1,A,940.0,458.74,463.2,44859902,SHLF10869521,10,0.16,6,11,10,12,No-Filter,390940,-56,2651,29402,973,455,11521,-5093,17922,1524765,2341,235,3090,30365,44030,XRF1,2,2022-12-07,17:01:19,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,950.0,458.75,463.21,44741422,SHLF10869521,10,0.16,6,10,10,12,No-Filter,370408,-34,1970,29918,848,230,15230,-1248,15291,1446073,2341,659,3444,30842,41065,XRF2,1,2021-09-16,09:49:10,HERTZBERG,2021-09-22 21:04:23,
390C,U1557,B,50,X,1,A,960.0,458.76,463.21999999999997,44859902,SHLF10869521,10,0.16,6,11,10,12,No-Filter,388342,-56,2712,29536,964,371,11714,-4635,18010,1515825,2129,286,3399,30146,43148,XRF1,2,2022-12-07,17:01:42,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,980.0,458.78000000000003,463.24,44859902,SHLF10869521,10,0.16,6,11,10,12,No-Filter,403141,-17,2792,30219,840,434,12154,-5014,18551,1569709,2061,481,3024,31606,45164,XRF1,2,2022-12-07,17:02:04,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,2,A,100.0,459.40000000000003,463.86,44741432,SHLF10869551,10,0.16,6,11,10,12,No-Filter,407381,-69,2206,33476,1044,284,15662,-1994,17764,1589294,2223,670,3776,34224,43115,XRF2,1,2021-09-15,19:29:36,HERTZBERG,2021-09-22 21:04:27,
390C,U1557,B,50,X,2,A,100.0,459.40000000000003,463.86,44859912,SHLF10869551,10,0.16,6,11,10,12,No-Filter,388385,-74,2783,29692,978,641,13115,-4256,18238,1511244,2365,684,3383,30046,43041,XRF1,2,2022-12-07,15:22:15,YEON,2023-01-02 18:52:57,
390C,U1557,B,50,X,2,A,1000.0,460.3,464.76,44741432,SHLF10869551,10,0.16,6,11,10,12,No-Filter,398384,-76,2193,33905,1104,511,15360,-1886,17295,1549674,2678,437,3825,35760,42693,XRF2,1,2021-09-15,19:35:56,HERTZBERG,2021-09-22 21:04:27,
390C,U1557,B,50,X,2,A,1000.0,460.3,464.76,44859912,SHLF10869551,10,0.16,6,11,10,12,No-Filter,393078,15,2917,30536,916,478,12059,-5128,18567,1527545,2341,519,3836,33032,44167,XRF1,2,2022-12-07,15:38:38,YEON,2023-01-02 18:52:57,
390C,U1557,B,50,X,2,A,1020.0,460.32,464.78,44859912,SHLF10869551,10,0.16,6,11,10,12,No-Filter,397767,7,2859,30461,1069,486,11739,-5452,18725,1544301,2466,360,3671,32817,44824,XRF1,2,2022-12-07,15:39:00,YEON,2023-01-02 18:52:57,
390C,U1557,B,50,X,2,A,1040.0,460.34000000000003,464.8,44859912,SHLF10869551,10,0.16,6,11,10,12,No-Filter,398810,10,2749,30046,902,433,12434,-4904,18147,1551767,2567,453,3494,32079,44060,XRF1,2,2022-12-07,15:39:25,YEON,2023-01-02 18:52:57,
390C,U1557,B,50,X,2,A,1050.0,460.35,464.81,44741432,SHLF10869551,10,0.16,6,10,10,12,No-Filter,378286,-30,2142,31721,932,96,14813,-1188,16122,1474460,2537,636,3495,33474,41249,XRF2,1,2021-09-15,19:36:17,HERTZBERG,2021-09-22 21:04:27,
390C,U1557,B,50,X,2,A,1060.0,460.36,464.82,44859912,SHLF10869551,10,0.16,6,11,10,12,No-Filter,401208,-32,2904,30679,988,540,12879,-4953,18852,1558941,2616,368,3584,32567,44433,XRF1,2,2022-12-07,15:39:47,YEON,2023-01-02 18:52:57,
390C,U1557,B,50,X,2,A,1080.0,460.38,464.84,44859912,SHLF10869551,10,0.16,6,11,10,12,No-Filter,405307,-44,2900,30823,873,312,12521,-5396,19212,1572797,2617,403,3677,33504,45701,XRF1,2,2022-12-07,15:40:09,YEON,2023-01-02 18:52:57,
390C,U1557,B,50,X,2,A,1100.0,460.40000000000003,464.86,44741432,SHLF10869551,10,0.16,6,10,10,12,No-Filter,375008,2,1983,30833,1000,104,14097,-1295,15177,1466357,2403,669,3485,31950,41297,XRF2,1,2021-09-15,19:36:39,HERTZBERG,2021-09-22 21:04:27,
390C,U1557,B,50,X,2,A,1100.0,460.40000000000003,464.86,44859912,SHLF10869551,10,0.16,6,11,10,12,No-Filter,399138,-29,2873,30083,1089,327,12539,-5070,18613,1548151,2386,495,3708,33643,44828,XRF1,2,2022-12-07,15:40:34,YEON,2023-01-02 18:52:57,
390C,U1557,B,50,X,2,A,1120.0,460.42,464.88,44859912,SHLF10869551,10,0.16,6,11,10,12,No-Filter,386658,1,2939,30583,833,375,12199,-5150,18322,1495373,2675,618,3429,34880,43681,XRF1,2,2022-12-07,15:40:56,YEON,2023-01-02 18:52:57,
390C,U1557,B,50,X,2,A,1140.0,460.44,464.9,44859912,SHLF10869551,10,0.16,6,10,10,12,No-Filter,377946,-3,3058,29978,745,684,12203,-4552,18061,1462737,2990,534,3319,34850,43066,XRF1,2,2022-12-07,15:41:18,YEON,2023-01-02 18:52:57,
390C,U1557,B,50,X,2,A,1145.0,460.445,464.905,44741432,SHLF10869551,10,0.16,6,10,10,12,No-Filter,329152,-75,1801,27488,820,59,12782,479,13931,1277344,2543,433,3293,31460,38842,XRF2,1,2021-09-15,19:37:00,HERTZBERG,2021-09-22 21:04:27,
390C,U1557,B,50,X,2,A,1165.0,460.46500000000003,464.925,44859912,SHLF10869551,10,0.16,6,10,10,12,No-Filter,372489,-23,2806,30774,789,448,12098,-4333,18991,1433973,2969,679,3408,36964,42935,XRF1,2,2022-12-07,15:41:38,YEON,2023-01-02 18:52:57,
390C,U1557,B,50,X,2,A,1180.0,460.48,464.94,44859912,SHLF10869551,10,0.16,6,10,10,12,No-Filter,378685,-54,2906,30980,709,448,12324,-4763,18704,1458602,3056,705,3448,36218,43356,XRF1,2,2022-12-07,15:41:59,YEON,2023-01-02 18:52:57,
390C,U1557,B,50,X,2,A,120.0,459.42,463.88,44859912,SHLF10869551,10,0.16,6,11,10,12,No-Filter,392153,-66,2777,30115,980,505,12624,-4769,18109,1525640,2135,464,3483,30559,43633,XRF1,2,2022-12-07,15:22:38,YEON,2023-01-02 18:52:57,
390C,U1557,B,50,X,2,A,1200.0,460.5,464.96,44741432,SHLF10869551,10,0.16,6,10,10,12,No-Filter,334818,-66,1702,29242,832,113,12560,-141,14658,1295403,2767,529,3095,34089,39207,XRF2,1,2021-09-15,19:37:21,HERTZBERG,2021-09-22 21:04:27,
390C,U1557,B,50,X,2,A,1200.0,460.5,464.96,44859912,SHLF10869551,10,0.16,6,11,10,12,No-Filter,390375,-8,2972,30734,944,281,12411,-5152,18742,1508218,2717,349,3654,36206,44512,XRF1,2,2022-12-07,15:42:21,YEON,2023-01-02 18:52:57,
390C,U1557,B,50,X,2,A,1220.0,460.52000000000004,464.98,44859912,SHLF10869551,10,0.16,6,11,10,12,No-Filter,392603,-14,3120,32274,1085,483,13401,-4498,19471,1512603,2986,594,3437,37350,44752,XRF1,2,2022-12-07,15:42:44,YEON,2023-01-02 18:52:57,
390C,U1557,B,50,X,2,A,1240.0,460.54,465.0,44859912,SHLF10869551,10,0.16,6,11,10,12,No-Filter,386721,11,2988,30866,1044,551,12463,-4707,19079,1493146,2640,370,3405,35842,44099,XRF1,2,2022-12-07,15:43:06,YEON,2023-01-02 18:52:57,
390C,U1557,B,50,X,2,A,1250.0,460.55,465.01,44741432,SHLF10869551,10,0.16,6,10,10,12,No-Filter,348691,-42,1988,30419,878,117,13588,-488,15177,1349643,2787,305,3354,34211,40520,XRF2,1,2021-09-15,19:37:42,HERTZBERG,2021-09-22 21:04:27,
390C,U1557,B,50,X,2,A,1260.0,460.56,465.02,44859912,SHLF10869551,10,0.16,6,10,10,12,No-Filter,378577,-18,2893,29361,874,508,12499,-4427,18311,1465477,2770,322,3662,33836,43239,XRF1,2,2022-12-07,15:43:30,YEON,2023-01-02 18:52:57,
390C,U1557,B,50,X,2,A,1280.0,460.58,465.03999999999996,44859912,SHLF10869551,10,0.16,6,10,10,12,No-Filter,380776,-40,2806,28665,844,375,12441,-4876,17357,1479486,2484,569,3395,32677,43617,XRF1,2,2022-12-07,15:43:55,YEON,2023-01-02 18:52:57,
390C,U1557,B,50,X,2,A,1300.0,460.6,465.06,44741432,SHLF10869551,10,0.16,6,10,10,12,No-Filter,344345,-16,2136,32054,833,182,13578,-276,16806,1324820,3137,465,3523,38255,39317,XRF2,1,2021-09-15,19:38:03,HERTZBERG,2021-09-22 21:04:27,
390C,U1557,B,50,X,2,A,1300.0,460.6,465.06,44859912,SHLF10869551,10,0.16,6,10,10,12,No-Filter,376519,-60,2806,30041,922,411,11925,-4481,18629,1452361,2790,516,3782,35843,43483,XRF1,2,2022-12-07,15:44:17,YEON,2023-01-02 18:52:57,
390C,U1557,B,50,X,2,A,1320.0,460.62,465.08,44859912,SHLF10869551,10,0.16,6,10,10,12,No-Filter,370476,-58,3043,31921,867,299,12747,-4375,20058,1420144,3026,202,3437,36842,42339,XRF1,2,2022-12-07,15:44:37,YEON,2023-01-02 18:52:57,
390C,U1557,B,50,X,2,A,1345.0,460.64500000000004,465.105,44859912,SHLF10869551,10,0.16,6,10,10,12,No-Filter,354637,-67,2498,26697,841,366,11429,-3618,16603,1371778,2528,302,3037,32487,41409,XRF1,2,2022-12-07,15:44:56,YEON,2023-01-02 18:52:57,
390C,U1557,B,50,X,2,A,1350.0,460.65000000000003,465.11,44741432,SHLF10869551,10,0.16,6,10,10,12,No-Filter,331512,-60,1759,28348,607,94,12406,970,14464,1285976,2407,366,3368,33193,37912,XRF2,1,2021-09-15,19:38:24,HERTZBERG,2021-09-22 21:04:27,
390C,U1557,B,50,X,2,A,1360.0,460.66,465.12,44859912,SHLF10869551,10,0.16,6,10,10,12,No-Filter,350628,-38,2764,28996,924,585,12668,-3938,18271,1345116,2953,437,2991,36453,40941,XRF1,2,2022-12-07,15:45:15,YEON,2023-01-02 18:52:57,
390C,U1557,B,50,X,2,A,1380.0,460.68,465.14,44859912,SHLF10869551,10,0.16,6,10,10,12,No-Filter,347589,-16,2714,28997,874,582,11882,-4364,17659,1336044,2966,375,3013,34720,40849,XRF1,2,2022-12-07,15:45:34,YEON,2023-01-02 18:52:57,
390C,U1557,B,50,X,2,A,140.0,459.44,463.9,44859912,SHLF10869551,10,0.16,6,11,10,12,No-Filter,398061,-55,2894,30803,741,371,12277,-4882,18751,1549459,2329,586,3397,31011,45114,XRF1,2,2022-12-07,15:23:00,YEON,2023-01-02 18:52:57,
390C,U1557,B,50,X,2,A,1400.0,460.7,465.15999999999997,44741432,SHLF10869551,10,0.16,6,9,10,12,No-Filter,292293,-66,1713,28951,777,280,11919,2020,16184,1105343,3232,482,2769,39823,36019,XRF2,1,2021-09-15,19:38:45,HERTZBERG,2021-09-22 21:04:27,
390C,U1557,B,50,X,2,A,1400.0,460.7,465.15999999999997,44859912,SHLF10869551,10,0.16,6,10,10,12,No-Filter,338939,-64,2872,31673,840,496,12467,-3709,20057,1283466,3164,561,3313,40722,40333,XRF1,2,2022-12-07,15:45:53,YEON,2023-01-02 18:52:57,
390C,U1557,B,50,X,2,A,1420.0,460.72,465.18,44859912,SHLF10869551,10,0.16,6,10,10,12,No-Filter,345174,7,3060,32117,1148,701,12827,-4003,20098,1306130,3224,622,3158,42226,40922,XRF1,2,2022-12-07,15:46:12,YEON,2023-01-02 18:52:57,
390C,U1557,B,50,X,2,A,1440.0,460.74,465.2,44859912,SHLF10869551,10,0.16,6,10,10,12,No-Filter,343386,17,3451,35157,690,527,12531,-4057,21679,1284247,3839,61,2988,47277,40855,XRF1,2,2022-12-07,15:46:31,YEON,2023-01-02 18:52:57,
390C,U1557,B,50,X,2,A,1450.0,460.75,465.21,44741432,SHLF10869551,10,0.16,6,9,10,12,No-Filter,289537,-53,1982,30173,464,240,12277,1529,17341,1084002,3762,513,3071,43850,36079,XRF2,1,2021-09-15,19:39:06,HERTZBERG,2021-09-22 21:04:27,
390C,U1557,B,50,X,2,A,1460.0,460.76,465.21999999999997,44859912,SHLF10869551,10,0.16,6,10,10,12,No-Filter,357086,-45,2444,25351,822,578,11710,-4110,15522,1392789,2281,319,2767,27961,40953,XRF1,2,2022-12-07,15:46:53,YEON,2023-01-02 18:52:57,
390C,U1557,B,50,X,2,A,1480.0,460.78000000000003,465.24,44859912,SHLF10869551,10,0.16,6,10,10,12,No-Filter,350610,-50,3335,35608,848,575,13275,-3856,21721,1313563,3478,382,3195,44017,43234,XRF1,2,2022-12-07,15:47:12,YEON,2023-01-02 18:52:57,
390C,U1557,B,50,X,2,A,150.0,459.45,463.90999999999997,44741432,SHLF10869551,10,0.16,6,11,10,12,No-Filter,402974,-44,2193,33283,905,164,15523,-1753,16889,1571860,2486,459,3753,33740,42499,XRF2,1,2021-09-15,19:29:57,HERTZBERG,2021-09-22 21:04:27,
390C,U1557,B,50,X,2,A,1500.0,460.8,465.26,44741432,SHLF10869551,10,0.16,6,7,10,12,No-Filter,98458,-19,577,13259,120,-171,3643,9526,3242,270937,953,258,1017,8961,28225,XRF2,1,2021-09-15,19:39:27,HERTZBERG,2021-09-22 21:04:27,
390C,U1557,B,50,X,2,A,1500.0,460.8,465.26,44859912,SHLF10869551,10,0.16,6,6,10,12,No-Filter,43216,-67,250,858,18,126,1459,10208,249,22259,362,-75,258,1023,27497,XRF1,2,2022-12-07,15:47:31,YEON,2023-01-02 18:52:57,
390C,U1557,B,50,X,2,A,160.0,459.46000000000004,463.92,44859912,SHLF10869551,10,0.16,6,11,10,12,No-Filter,400809,18,2959,30642,721,370,12700,-5159,18482,1560184,2597,547,3204,30908,44665,XRF1,2,2022-12-07,15:23:22,YEON,2023-01-02 18:52:57,
390C,U1557,B,50,X,2,A,180.0,459.48,463.94,44859912,SHLF10869551,10,0.16,6,11,10,12,No-Filter,392406,-43,3018,30418,976,306,12508,-4917,18553,1525917,2168,405,3408,30954,43815,XRF1,2,2022-12-07,15:23:44,YEON,2023-01-02 18:52:57,
390C,U1557,B,50,X,2,A,20.0,459.32,463.78,44859912,SHLF10869551,10,0.16,6,11,10,12,No-Filter,382318,-50,2712,28924,756,438,12989,-4118,18532,1485564,2250,408,3371,29959,43029,XRF1,2,2022-12-07,15:20:53,YEON,2023-01-02 18:52:57,
390C,U1557,B,50,X,2,A,200.0,459.5,463.96,44741432,SHLF10869551,10,0.16,6,10,10,12,No-Filter,380338,-66,2080,30525,980,121,14652,-1206,15603,1485131,2490,302,3666,31389,41970,XRF2,1,2021-09-15,19:30:18,HERTZBERG,2021-09-22 21:04:27,
390C,U1557,B,50,X,2,A,200.0,459.5,463.96,44859912,SHLF10869551,10,0.16,6,11,10,12,No-Filter,382001,-32,2778,29226,754,294,12276,-4889,17690,1488168,2274,214,3425,29502,43447,XRF1,2,2022-12-07,15:24:06,YEON,2023-01-02 18:52:57,
390C,U1557,B,50,X,2,A,220.0,459.52000000000004,463.98,44859912,SHLF10869551,10,0.16,6,10,10,12,No-Filter,374679,-41,2769,28084,867,355,11521,-4501,16904,1461117,2454,535,2906,28591,42033,XRF1,2,2022-12-07,15:24:29,YEON,2023-01-02 18:52:57,
390C,U1557,B,50,X,2,A,240.0,459.54,464.0,44859912,SHLF10869551,10,0.16,6,10,10,12,No-Filter,378604,-52,2768,29142,821,384,12395,-4295,17754,1474290,2167,431,3274,29979,42606,XRF1,2,2022-12-07,15:24:48,YEON,2023-01-02 18:52:57,
390C,U1557,B,50,X,2,A,250.0,459.55,464.01,44741432,SHLF10869551,10,0.16,6,10,10,12,No-Filter,377592,-68,2063,31269,1049,89,14351,-1241,15726,1474230,2399,496,3852,32046,41838,XRF2,1,2021-09-15,19:30:39,HERTZBERG,2021-09-22 21:04:27,
390C,U1557,B,50,X,2,A,260.0,459.56,464.02,44859912,SHLF10869551,10,0.16,6,10,10,12,No-Filter,377425,-78,2645,29060,964,378,12050,-4685,17628,1468551,2171,117,3332,29446,43233,XRF1,2,2022-12-07,15:25:07,YEON,2023-01-02 18:52:57,
390C,U1557,B,50,X,2,A,280.0,459.58,464.03999999999996,44859912,SHLF10869551,10,0.16,6,11,10,12,No-Filter,388104,-48,2854,30403,1107,361,12087,-5050,18245,1510435,2203,413,3612,30414,44537,XRF1,2,2022-12-07,15:25:29,YEON,2023-01-02 18:52:57,
390C,U1557,B,50,X,2,A,300.0,459.6,464.06,44741432,SHLF10869551,10,0.16,6,11,10,12,No-Filter,404317,-70,2411,34115,873,207,15601,-2194,17150,1574353,2377,763,3715,34064,43533,XRF2,1,2021-09-15,19:31:00,HERTZBERG,2021-09-22 21:04:27,
390C,U1557,B,50,X,2,A,300.0,459.6,464.06,44859912,SHLF10869551,10,0.16,6,11,10,12,No-Filter,395198,-24,3107,30957,1085,315,12822,-5057,18726,1535090,2334,371,3308,31306,45261,XRF1,2,2022-12-07,15:25:51,YEON,2023-01-02 18:52:57,
390C,U1557,B,50,X,2,A,320.0,459.62,464.08,44859912,SHLF10869551,10,0.16,6,11,10,12,No-Filter,401935,-12,2935,31485,1002,602,12647,-5178,18833,1561650,2333,370,3397,31788,45573,XRF1,2,2022-12-07,15:26:13,YEON,2023-01-02 18:52:57,
390C,U1557,B,50,X,2,A,340.0,459.64,464.09999999999997,44859912,SHLF10869551,10,0.16,6,11,10,12,No-Filter,409382,-72,2912,31691,749,194,12799,-5206,19179,1591645,2311,565,3809,32182,45452,XRF1,2,2022-12-07,15:26:36,YEON,2023-01-02 18:52:57,
390C,U1557,B,50,X,2,A,350.0,459.65000000000003,464.11,44741432,SHLF10869551,10,0.16,6,11,10,12,No-Filter,425725,-46,2462,36299,1124,141,16404,-2444,18276,1654383,2869,475,4057,35531,44623,XRF2,1,2021-09-15,19:31:22,HERTZBERG,2021-09-22 21:04:27,
390C,U1557,B,50,X,2,A,360.0,459.66,464.12,44859912,SHLF10869551,10,0.16,6,11,10,12,No-Filter,401986,-32,3016,31458,492,198,12321,-4686,19393,1562510,2486,590,3392,31969,44855,XRF1,2,2022-12-07,15:26:58,YEON,2023-01-02 18:52:57,
390C,U1557,B,50,X,2,A,380.0,459.68,464.14,44859912,SHLF10869551,10,0.16,6,11,10,12,No-Filter,392326,-15,2886,30560,513,435,12832,-4765,18606,1527312,2372,757,3350,30840,44051,XRF1,2,2022-12-07,15:27:20,YEON,2023-01-02 18:52:57,
390C,U1557,B,50,X,2,A,40.0,459.34000000000003,463.8,44859912,SHLF10869551,10,0.16,6,10,10,12,No-Filter,368564,-48,2474,26852,726,350,11440,-3620,17411,1436696,2320,264,2932,29670,41396,XRF1,2,2022-12-07,15:21:15,YEON,2023-01-02 18:52:57,
390C,U1557,B,50,X,2,A,400.0,459.7,464.15999999999997,44741432,SHLF10869551,10,0.16,6,11,10,12,No-Filter,413697,-41,2256,35202,882,55,16180,-1959,17774,1610826,2515,760,3943,34682,43368,XRF2,1,2021-09-15,19:31:43,HERTZBERG,2021-09-22 21:04:27,
390C,U1557,B,50,X,2,A,400.0,459.7,464.15999999999997,44859912,SHLF10869551,10,0.16,6,11,10,12,No-Filter,386870,-25,2993,31061,850,501,12548,-4881,18890,1503645,2464,161,3606,31198,43920,XRF1,2,2022-12-07,15:27:42,YEON,2023-01-02 18:52:57,
390C,U1557,B,50,X,2,A,420.0,459.72,464.18,44859912,SHLF10869551,10,0.16,6,11,10,12,No-Filter,384369,31,2983,30713,517,313,12490,-5342,18214,1495095,2321,256,3363,30485,43582,XRF1,2,2022-12-07,15:28:04,YEON,2023-01-02 18:52:57,
390C,U1557,B,50,X,2,A,440.0,459.74,464.2,44859912,SHLF10869551,10,0.16,6,11,10,12,No-Filter,388106,-42,2877,30953,788,316,12360,-5343,18784,1507627,2586,337,3334,31504,43983,XRF1,2,2022-12-07,15:28:27,YEON,2023-01-02 18:52:57,
390C,U1557,B,50,X,2,A,450.0,459.75,464.21,44741432,SHLF10869551,10,0.16,6,11,10,12,No-Filter,412685,-26,2489,35157,652,131,15999,-2173,17932,1603434,2779,598,3744,36276,43924,XRF2,1,2021-09-15,19:32:04,HERTZBERG,2021-09-22 21:04:27,
390C,U1557,B,50,X,2,A,460.0,459.76,464.21999999999997,44859912,SHLF10869551,10,0.16,6,11,10,12,No-Filter,390786,48,3049,31100,888,239,12432,-4869,18635,1520566,2301,392,3247,30749,43898,XRF1,2,2022-12-07,15:28:49,YEON,2023-01-02 18:52:57,
390C,U1557,B,50,X,2,A,480.0,459.78000000000003,464.24,44859912,SHLF10869551,10,0.16,6,11,10,12,No-Filter,392654,-44,2816,30352,989,482,12090,-4490,18466,1529383,2069,289,3674,30921,43475,XRF1,2,2022-12-07,15:29:11,YEON,2023-01-02 18:52:57,
390C,U1557,B,50,X,2,A,50.0,459.35,463.81,44741432,SHLF10869551,10,0.16,6,11,10,12,No-Filter,389699,7,2198,32145,781,11,15312,-936,16521,1522004,2381,528,3537,32472,41350,XRF2,1,2021-09-15,19:29:15,HERTZBERG,2021-09-22 21:04:27,
390C,U1557,B,50,X,2,A,500.0,459.8,464.26,44741432,SHLF10869551,10,0.16,6,11,10,12,No-Filter,416704,-11,2430,35110,1080,106,16256,-2368,17564,1620566,2491,743,3811,35488,43417,XRF2,1,2021-09-15,19:32:25,HERTZBERG,2021-09-22 21:04:27,
390C,U1557,B,50,X,2,A,500.0,459.8,464.26,44859912,SHLF10869551,10,0.16,6,11,10,12,No-Filter,399210,9,2925,30965,1082,529,12000,-5004,18781,1550830,2429,612,3445,31440,44799,XRF1,2,2022-12-07,15:29:33,YEON,2023-01-02 18:52:57,
