Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),CSF-A (m),CCSF-393-U1583-ABCDE-20220803-shipboard (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,Ca-Ka Area,Fe-Ka Area,Ni-Ka Area,As-Ka Area,Br-Ka Area,Rb-Ka Area,Sr-Ka Area,Y -Ka Area,Zr-Ka Area,Nb-Ka Area,Mo-Ka Area,Ag-Ka Area,Ba-Ka Area,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
393,U1583,E,1,H,1,A,50.0,0.05,0.05,44856622,SHLF11653161,50,0.75,10,14,10,12,Cu,87748,7705,1542,3653,66,247,127,9137,90,398,53,69,436038,1804,XRF2,1,2022-11-19,16:09:18,YEON,2022-12-15 20:53:12,
393,U1583,E,1,H,1,A,100.0,0.1,0.1,44856622,SHLF11653161,50,0.75,10,14,10,12,Cu,87542,7817,1655,3595,70,244,123,8510,69,505,63,26,437429,1866,XRF2,1,2022-11-19,16:09:43,YEON,2022-12-15 20:53:12,
393,U1583,E,1,H,1,A,150.0,0.15,0.15,44856622,SHLF11653161,50,0.75,10,14,10,12,Cu,88761,7263,2425,3598,43,262,179,8725,156,509,55,91,435393,3404,XRF2,1,2022-11-19,16:10:07,YEON,2022-12-15 20:53:12,
393,U1583,E,1,H,1,A,200.0,0.2,0.2,44856622,SHLF11653161,50,0.75,10,14,10,12,Cu,88332,7780,2301,3656,95,214,145,8599,187,491,48,94,435924,2957,XRF2,1,2022-11-19,16:10:32,YEON,2022-12-15 20:53:12,
393,U1583,E,1,H,1,A,250.0,0.25,0.25,44856622,SHLF11653161,50,0.75,10,14,10,12,Cu,88723,7809,2330,3609,59,259,203,8591,110,529,20,53,434822,3031,XRF2,1,2022-11-19,16:10:56,YEON,2022-12-15 20:53:12,
393,U1583,E,1,H,1,A,300.0,0.3,0.3,44856622,SHLF11653161,50,0.75,10,14,10,12,Cu,88707,7956,2188,3728,89,231,194,8779,128,438,47,107,436362,2592,XRF2,1,2022-11-19,16:11:21,YEON,2022-12-15 20:53:12,
393,U1583,E,1,H,1,A,350.0,0.35,0.35,44856622,SHLF11653161,50,0.75,10,14,10,12,Cu,88951,7398,2703,3679,65,272,203,8378,173,631,68,46,439068,2863,XRF2,1,2022-11-19,16:11:46,YEON,2022-12-15 20:53:12,
393,U1583,E,1,H,1,A,400.0,0.4,0.4,44856622,SHLF11653161,50,0.75,10,14,10,12,Cu,89336,6480,3559,3690,49,223,204,7626,156,715,29,77,439885,3553,XRF2,1,2022-11-19,16:12:10,YEON,2022-12-15 20:53:12,
393,U1583,E,1,H,1,A,450.0,0.45,0.45,44856622,SHLF11653161,50,0.75,10,14,10,12,Cu,89356,6505,3542,3766,55,241,225,7954,219,649,70,26,437814,3590,XRF2,1,2022-11-19,16:12:35,YEON,2022-12-15 20:53:12,
393,U1583,E,1,H,1,A,500.0,0.5,0.5,44856622,SHLF11653161,50,0.75,10,14,10,12,Cu,88637,7107,2723,3655,52,209,186,8074,171,583,88,31,437132,2860,XRF2,1,2022-11-19,16:13:00,YEON,2022-12-15 20:53:12,
393,U1583,E,1,H,1,A,550.0,0.55,0.55,44856622,SHLF11653161,50,0.75,10,14,10,12,Cu,88074,7240,2254,3518,121,220,127,8232,159,515,91,92,438167,2512,XRF2,1,2022-11-19,16:13:24,YEON,2022-12-15 20:53:12,
393,U1583,E,1,H,1,A,600.0,0.6,0.6,44856622,SHLF11653161,50,0.75,10,14,10,12,Cu,87464,7130,2335,3604,108,260,114,8087,142,534,31,60,437097,2458,XRF2,1,2022-11-19,16:13:49,YEON,2022-12-15 20:53:12,
393,U1583,E,1,H,1,A,650.0,0.65,0.65,44856622,SHLF11653161,50,0.75,10,14,10,12,Cu,87668,7435,2533,3604,74,236,188,8084,153,523,30,43,436560,2548,XRF2,1,2022-11-19,16:14:13,YEON,2022-12-15 20:53:12,
393,U1583,E,1,H,1,A,700.0,0.7,0.7,44856622,SHLF11653161,50,0.75,10,14,10,12,Cu,88061,7382,2732,3663,22,207,198,8328,191,682,64,77,437203,3240,XRF2,1,2022-11-19,16:14:37,YEON,2022-12-15 20:53:12,
393,U1583,E,1,H,1,A,750.0,0.75,0.75,44856622,SHLF11653161,50,0.75,10,14,10,12,Cu,88044,6874,3053,3557,55,219,207,7748,183,608,53,95,437236,3295,XRF2,1,2022-11-19,16:15:02,YEON,2022-12-15 20:53:12,
393,U1583,E,1,H,1,A,800.0,0.8,0.8,44856622,SHLF11653161,50,0.75,10,14,10,12,Cu,88830,6669,3605,3772,82,298,248,7731,193,709,45,59,437819,3636,XRF2,1,2022-11-19,16:15:26,YEON,2022-12-15 20:53:12,
393,U1583,E,1,H,1,A,850.0,0.85,0.85,44856622,SHLF11653161,50,0.75,10,14,10,12,Cu,88667,6049,4131,3641,52,287,276,7165,199,791,42,63,435691,3732,XRF2,1,2022-11-19,16:15:51,YEON,2022-12-15 20:53:12,
393,U1583,E,1,H,1,A,900.0,0.9,0.9,44856622,SHLF11653161,50,0.75,10,14,10,12,Cu,89402,5186,5030,3630,123,312,277,6781,166,793,36,184,435867,3988,XRF2,1,2022-11-19,16:16:15,YEON,2022-12-15 20:53:12,
393,U1583,E,1,H,1,A,950.0,0.95,0.95,44856622,SHLF11653161,50,0.75,10,14,10,12,Cu,88444,6182,3931,3733,80,340,256,7308,93,688,66,120,435198,3137,XRF2,1,2022-11-19,16:16:40,YEON,2022-12-15 20:53:12,
393,U1583,E,1,H,1,A,1000.0,1.0,1.0,44856622,SHLF11653161,50,0.75,10,14,10,12,Cu,88408,7328,2971,3583,37,191,205,8156,195,506,58,161,436974,2997,XRF2,1,2022-11-19,16:17:05,YEON,2022-12-15 20:53:12,
393,U1583,E,1,H,1,A,1050.0,1.05,1.05,44856622,SHLF11653161,50,0.75,10,14,10,12,Cu,89376,5947,4384,3644,64,204,252,7421,155,763,104,163,437590,4292,XRF2,1,2022-11-19,16:17:29,YEON,2022-12-15 20:53:12,
393,U1583,E,1,H,1,A,1100.0,1.1,1.1,44856622,SHLF11653161,50,0.75,10,14,10,12,Cu,89901,5782,4957,3893,74,259,312,7458,206,847,8,85,436930,4634,XRF2,1,2022-11-19,16:17:54,YEON,2022-12-15 20:53:12,
393,U1583,E,1,H,1,A,1150.0,1.15,1.15,44856622,SHLF11653161,50,0.75,10,14,10,12,Cu,88978,6878,3469,3641,81,242,220,8046,164,713,96,88,435971,3911,XRF2,1,2022-11-19,16:18:18,YEON,2022-12-15 20:53:12,
393,U1583,E,1,H,1,A,1200.0,1.2,1.2,44856622,SHLF11653161,50,0.75,10,14,10,12,Cu,88024,6868,2564,3557,61,217,167,8659,131,560,43,92,436723,3079,XRF2,1,2022-11-19,16:18:43,YEON,2022-12-15 20:53:12,
393,U1583,E,1,H,1,A,1250.0,1.25,1.25,44856622,SHLF11653161,50,0.75,10,14,10,12,Cu,88823,7771,2741,3533,52,279,124,8931,141,570,38,61,436531,3396,XRF2,1,2022-11-19,16:19:08,YEON,2022-12-15 20:53:12,
393,U1583,E,1,H,1,A,1300.0,1.3,1.3,44856622,SHLF11653161,50,0.75,10,14,10,12,Cu,88963,6561,3911,3715,132,213,224,8012,110,730,72,83,435780,3768,XRF2,1,2022-11-19,16:19:32,YEON,2022-12-15 20:53:12,
393,U1583,E,1,H,1,A,1350.0,1.35,1.35,44856622,SHLF11653161,50,0.75,10,14,10,12,Cu,89881,6085,4215,3569,81,281,262,7911,204,769,38,46,435751,4345,XRF2,1,2022-11-19,16:19:57,YEON,2022-12-15 20:53:12,
393,U1583,E,1,H,1,A,1400.0,1.4,1.4,44856622,SHLF11653161,50,0.75,10,14,10,12,Cu,89408,6662,3885,3724,74,227,246,8109,83,765,83,35,436124,3690,XRF2,1,2022-11-19,16:20:22,YEON,2022-12-15 20:53:12,
393,U1583,E,1,H,1,A,1450.0,1.45,1.45,44856622,SHLF11653161,50,0.75,10,14,10,12,Cu,88974,7360,3543,3728,73,203,217,9227,123,666,69,66,434951,3866,XRF2,1,2022-11-19,16:20:47,YEON,2022-12-15 20:53:12,
393,U1583,E,1,H,2,A,50.0,1.55,1.55,44856632,SHLF11653191,50,0.75,10,14,10,12,Cu,88461,6364,3055,3755,55,277,177,8713,231,696,44,106,433807,3393,XRF2,1,2022-11-19,16:53:35,YEON,2022-12-15 20:53:17,
393,U1583,E,1,H,2,A,100.0,1.6,1.6,44856632,SHLF11653191,50,0.75,10,14,10,12,Cu,89845,6765,3483,3669,102,217,250,8673,186,656,31,15,434834,4496,XRF2,1,2022-11-19,16:54:00,YEON,2022-12-15 20:53:17,
393,U1583,E,1,H,2,A,150.0,1.65,1.65,44856632,SHLF11653191,50,0.75,10,14,10,12,Cu,90264,7424,3569,3764,86,260,213,8782,132,688,49,100,432542,4630,XRF2,1,2022-11-19,16:54:25,YEON,2022-12-15 20:53:17,
393,U1583,E,1,H,2,A,200.0,1.7,1.7,44856632,SHLF11653191,50,0.75,10,14,10,12,Cu,87088,9379,1418,3574,56,168,136,10045,101,531,63,26,434413,1671,XRF2,1,2022-11-19,16:54:49,YEON,2022-12-15 20:53:17,
393,U1583,E,1,H,2,A,250.0,1.75,1.75,44856632,SHLF11653191,50,0.75,10,14,10,12,Cu,86525,9186,1433,3481,53,162,165,9837,81,539,87,76,432763,1441,XRF2,1,2022-11-19,16:55:14,YEON,2022-12-15 20:53:17,
393,U1583,E,1,H,2,A,300.0,1.8,1.8,44856632,SHLF11653191,50,0.75,10,14,10,12,Cu,86993,10795,870,3498,80,217,93,10219,118,497,78,67,431321,1334,XRF2,1,2022-11-19,16:55:38,YEON,2022-12-15 20:53:17,
393,U1583,E,1,H,2,A,350.0,1.85,1.85,44856632,SHLF11653191,50,0.75,10,14,10,12,Cu,87062,10106,1201,3515,61,201,114,9925,119,378,32,50,431056,1757,XRF2,1,2022-11-19,16:56:02,YEON,2022-12-15 20:53:17,
393,U1583,E,1,H,2,A,400.0,1.9,1.9,44856632,SHLF11653191,50,0.75,10,14,10,12,Cu,87542,8957,1795,3640,57,230,129,9369,113,497,44,125,434610,2407,XRF2,1,2022-11-19,16:56:29,YEON,2022-12-15 20:53:17,
393,U1583,E,1,H,2,A,450.0,1.95,1.95,44856632,SHLF11653191,50,0.75,10,14,10,12,Cu,88252,8366,2316,3569,59,187,206,9076,76,567,47,19,435003,3107,XRF2,1,2022-11-19,16:56:53,YEON,2022-12-15 20:53:17,
393,U1583,E,1,H,2,A,500.0,2.0,2.0,44856632,SHLF11653191,50,0.75,10,14,10,12,Cu,88571,6036,4111,3616,96,270,313,7358,132,691,97,86,434322,3303,XRF2,1,2022-11-19,16:57:17,YEON,2022-12-15 20:53:17,
393,U1583,E,1,H,2,A,550.0,2.05,2.05,44856632,SHLF11653191,50,0.75,10,14,10,12,Cu,88891,6978,3559,3498,54,249,223,7841,225,683,12,63,432053,3697,XRF2,1,2022-11-19,16:57:42,YEON,2022-12-15 20:53:17,
393,U1583,E,1,H,2,A,600.0,2.1,2.1,44856632,SHLF11653191,50,0.75,10,14,10,12,Cu,87004,6212,3068,3645,78,226,212,7175,176,620,52,112,432939,3035,XRF2,1,2022-11-19,16:58:07,YEON,2022-12-15 20:53:17,
393,U1583,E,1,H,2,A,650.0,2.15,2.15,44856632,SHLF11653191,50,0.75,10,14,10,12,Cu,88315,7436,2997,3797,46,227,139,8070,163,641,66,61,434017,3680,XRF2,1,2022-11-19,16:58:31,YEON,2022-12-15 20:53:17,
393,U1583,E,1,H,2,A,700.0,2.2,2.2,44856632,SHLF11653191,50,0.75,10,14,10,12,Cu,88205,6786,3293,3595,39,202,218,7543,144,588,50,50,432705,3648,XRF2,1,2022-11-19,16:58:56,YEON,2022-12-15 20:53:17,
393,U1583,E,1,H,2,A,750.0,2.25,2.25,44856632,SHLF11653191,50,0.75,10,14,10,12,Cu,88148,6420,3501,3620,79,206,196,7558,177,757,24,50,433049,3744,XRF2,1,2022-11-19,16:59:20,YEON,2022-12-15 20:53:17,
393,U1583,E,1,H,2,A,800.0,2.3,2.3,44856632,SHLF11653191,50,0.75,10,14,10,12,Cu,88767,6301,4732,3482,69,221,288,7116,202,833,84,100,432250,4416,XRF2,1,2022-11-19,16:59:44,YEON,2022-12-15 20:53:17,
393,U1583,E,1,H,2,A,850.0,2.35,2.35,44856632,SHLF11653191,50,0.75,10,14,10,12,Cu,88396,6456,4265,3515,54,181,245,7258,232,715,12,85,429435,4735,XRF2,1,2022-11-19,17:00:09,YEON,2022-12-15 20:53:17,
393,U1583,E,1,H,2,A,900.0,2.4,2.4,44856632,SHLF11653191,50,0.75,10,14,10,12,Cu,87315,8198,2752,3672,49,209,139,8386,234,594,63,87,431572,3108,XRF2,1,2022-11-19,17:00:34,YEON,2022-12-15 20:53:17,
393,U1583,E,1,H,2,A,950.0,2.45,2.45,44856632,SHLF11653191,50,0.75,10,14,10,12,Cu,87515,7717,2712,3579,88,222,153,8062,143,647,61,52,432233,2864,XRF2,1,2022-11-19,17:00:58,YEON,2022-12-15 20:53:17,
393,U1583,E,1,H,2,A,1000.0,2.5,2.5,44856632,SHLF11653191,50,0.75,10,14,10,12,Cu,88601,6231,4544,3597,61,240,265,7300,199,827,85,95,433563,4105,XRF2,1,2022-11-19,17:01:23,YEON,2022-12-15 20:53:17,
393,U1583,E,1,H,2,A,1050.0,2.55,2.55,44856632,SHLF11653191,50,0.75,10,14,10,12,Cu,88845,5991,4508,3828,45,220,306,6958,246,879,49,110,435073,4158,XRF2,1,2022-11-19,17:01:48,YEON,2022-12-15 20:53:17,
393,U1583,E,1,H,2,A,1100.0,2.6,2.6,44856632,SHLF11653191,50,0.75,10,14,10,12,Cu,88399,5827,4827,3730,70,244,280,7006,208,726,86,79,433798,3779,XRF2,1,2022-11-19,17:02:12,YEON,2022-12-15 20:53:17,
393,U1583,E,1,H,2,A,1150.0,2.65,2.65,44856632,SHLF11653191,50,0.75,10,14,10,12,Cu,89128,5105,5642,3633,50,234,338,6537,194,792,21,76,434688,4760,XRF2,1,2022-11-19,17:02:37,YEON,2022-12-15 20:53:17,
393,U1583,E,1,H,2,A,1200.0,2.7,2.7,44856632,SHLF11653191,50,0.75,10,14,10,12,Cu,88154,6449,3881,3672,98,253,188,7649,201,671,23,94,433897,3943,XRF2,1,2022-11-19,17:03:02,YEON,2022-12-15 20:53:17,
393,U1583,E,1,H,2,A,1250.0,2.75,2.75,44856632,SHLF11653191,50,0.75,10,14,10,12,Cu,88033,6778,3732,3661,59,169,194,7952,212,749,53,119,434013,4269,XRF2,1,2022-11-19,17:03:26,YEON,2022-12-15 20:53:17,
393,U1583,E,1,H,2,A,1300.0,2.8,2.8,44856632,SHLF11653191,50,0.75,10,14,10,12,Cu,87310,7299,3332,3592,50,211,183,7852,176,631,56,96,433757,3115,XRF2,1,2022-11-19,17:03:51,YEON,2022-12-15 20:53:17,
393,U1583,E,1,H,2,A,1350.0,2.85,2.85,44856632,SHLF11653191,50,0.75,10,14,10,12,Cu,87587,7171,3607,3579,39,196,215,7935,128,675,63,44,433664,3476,XRF2,1,2022-11-19,17:04:15,YEON,2022-12-15 20:53:17,
393,U1583,E,1,H,2,A,1480.0,2.98,2.98,44856632,SHLF11653191,50,0.75,10,14,10,12,Cu,87924,7199,3334,3582,81,271,226,8033,148,733,39,66,434281,3588,XRF2,1,2022-11-19,17:04:42,YEON,2022-12-15 20:53:17,
393,U1583,E,1,H,3,A,50.0,3.05,3.05,44856642,SHLF11653221,50,0.75,10,14,10,12,Cu,87645,7903,2541,3519,56,218,194,8425,147,513,29,110,437208,3055,XRF2,1,2022-11-20,10:25:43,YEON,2022-12-15 20:53:18,
393,U1583,E,1,H,3,A,100.0,3.1,3.1,44856642,SHLF11653221,50,0.75,10,14,10,12,Cu,86081,8220,2069,3540,37,226,128,8525,154,521,39,64,431266,2450,XRF2,1,2022-11-20,10:26:08,YEON,2022-12-15 20:53:18,
393,U1583,E,1,H,3,A,150.0,3.15,3.15,44856642,SHLF11653221,50,0.75,10,14,10,12,Cu,85688,7603,2360,3630,40,232,136,7652,149,510,91,99,435425,2513,XRF2,1,2022-11-20,10:26:32,YEON,2022-12-15 20:53:18,
393,U1583,E,1,H,3,A,200.0,3.2,3.2,44856642,SHLF11653221,50,0.75,10,14,10,12,Cu,85906,9760,1281,3541,66,136,87,8962,119,488,32,81,437342,1894,XRF2,1,2022-11-20,10:26:56,YEON,2022-12-15 20:53:18,
393,U1583,E,1,H,3,A,250.0,3.25,3.25,44856642,SHLF11653221,50,0.75,10,14,10,12,Cu,86666,9762,1395,3598,48,197,105,9037,177,538,62,21,437255,2090,XRF2,1,2022-11-20,10:27:20,YEON,2022-12-15 20:53:18,
393,U1583,E,1,H,3,A,300.0,3.3,3.3,44856642,SHLF11653221,50,0.75,10,14,10,12,Cu,86969,8736,1848,3554,78,160,154,8363,110,524,52,88,438152,2361,XRF2,1,2022-11-20,10:27:45,YEON,2022-12-15 20:53:18,
393,U1583,E,1,H,3,A,350.0,3.35,3.35,44856642,SHLF11653221,50,0.75,10,14,10,12,Cu,87559,8351,2338,3671,54,190,101,8353,124,494,60,100,437698,3179,XRF2,1,2022-11-20,10:28:09,YEON,2022-12-15 20:53:18,
393,U1583,E,1,H,3,A,400.0,3.4,3.4,44856642,SHLF11653221,50,0.75,10,14,10,12,Cu,88011,7954,2949,3687,67,193,186,8140,201,605,44,87,436657,3676,XRF2,1,2022-11-20,10:28:33,YEON,2022-12-15 20:53:18,
393,U1583,E,1,H,3,A,430.0,3.43,3.43,44856642,SHLF11653221,50,0.75,10,14,10,12,Cu,87677,9313,1878,3517,92,160,181,8517,149,524,30,53,436441,2405,XRF2,1,2022-11-20,10:28:57,YEON,2022-12-15 20:53:18,
393,U1583,E,1,H,3,A,660.0,3.66,3.66,44856642,SHLF11653221,50,0.75,10,14,10,12,Cu,87236,8730,2071,3599,57,164,127,8622,93,526,87,37,433617,2946,XRF2,1,2022-11-20,10:29:24,YEON,2022-12-15 20:53:18,
393,U1583,E,1,H,3,A,700.0,3.7,3.7,44856642,SHLF11653221,50,0.75,10,14,10,12,Cu,87237,9392,1941,3572,40,166,159,8556,183,583,36,91,435143,2755,XRF2,1,2022-11-20,10:29:48,YEON,2022-12-15 20:53:18,
393,U1583,E,1,H,3,A,750.0,3.75,3.75,44856642,SHLF11653221,50,0.75,10,14,10,12,Cu,87364,9352,1770,3660,93,192,145,8870,182,432,60,70,436212,2083,XRF2,1,2022-11-20,10:30:12,YEON,2022-12-15 20:53:18,
393,U1583,E,1,H,3,A,800.0,3.8,3.8,44856642,SHLF11653221,50,0.75,10,14,10,12,Cu,88369,7783,2697,3592,26,202,174,7924,122,587,50,93,441590,3014,XRF2,1,2022-11-20,10:30:37,YEON,2022-12-15 20:53:18,
393,U1583,E,2,H,1,A,40.0,4.04,5.04,44856652,SHLF11654021,50,0.75,10,14,10,12,Cu,87254,10372,1071,3678,27,200,132,9352,69,460,10,41,434776,1939,XRF2,1,2022-11-20,11:03:52,YEON,2022-12-15 20:53:21,
393,U1583,E,2,H,1,A,150.0,4.15,5.15,44856652,SHLF11654021,50,0.75,10,14,10,12,Cu,87430,10115,1193,3564,79,232,107,9443,89,453,24,43,436751,1873,XRF2,1,2022-11-20,11:04:19,YEON,2022-12-15 20:53:21,
393,U1583,E,2,H,1,A,200.0,4.2,5.2,44856652,SHLF11654021,50,0.75,10,14,10,12,Cu,87925,10136,1448,3490,56,200,138,8854,84,490,47,66,436801,2482,XRF2,1,2022-11-20,11:04:43,YEON,2022-12-15 20:53:21,
393,U1583,E,2,H,1,A,250.0,4.25,5.25,44856652,SHLF11654021,50,0.75,10,14,10,12,Cu,88156,8167,2615,3630,60,206,170,8428,80,568,91,99,436090,3101,XRF2,1,2022-11-20,11:05:07,YEON,2022-12-15 20:53:21,
393,U1583,E,2,H,1,A,300.0,4.3,5.3,44856652,SHLF11654021,50,0.75,10,14,10,12,Cu,88110,8551,2432,3575,114,227,163,8595,134,652,52,81,437766,2700,XRF2,1,2022-11-20,11:05:32,YEON,2022-12-15 20:53:21,
393,U1583,E,2,H,1,A,350.0,4.35,5.35,44856652,SHLF11654021,50,0.75,10,14,10,12,Cu,87535,9168,2013,3553,39,169,117,8420,108,571,68,34,437227,2678,XRF2,1,2022-11-20,11:05:57,YEON,2022-12-15 20:53:21,
393,U1583,E,2,H,1,A,400.0,4.4,5.4,44856652,SHLF11654021,50,0.75,10,14,10,12,Cu,87691,10144,1469,3554,47,156,113,9031,129,491,59,51,437069,2242,XRF2,1,2022-11-20,11:06:21,YEON,2022-12-15 20:53:21,
393,U1583,E,2,H,1,A,450.0,4.45,5.45,44856652,SHLF11654021,50,0.75,10,14,10,12,Cu,87135,10280,1499,3538,75,173,126,9296,88,442,26,36,434332,1885,XRF2,1,2022-11-20,11:06:45,YEON,2022-12-15 20:53:21,
393,U1583,E,2,H,1,A,500.0,4.5,5.5,44856652,SHLF11654021,50,0.75,10,14,10,12,Cu,86496,9310,1584,3520,41,146,104,8782,103,455,12,72,434416,1859,XRF2,1,2022-11-20,11:07:10,YEON,2022-12-15 20:53:21,
393,U1583,E,2,H,1,A,550.0,4.55,5.55,44856652,SHLF11654021,50,0.75,10,14,10,12,Cu,86866,9515,1647,3557,97,194,151,8805,130,458,64,65,434436,2096,XRF2,1,2022-11-20,11:07:34,YEON,2022-12-15 20:53:21,
393,U1583,E,2,H,1,A,600.0,4.6,5.6,44856652,SHLF11654021,50,0.75,10,14,10,12,Cu,86793,9767,1209,3634,49,157,135,9116,93,380,67,16,434964,1589,XRF2,1,2022-11-20,11:07:58,YEON,2022-12-15 20:53:21,
393,U1583,E,2,H,1,A,650.0,4.65,5.65,44856652,SHLF11654021,50,0.75,10,14,10,12,Cu,86280,10170,1026,3519,38,194,64,9127,68,366,21,73,434149,1570,XRF2,1,2022-11-20,11:08:22,YEON,2022-12-15 20:53:21,
393,U1583,E,2,H,1,A,700.0,4.7,5.7,44856652,SHLF11654021,50,0.75,10,14,10,12,Cu,86463,9233,1295,3530,74,212,96,8674,144,319,6,24,433670,2018,XRF2,1,2022-11-20,11:08:47,YEON,2022-12-15 20:53:21,
393,U1583,E,2,H,1,A,750.0,4.75,5.75,44856652,SHLF11654021,50,0.75,10,14,10,12,Cu,87017,9364,1670,3554,44,209,191,8715,95,514,78,82,433949,2794,XRF2,1,2022-11-20,11:09:11,YEON,2022-12-15 20:53:21,
393,U1583,E,2,H,1,A,800.0,4.8,5.8,44856652,SHLF11654021,50,0.75,10,14,10,12,Cu,87601,8898,2180,3677,55,175,184,8412,175,609,14,44,433762,3107,XRF2,1,2022-11-20,11:09:35,YEON,2022-12-15 20:53:21,
393,U1583,E,2,H,1,A,850.0,4.85,5.85,44856652,SHLF11654021,50,0.75,10,14,10,12,Cu,87074,8961,1930,3560,78,235,124,8677,148,510,44,72,433995,2902,XRF2,1,2022-11-20,11:10:00,YEON,2022-12-15 20:53:21,
393,U1583,E,2,H,1,A,900.0,4.9,5.9,44856652,SHLF11654021,50,0.75,10,14,10,12,Cu,88180,10025,1587,3519,93,243,96,8870,104,532,31,122,435098,2790,XRF2,1,2022-11-20,11:10:24,YEON,2022-12-15 20:53:21,
393,U1583,E,2,H,1,A,950.0,4.95,5.95,44856652,SHLF11654021,50,0.75,10,14,10,12,Cu,87916,9194,1949,3687,81,192,183,8872,112,490,46,74,433708,2316,XRF2,1,2022-11-20,11:10:49,YEON,2022-12-15 20:53:21,
393,U1583,E,2,H,1,A,1000.0,5.0,6.0,44856652,SHLF11654021,50,0.75,10,14,10,12,Cu,87299,8720,2137,3715,65,181,81,8999,128,531,28,57,432310,2007,XRF2,1,2022-11-20,11:11:13,YEON,2022-12-15 20:53:21,
393,U1583,E,2,H,1,A,1050.0,5.05,6.05,44856652,SHLF11654021,50,0.75,10,14,10,12,Cu,87913,10107,1403,3644,74,163,155,9236,92,490,24,78,434652,2034,XRF2,1,2022-11-20,11:11:38,YEON,2022-12-15 20:53:21,
393,U1583,E,2,H,1,A,1100.0,5.1,6.1,44856652,SHLF11654021,50,0.75,10,14,10,12,Cu,88405,10384,1333,3666,73,197,115,9359,90,562,42,49,433868,2306,XRF2,1,2022-11-20,11:12:02,YEON,2022-12-15 20:53:21,
393,U1583,E,2,H,1,A,1150.0,5.15,6.15,44856652,SHLF11654021,50,0.75,10,14,10,12,Cu,88071,9574,1721,3534,63,174,151,9355,103,476,76,67,433720,1962,XRF2,1,2022-11-20,11:12:26,YEON,2022-12-15 20:53:21,
393,U1583,E,2,H,1,A,1200.0,5.2,6.2,44856652,SHLF11654021,50,0.75,10,14,10,12,Cu,87814,9840,1639,3581,62,220,110,9164,109,603,75,56,434437,2088,XRF2,1,2022-11-20,11:12:51,YEON,2022-12-15 20:53:21,
393,U1583,E,2,H,1,A,1240.0,5.24,6.24,44856652,SHLF11654021,50,0.75,10,14,10,12,Cu,87112,8472,1836,3656,103,179,143,8833,129,415,51,50,435578,1820,XRF2,1,2022-11-20,11:13:16,YEON,2022-12-15 20:53:21,
393,U1583,E,2,H,1,A,1300.0,5.3,6.3,44856652,SHLF11654021,50,0.75,10,14,10,12,Cu,87446,9137,1901,3581,109,234,107,8824,90,504,68,92,433867,2162,XRF2,1,2022-11-20,11:13:40,YEON,2022-12-15 20:53:21,
393,U1583,E,2,H,1,A,1350.0,5.35,6.35,44856652,SHLF11654021,50,0.75,10,14,10,12,Cu,87179,8412,1931,3572,74,186,190,8571,109,434,33,90,434988,2799,XRF2,1,2022-11-20,11:14:04,YEON,2022-12-15 20:53:21,
393,U1583,E,2,H,1,A,1400.0,5.4,6.4,44856652,SHLF11654021,50,0.75,10,14,10,12,Cu,87737,7966,2059,3608,27,219,129,8373,142,495,54,75,441011,2536,XRF2,1,2022-11-20,11:14:29,YEON,2022-12-15 20:53:21,
393,U1583,E,2,H,1,A,1450.0,5.45,6.45,44856652,SHLF11654021,50,0.75,10,14,10,12,Cu,88374,8646,1860,3585,63,188,136,8660,73,427,71,107,448987,2118,XRF2,1,2022-11-20,11:14:53,YEON,2022-12-15 20:53:21,
393,U1583,E,2,H,2,A,60.0,5.56,6.56,44856662,SHLF11654051,50,0.75,10,14,10,12,Cu,85938,8646,1877,3450,19,185,127,8301,122,484,37,48,435268,2257,XRF2,1,2022-11-20,11:52:22,YEON,2022-12-15 20:53:23,
393,U1583,E,2,H,2,A,100.0,5.6,6.6,44856662,SHLF11654051,50,0.75,10,14,10,12,Cu,85865,8383,1596,3424,77,176,108,8189,116,437,50,85,433333,2487,XRF2,1,2022-11-20,11:52:46,YEON,2022-12-15 20:53:23,
393,U1583,E,2,H,2,A,150.0,5.65,6.65,44856662,SHLF11654051,50,0.75,10,14,10,12,Cu,86479,8482,2028,3674,29,187,138,8068,97,536,50,95,437597,2299,XRF2,1,2022-11-20,11:53:10,YEON,2022-12-15 20:53:23,
393,U1583,E,2,H,2,A,200.0,5.7,6.7,44856662,SHLF11654051,50,0.75,10,14,10,12,Cu,86845,9403,1662,3537,79,241,154,8609,173,376,61,27,437096,2156,XRF2,1,2022-11-20,11:53:35,YEON,2022-12-15 20:53:23,
393,U1583,E,2,H,2,A,250.0,5.75,6.75,44856662,SHLF11654051,50,0.75,10,14,10,12,Cu,85993,9143,1464,3422,13,153,68,8479,136,438,16,24,439195,1826,XRF2,1,2022-11-20,11:53:59,YEON,2022-12-15 20:53:23,
393,U1583,E,2,H,2,A,300.0,5.8,6.8,44856662,SHLF11654051,50,0.75,10,14,10,12,Cu,86549,8519,2017,3520,74,188,120,8372,79,574,41,74,438736,2348,XRF2,1,2022-11-20,11:54:23,YEON,2022-12-15 20:53:23,
