Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),CSF-A (m),CCSF-393-U1583-ABCDE-20220803-shipboard (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,Ca-Ka Area,Fe-Ka Area,Ni-Ka Area,As-Ka Area,Br-Ka Area,Rb-Ka Area,Sr-Ka Area,Y -Ka Area,Zr-Ka Area,Nb-Ka Area,Mo-Ka Area,Ag-Ka Area,Ba-Ka Area,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
393,U1583,E,10,H,4,A,100.0,84.61,98.036,44856512,SHLF11657261,50,0.75,10,14,10,12,Cu,86948,10138,1433,3417,35,178,159,8323,79,449,33,53,439465,2350,XRF2,1,2022-11-24,16:12:24,YEON,2022-12-15 20:52:36,
393,U1583,E,10,H,4,A,150.0,84.66000000000001,98.08600000000001,44856512,SHLF11657261,50,0.75,10,14,10,12,Cu,86557,11026,1572,3676,86,138,87,8240,51,455,48,70,438941,1945,XRF2,1,2022-11-24,16:12:49,YEON,2022-12-15 20:52:36,
393,U1583,E,10,H,4,A,200.0,84.71000000000001,98.13600000000001,44856512,SHLF11657261,50,0.75,10,14,10,12,Cu,87063,11161,1594,3567,69,138,123,8581,109,481,99,128,437291,2345,XRF2,1,2022-11-24,16:13:15,YEON,2022-12-15 20:52:36,
393,U1583,E,10,H,4,A,250.0,84.76,98.186,44856512,SHLF11657261,50,0.75,10,14,10,12,Cu,87321,10875,1777,3674,41,136,77,8415,80,437,61,37,437456,2207,XRF2,1,2022-11-24,16:13:40,YEON,2022-12-15 20:52:36,
393,U1583,E,10,H,4,A,300.0,84.81,98.236,44856512,SHLF11657261,50,0.75,10,14,10,12,Cu,87111,11413,1879,3685,58,125,125,8600,58,409,34,58,436076,2221,XRF2,1,2022-11-24,16:14:06,YEON,2022-12-15 20:52:36,
393,U1583,E,10,H,4,A,350.0,84.86,98.286,44856512,SHLF11657261,50,0.75,10,14,10,12,Cu,86989,11189,1744,3540,86,165,171,8370,86,443,18,53,437113,2453,XRF2,1,2022-11-24,16:14:31,YEON,2022-12-15 20:52:36,
393,U1583,E,10,H,4,A,400.0,84.91000000000001,98.33600000000001,44856512,SHLF11657261,50,0.75,10,14,10,12,Cu,87419,10508,1830,3580,84,194,163,8452,104,505,23,69,437724,2150,XRF2,1,2022-11-24,16:14:55,YEON,2022-12-15 20:52:36,
393,U1583,E,10,H,4,A,450.0,84.96000000000001,98.38600000000001,44856512,SHLF11657261,50,0.75,10,14,10,12,Cu,87080,10850,1815,3574,33,161,145,8455,38,412,47,43,436914,2000,XRF2,1,2022-11-24,16:15:20,YEON,2022-12-15 20:52:36,
393,U1583,E,10,H,4,A,500.0,85.01,98.436,44856512,SHLF11657261,50,0.75,10,14,10,12,Cu,87422,11151,1907,3679,26,166,176,8462,76,520,72,75,437328,1800,XRF2,1,2022-11-24,16:15:46,YEON,2022-12-15 20:52:36,
393,U1583,E,10,H,4,A,550.0,85.06,98.486,44856512,SHLF11657261,50,0.75,10,14,10,12,Cu,86844,10915,1871,3564,59,183,103,8450,90,471,31,71,438187,1952,XRF2,1,2022-11-24,16:16:11,YEON,2022-12-15 20:52:36,
393,U1583,E,10,H,4,A,600.0,85.11,98.536,44856512,SHLF11657261,50,0.75,10,14,10,12,Cu,86909,11401,1673,3499,71,173,125,8401,82,439,73,80,438595,2286,XRF2,1,2022-11-24,16:16:37,YEON,2022-12-15 20:52:36,
393,U1583,E,10,H,4,A,650.0,85.16000000000001,98.58600000000001,44856512,SHLF11657261,50,0.75,10,14,10,12,Cu,86934,11173,1828,3602,46,139,135,8130,145,500,30,64,437967,2635,XRF2,1,2022-11-24,16:17:02,YEON,2022-12-15 20:52:36,
393,U1583,E,10,H,4,A,700.0,85.21000000000001,98.63600000000001,44856512,SHLF11657261,50,0.75,10,14,10,12,Cu,87007,11235,1824,3620,69,160,139,8453,99,526,75,102,440294,2407,XRF2,1,2022-11-24,16:17:28,YEON,2022-12-15 20:52:36,
393,U1583,E,10,H,4,A,750.0,85.26,98.686,44856512,SHLF11657261,50,0.75,10,14,10,12,Cu,87237,11339,1856,3754,46,178,129,8405,106,412,14,64,439986,2550,XRF2,1,2022-11-24,16:17:53,YEON,2022-12-15 20:52:36,
393,U1583,E,10,H,4,A,800.0,85.31,98.736,44856512,SHLF11657261,50,0.75,10,14,10,12,Cu,86827,11200,1638,3611,34,145,116,8201,75,347,34,70,439794,1995,XRF2,1,2022-11-24,16:18:19,YEON,2022-12-15 20:52:36,
393,U1583,E,10,H,4,A,850.0,85.36,98.786,44856512,SHLF11657261,50,0.75,10,14,10,12,Cu,86785,11020,1687,3531,33,136,102,8172,60,444,54,74,438838,2174,XRF2,1,2022-11-24,16:18:44,YEON,2022-12-15 20:52:36,
393,U1583,E,10,H,4,A,900.0,85.41000000000001,98.83600000000001,44856512,SHLF11657261,50,0.75,10,14,10,12,Cu,86607,10775,1695,3596,70,124,116,8429,104,478,72,51,438013,2582,XRF2,1,2022-11-24,16:19:09,YEON,2022-12-15 20:52:36,
393,U1583,E,10,H,4,A,950.0,85.46000000000001,98.88600000000001,44856512,SHLF11657261,50,0.75,10,14,10,12,Cu,87151,10820,1567,3577,54,150,114,8566,65,480,36,72,436613,2538,XRF2,1,2022-11-24,16:19:35,YEON,2022-12-15 20:52:36,
393,U1583,E,10,H,4,A,1000.0,85.51,98.936,44856512,SHLF11657261,50,0.75,10,14,10,12,Cu,87238,11078,1715,3556,66,159,78,8677,74,398,55,61,437285,1941,XRF2,1,2022-11-24,16:20:00,YEON,2022-12-15 20:52:36,
393,U1583,E,10,H,4,A,1050.0,85.56,98.986,44856512,SHLF11657261,50,0.75,10,14,10,12,Cu,87871,10944,1562,3670,31,129,97,8728,97,431,27,66,439353,2388,XRF2,1,2022-11-24,16:20:26,YEON,2022-12-15 20:52:36,
393,U1583,E,10,H,4,A,1100.0,85.61,99.036,44856512,SHLF11657261,50,0.75,10,14,10,12,Cu,88334,11799,1647,3691,43,178,111,8965,69,469,25,94,439648,2225,XRF2,1,2022-11-24,16:20:51,YEON,2022-12-15 20:52:36,
393,U1583,E,10,H,4,A,1150.0,85.66000000000001,99.08600000000001,44856512,SHLF11657261,50,0.75,10,14,10,12,Cu,88569,10792,1742,3717,69,137,113,8947,111,517,119,71,439825,1911,XRF2,1,2022-11-24,16:21:16,YEON,2022-12-15 20:52:36,
393,U1583,E,10,H,4,A,1200.0,85.71000000000001,99.13600000000001,44856512,SHLF11657261,50,0.75,10,14,10,12,Cu,88242,11288,1961,3547,61,173,148,8801,71,450,68,154,438950,2607,XRF2,1,2022-11-24,16:21:42,YEON,2022-12-15 20:52:36,
393,U1583,E,10,H,4,A,1250.0,85.76,99.186,44856512,SHLF11657261,50,0.75,10,14,10,12,Cu,87848,10957,1894,3552,83,202,128,8803,94,528,51,104,438978,2517,XRF2,1,2022-11-24,16:22:07,YEON,2022-12-15 20:52:36,
393,U1583,E,10,H,4,A,1300.0,85.81,99.236,44856512,SHLF11657261,50,0.75,10,14,10,12,Cu,87262,10172,1752,3643,87,162,114,8605,93,508,16,44,438875,2205,XRF2,1,2022-11-24,16:22:33,YEON,2022-12-15 20:52:36,
393,U1583,E,10,H,4,A,1350.0,85.86,99.286,44856512,SHLF11657261,50,0.75,10,14,10,12,Cu,87459,10137,1734,3513,72,190,128,8894,135,416,34,36,439415,1905,XRF2,1,2022-11-24,16:22:58,YEON,2022-12-15 20:52:36,
393,U1583,E,10,H,4,A,1400.0,85.91000000000001,99.33600000000001,44856512,SHLF11657261,50,0.75,10,14,10,12,Cu,88150,10617,1709,3635,72,163,67,9098,143,486,48,78,438791,1184,XRF2,1,2022-11-24,16:23:23,YEON,2022-12-15 20:52:36,
393,U1583,E,10,H,4,A,1450.0,85.96000000000001,99.38600000000001,44856512,SHLF11657261,50,0.75,10,14,10,12,Cu,89504,10845,1515,3675,55,198,130,8828,66,565,46,62,450119,1405,XRF2,1,2022-11-24,16:23:49,YEON,2022-12-15 20:52:36,
393,U1583,E,10,H,4,A,1490.0,86.0,99.426,44856512,SHLF11657261,50,0.75,10,14,10,12,Cu,87304,9148,1384,3563,42,206,83,7832,85,512,75,69,458916,1447,XRF2,1,2022-11-24,16:24:14,YEON,2022-12-15 20:52:36,
393,U1583,E,10,H,5,A,50.0,86.07,99.496,44856522,SHLF11657291,50,0.75,10,14,10,12,Cu,86159,11009,1400,3514,54,129,129,8394,152,350,12,66,437563,2743,XRF2,1,2022-11-24,16:58:54,YEON,2022-12-15 20:52:42,
393,U1583,E,10,H,5,A,100.0,86.11999999999999,99.54599999999999,44856522,SHLF11657291,50,0.75,10,14,10,12,Cu,86204,9784,1244,3555,37,120,131,8243,105,475,47,53,438422,2807,XRF2,1,2022-11-24,16:59:18,YEON,2022-12-15 20:52:42,
393,U1583,E,10,H,5,A,150.0,86.17,99.596,44856522,SHLF11657291,50,0.75,10,14,10,12,Cu,87230,10121,1440,3580,22,153,131,8739,63,439,79,31,439001,2971,XRF2,1,2022-11-24,16:59:42,YEON,2022-12-15 20:52:42,
393,U1583,E,10,H,5,A,200.0,86.22,99.646,44856522,SHLF11657291,50,0.75,10,14,10,12,Cu,87183,11029,1302,3592,41,150,95,8524,73,467,62,81,438280,2797,XRF2,1,2022-11-24,17:00:08,YEON,2022-12-15 20:52:42,
393,U1583,E,10,H,5,A,250.0,86.27,99.696,44856522,SHLF11657291,50,0.75,10,14,10,12,Cu,87104,12023,1384,3621,93,136,136,8547,89,396,70,58,439384,2879,XRF2,1,2022-11-24,17:00:33,YEON,2022-12-15 20:52:42,
393,U1583,E,10,H,5,A,300.0,86.32,99.746,44856522,SHLF11657291,50,0.75,10,14,10,12,Cu,86888,11414,1408,3618,60,226,98,8564,44,383,38,104,440618,1891,XRF2,1,2022-11-24,17:00:59,YEON,2022-12-15 20:52:42,
393,U1583,E,10,H,5,A,350.0,86.36999999999999,99.79599999999999,44856522,SHLF11657291,50,0.75,10,14,10,12,Cu,86773,11659,1499,3610,77,159,144,8636,103,291,37,77,439481,2243,XRF2,1,2022-11-24,17:01:24,YEON,2022-12-15 20:52:42,
393,U1583,E,10,H,5,A,400.0,86.42,99.846,44856522,SHLF11657291,50,0.75,10,14,10,12,Cu,86571,10545,1425,3427,56,145,155,8516,42,392,31,45,437814,2650,XRF2,1,2022-11-24,17:01:50,YEON,2022-12-15 20:52:42,
393,U1583,E,10,H,5,A,450.0,86.47,99.896,44856522,SHLF11657291,50,0.75,10,14,10,12,Cu,86502,10490,1268,3677,51,179,143,8529,23,369,62,86,436894,2781,XRF2,1,2022-11-24,17:02:15,YEON,2022-12-15 20:52:42,
393,U1583,E,10,H,5,A,500.0,86.52,99.946,44856522,SHLF11657291,50,0.75,10,14,10,12,Cu,87012,11393,1230,3514,51,149,97,8475,98,438,84,97,437187,2660,XRF2,1,2022-11-24,17:02:41,YEON,2022-12-15 20:52:42,
393,U1583,E,10,H,5,A,550.0,86.57,99.996,44856522,SHLF11657291,50,0.75,10,14,10,12,Cu,86504,11870,1304,3629,67,121,110,8586,86,392,50,44,436973,2885,XRF2,1,2022-11-24,17:03:05,YEON,2022-12-15 20:52:42,
393,U1583,E,10,H,5,A,600.0,86.61999999999999,100.04599999999999,44856522,SHLF11657291,50,0.75,10,14,10,12,Cu,86861,11437,1369,3618,63,168,106,8499,55,376,34,92,438630,3005,XRF2,1,2022-11-24,17:03:30,YEON,2022-12-15 20:52:42,
393,U1583,E,10,H,5,A,650.0,86.67,100.096,44856522,SHLF11657291,50,0.75,10,14,10,12,Cu,87188,10725,1326,3651,66,136,179,8568,92,465,39,67,439361,3168,XRF2,1,2022-11-24,17:03:56,YEON,2022-12-15 20:52:42,
393,U1583,E,10,H,5,A,700.0,86.72,100.146,44856522,SHLF11657291,50,0.75,10,14,10,12,Cu,86999,11155,1514,3458,39,163,181,8554,57,414,77,62,439327,2799,XRF2,1,2022-11-24,17:04:21,YEON,2022-12-15 20:52:42,
393,U1583,E,10,H,5,A,750.0,86.77,100.196,44856522,SHLF11657291,50,0.75,10,14,10,12,Cu,87177,10999,1429,3541,42,177,106,8502,44,437,34,90,439310,2665,XRF2,1,2022-11-24,17:04:45,YEON,2022-12-15 20:52:42,
393,U1583,E,10,H,5,A,800.0,86.82,100.246,44856522,SHLF11657291,50,0.75,10,14,10,12,Cu,86845,10510,1528,3662,57,206,104,8460,53,496,53,73,438285,2883,XRF2,1,2022-11-24,17:05:11,YEON,2022-12-15 20:52:42,
393,U1583,E,10,H,5,A,850.0,86.86999999999999,100.29599999999999,44856522,SHLF11657291,50,0.75,10,14,10,12,Cu,86928,10414,1866,3626,93,145,159,8349,95,456,10,47,436911,3414,XRF2,1,2022-11-24,17:05:36,YEON,2022-12-15 20:52:42,
393,U1583,E,10,H,5,A,900.0,86.92,100.346,44856522,SHLF11657291,50,0.75,10,14,10,12,Cu,87029,9655,1959,3584,59,126,191,8265,80,392,27,70,439192,3324,XRF2,1,2022-11-24,17:06:02,YEON,2022-12-15 20:52:42,
393,U1583,E,10,H,5,A,950.0,86.97,100.396,44856522,SHLF11657291,50,0.75,10,14,10,12,Cu,87195,10333,1952,3554,69,147,192,8656,94,523,76,47,436535,2986,XRF2,1,2022-11-24,17:06:27,YEON,2022-12-15 20:52:42,
393,U1583,E,10,H,5,A,1000.0,87.02,100.446,44856522,SHLF11657291,50,0.75,10,14,10,12,Cu,87027,10892,2089,3616,86,195,156,8330,97,475,37,27,434813,2681,XRF2,1,2022-11-24,17:06:53,YEON,2022-12-15 20:52:42,
393,U1583,E,10,H,5,A,1050.0,87.07,100.496,44856522,SHLF11657291,50,0.75,10,14,10,12,Cu,87188,11545,2251,3683,45,192,119,8939,45,407,71,47,436480,1490,XRF2,1,2022-11-24,17:07:18,YEON,2022-12-15 20:52:42,
393,U1583,E,10,H,5,A,1100.0,87.11999999999999,100.54599999999999,44856522,SHLF11657291,50,0.75,10,14,10,12,Cu,87513,11315,1915,3506,56,158,136,8426,85,479,24,35,439050,1190,XRF2,1,2022-11-24,17:07:44,YEON,2022-12-15 20:52:42,
393,U1583,E,10,H,5,A,1150.0,87.17,100.596,44856522,SHLF11657291,50,0.75,10,14,10,12,Cu,86654,11561,1822,3412,92,187,152,8235,122,471,81,127,438243,1660,XRF2,1,2022-11-24,17:08:08,YEON,2022-12-15 20:52:42,
393,U1583,E,10,H,5,A,1200.0,87.22,100.646,44856522,SHLF11657291,50,0.75,10,14,10,12,Cu,86830,10833,2011,3544,72,161,145,8149,59,353,86,33,437639,2875,XRF2,1,2022-11-24,17:08:33,YEON,2022-12-15 20:52:42,
393,U1583,E,10,H,5,A,1250.0,87.27,100.696,44856522,SHLF11657291,50,0.75,10,14,10,12,Cu,86362,10029,1772,3470,78,175,151,8457,126,446,51,35,437184,2596,XRF2,1,2022-11-24,17:08:59,YEON,2022-12-15 20:52:42,
393,U1583,E,10,H,5,A,1300.0,87.32,100.746,44856522,SHLF11657291,50,0.75,10,14,10,12,Cu,86602,9850,1819,3629,39,160,153,8280,94,501,5,24,438706,2407,XRF2,1,2022-11-24,17:09:24,YEON,2022-12-15 20:52:42,
393,U1583,E,10,H,5,A,1350.0,87.36999999999999,100.79599999999999,44856522,SHLF11657291,50,0.75,10,14,10,12,Cu,86529,10008,1991,3582,43,169,134,8727,64,409,40,110,437578,2198,XRF2,1,2022-11-24,17:09:50,YEON,2022-12-15 20:52:42,
393,U1583,E,10,H,5,A,1400.0,87.42,100.846,44856522,SHLF11657291,50,0.75,10,14,10,12,Cu,87347,10764,2047,3584,53,129,97,8982,105,345,49,45,438710,2297,XRF2,1,2022-11-24,17:10:15,YEON,2022-12-15 20:52:42,
393,U1583,E,10,H,5,A,1450.0,87.47,100.896,44856522,SHLF11657291,50,0.75,10,14,10,12,Cu,87602,10665,2104,3603,63,165,107,8737,81,519,25,140,444802,2120,XRF2,1,2022-11-24,17:10:41,YEON,2022-12-15 20:52:42,
393,U1583,E,10,H,5,A,1490.0,87.50999999999999,100.93599999999999,44856522,SHLF11657291,50,0.75,10,14,10,12,Cu,86366,8934,1859,3464,43,199,98,7920,127,508,35,88,450093,2380,XRF2,1,2022-11-24,17:11:06,YEON,2022-12-15 20:52:42,
393,U1583,E,10,H,6,A,50.0,87.58,101.006,44856532,SHLF11657321,50,0.75,10,14,10,12,Cu,86816,9628,1883,3378,100,189,178,8521,64,480,37,75,441285,2611,XRF2,1,2022-11-24,17:37:04,YEON,2022-12-15 20:52:44,
393,U1583,E,10,H,6,A,100.0,87.63,101.056,44856532,SHLF11657321,50,0.75,10,14,10,12,Cu,86687,8637,2263,3458,34,169,194,8396,103,486,8,62,441328,3069,XRF2,1,2022-11-24,17:37:28,YEON,2022-12-15 20:52:44,
393,U1583,E,10,H,6,A,150.0,87.68,101.10600000000001,44856532,SHLF11657321,50,0.75,10,14,10,12,Cu,86702,9260,1937,3474,34,207,152,8242,90,525,102,50,439834,2572,XRF2,1,2022-11-24,17:37:54,YEON,2022-12-15 20:52:44,
393,U1583,E,10,H,6,A,200.0,87.73,101.156,44856532,SHLF11657321,50,0.75,10,14,10,12,Cu,87062,10453,1889,3734,74,149,101,8389,93,517,85,116,438338,2542,XRF2,1,2022-11-24,17:38:19,YEON,2022-12-15 20:52:44,
393,U1583,E,10,H,6,A,250.0,87.78,101.206,44856532,SHLF11657321,50,0.75,10,14,10,12,Cu,87492,10698,1991,3548,51,132,125,8430,136,558,24,72,440200,2733,XRF2,1,2022-11-24,17:38:45,YEON,2022-12-15 20:52:44,
393,U1583,E,10,H,6,A,300.0,87.83,101.256,44856532,SHLF11657321,50,0.75,10,14,10,12,Cu,87682,11293,1810,3496,25,182,132,8187,132,465,103,41,440165,3054,XRF2,1,2022-11-24,17:39:09,YEON,2022-12-15 20:52:44,
393,U1583,E,10,H,6,A,350.0,87.88,101.306,44856532,SHLF11657321,50,0.75,10,14,10,12,Cu,87437,10797,2065,3591,53,121,115,7980,84,402,33,63,441610,2693,XRF2,1,2022-11-24,17:39:34,YEON,2022-12-15 20:52:44,
393,U1583,E,10,H,6,A,400.0,87.93,101.35600000000001,44856532,SHLF11657321,50,0.75,10,14,10,12,Cu,86824,10671,1658,3548,50,158,122,7714,66,362,48,66,439905,2680,XRF2,1,2022-11-24,17:39:58,YEON,2022-12-15 20:52:44,
393,U1583,E,10,H,6,A,450.0,87.98,101.406,44856532,SHLF11657321,50,0.75,10,14,10,12,Cu,86606,10891,1618,3375,39,170,187,7822,58,407,64,82,438655,2760,XRF2,1,2022-11-24,17:40:24,YEON,2022-12-15 20:52:44,
393,U1583,E,10,H,6,A,500.0,88.03,101.456,44856532,SHLF11657321,50,0.75,10,14,10,12,Cu,87148,9908,1672,3522,52,182,121,8172,135,393,51,91,438883,3009,XRF2,1,2022-11-24,17:40:49,YEON,2022-12-15 20:52:44,
393,U1583,E,10,H,6,A,550.0,88.08,101.506,44856532,SHLF11657321,50,0.75,10,14,10,12,Cu,87202,10825,1846,3508,76,171,179,8014,97,441,58,90,437570,2816,XRF2,1,2022-11-24,17:41:15,YEON,2022-12-15 20:52:44,
393,U1583,E,10,H,6,A,600.0,88.13,101.556,44856532,SHLF11657321,50,0.75,10,14,10,12,Cu,87519,10989,1746,3508,40,115,142,8279,109,368,60,82,440209,2603,XRF2,1,2022-11-24,17:41:40,YEON,2022-12-15 20:52:44,
393,U1583,E,10,H,6,A,650.0,88.18,101.60600000000001,44856532,SHLF11657321,50,0.75,10,14,10,12,Cu,87464,9817,1751,3684,103,191,124,8048,100,418,26,70,439951,2192,XRF2,1,2022-11-24,17:42:06,YEON,2022-12-15 20:52:44,
393,U1583,E,10,H,6,A,700.0,88.23,101.656,44856532,SHLF11657321,50,0.75,10,14,10,12,Cu,87304,11285,2231,3585,100,153,118,8286,126,580,63,86,439104,2072,XRF2,1,2022-11-24,17:42:32,YEON,2022-12-15 20:52:44,
393,U1583,E,10,H,6,A,750.0,88.28,101.706,44856532,SHLF11657321,50,0.75,10,14,10,12,Cu,87520,11708,2264,3421,59,139,110,8297,132,446,26,111,439772,2322,XRF2,1,2022-11-24,17:42:57,YEON,2022-12-15 20:52:44,
393,U1583,E,10,H,6,A,800.0,88.33,101.756,44856532,SHLF11657321,50,0.75,10,14,10,12,Cu,87585,10791,2019,3665,26,135,133,8448,70,375,45,22,438622,3506,XRF2,1,2022-11-24,17:43:21,YEON,2022-12-15 20:52:44,
393,U1583,E,10,H,6,A,850.0,88.38,101.806,44856532,SHLF11657321,50,0.75,10,14,10,12,Cu,87275,10943,1886,3564,76,166,145,8269,134,430,37,64,437286,3461,XRF2,1,2022-11-24,17:43:47,YEON,2022-12-15 20:52:44,
393,U1583,E,10,H,6,A,900.0,88.43,101.85600000000001,44856532,SHLF11657321,50,0.75,10,14,10,12,Cu,86904,10637,2358,3576,38,140,124,8508,96,517,26,49,436652,2143,XRF2,1,2022-11-24,17:44:12,YEON,2022-12-15 20:52:44,
393,U1583,E,10,H,6,A,950.0,88.48,101.906,44856532,SHLF11657321,50,0.75,10,14,10,12,Cu,87482,10749,2093,3496,70,144,151,8187,69,341,28,90,441282,2372,XRF2,1,2022-11-24,17:44:38,YEON,2022-12-15 20:52:44,
393,U1583,E,10,H,6,A,1000.0,88.53,101.956,44856532,SHLF11657321,50,0.75,10,14,10,12,Cu,87649,11057,2290,3653,55,121,130,8157,129,499,59,80,443425,2534,XRF2,1,2022-11-24,17:45:02,YEON,2022-12-15 20:52:44,
393,U1583,E,10,H,6,A,1050.0,88.58,102.006,44856532,SHLF11657321,50,0.75,10,14,10,12,Cu,88441,10958,2489,3634,80,130,115,8206,81,438,66,58,448769,2337,XRF2,1,2022-11-24,17:45:27,YEON,2022-12-15 20:52:44,
393,U1583,E,10,H,6,A,1100.0,88.63,102.056,44856532,SHLF11657321,50,0.75,10,14,10,12,Cu,89920,10300,2605,3653,99,160,151,8024,87,442,54,70,457338,2517,XRF2,1,2022-11-24,17:45:53,YEON,2022-12-15 20:52:44,
393,U1583,E,10,H,6,A,1150.0,88.68,102.10600000000001,44856532,SHLF11657321,50,0.75,10,14,10,12,Cu,89939,10426,2568,3737,89,113,135,8208,114,429,25,81,460082,2881,XRF2,1,2022-11-24,17:46:18,YEON,2022-12-15 20:52:44,
393,U1583,E,10,H,6,A,1200.0,88.73,102.156,44856532,SHLF11657321,50,0.75,10,14,10,12,Cu,88556,9213,2398,3705,59,166,187,7242,20,383,30,51,469959,2669,XRF2,1,2022-11-24,17:46:44,YEON,2022-12-15 20:52:44,
393,U1583,E,10,H,7,A,50.0,88.78999999999999,102.216,44856542,SHLF11657351,50,0.75,10,14,10,12,Cu,86483,9836,2410,3470,50,143,131,8408,92,507,44,40,432042,3395,XRF2,1,2022-11-25,09:06:03,YEON,2022-12-15 20:52:46,
393,U1583,E,10,H,7,A,100.0,88.83999999999999,102.26599999999999,44856542,SHLF11657351,50,0.75,10,14,10,12,Cu,85884,9814,2237,3520,64,162,151,8333,118,561,17,60,429379,2564,XRF2,1,2022-11-25,09:06:29,YEON,2022-12-15 20:52:46,
393,U1583,E,10,H,7,A,150.0,88.89,102.316,44856542,SHLF11657351,50,0.75,10,14,10,12,Cu,86111,11544,2547,3439,56,146,119,8441,88,496,105,55,430342,2416,XRF2,1,2022-11-25,09:06:54,YEON,2022-12-15 20:52:46,
393,U1583,E,10,H,7,A,200.0,88.94,102.366,44856542,SHLF11657351,50,0.75,10,14,10,12,Cu,85959,11646,2743,3582,66,134,153,8367,95,452,32,53,431914,1861,XRF2,1,2022-11-25,09:07:20,YEON,2022-12-15 20:52:46,
393,U1583,E,10,H,7,A,250.0,88.99,102.416,44856542,SHLF11657351,50,0.75,10,14,10,12,Cu,86300,11290,2868,3483,74,172,158,8254,118,452,38,84,433575,2278,XRF2,1,2022-11-25,09:07:44,YEON,2022-12-15 20:52:46,
393,U1583,E,10,H,7,A,300.0,89.03999999999999,102.466,44856542,SHLF11657351,50,0.75,10,14,10,12,Cu,86490,10460,2558,3603,72,146,169,8099,126,527,42,71,433737,2294,XRF2,1,2022-11-25,09:08:10,YEON,2022-12-15 20:52:46,
393,U1583,E,10,H,7,A,350.0,89.08999999999999,102.51599999999999,44856542,SHLF11657351,50,0.75,10,14,10,12,Cu,86598,10311,2516,3480,96,197,157,8336,76,473,38,48,432684,3538,XRF2,1,2022-11-25,09:08:34,YEON,2022-12-15 20:52:46,
393,U1583,E,10,H,7,A,400.0,89.14,102.566,44856542,SHLF11657351,50,0.75,10,14,10,12,Cu,86378,10443,2686,3491,73,209,147,8250,98,479,36,30,432028,2711,XRF2,1,2022-11-25,09:08:59,YEON,2022-12-15 20:52:46,
393,U1583,C,9,H,3,A,1250.0,78.25,102.624,44855202,SHLF11647341,50,0.75,10,14,10,12,Cu,86503,11066,1510,3508,51,148,77,8116,108,424,72,30,438423,3015,XRF2,1,2022-11-14,16:35:57,YEON,2022-12-15 20:23:46,
393,U1583,C,9,H,3,A,1300.0,78.3,102.67399999999999,44855202,SHLF11647341,50,0.75,10,14,10,12,Cu,86184,11524,1488,3381,53,147,122,8390,86,402,34,69,435542,2153,XRF2,1,2022-11-14,16:36:23,YEON,2022-12-15 20:23:46,
393,U1583,C,9,H,3,A,1350.0,78.35,102.72399999999999,44855202,SHLF11647341,50,0.75,10,14,10,12,Cu,86972,11190,1586,3539,79,184,140,8570,33,384,31,38,441274,2910,XRF2,1,2022-11-14,16:36:48,YEON,2022-12-15 20:23:46,
393,U1583,C,9,H,3,A,1400.0,78.4,102.774,44855202,SHLF11647341,50,0.75,10,14,10,12,Cu,86887,11953,1644,3665,79,123,121,8662,106,446,64,30,440326,2834,XRF2,1,2022-11-14,16:37:13,YEON,2022-12-15 20:23:46,
393,U1583,C,9,H,3,A,1450.0,78.45,102.824,44855202,SHLF11647341,50,0.75,10,14,10,12,Cu,87244,11050,1812,3654,44,143,126,8190,137,419,42,75,447644,2822,XRF2,1,2022-11-14,16:37:39,YEON,2022-12-15 20:23:46,
393,U1583,C,9,H,3,A,1470.0,78.47,102.844,44855202,SHLF11647341,50,0.75,10,14,10,12,Cu,88063,11027,1815,3510,58,90,140,8280,76,342,75,114,451734,3307,XRF2,1,2022-11-14,16:38:02,YEON,2022-12-15 20:23:46,
393,U1583,C,9,H,4,A,50.0,78.56,102.934,44855212,SHLF11647371,50,0.75,10,14,10,12,Cu,84883,11284,1733,3386,51,136,151,8522,119,314,31,62,428319,2809,XRF2,1,2022-11-15,10:11:31,YEON,2022-12-15 20:23:48,
393,U1583,C,9,H,4,A,100.0,78.61,102.984,44855212,SHLF11647371,50,0.75,10,14,10,12,Cu,84931,11229,1737,3489,91,127,83,8516,98,386,48,65,429254,3027,XRF2,1,2022-11-15,10:11:56,YEON,2022-12-15 20:23:48,
393,U1583,C,9,H,4,A,150.0,78.66000000000001,103.034,44855212,SHLF11647371,50,0.75,10,14,10,12,Cu,84995,11554,1663,3483,28,159,106,8467,93,399,35,79,427956,3199,XRF2,1,2022-11-15,10:12:21,YEON,2022-12-15 20:23:48,
393,U1583,C,9,H,4,A,200.0,78.71000000000001,103.084,44855212,SHLF11647371,50,0.75,10,14,10,12,Cu,85558,11795,1887,3442,49,138,83,8539,74,392,19,97,430646,2905,XRF2,1,2022-11-15,10:12:46,YEON,2022-12-15 20:23:48,
393,U1583,C,9,H,4,A,250.0,78.76,103.134,44855212,SHLF11647371,50,0.75,10,14,10,12,Cu,85238,11233,1779,3448,88,167,175,8612,140,505,42,37,432415,2987,XRF2,1,2022-11-15,10:13:12,YEON,2022-12-15 20:23:48,
