Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),CSF-A (m),CCSF-390-U1559-ACD-20220529-Shipboard (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,Ca-Ka Area,Fe-Ka Area,Ni-Ka Area,As-Ka Area,Br-Ka Area,Rb-Ka Area,Sr-Ka Area,Y -Ka Area,Zr-Ka Area,Nb-Ka Area,Mo-Ka Area,Ag-Ka Area,Ba-Ka Area,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
390C,U1559,A,5,X,1,A,1000.0,33.0,41.947,44838562,SHLF10888151,50,0.75,10,14,10,12,Cu,85850,7373,519,3603,64,221,58,9415,95,411,46,48,440010,2095,XRF2,1,2022-09-15,15:40:49,YEON,2022-09-26 21:12:31,
390C,U1559,A,5,X,1,A,1050.0,33.05,41.997,44838562,SHLF10888151,50,0.75,10,14,10,12,Cu,85840,7444,526,3392,77,241,104,9147,113,413,35,28,440651,1527,XRF2,1,2022-09-15,15:41:13,YEON,2022-09-26 21:12:31,
390C,U1559,A,5,X,1,A,1100.0,33.1,42.047000000000004,44838562,SHLF10888151,50,0.75,10,14,10,12,Cu,85592,7188,725,3434,67,200,58,9469,59,329,66,51,439531,1771,XRF2,1,2022-09-15,15:41:38,YEON,2022-09-26 21:12:31,
390C,U1559,A,5,X,1,A,1150.0,33.15,42.097,44838562,SHLF10888151,50,0.75,10,14,10,12,Cu,85642,6434,653,3456,37,209,101,9251,108,365,25,18,440478,1923,XRF2,1,2022-09-15,15:42:02,YEON,2022-09-26 21:12:31,
390C,U1559,A,5,X,1,A,1200.0,33.2,42.147000000000006,44838562,SHLF10888151,50,0.75,10,14,10,12,Cu,85539,5354,648,3501,69,227,110,9009,49,360,46,41,440759,1935,XRF2,1,2022-09-15,15:42:27,YEON,2022-09-26 21:12:31,
390C,U1559,A,5,X,1,A,1250.0,33.25,42.197,44838562,SHLF10888151,50,0.75,10,14,10,12,Cu,86029,6137,623,3530,63,199,104,8799,96,358,71,48,441709,2747,XRF2,1,2022-09-15,15:42:52,YEON,2022-09-26 21:12:31,
390C,U1559,A,5,X,1,A,1300.0,33.3,42.247,44838562,SHLF10888151,50,0.75,10,14,10,12,Cu,86452,4435,722,3502,64,296,79,8696,98,370,31,70,439844,2873,XRF2,1,2022-09-15,15:43:16,YEON,2022-09-26 21:12:31,
390C,U1559,A,5,X,1,A,1350.0,33.35,42.297000000000004,44838562,SHLF10888151,50,0.75,10,14,10,12,Cu,86543,8435,664,3529,62,119,41,9244,70,392,121,96,439852,2907,XRF2,1,2022-09-15,15:43:41,YEON,2022-09-26 21:12:31,
390C,U1559,A,5,X,1,A,1400.0,33.4,42.347,44838562,SHLF10888151,50,0.75,10,14,10,12,Cu,85705,7553,553,3574,63,210,88,9401,40,362,43,55,439870,1844,XRF2,1,2022-09-15,15:44:06,YEON,2022-09-26 21:12:31,
390C,U1559,A,5,X,1,A,1450.0,33.45,42.397000000000006,44838562,SHLF10888151,50,0.75,10,14,10,12,Cu,85580,7842,514,3591,52,185,21,9431,69,369,53,49,445472,1596,XRF2,1,2022-09-15,15:44:30,YEON,2022-09-26 21:12:31,
390C,U1559,A,5,X,1,A,1500.0,33.5,42.447,44838562,SHLF10888151,50,0.75,10,14,10,12,Cu,83232,6874,522,3396,87,119,126,6678,61,280,49,18,446775,1453,XRF2,1,2022-09-15,15:44:55,YEON,2022-09-26 21:12:31,
390C,U1559,A,5,X,2,A,50.0,33.55,42.497,44838572,SHLF10888181,50,0.75,10,14,10,12,Cu,85036,9234,603,3533,47,278,88,9820,103,369,109,85,435321,1721,XRF2,1,2022-09-15,16:17:07,YEON,2022-09-26 21:12:34,
390C,U1559,A,5,X,2,A,100.0,33.6,42.547000000000004,44838572,SHLF10888181,50,0.75,10,14,10,12,Cu,85222,8278,636,3494,67,198,58,9627,70,410,62,74,435933,1562,XRF2,1,2022-09-15,16:17:31,YEON,2022-09-26 21:12:34,
390C,U1559,A,5,X,2,A,150.0,33.65,42.597,44838572,SHLF10888181,50,0.75,10,14,10,12,Cu,85910,7929,604,3527,51,212,109,9507,90,404,90,70,436101,2156,XRF2,1,2022-09-15,16:17:56,YEON,2022-09-26 21:12:34,
390C,U1559,A,5,X,2,A,200.0,33.7,42.647000000000006,44838572,SHLF10888181,50,0.75,10,14,10,12,Cu,86172,10877,842,3649,30,187,111,9382,83,351,27,47,437081,2480,XRF2,1,2022-09-15,16:18:21,YEON,2022-09-26 21:12:34,
390C,U1559,A,5,X,2,A,250.0,33.75,42.697,44838572,SHLF10888181,50,0.75,10,14,10,12,Cu,86004,10200,949,3593,39,187,134,8290,67,345,39,35,438656,3031,XRF2,1,2022-09-15,16:18:45,YEON,2022-09-26 21:12:34,
390C,U1559,A,5,X,2,A,300.0,33.8,42.747,44838572,SHLF10888181,50,0.75,10,14,10,12,Cu,86506,11273,811,3514,40,171,99,9207,54,423,39,84,437263,2590,XRF2,1,2022-09-15,16:19:10,YEON,2022-09-26 21:12:34,
390C,U1559,A,5,X,2,A,350.0,33.85,42.797000000000004,44838572,SHLF10888181,50,0.75,10,14,10,12,Cu,86033,11203,834,3504,34,163,94,9305,77,327,38,17,435288,1985,XRF2,1,2022-09-15,16:19:35,YEON,2022-09-26 21:12:34,
390C,U1559,A,5,X,2,A,400.0,33.9,42.847,44838572,SHLF10888181,50,0.75,10,14,10,12,Cu,86152,10974,622,3267,88,163,41,9406,69,363,26,32,436466,2022,XRF2,1,2022-09-15,16:19:59,YEON,2022-09-26 21:12:34,
390C,U1559,A,5,X,2,A,450.0,33.95,42.897000000000006,44838572,SHLF10888181,50,0.75,10,14,10,12,Cu,85647,9271,642,3627,48,149,76,9289,78,314,23,33,436412,1731,XRF2,1,2022-09-15,16:20:24,YEON,2022-09-26 21:12:34,
390C,U1559,A,5,X,2,A,500.0,34.0,42.947,44838572,SHLF10888181,50,0.75,10,14,10,12,Cu,85592,9166,639,3657,58,220,100,9500,50,258,66,48,433453,1944,XRF2,1,2022-09-15,16:20:49,YEON,2022-09-26 21:12:34,
390C,U1559,A,5,X,2,A,550.0,34.05,42.997,44838572,SHLF10888181,50,0.75,10,14,10,12,Cu,85398,9203,598,3449,35,186,99,9119,75,312,39,23,435083,1965,XRF2,1,2022-09-15,16:21:14,YEON,2022-09-26 21:12:34,
390C,U1559,A,5,X,2,A,600.0,34.1,43.047000000000004,44838572,SHLF10888181,50,0.75,10,14,10,12,Cu,85778,9793,617,3490,40,180,78,9090,112,380,82,9,437113,1763,XRF2,1,2022-09-15,16:21:38,YEON,2022-09-26 21:12:34,
390C,U1559,A,5,X,2,A,650.0,34.15,43.097,44838572,SHLF10888181,50,0.75,10,14,10,12,Cu,85911,10696,711,3587,33,154,191,9479,83,312,69,31,436897,2269,XRF2,1,2022-09-15,16:22:03,YEON,2022-09-26 21:12:34,
390C,U1559,A,5,X,2,A,700.0,34.2,43.147000000000006,44838572,SHLF10888181,50,0.75,10,14,10,12,Cu,86158,10518,699,3612,81,183,71,9153,64,303,42,46,437477,2655,XRF2,1,2022-09-15,16:22:28,YEON,2022-09-26 21:12:34,
390C,U1559,A,5,X,2,A,750.0,34.25,43.197,44838572,SHLF10888181,50,0.75,10,14,10,12,Cu,85538,10128,686,3514,73,192,80,8921,71,310,43,52,437978,1868,XRF2,1,2022-09-15,16:22:52,YEON,2022-09-26 21:12:34,
390C,U1559,A,5,X,2,A,800.0,34.3,43.247,44838572,SHLF10888181,50,0.75,10,14,10,12,Cu,86130,9385,604,3460,44,191,108,9184,70,351,26,18,440254,1737,XRF2,1,2022-09-15,16:23:17,YEON,2022-09-26 21:12:34,
390C,U1559,A,5,X,2,A,850.0,34.35,43.297000000000004,44838572,SHLF10888181,50,0.75,10,14,10,12,Cu,85786,9088,761,3519,42,247,50,8492,105,327,20,38,439824,1740,XRF2,1,2022-09-15,16:23:42,YEON,2022-09-26 21:12:34,
390C,U1559,A,5,X,2,A,900.0,34.4,43.347,44838572,SHLF10888181,50,0.75,10,14,10,12,Cu,86514,9379,928,3542,45,162,67,8461,73,365,38,31,438382,2378,XRF2,1,2022-09-15,16:24:06,YEON,2022-09-26 21:12:34,
390C,U1559,A,5,X,2,A,950.0,34.45,43.397000000000006,44838572,SHLF10888181,50,0.75,10,14,10,12,Cu,85202,9235,622,3413,56,206,111,8701,39,348,36,52,439463,1358,XRF2,1,2022-09-15,16:24:31,YEON,2022-09-26 21:12:34,
390C,U1559,A,5,X,2,A,1000.0,34.5,43.447,44838572,SHLF10888181,50,0.75,10,14,10,12,Cu,86521,9181,575,3567,16,191,117,9132,71,358,25,100,440205,1409,XRF2,1,2022-09-15,16:24:56,YEON,2022-09-26 21:12:34,
390C,U1559,A,5,X,2,A,1050.0,34.55,43.497,44838572,SHLF10888181,50,0.75,10,14,10,12,Cu,87165,9787,522,3588,23,155,99,9159,84,386,57,87,441601,1704,XRF2,1,2022-09-15,16:25:21,YEON,2022-09-26 21:12:34,
390C,U1559,A,5,X,2,A,1100.0,34.6,43.547000000000004,44838572,SHLF10888181,50,0.75,10,14,10,12,Cu,87173,9728,581,3778,41,179,22,9422,87,351,20,60,440711,1859,XRF2,1,2022-09-15,16:25:45,YEON,2022-09-26 21:12:34,
390C,U1559,A,5,X,2,A,1150.0,34.65,43.597,44838572,SHLF10888181,50,0.75,10,14,10,12,Cu,86959,9870,658,3610,79,222,41,9411,117,389,39,77,440788,2249,XRF2,1,2022-09-15,16:26:10,YEON,2022-09-26 21:12:34,
390C,U1559,A,5,X,2,A,1200.0,34.7,43.647000000000006,44838572,SHLF10888181,50,0.75,10,14,10,12,Cu,86125,9397,640,3473,46,201,115,9129,84,407,30,71,439904,1691,XRF2,1,2022-09-15,16:26:35,YEON,2022-09-26 21:12:34,
390C,U1559,A,5,X,2,A,1250.0,34.75,43.697,44838572,SHLF10888181,50,0.75,10,14,10,12,Cu,86522,9990,630,3447,34,201,100,9133,74,331,55,49,439972,1621,XRF2,1,2022-09-15,16:26:59,YEON,2022-09-26 21:12:34,
390C,U1559,A,5,X,2,A,1300.0,34.8,43.747,44838572,SHLF10888181,50,0.75,10,14,10,12,Cu,86932,8825,791,3523,24,151,127,9563,101,391,39,43,437554,1553,XRF2,1,2022-09-15,16:27:24,YEON,2022-09-26 21:12:34,
390C,U1559,A,5,X,2,A,1350.0,34.85,43.797000000000004,44838572,SHLF10888181,50,0.75,10,14,10,12,Cu,86013,8793,706,3526,42,201,70,8971,118,413,13,25,439578,1547,XRF2,1,2022-09-15,16:27:49,YEON,2022-09-26 21:12:34,
390C,U1559,A,5,X,2,A,1400.0,34.9,43.847,44838572,SHLF10888181,50,0.75,10,14,10,12,Cu,85844,8719,650,3552,65,179,125,8860,55,387,16,17,439828,1711,XRF2,1,2022-09-15,16:28:14,YEON,2022-09-26 21:12:34,
390C,U1559,A,5,X,2,A,1450.0,34.95,43.897000000000006,44838572,SHLF10888181,50,0.75,10,14,10,12,Cu,82767,5372,519,3412,54,194,43,5647,101,334,45,40,441431,1515,XRF2,1,2022-09-15,16:28:38,YEON,2022-09-26 21:12:34,
390C,U1559,A,5,X,3,A,50.0,35.05,43.997,44838582,SHLF10888211,50,0.75,10,14,10,12,Cu,84480,8065,743,3454,48,116,79,8449,44,320,32,45,438645,1914,XRF2,1,2022-09-16,08:59:27,YEON,2022-09-26 21:12:36,
390C,U1559,A,5,X,3,A,100.0,35.1,44.047000000000004,44838582,SHLF10888211,50,0.75,10,14,10,12,Cu,84530,9084,682,3529,51,168,91,8783,106,315,51,91,434207,2051,XRF2,1,2022-09-16,08:59:52,YEON,2022-09-26 21:12:36,
390C,U1559,A,5,X,3,A,150.0,35.15,44.097,44838582,SHLF10888211,50,0.75,10,14,10,12,Cu,84741,10133,603,3356,32,143,63,8824,103,305,14,13,432172,2526,XRF2,1,2022-09-16,09:00:16,YEON,2022-09-26 21:12:36,
390C,U1559,A,5,X,3,A,200.0,35.2,44.147000000000006,44838582,SHLF10888211,50,0.75,10,14,10,12,Cu,85331,10036,795,3516,50,243,133,8513,72,400,39,60,433487,3896,XRF2,1,2022-09-16,09:00:41,YEON,2022-09-26 21:12:36,
390C,U1559,A,5,X,3,A,250.0,35.25,44.197,44838582,SHLF10888211,50,0.75,10,14,10,12,Cu,85168,9707,927,3428,68,158,17,7868,74,384,14,14,435249,2696,XRF2,1,2022-09-16,09:01:06,YEON,2022-09-26 21:12:36,
390C,U1559,A,5,X,3,A,300.0,35.3,44.247,44838582,SHLF10888211,50,0.75,10,14,10,12,Cu,85591,10835,744,3462,66,156,136,9103,108,367,25,11,435633,1925,XRF2,1,2022-09-16,09:01:31,YEON,2022-09-26 21:12:36,
390C,U1559,A,5,X,3,A,350.0,35.35,44.297000000000004,44838582,SHLF10888211,50,0.75,10,14,10,12,Cu,85046,10774,718,3472,29,180,24,9129,61,406,42,40,434336,1825,XRF2,1,2022-09-16,09:01:56,YEON,2022-09-26 21:12:36,
390C,U1559,A,5,X,3,A,400.0,35.4,44.347,44838582,SHLF10888211,50,0.75,10,14,10,12,Cu,84902,10325,940,3549,55,166,128,8385,63,416,28,37,434779,2291,XRF2,1,2022-09-16,09:02:20,YEON,2022-09-26 21:12:36,
390,U1559,C,5,H,2,A,500.0,34.8,44.415,44838262,SHLF11583701,50,0.75,10,14,10,12,Cu,87998,7812,1430,3562,28,200,68,8086,80,363,44,7,438902,2855,XRF2,1,2022-09-16,09:47:49,YEON,2022-09-26 21:10:35,
390,U1559,C,5,H,2,A,550.0,34.849999999999994,44.464999999999996,44838262,SHLF11583701,50,0.75,10,14,10,12,Cu,87514,9599,985,3576,88,163,123,8581,86,395,56,67,437086,2595,XRF2,1,2022-09-16,09:48:13,YEON,2022-09-26 21:10:35,
390,U1559,C,5,H,2,A,600.0,34.9,44.515,44838262,SHLF11583701,50,0.75,10,14,10,12,Cu,87615,10365,805,3577,102,223,81,8915,68,391,41,59,439342,1969,XRF2,1,2022-09-16,09:48:38,YEON,2022-09-26 21:10:35,
390,U1559,C,5,H,2,A,650.0,34.949999999999996,44.565,44838262,SHLF11583701,50,0.75,10,14,10,12,Cu,87731,11053,761,3573,48,137,83,9540,67,388,52,70,438226,1940,XRF2,1,2022-09-16,09:49:03,YEON,2022-09-26 21:10:35,
390,U1559,C,5,H,2,A,700.0,35.0,44.615,44838262,SHLF11583701,50,0.75,10,14,10,12,Cu,87916,10981,554,3573,66,160,81,9693,50,305,64,20,439191,2169,XRF2,1,2022-09-16,09:49:28,YEON,2022-09-26 21:10:35,
390,U1559,C,5,H,2,A,750.0,35.05,44.665,44838262,SHLF11583701,50,0.75,10,14,10,12,Cu,87950,10544,679,3485,45,198,92,9463,44,357,27,31,441390,1647,XRF2,1,2022-09-16,09:49:53,YEON,2022-09-26 21:10:35,
390,U1559,C,5,H,2,A,800.0,35.099999999999994,44.714999999999996,44838262,SHLF11583701,50,0.75,10,14,10,12,Cu,87673,11101,625,3706,50,225,0,9451,78,276,26,56,439807,1488,XRF2,1,2022-09-16,09:50:18,YEON,2022-09-26 21:10:35,
390,U1559,C,5,H,2,A,850.0,35.15,44.765,44838262,SHLF11583701,50,0.75,10,14,10,12,Cu,87224,10421,712,3541,65,222,111,9116,48,307,34,83,440724,1817,XRF2,1,2022-09-16,09:50:43,YEON,2022-09-26 21:10:35,
390,U1559,C,5,H,2,A,900.0,35.199999999999996,44.815,44838262,SHLF11583701,50,0.75,10,14,10,12,Cu,87069,9322,698,3556,22,192,79,8922,78,329,37,32,439146,1777,XRF2,1,2022-09-16,09:51:08,YEON,2022-09-26 21:10:35,
390,U1559,C,5,H,2,A,950.0,35.25,44.865,44838262,SHLF11583701,50,0.75,10,14,10,12,Cu,87259,10804,684,3709,79,177,75,8871,37,356,34,52,437120,1895,XRF2,1,2022-09-16,09:51:33,YEON,2022-09-26 21:10:35,
390,U1559,C,5,H,2,A,1000.0,35.3,44.915,44838262,SHLF11583701,50,0.75,10,14,10,12,Cu,87588,12062,694,3616,69,133,52,9367,85,427,62,44,436441,1687,XRF2,1,2022-09-16,09:51:58,YEON,2022-09-26 21:10:35,
390,U1559,C,5,H,2,A,1050.0,35.349999999999994,44.964999999999996,44838262,SHLF11583701,50,0.75,10,14,10,12,Cu,87381,11755,720,3563,38,172,104,9082,71,384,62,50,436060,1851,XRF2,1,2022-09-16,09:52:23,YEON,2022-09-26 21:10:35,
390,U1559,C,5,H,2,A,1100.0,35.4,45.015,44838262,SHLF11583701,50,0.75,10,14,10,12,Cu,87625,11030,749,3555,42,197,91,8896,80,389,22,62,440444,1871,XRF2,1,2022-09-16,09:52:48,YEON,2022-09-26 21:10:35,
390,U1559,C,5,H,2,A,1150.0,35.449999999999996,45.065,44838262,SHLF11583701,50,0.75,10,14,10,12,Cu,87652,10937,748,3572,73,196,91,8886,102,366,36,76,441425,1941,XRF2,1,2022-09-16,09:53:12,YEON,2022-09-26 21:10:35,
390,U1559,C,5,H,2,A,1200.0,35.5,45.115,44838262,SHLF11583701,50,0.75,10,14,10,12,Cu,87488,10919,675,3627,24,157,78,8752,21,343,59,25,440811,2283,XRF2,1,2022-09-16,09:53:37,YEON,2022-09-26 21:10:35,
390,U1559,C,5,H,2,A,1250.0,35.55,45.165,44838262,SHLF11583701,50,0.75,10,14,10,12,Cu,87208,9519,623,3468,32,155,43,8418,72,363,33,67,441760,2799,XRF2,1,2022-09-16,09:54:02,YEON,2022-09-26 21:10:35,
390,U1559,C,5,H,2,A,1300.0,35.599999999999994,45.214999999999996,44838262,SHLF11583701,50,0.75,10,14,10,12,Cu,87649,10046,950,3617,70,161,119,8116,72,409,22,32,439865,2561,XRF2,1,2022-09-16,09:54:27,YEON,2022-09-26 21:10:35,
390,U1559,C,5,H,2,A,1350.0,35.65,45.265,44838262,SHLF11583701,50,0.75,10,14,10,12,Cu,88052,10887,579,3644,48,226,80,9249,112,336,63,59,440971,2005,XRF2,1,2022-09-16,09:54:52,YEON,2022-09-26 21:10:35,
390,U1559,C,5,H,2,A,1400.0,35.699999999999996,45.315,44838262,SHLF11583701,50,0.75,10,14,10,12,Cu,87586,10128,578,3610,44,285,78,8690,84,373,23,25,439706,1956,XRF2,1,2022-09-16,09:55:17,YEON,2022-09-26 21:10:35,
390,U1559,C,5,H,2,A,1450.0,35.75,45.365,44838262,SHLF11583701,50,0.75,10,14,10,12,Cu,88749,10700,503,3769,54,237,13,9540,130,356,26,77,444348,1631,XRF2,1,2022-09-16,09:55:42,YEON,2022-09-26 21:10:35,
390,U1559,C,5,H,3,A,50.0,35.849999999999994,45.464999999999996,44838272,SHLF11583731,50,0.75,10,14,10,12,Cu,86843,1822,410,3785,42,334,68,8104,82,329,24,38,439337,1800,XRF2,1,2022-09-16,10:24:35,YEON,2022-09-26 21:10:40,
390,U1559,C,5,H,3,A,100.0,35.9,45.515,44838272,SHLF11583731,50,0.75,10,14,10,12,Cu,86338,3502,493,3528,88,298,74,8420,93,314,35,76,436701,1625,XRF2,1,2022-09-16,10:25:00,YEON,2022-09-26 21:10:40,
390,U1559,C,5,H,3,A,150.0,35.949999999999996,45.565,44838272,SHLF11583731,50,0.75,10,14,10,12,Cu,87063,4934,562,3741,67,329,111,8279,52,381,44,58,436297,1949,XRF2,1,2022-09-16,10:25:25,YEON,2022-09-26 21:10:40,
390,U1559,C,5,H,3,A,200.0,36.0,45.615,44838272,SHLF11583731,50,0.75,10,14,10,12,Cu,87556,7461,594,3631,70,220,70,8740,111,401,28,40,438266,2854,XRF2,1,2022-09-16,10:25:50,YEON,2022-09-26 21:10:40,
390,U1559,C,5,H,3,A,250.0,36.05,45.665,44838272,SHLF11583731,50,0.75,10,14,10,12,Cu,87781,8549,678,3722,37,210,72,8648,37,376,36,35,440383,2662,XRF2,1,2022-09-16,10:26:15,YEON,2022-09-26 21:10:40,
390,U1559,C,5,H,3,A,300.0,36.099999999999994,45.714999999999996,44838272,SHLF11583731,50,0.75,10,14,10,12,Cu,87799,8463,731,3618,92,224,32,8985,97,333,22,19,439688,2272,XRF2,1,2022-09-16,10:26:40,YEON,2022-09-26 21:10:40,
390,U1559,C,5,H,3,A,350.0,36.15,45.765,44838272,SHLF11583731,50,0.75,10,14,10,12,Cu,87890,5900,583,3604,70,188,93,9280,84,458,55,37,441781,2438,XRF2,1,2022-09-16,10:27:05,YEON,2022-09-26 21:10:40,
390,U1559,C,5,H,3,A,400.0,36.199999999999996,45.815,44838272,SHLF11583731,50,0.75,10,14,10,12,Cu,88014,6692,563,3607,90,255,95,9322,36,322,64,24,441287,1831,XRF2,1,2022-09-16,10:27:30,YEON,2022-09-26 21:10:40,
390,U1559,C,5,H,3,A,450.0,36.25,45.865,44838272,SHLF11583731,50,0.75,10,14,10,12,Cu,87955,6531,398,3666,81,236,52,9423,131,369,68,48,441382,1840,XRF2,1,2022-09-16,10:27:55,YEON,2022-09-26 21:10:40,
390,U1559,C,5,H,3,A,500.0,36.3,45.915,44838272,SHLF11583731,50,0.75,10,14,10,12,Cu,87822,5307,524,3592,33,230,73,9126,41,253,36,27,441665,1675,XRF2,1,2022-09-16,10:28:20,YEON,2022-09-26 21:10:40,
390,U1559,C,5,H,3,A,550.0,36.349999999999994,45.964999999999996,44838272,SHLF11583731,50,0.75,10,14,10,12,Cu,88218,8025,464,3745,77,251,56,9082,66,375,40,45,443001,1821,XRF2,1,2022-09-16,10:28:45,YEON,2022-09-26 21:10:40,
390,U1559,C,5,H,3,A,600.0,36.4,46.015,44838272,SHLF11583731,50,0.75,10,14,10,12,Cu,88736,7435,463,3749,76,263,74,9402,56,368,59,26,444457,1590,XRF2,1,2022-09-16,10:29:10,YEON,2022-09-26 21:10:40,
390,U1559,C,5,H,3,A,650.0,36.449999999999996,46.065,44838272,SHLF11583731,50,0.75,10,14,10,12,Cu,88805,10186,495,3728,39,262,78,9372,78,403,81,24,443671,1689,XRF2,1,2022-09-16,10:29:35,YEON,2022-09-26 21:10:40,
390,U1559,C,5,H,3,A,700.0,36.5,46.115,44838272,SHLF11583731,50,0.75,10,14,10,12,Cu,88024,8220,467,3777,36,252,101,9086,76,328,46,33,442614,1845,XRF2,1,2022-09-16,10:29:59,YEON,2022-09-26 21:10:40,
390,U1559,C,5,H,3,A,750.0,36.55,46.165,44838272,SHLF11583731,50,0.75,10,14,10,12,Cu,88325,7179,448,3712,93,251,75,9213,35,385,44,70,443692,1549,XRF2,1,2022-09-16,10:30:24,YEON,2022-09-26 21:10:40,
390,U1559,C,5,H,3,A,800.0,36.599999999999994,46.214999999999996,44838272,SHLF11583731,50,0.75,10,14,10,12,Cu,88573,6355,556,3737,28,240,108,9358,14,362,54,41,443650,1496,XRF2,1,2022-09-16,10:30:49,YEON,2022-09-26 21:10:40,
390,U1559,C,5,H,3,A,850.0,36.65,46.265,44838272,SHLF11583731,50,0.75,10,14,10,12,Cu,88493,7775,563,3602,48,244,63,9565,71,392,35,39,442344,1674,XRF2,1,2022-09-16,10:31:14,YEON,2022-09-26 21:10:40,
390,U1559,C,5,H,3,A,900.0,36.699999999999996,46.315,44838272,SHLF11583731,50,0.75,10,14,10,12,Cu,88615,6089,527,3780,41,266,71,9277,83,354,68,58,442188,2231,XRF2,1,2022-09-16,10:31:39,YEON,2022-09-26 21:10:40,
390,U1559,C,5,H,3,A,950.0,36.75,46.365,44838272,SHLF11583731,50,0.75,10,14,10,12,Cu,88271,5560,566,3609,45,242,122,8849,59,392,51,72,442493,2770,XRF2,1,2022-09-16,10:32:04,YEON,2022-09-26 21:10:40,
390,U1559,C,5,H,3,A,1000.0,36.8,46.415,44838272,SHLF11583731,50,0.75,10,14,10,12,Cu,88512,9295,839,3737,50,200,72,8686,79,402,29,50,443278,3492,XRF2,1,2022-09-16,10:32:29,YEON,2022-09-26 21:10:40,
390,U1559,C,5,H,3,A,1050.0,36.849999999999994,46.464999999999996,44838272,SHLF11583731,50,0.75,10,14,10,12,Cu,88253,10364,847,3544,43,218,119,8782,94,337,38,70,443242,3279,XRF2,1,2022-09-16,10:32:54,YEON,2022-09-26 21:10:40,
390,U1559,C,5,H,3,A,1100.0,36.9,46.515,44838272,SHLF11583731,50,0.75,10,14,10,12,Cu,88464,10800,778,3617,66,212,106,8790,110,464,43,119,441898,2545,XRF2,1,2022-09-16,10:33:19,YEON,2022-09-26 21:10:40,
390,U1559,C,5,H,3,A,1150.0,36.949999999999996,46.565,44838272,SHLF11583731,50,0.75,10,14,10,12,Cu,88673,10527,727,3702,56,179,129,8834,89,349,40,97,442515,2219,XRF2,1,2022-09-16,10:33:44,YEON,2022-09-26 21:10:40,
390,U1559,C,5,H,3,A,1200.0,37.0,46.615,44838272,SHLF11583731,50,0.75,10,14,10,12,Cu,88065,9632,708,3607,72,206,100,8646,104,376,17,57,441831,2310,XRF2,1,2022-09-16,10:34:09,YEON,2022-09-26 21:10:40,
390,U1559,C,5,H,3,A,1250.0,37.05,46.665,44838272,SHLF11583731,50,0.75,10,14,10,12,Cu,88297,10133,829,3540,64,181,96,8906,125,397,38,17,440000,2652,XRF2,1,2022-09-16,10:34:34,YEON,2022-09-26 21:10:40,
390,U1559,C,5,H,3,A,1300.0,37.099999999999994,46.714999999999996,44838272,SHLF11583731,50,0.75,10,14,10,12,Cu,88106,10235,947,3660,53,180,128,8685,98,324,31,68,437517,3304,XRF2,1,2022-09-16,10:34:59,YEON,2022-09-26 21:10:40,
390,U1559,C,5,H,3,A,1350.0,37.15,46.765,44838272,SHLF11583731,50,0.75,10,14,10,12,Cu,81152,7142,836,3254,60,163,67,6176,67,370,60,39,437089,2137,XRF2,1,2022-09-16,10:35:24,YEON,2022-09-26 21:10:40,
390,U1559,C,5,H,3,A,1400.0,37.199999999999996,46.815,44838272,SHLF11583731,50,0.75,10,13,10,12,Cu,67496,491,143,2717,29,28,77,249,-3,192,54,73,442085,254,XRF2,1,2022-09-16,10:35:49,YEON,2022-09-26 21:10:40,
390,U1559,C,5,H,4,A,50.0,37.349999999999994,46.964999999999996,44838282,SHLF11583761,50,0.75,10,14,10,12,Cu,87453,7108,901,3487,110,194,56,8637,93,447,61,67,443358,1856,XRF2,1,2022-09-16,11:11:00,YEON,2022-09-26 21:10:46,
390,U1559,C,5,H,4,A,100.0,37.4,47.015,44838282,SHLF11583761,50,0.75,10,14,10,12,Cu,88178,7168,812,3612,101,227,78,9503,125,273,33,75,441863,1262,XRF2,1,2022-09-16,11:11:25,YEON,2022-09-26 21:10:46,
390,U1559,C,5,H,4,A,150.0,37.449999999999996,47.065,44838282,SHLF11583761,50,0.75,10,14,10,12,Cu,88762,8206,772,3675,56,238,88,9711,70,324,34,33,443144,1626,XRF2,1,2022-09-16,11:11:50,YEON,2022-09-26 21:10:46,
390,U1559,C,5,H,4,A,200.0,37.5,47.115,44838282,SHLF11583761,50,0.75,10,14,10,12,Cu,88851,10069,716,3630,45,189,111,9544,39,361,54,70,442882,1104,XRF2,1,2022-09-16,11:12:15,YEON,2022-09-26 21:10:46,
390,U1559,C,5,H,4,A,250.0,37.55,47.165,44838282,SHLF11583761,50,0.75,10,14,10,12,Cu,88934,9990,843,3747,80,224,73,9965,87,359,63,91,444809,1114,XRF2,1,2022-09-16,11:12:40,YEON,2022-09-26 21:10:46,
390,U1559,C,5,H,4,A,300.0,37.599999999999994,47.214999999999996,44838282,SHLF11583761,50,0.75,10,14,10,12,Cu,88761,10025,681,3723,93,220,53,9785,47,278,61,71,445273,1700,XRF2,1,2022-09-16,11:13:05,YEON,2022-09-26 21:10:46,
