Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),CSF-A (m),CCSF-393-U1560-AC-20220803-ac (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,Mg-Ka Area,Al-Ka Area,Si-Ka Area,P -Ka Area,S -Ka Area,Cl-Ka Area,Ar-Ka Area,K -Ka Area,Ca-Ka Area,Ti-Ka Area,Cr-Ka Area,Mn-Ka Area,Fe-Ka Area,Rh-La-Coh Area,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
393,U1560,C,1,H,1,A,100.0,0.1,0.04800000000000001,44847562,SHLF11684831,10,0.16,6,9,10,12,No-Filter,307972,-78,1145,9021,407,2669,61370,-4756,4950,1129152,1417,683,2775,18489,46845,XRF1,1,2022-11-21,10:50:17,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,120.0,0.12,0.068,44847562,SHLF11684831,10,0.16,6,9,10,12,No-Filter,308924,-50,1158,11081,609,2369,55388,-4391,6444,1139457,1849,272,3090,20713,45296,XRF1,1,2022-11-21,10:50:34,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,140.0,0.14,0.08800000000000002,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,309801,-78,1736,14221,603,2619,54774,-4407,7517,1134332,1909,-25,3855,23984,44818,XRF1,1,2022-11-21,10:50:51,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,160.0,0.16,0.10800000000000001,44847562,SHLF11684831,10,0.16,6,9,10,12,No-Filter,304630,-69,1791,17604,258,2383,53212,-4988,9561,1096560,2480,156,4519,30274,44668,XRF1,1,2022-11-21,10:51:11,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,180.0,0.18,0.128,44847562,SHLF11684831,10,0.16,6,9,10,12,No-Filter,307834,-38,2170,20005,360,2710,52969,-5045,10661,1100313,3090,177,4969,32753,45637,XRF1,1,2022-11-21,10:51:29,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,200.0,0.2,0.14800000000000002,44847562,SHLF11684831,10,0.16,6,9,10,12,No-Filter,307095,-75,2365,21458,448,2484,54057,-4496,12023,1089846,3221,225,5317,35910,44578,XRF1,1,2022-11-21,10:51:47,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,220.0,0.22,0.168,44847562,SHLF11684831,10,0.16,6,9,10,12,No-Filter,305749,-67,2161,20444,524,2369,52592,-4502,11035,1094617,3116,187,4354,32712,44960,XRF1,1,2022-11-21,10:52:06,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,240.0,0.24,0.188,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,310075,-68,2173,19660,271,2429,51940,-4737,10270,1118837,2732,287,4204,30745,44736,XRF1,1,2022-11-21,10:52:25,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,260.0,0.26,0.20800000000000002,44847562,SHLF11684831,10,0.16,6,9,10,12,No-Filter,307411,-42,2187,19658,739,2610,49804,-4440,10707,1109250,2880,657,4378,31699,44854,XRF1,1,2022-11-21,10:52:42,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,280.0,0.28,0.22800000000000004,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,325074,-68,2187,17068,611,2348,51047,-5038,9144,1195947,2476,317,4148,27450,46387,XRF1,1,2022-11-21,10:53:01,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,300.0,0.3,0.248,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,316535,-51,1591,12947,538,2499,52873,-4377,6719,1173991,2225,75,3393,22030,45473,XRF1,1,2022-11-21,10:53:19,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,320.0,0.32,0.268,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,316611,-84,1577,13197,472,2409,52293,-4413,6812,1172157,2028,64,3220,22501,46345,XRF1,1,2022-11-21,10:53:38,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,340.0,0.34,0.28800000000000003,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,318771,-76,1455,12128,348,2158,52298,-4280,6788,1185585,1745,159,3547,21521,45961,XRF1,1,2022-11-21,10:53:58,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,360.0,0.36,0.308,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,318020,-69,1405,12304,327,2356,52290,-4737,6284,1181715,2121,286,3474,21194,45997,XRF1,1,2022-11-21,10:54:17,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,380.0,0.38,0.328,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,313719,-64,1651,14413,452,2397,55175,-4268,7896,1149576,2142,173,3600,24747,44571,XRF1,1,2022-11-21,10:54:34,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,400.0,0.4,0.34800000000000003,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,325326,-78,1479,12847,433,2375,54663,-4693,6548,1207066,1919,206,3340,22277,47151,XRF1,1,2022-11-21,10:54:54,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,420.0,0.42,0.368,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,333980,-41,1591,12857,467,2248,53239,-4712,6725,1246682,1797,328,3568,21984,47129,XRF1,1,2022-11-21,10:55:14,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,440.0,0.44,0.388,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,337768,-75,1567,12456,626,2332,52452,-4596,5922,1266638,1723,345,3081,21251,47284,XRF1,1,2022-11-21,10:55:33,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,460.0,0.46,0.40800000000000003,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,331037,-82,1501,13422,289,2528,52700,-4556,7005,1235048,1946,202,3444,22650,46374,XRF1,1,2022-11-21,10:55:53,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,480.0,0.48,0.428,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,323675,-83,1543,12747,220,2163,52079,-4371,7078,1207017,1883,321,3407,22531,45831,XRF1,1,2022-11-21,10:56:10,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,500.0,0.5,0.448,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,326059,-49,1715,14967,407,2331,50831,-4860,7152,1211130,2189,377,3327,23871,46190,XRF1,1,2022-11-21,10:56:29,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,520.0,0.52,0.468,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,322551,-36,1756,15793,466,2281,52092,-4464,8679,1186632,2251,352,3697,27292,45791,XRF1,1,2022-11-21,10:56:47,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,540.0,0.54,0.48800000000000004,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,323194,-46,1827,16083,429,2322,52730,-4638,9130,1187788,2392,186,3344,27175,45907,XRF1,1,2022-11-21,10:57:07,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,560.0,0.56,0.508,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,320161,-45,1843,17267,382,2337,53166,-4770,10065,1163484,2487,112,3944,30427,46533,XRF1,1,2022-11-21,10:57:27,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,580.0,0.58,0.5279999999999999,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,311798,-34,2040,16679,593,2305,55085,-4667,9508,1124952,2878,422,5006,31307,45381,XRF1,1,2022-11-21,10:57:45,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,600.0,0.6,0.5479999999999999,44847562,SHLF11684831,10,0.16,6,9,10,12,No-Filter,308627,-75,1732,15612,486,2279,55325,-4363,9047,1116054,2648,52,4242,29659,45370,XRF1,1,2022-11-21,10:58:06,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,620.0,0.62,0.568,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,321116,-19,1967,16758,407,2357,54267,-5075,9236,1171005,2597,191,4096,28385,46967,XRF1,1,2022-11-21,10:58:24,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,640.0,0.64,0.588,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,317308,-29,1444,12046,595,2444,59142,-5175,7102,1161385,1768,198,3257,24137,47207,XRF1,1,2022-11-21,10:58:42,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,660.0,0.66,0.608,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,326415,-84,1398,11613,533,2507,56709,-4892,6224,1207473,1960,234,3416,21990,48174,XRF1,1,2022-11-21,10:58:59,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,680.0,0.68,0.628,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,326908,-79,1337,11883,425,2195,55373,-4775,6753,1216628,1912,254,3443,21642,47103,XRF1,1,2022-11-21,10:59:16,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,700.0,0.7,0.6479999999999999,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,321645,-57,1622,14121,470,2185,52790,-4818,7406,1190161,2086,585,3893,23769,45725,XRF1,1,2022-11-21,10:59:33,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,720.0,0.72,0.6679999999999999,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,318539,-48,1504,12681,303,2240,54642,-4836,6781,1175459,1639,499,3604,22796,46510,XRF1,1,2022-11-21,10:59:51,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,740.0,0.74,0.688,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,329109,-49,1470,11306,390,2588,53634,-5097,6356,1230743,1447,76,3574,20565,47162,XRF1,1,2022-11-21,11:00:08,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,760.0,0.76,0.708,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,336680,-80,1417,12385,497,2335,55062,-5050,6272,1254305,1589,123,3779,21230,48229,XRF1,1,2022-11-21,11:00:27,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,780.0,0.78,0.728,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,338916,-60,1697,12472,590,2381,54813,-5211,6397,1262820,1780,-52,3977,22342,48626,XRF1,1,2022-11-21,11:00:45,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,800.0,0.8,0.748,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,333468,-40,1430,10368,486,2271,54735,-4507,5095,1251542,1581,51,3394,19263,46950,XRF1,1,2022-11-21,11:01:06,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,820.0,0.82,0.7679999999999999,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,330239,-75,1559,12504,372,2224,54957,-4596,6892,1224318,1865,262,3786,23189,47701,XRF1,1,2022-11-21,11:01:24,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,840.0,0.84,0.7879999999999999,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,327303,-60,1486,11563,436,1963,51170,-4688,6339,1226608,1551,-204,3331,21135,46822,XRF1,1,2022-11-21,11:01:43,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,860.0,0.86,0.8079999999999999,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,341878,-59,1547,12029,561,2100,52239,-4996,5613,1285424,1603,-163,3344,20747,48756,XRF1,1,2022-11-21,11:02:00,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,880.0,0.88,0.828,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,335069,-47,1400,11545,510,2171,55165,-4902,6251,1249234,1575,-44,3475,22141,47960,XRF1,1,2022-11-21,11:02:18,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,900.0,0.9,0.848,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,328837,-89,1403,11385,438,2188,56051,-4747,6839,1219271,1632,24,3687,22428,48492,XRF1,1,2022-11-21,11:02:36,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,920.0,0.92,0.868,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,339582,-39,1380,11990,272,2093,55274,-4890,6239,1271341,1578,133,3103,21368,48527,XRF1,1,2022-11-21,11:02:55,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,940.0,0.94,0.8879999999999999,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,336491,-79,1560,11987,582,2121,52412,-4563,5733,1266021,1738,245,3485,21076,47593,XRF1,1,2022-11-21,11:03:14,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,960.0,0.96,0.9079999999999999,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,342344,-79,1279,11367,348,2093,53750,-4976,5788,1290460,1546,195,2937,19326,48351,XRF1,1,2022-11-21,11:03:31,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,980.0,0.98,0.9279999999999999,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,338207,-70,1463,12341,263,2116,52677,-4678,6240,1271089,1501,139,2903,21909,47185,XRF1,1,2022-11-21,11:03:50,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,1000.0,1.0,0.948,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,336051,-57,1547,12816,590,2039,51134,-4758,6879,1263138,1696,612,3362,21981,47039,XRF1,1,2022-11-21,11:04:08,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,1020.0,1.02,0.968,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,340127,-72,1663,13813,359,2076,50330,-4469,7470,1276133,1915,337,3374,23446,46992,XRF1,1,2022-11-21,11:04:27,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,1040.0,1.04,0.988,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,337721,-82,1574,14386,382,2159,51899,-4574,7393,1258898,1981,155,3463,24412,47522,XRF1,1,2022-11-21,11:04:46,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,1060.0,1.06,1.008,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,338071,-54,1703,15709,345,2144,52420,-5174,7960,1256011,2266,246,3376,25601,47602,XRF1,1,2022-11-21,11:05:05,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,1080.0,1.08,1.028,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,326060,-53,1900,17955,332,1885,48360,-4636,9319,1204241,2652,186,4104,27887,46467,XRF1,1,2022-11-21,11:05:22,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,1100.0,1.1,1.048,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,325569,-32,2359,21649,688,2176,48388,-4738,11501,1186348,2849,6,4802,32766,46650,XRF1,1,2022-11-21,11:05:41,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,1120.0,1.12,1.068,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,329044,-13,2342,23172,532,2272,49126,-5548,12050,1195254,3237,158,4584,34364,46815,XRF1,1,2022-11-21,11:05:59,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,1140.0,1.14,1.0879999999999999,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,324789,-53,2362,21544,683,2486,49888,-4733,11428,1180449,2846,193,4762,32566,46163,XRF1,1,2022-11-21,11:06:16,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,1160.0,1.16,1.1079999999999999,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,325810,0,2352,21561,532,2078,50171,-5177,11557,1187102,3258,70,4477,32419,45972,XRF1,1,2022-11-21,11:06:35,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,1180.0,1.18,1.128,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,325692,-51,2536,22843,447,2371,50121,-5079,11759,1181183,2839,134,4447,33746,45988,XRF1,1,2022-11-21,11:06:54,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,1200.0,1.2,1.148,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,328942,-60,2168,21451,352,2147,49822,-5151,11157,1199444,2823,93,4539,33119,46535,XRF1,1,2022-11-21,11:07:11,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,1220.0,1.22,1.168,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,328363,-40,2293,20946,458,1941,50168,-5030,10888,1198867,2445,148,4087,32121,46061,XRF1,1,2022-11-21,11:07:30,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,1240.0,1.24,1.188,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,328342,-71,2311,21231,570,2281,50091,-4732,11507,1198504,2667,96,4296,32184,46339,XRF1,1,2022-11-21,11:07:47,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,1260.0,1.26,1.208,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,326827,-46,1967,18005,635,2279,50693,-4819,9470,1202004,2228,23,3817,28932,45759,XRF1,1,2022-11-21,11:08:07,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,1280.0,1.28,1.228,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,335345,-61,2114,19527,665,2107,48447,-4887,9620,1238198,2597,381,4133,30218,46365,XRF1,1,2022-11-21,11:08:26,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,1300.0,1.3,1.248,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,329704,-64,2015,19007,479,2086,47615,-4761,9489,1214883,2376,146,4342,30083,46095,XRF1,1,2022-11-21,11:08:45,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,1320.0,1.32,1.268,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,323950,-76,1958,18138,292,2009,47468,-4544,9745,1194190,2509,333,4180,29574,45469,XRF1,1,2022-11-21,11:09:03,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,1340.0,1.34,1.288,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,324616,-12,2065,18588,648,2177,49883,-4389,10010,1192936,2127,-12,4233,29141,45643,XRF1,1,2022-11-21,11:09:21,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,1360.0,1.36,1.308,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,333165,-64,2290,21108,519,2177,49146,-5031,11492,1216019,2668,-5,4594,33505,47077,XRF1,1,2022-11-21,11:09:39,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,1380.0,1.38,1.3279999999999998,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,333711,-64,2354,20669,426,1943,50106,-4912,11431,1214608,2474,29,4789,35316,46967,XRF1,1,2022-11-21,11:09:58,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,1400.0,1.4,1.3479999999999999,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,330364,-87,2237,21111,542,1805,49420,-4599,11068,1201676,2421,191,4884,34529,47042,XRF1,1,2022-11-21,11:10:17,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,1420.0,1.42,1.3679999999999999,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,331050,-76,2101,19090,551,1710,47601,-4619,10263,1213233,2488,302,5537,33711,46765,XRF1,1,2022-11-21,11:10:37,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,1440.0,1.44,1.388,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,336014,-35,2290,19728,459,2030,49519,-4706,10391,1227997,2542,146,4994,33970,48003,XRF1,1,2022-11-21,11:10:56,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,1460.0,1.46,1.408,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,339033,-85,2209,19108,494,1669,49288,-4316,10193,1241937,2690,96,5141,34256,47982,XRF1,1,2022-11-21,11:11:16,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,1,A,1480.0,1.48,1.428,44847562,SHLF11684831,10,0.16,6,10,10,12,No-Filter,313307,-11,1868,14948,470,1653,46240,-3393,8883,1150944,2031,303,4472,30749,45402,XRF1,1,2022-11-21,11:11:33,YEON,2022-12-08 20:13:39,
393,U1560,C,1,H,2,A,20.0,1.51,1.458,44847572,SHLF11684861,10,0.16,6,9,10,12,No-Filter,303825,-65,1173,7329,328,2649,71952,-4633,5437,1088321,1533,752,3273,22369,47608,XRF1,1,2022-11-20,15:43:12,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,40.0,1.53,1.478,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,316499,-67,1210,8518,369,2554,66517,-4783,5385,1151072,1448,909,3255,22529,48459,XRF1,1,2022-11-20,15:43:29,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,60.0,1.55,1.498,44847572,SHLF11684861,10,0.16,6,9,10,12,No-Filter,297835,-76,1199,8238,211,2854,71572,-4726,5677,1057230,1596,778,3245,22660,48840,XRF1,1,2022-11-20,15:43:48,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,80.0,1.57,1.518,44847572,SHLF11684861,10,0.16,6,9,10,12,No-Filter,305064,-71,1083,9096,309,2607,67384,-5167,5664,1097070,1455,768,2985,22409,47863,XRF1,1,2022-11-20,15:44:05,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,100.0,1.59,1.538,44847572,SHLF11684861,10,0.16,6,9,10,12,No-Filter,289072,-28,1052,6977,325,2842,73815,-4517,4173,1024832,1439,688,2767,19295,46761,XRF1,1,2022-11-20,15:44:23,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,120.0,1.6099999999999999,1.5579999999999998,44847572,SHLF11684861,10,0.16,6,9,10,12,No-Filter,306371,-67,1283,9861,383,2766,66977,-5173,6193,1099296,1703,258,3544,24944,46616,XRF1,1,2022-11-20,15:44:40,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,140.0,1.63,1.5779999999999998,44847572,SHLF11684861,10,0.16,6,9,10,12,No-Filter,297641,-55,1087,8115,247,2872,73332,-4736,5680,1054780,1385,661,3483,23258,46639,XRF1,1,2022-11-20,15:45:00,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,160.0,1.65,1.5979999999999999,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,323043,-76,1324,9680,289,2753,64529,-4872,5819,1183097,1473,943,3798,22370,47809,XRF1,1,2022-11-20,15:45:18,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,180.0,1.67,1.6179999999999999,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,334235,-75,1296,10689,407,2258,56480,-5061,6020,1246713,1448,402,2873,22013,47369,XRF1,1,2022-11-20,15:45:37,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,200.0,1.69,1.638,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,325906,-70,1120,8827,265,2196,56389,-4500,5075,1222498,1198,901,2773,18612,45613,XRF1,1,2022-11-20,15:45:55,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,220.0,1.71,1.658,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,337955,-45,1128,8112,316,2284,57029,-4600,4548,1275575,1163,593,2384,16955,47215,XRF1,1,2022-11-20,15:46:12,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,240.0,1.73,1.678,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,341078,-83,1214,9509,495,2463,55109,-4281,5399,1289973,1177,530,2426,17311,47122,XRF1,1,2022-11-20,15:46:29,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,260.0,1.75,1.698,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,344184,-85,1193,9680,373,1998,51997,-4912,4764,1304492,1378,974,2938,18277,47553,XRF1,1,2022-11-20,15:46:46,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,280.0,1.77,1.718,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,340755,-65,1315,10278,475,2416,54002,-5063,5450,1283599,1157,295,2257,18881,48167,XRF1,1,2022-11-20,15:47:04,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,300.0,1.79,1.738,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,323541,-73,1203,10700,469,2219,54552,-4604,5990,1207949,1469,321,3140,19666,45513,XRF1,1,2022-11-20,15:47:23,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,320.0,1.81,1.758,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,323918,-70,1252,9911,742,2428,52713,-4075,5416,1218830,1252,251,2876,18996,45423,XRF1,1,2022-11-20,15:47:41,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,340.0,1.83,1.778,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,340030,-80,1448,12292,373,2010,51747,-5177,6192,1279453,1711,153,3144,21239,47401,XRF1,1,2022-11-20,15:47:59,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,360.0,1.85,1.798,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,347528,-7,1494,13429,225,2070,51356,-4951,7308,1306248,1782,223,3508,23689,46895,XRF1,1,2022-11-20,15:48:18,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,380.0,1.87,1.818,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,345404,-80,1439,13403,375,6242,51229,-4856,7996,1289533,1572,423,3564,24295,46790,XRF1,1,2022-11-20,15:48:38,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,400.0,1.8900000000000001,1.838,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,337982,-72,1709,15512,322,2153,51720,-5448,9850,1249507,2071,-42,3738,28836,46910,XRF1,1,2022-11-20,15:48:56,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,420.0,1.91,1.8579999999999999,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,324709,-54,1939,18085,430,1902,48689,-4718,10881,1191249,2480,248,3954,32153,44751,XRF1,1,2022-11-20,15:49:14,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,440.0,1.93,1.878,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,315062,-24,1827,16148,364,1981,47088,-4579,10587,1156713,2550,321,3836,31051,44173,XRF1,1,2022-11-20,15:49:31,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,460.0,1.95,1.898,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,324396,-14,1952,16939,514,2309,50733,-4592,10579,1187996,2656,82,4422,31253,44914,XRF1,1,2022-11-20,15:49:51,YEON,2022-12-08 20:13:43,
393,U1560,C,1,H,2,A,480.0,1.97,1.918,44847572,SHLF11684861,10,0.16,6,10,10,12,No-Filter,318069,-61,1290,11828,212,2341,57044,-4805,8503,1167092,1948,349,3412,25933,45170,XRF1,1,2022-11-20,15:50:09,YEON,2022-12-08 20:13:43,
