Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),CSF-A (m),CCSF-393-U1560-AC-20220803-ac (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,Mg-Ka Area,Al-Ka Area,Si-Ka Area,P -Ka Area,S -Ka Area,Cl-Ka Area,Ar-Ka Area,K -Ka Area,Ca-Ka Area,Ti-Ka Area,Cr-Ka Area,Mn-Ka Area,Fe-Ka Area,Rh-La-Coh Area,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
395E,U1560,A,11,H,4,A,80.0,94.8,108.881,44849072,SHLF10899421,10,0.16,6,11,10,12,No-Filter,383395,-72,1580,12897,662,1350,47130,-5301,10334,1427840,1902,255,8125,48741,49777,XRF1,1,2022-11-18,10:06:42,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,100.0,94.82,108.901,44849072,SHLF10899421,10,0.16,6,11,10,12,No-Filter,395324,-78,1856,14236,466,1171,40851,-4755,10113,1486880,1872,302,8589,50959,48876,XRF1,1,2022-11-18,10:07:01,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,120.0,94.84,108.921,44849072,SHLF10899421,10,0.16,6,11,10,12,No-Filter,399600,-88,1862,13916,888,1189,40669,-5041,10565,1505365,1748,177,9069,51367,49547,XRF1,1,2022-11-18,10:07:20,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,140.0,94.86,108.941,44849072,SHLF10899421,10,0.16,6,11,10,12,No-Filter,403326,-90,1728,13310,861,1098,38189,-5194,9378,1519785,1581,122,10795,55682,49685,XRF1,1,2022-11-18,10:07:41,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,160.0,94.88,108.961,44849072,SHLF10899421,10,0.16,6,11,10,12,No-Filter,404598,-79,1600,12579,777,1100,41725,-5098,8978,1516822,1486,136,11448,58605,51129,XRF1,1,2022-11-18,10:08:02,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,180.0,94.9,108.98100000000001,44849072,SHLF10899421,10,0.16,6,11,10,12,No-Filter,406878,-73,1432,10765,742,1334,42908,-5458,7482,1522119,1481,840,13312,63848,50851,XRF1,1,2022-11-18,10:08:23,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,200.0,94.92,109.001,44849072,SHLF10899421,10,0.16,6,11,10,12,No-Filter,407118,-76,1272,10117,926,1082,42768,-4847,7200,1531452,1550,637,12597,58579,50495,XRF1,1,2022-11-18,10:08:44,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,220.0,94.94,109.021,44849072,SHLF10899421,10,0.16,6,11,10,12,No-Filter,406684,-81,1456,10168,729,1462,44124,-5010,7082,1530704,1241,780,12045,54365,50687,XRF1,1,2022-11-18,10:09:05,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,240.0,94.96,109.041,44849072,SHLF10899421,10,0.16,6,11,10,12,No-Filter,408425,-42,1453,10978,884,995,41347,-5469,7076,1543803,1247,936,11722,53757,50284,XRF1,1,2022-11-18,10:09:26,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,260.0,94.98,109.061,44849072,SHLF10899421,10,0.16,6,11,10,12,No-Filter,411270,-85,1472,12482,767,1266,40460,-5118,8512,1560735,1741,210,9457,48339,50124,XRF1,1,2022-11-18,10:09:49,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,280.0,95.0,109.081,44849072,SHLF10899421,10,0.16,6,11,10,12,No-Filter,403977,-82,1722,12822,725,1118,42741,-5427,9683,1523459,1623,58,9101,48232,50486,XRF1,1,2022-11-18,10:10:10,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,300.0,95.02,109.101,44849072,SHLF10899421,10,0.16,6,11,10,12,No-Filter,406048,-67,1507,13282,712,1323,44634,-4813,9949,1533172,1495,126,8768,46163,49661,XRF1,1,2022-11-18,10:10:31,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,320.0,95.03999999999999,109.121,44849072,SHLF10899421,10,0.16,6,11,10,12,No-Filter,401931,-42,1830,15016,821,1366,40803,-5196,10930,1518608,1616,41,7825,44963,49629,XRF1,1,2022-11-18,10:10:50,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,340.0,95.06,109.141,44849072,SHLF10899421,10,0.16,6,11,10,12,No-Filter,390186,-48,1976,16238,528,1166,41008,-5594,12196,1465778,1969,152,7311,45824,48800,XRF1,1,2022-11-18,10:11:11,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,360.0,95.08,109.161,44849072,SHLF10899421,10,0.16,6,11,10,12,No-Filter,386278,-85,1781,16073,781,1286,41465,-5179,12482,1448998,1979,314,7776,46699,48403,XRF1,1,2022-11-18,10:11:32,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,380.0,95.1,109.181,44849072,SHLF10899421,10,0.16,6,11,10,12,No-Filter,382509,-61,1905,15268,625,1200,43284,-5354,11864,1425329,1999,95,8336,51456,48631,XRF1,1,2022-11-18,10:11:54,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,400.0,95.12,109.20100000000001,44849072,SHLF10899421,10,0.16,6,10,10,12,No-Filter,379074,-75,2024,17477,712,1215,42724,-5374,13476,1403236,2209,-56,8899,53811,48270,XRF1,1,2022-11-18,10:12:15,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,420.0,95.14,109.221,44849072,SHLF10899421,10,0.16,6,10,10,12,No-Filter,380549,-41,2005,18019,722,1190,40621,-5689,12953,1416429,2293,187,8412,51127,48107,XRF1,1,2022-11-18,10:12:38,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,450.0,95.17,109.251,44849072,SHLF10899421,10,0.16,6,10,10,12,No-Filter,359615,-66,2778,25114,817,1311,39156,-5106,18523,1264645,3472,140,14951,85986,46778,XRF1,1,2022-11-18,10:13:01,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,460.0,95.17999999999999,109.261,44849072,SHLF10899421,10,0.16,6,10,10,12,No-Filter,355490,-71,2855,25598,1106,1311,41558,-5297,19601,1229907,3498,169,16269,94689,46630,XRF1,1,2022-11-18,10:13:22,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,480.0,95.2,109.281,44849072,SHLF10899421,10,0.16,6,10,10,12,No-Filter,361153,-21,3116,26281,1103,1565,45480,-5477,21097,1237093,3770,132,16383,99678,48341,XRF1,1,2022-11-18,10:13:45,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,500.0,95.22,109.301,44849072,SHLF10899421,10,0.16,6,10,10,12,No-Filter,340535,-55,3082,28614,1046,1418,39163,-4368,22176,1147260,4052,188,18609,104994,45996,XRF1,1,2022-11-18,10:14:06,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,520.0,95.24,109.321,44849072,SHLF10899421,10,0.16,6,10,10,12,No-Filter,323956,-62,2347,20137,724,1082,36868,-2558,16400,1143780,3269,107,12880,73645,43909,XRF1,1,2022-11-18,10:14:26,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,540.0,95.26,109.34100000000001,44849072,SHLF10899421,10,0.16,6,10,10,12,No-Filter,341178,-85,2397,21490,736,1078,38573,-3491,16919,1211527,2898,-39,12077,73623,45260,XRF1,1,2022-11-18,10:14:47,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,560.0,95.28,109.361,44849072,SHLF10899421,10,0.16,6,10,10,12,No-Filter,351057,-70,2528,22457,925,712,36344,-4417,16934,1263136,2865,254,10997,69953,46365,XRF1,1,2022-11-18,10:15:08,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,580.0,95.3,109.381,44849072,SHLF10899421,10,0.16,6,10,10,12,No-Filter,369965,-69,2643,22943,962,1361,44352,-5071,17837,1313226,3111,148,12476,78072,48853,XRF1,1,2022-11-18,10:15:29,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,600.0,95.32,109.401,44849072,SHLF10899421,10,0.16,6,11,10,12,No-Filter,380533,-46,2649,22219,874,1154,43702,-4911,17081,1371468,2863,-113,11534,71275,49234,XRF1,1,2022-11-18,10:15:50,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,620.0,95.34,109.421,44849072,SHLF10899421,10,0.16,6,10,10,12,No-Filter,371195,-33,2445,21673,734,1098,43823,-5320,16619,1330126,2589,284,11499,72681,48541,XRF1,1,2022-11-18,10:16:11,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,640.0,95.36,109.441,44849072,SHLF10899421,10,0.16,6,10,10,12,No-Filter,375868,-75,2462,21624,767,1308,43806,-5103,16195,1349420,2746,192,11455,73376,48540,XRF1,1,2022-11-18,10:16:32,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,660.0,95.38,109.461,44849072,SHLF10899421,10,0.16,6,10,10,12,No-Filter,376657,-79,2240,20351,911,1313,43591,-4924,15354,1360618,2899,202,11108,71426,49251,XRF1,1,2022-11-18,10:16:54,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,680.0,95.4,109.48100000000001,44849072,SHLF10899421,10,0.16,6,10,10,12,No-Filter,374757,-17,2365,20361,986,1142,38245,-4700,15274,1370329,2484,194,10195,67230,47199,XRF1,1,2022-11-18,10:17:14,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,700.0,95.42,109.501,44849072,SHLF10899421,10,0.16,6,10,10,12,No-Filter,380190,-87,2338,19769,592,990,38732,-5280,14742,1400318,2595,572,8572,62307,47538,XRF1,1,2022-11-18,10:17:35,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,720.0,95.44,109.521,44849072,SHLF10899421,10,0.16,6,11,10,12,No-Filter,390068,-68,2368,21043,741,1239,40080,-5116,15746,1435396,2315,137,8487,62562,49009,XRF1,1,2022-11-18,10:17:56,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,740.0,95.46,109.541,44849072,SHLF10899421,10,0.16,6,10,10,12,No-Filter,371422,-73,2480,21446,839,1052,37878,-5047,16251,1355661,2727,506,9113,65975,46636,XRF1,1,2022-11-18,10:18:17,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,760.0,95.48,109.561,44849072,SHLF10899421,10,0.16,6,10,10,12,No-Filter,360590,-61,2608,22455,890,1588,38325,-5168,17378,1302702,2622,80,10137,70526,46044,XRF1,1,2022-11-18,10:18:38,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,780.0,95.5,109.581,44849072,SHLF10899421,10,0.16,6,10,10,12,No-Filter,363030,-51,2964,24812,818,1122,38927,-4988,18857,1294740,2757,174,10534,77835,46164,XRF1,1,2022-11-18,10:18:59,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,800.0,95.52,109.601,44849072,SHLF10899421,10,0.16,6,10,10,12,No-Filter,355999,-44,2717,23687,850,1134,37286,-5131,17999,1272878,3023,211,10786,75455,45673,XRF1,1,2022-11-18,10:19:20,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,820.0,95.53999999999999,109.621,44849072,SHLF10899421,10,0.16,6,10,10,12,No-Filter,357840,-71,2977,27612,1043,1392,43748,-5235,21976,1223123,3841,-105,14969,101741,47239,XRF1,1,2022-11-18,10:19:41,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,840.0,95.56,109.641,44849072,SHLF10899421,10,0.16,6,10,10,12,No-Filter,360916,-34,3012,28531,1338,1350,41595,-4978,22149,1241360,4017,127,14653,101017,47026,XRF1,1,2022-11-18,10:20:00,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,860.0,95.58,109.661,44849072,SHLF10899421,10,0.16,6,10,10,12,No-Filter,315619,-6,2792,23894,1103,1211,33990,-4182,18167,1096759,2989,312,12006,84089,43265,XRF1,1,2022-11-18,10:20:21,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,880.0,95.6,109.681,44849072,SHLF10899421,10,0.16,6,10,10,12,No-Filter,373027,-56,3220,28827,1259,1028,35956,-4761,20939,1307072,3513,-145,13903,97029,47084,XRF1,1,2022-11-18,10:20:42,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,900.0,95.62,109.70100000000001,44849072,SHLF10899421,10,0.16,6,10,10,12,No-Filter,334838,-75,2250,21308,834,1137,33194,-3134,16610,1195280,2991,291,11157,76700,44219,XRF1,1,2022-11-18,10:21:03,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,920.0,95.64,109.721,44849072,SHLF10899421,10,0.16,6,10,10,12,No-Filter,347045,-69,2502,21513,714,976,37259,-3601,17403,1235622,2981,251,11014,74542,45301,XRF1,1,2022-11-18,10:21:24,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,940.0,95.66,109.741,44849072,SHLF10899421,10,0.16,6,10,10,12,No-Filter,364541,-74,2637,24414,947,1272,39203,-5416,17946,1299728,3106,276,11293,79270,47238,XRF1,1,2022-11-18,10:21:44,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,960.0,95.67999999999999,109.761,44849072,SHLF10899421,10,0.16,6,10,10,12,No-Filter,366238,-82,2842,24423,1005,1297,38260,-5040,18888,1309060,3052,165,11854,78164,46464,XRF1,1,2022-11-18,10:22:05,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,980.0,95.7,109.781,44849072,SHLF10899421,10,0.16,6,10,10,12,No-Filter,364632,-38,2821,25345,887,1079,39747,-5057,19386,1292238,3233,331,11817,82368,47023,XRF1,1,2022-11-18,10:22:26,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,1000.0,95.72,109.801,44849072,SHLF10899421,10,0.16,6,10,10,12,No-Filter,367138,-55,2944,27331,804,1190,39879,-5236,20409,1290982,3456,82,13306,87155,46532,XRF1,1,2022-11-18,10:22:45,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,1020.0,95.74,109.821,44849072,SHLF10899421,10,0.16,6,10,10,12,No-Filter,359076,-22,3044,27925,1206,1271,38080,-4932,20648,1254802,3710,481,13809,89375,47891,XRF1,1,2022-11-18,10:23:04,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,1040.0,95.76,109.84100000000001,44849072,SHLF10899421,10,0.16,6,10,10,12,No-Filter,353415,-50,3009,26408,973,1387,42128,-5578,20738,1223724,3859,192,13270,89972,47483,XRF1,1,2022-11-18,10:23:26,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,1060.0,95.78,109.861,44849072,SHLF10899421,10,0.16,6,10,10,12,No-Filter,355918,-69,2768,27624,910,1532,42983,-5256,21751,1227141,3678,30,13401,92703,47410,XRF1,1,2022-11-18,10:23:47,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,1080.0,95.8,109.881,44849072,SHLF10899421,10,0.16,6,10,10,12,No-Filter,350056,-69,3065,28063,1108,1591,43783,-5194,22309,1199785,3983,418,13002,93826,46241,XRF1,1,2022-11-18,10:24:08,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,1100.0,95.82,109.901,44849072,SHLF10899421,10,0.16,6,10,10,12,No-Filter,338756,-71,3085,26911,902,1295,40727,-4645,22058,1168293,3706,241,11788,87656,45207,XRF1,1,2022-11-18,10:24:27,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,1120.0,95.84,109.921,44849072,SHLF10899421,10,0.16,6,10,10,12,No-Filter,350182,-19,3177,28247,1210,1656,40168,-4325,21925,1218244,3564,407,12238,85430,45974,XRF1,1,2022-11-18,10:24:47,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,1140.0,95.86,109.941,44849072,SHLF10899421,10,0.16,6,10,10,12,No-Filter,350544,-9,3479,30030,1060,1176,35130,-4678,22328,1233994,3597,34,11419,81772,45195,XRF1,1,2022-11-18,10:25:08,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,1160.0,95.88,109.961,44849072,SHLF10899421,10,0.16,6,10,10,12,No-Filter,358666,-3,3321,29973,895,1201,36168,-5264,22409,1258860,3489,-10,12703,83953,46618,XRF1,1,2022-11-18,10:25:29,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,1180.0,95.9,109.98100000000001,44849072,SHLF10899421,10,0.16,6,10,10,12,No-Filter,364279,21,3430,28874,917,1302,37221,-4901,21193,1281781,3423,241,12165,84342,47271,XRF1,1,2022-11-18,10:25:50,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,1200.0,95.92,110.001,44849072,SHLF10899421,10,0.16,6,10,10,12,No-Filter,356001,-69,3173,27524,1045,1325,38007,-4435,21085,1245495,3801,75,13167,86665,45751,XRF1,1,2022-11-18,10:26:11,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,1220.0,95.94,110.021,44849072,SHLF10899421,10,0.16,6,10,10,12,No-Filter,362194,-26,3143,27860,957,1191,37373,-4806,19916,1276588,3628,-11,11758,83301,46754,XRF1,1,2022-11-18,10:26:32,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,1240.0,95.96,110.041,44849072,SHLF10899421,10,0.16,6,10,10,12,No-Filter,364130,-47,2619,23894,992,1055,40148,-4986,18294,1300061,2619,125,11197,75262,47125,XRF1,1,2022-11-18,10:26:53,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,1260.0,95.98,110.061,44849072,SHLF10899421,10,0.16,6,10,10,12,No-Filter,365889,-57,2530,23531,951,1165,41140,-4843,17676,1306294,2900,20,10322,73387,47230,XRF1,1,2022-11-18,10:27:14,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,4,A,1270.0,95.99,110.071,44849072,SHLF10899421,10,0.16,6,10,10,12,No-Filter,358724,-26,2532,21037,649,918,39878,-4184,16606,1293180,2802,216,10159,66338,46078,XRF1,1,2022-11-18,10:27:36,YEON,2022-12-13 21:16:08,
395E,U1560,A,11,H,5,A,20.0,96.02,110.101,44849082,SHLF10899451,10,0.16,6,10,10,12,No-Filter,366119,14,2200,19450,769,1552,48566,-5113,15579,1314073,2532,-108,9211,64521,49079,XRF1,1,2022-11-18,13:12:40,YEON,2022-12-13 21:16:15,
395E,U1560,A,11,H,5,A,40.0,96.04,110.12100000000001,44849082,SHLF10899451,10,0.16,6,10,10,12,No-Filter,359913,-69,1903,17108,684,1726,55314,-5345,15478,1277820,2916,101,9625,65173,49464,XRF1,1,2022-11-18,13:13:01,YEON,2022-12-13 21:16:15,
395E,U1560,A,11,H,5,A,60.0,96.06,110.141,44849082,SHLF10899451,10,0.16,6,10,10,12,No-Filter,347044,-52,2069,19363,608,1491,47715,-4747,16689,1230300,3099,242,9200,68970,47810,XRF1,1,2022-11-18,13:13:22,YEON,2022-12-13 21:16:15,
395E,U1560,A,11,H,5,A,80.0,96.08,110.161,44849082,SHLF10899451,10,0.16,6,10,10,12,No-Filter,347725,-34,2168,18554,650,1124,40585,-4166,14637,1262895,2635,313,8266,58643,46359,XRF1,1,2022-11-18,13:13:44,YEON,2022-12-13 21:16:15,
395E,U1560,A,11,H,5,A,110.0,96.11,110.191,44849082,SHLF10899451,10,0.16,6,10,10,12,No-Filter,355889,-39,2184,19703,727,1546,43501,-4618,15579,1290049,2350,258,8614,60514,46497,XRF1,1,2022-11-18,13:14:06,YEON,2022-12-13 21:16:15,
395E,U1560,A,11,H,5,A,120.0,96.12,110.20100000000001,44849082,SHLF10899451,10,0.16,6,10,10,12,No-Filter,365839,-73,2197,19531,649,1507,46288,-5327,15487,1323231,2495,89,9244,62607,47306,XRF1,1,2022-11-18,13:14:25,YEON,2022-12-13 21:16:15,
395E,U1560,A,11,H,5,A,140.0,96.14,110.221,44849082,SHLF10899451,10,0.16,6,10,10,12,No-Filter,345625,-59,1896,16584,695,1547,47987,-4837,14265,1246494,2523,-81,8383,59515,46458,XRF1,1,2022-11-18,13:14:47,YEON,2022-12-13 21:16:15,
395E,U1560,A,11,H,5,A,160.0,96.16,110.241,44849082,SHLF10899451,10,0.16,6,10,10,12,No-Filter,331965,-14,1807,15580,507,1654,50141,-4730,14135,1187916,2274,-181,7165,56829,45908,XRF1,1,2022-11-18,13:15:08,YEON,2022-12-13 21:16:15,
395E,U1560,A,11,H,5,A,180.0,96.18,110.26100000000001,44849082,SHLF10899451,10,0.16,6,10,10,12,No-Filter,337874,-33,1760,16164,682,1847,51045,-4917,14467,1208064,2274,211,6229,58189,46970,XRF1,1,2022-11-18,13:15:29,YEON,2022-12-13 21:16:15,
395E,U1560,A,11,H,5,A,200.0,96.2,110.281,44849082,SHLF10899451,10,0.16,6,10,10,12,No-Filter,344183,-41,1844,16155,702,1999,53709,-5378,14787,1228804,2688,167,6792,60595,47402,XRF1,1,2022-11-18,13:15:51,YEON,2022-12-13 21:16:15,
395E,U1560,A,11,H,5,A,220.0,96.22,110.301,44849082,SHLF10899451,10,0.16,6,10,10,12,No-Filter,347589,-71,1943,18188,460,1564,49271,-5366,15150,1248027,2672,201,7943,59970,46995,XRF1,1,2022-11-18,13:16:12,YEON,2022-12-13 21:16:15,
395E,U1560,A,11,H,5,A,240.0,96.24,110.321,44849082,SHLF10899451,10,0.16,6,10,10,12,No-Filter,344049,-71,2221,19307,628,1231,41723,-4683,15576,1245460,2792,136,7728,59435,45343,XRF1,1,2022-11-18,13:16:31,YEON,2022-12-13 21:16:15,
395E,U1560,A,11,H,5,A,260.0,96.26,110.34100000000001,44849082,SHLF10899451,10,0.16,6,10,10,12,No-Filter,349794,-64,2053,18680,599,1496,44213,-5396,15058,1264900,2536,448,8481,60976,46136,XRF1,1,2022-11-18,13:16:51,YEON,2022-12-13 21:16:15,
395E,U1560,A,11,H,5,A,280.0,96.28,110.361,44849082,SHLF10899451,10,0.16,6,10,10,12,No-Filter,357098,-55,2212,18341,728,1642,44735,-5237,14872,1293459,2537,6,8687,61596,46497,XRF1,1,2022-11-18,13:17:10,YEON,2022-12-13 21:16:15,
395E,U1560,A,11,H,5,A,300.0,96.3,110.381,44849082,SHLF10899451,10,0.16,6,10,10,12,No-Filter,343232,-68,1913,16163,536,1116,42775,-5021,13339,1250278,2415,415,8562,57014,45793,XRF1,1,2022-11-18,13:17:33,YEON,2022-12-13 21:16:15,
395E,U1560,A,11,H,5,A,320.0,96.32,110.401,44849082,SHLF10899451,10,0.16,6,10,10,12,No-Filter,331950,-77,1689,14830,586,1425,42344,-4527,12588,1212320,2076,103,7721,54368,44265,XRF1,1,2022-11-18,13:17:54,YEON,2022-12-13 21:16:15,
395E,U1560,A,11,H,5,A,340.0,96.34,110.421,44849082,SHLF10899451,10,0.16,6,10,10,12,No-Filter,354517,-52,1653,13790,694,1249,42419,-5310,10483,1319020,1597,274,6731,47422,46688,XRF1,1,2022-11-18,13:18:15,YEON,2022-12-13 21:16:15,
395E,U1560,A,11,H,5,A,360.0,96.36,110.441,44849082,SHLF10899451,10,0.16,6,10,10,12,No-Filter,374725,-61,1669,14051,629,1269,45218,-5276,11609,1395690,1905,46,7607,48187,49128,XRF1,1,2022-11-18,13:18:36,YEON,2022-12-13 21:16:15,
395E,U1560,A,11,H,5,A,380.0,96.38,110.461,44849082,SHLF10899451,10,0.16,6,10,10,12,No-Filter,372608,-74,1773,15714,612,1483,44977,-4964,12920,1377785,2107,-75,7334,51524,48381,XRF1,1,2022-11-18,13:18:57,YEON,2022-12-13 21:16:15,
395E,U1560,A,11,H,5,A,400.0,96.4,110.48100000000001,44849082,SHLF10899451,10,0.16,6,11,10,12,No-Filter,383056,-74,1491,12792,786,1393,43780,-4799,9882,1447352,1493,284,6121,41125,48599,XRF1,1,2022-11-18,13:19:18,YEON,2022-12-13 21:16:15,
395E,U1560,A,11,H,5,A,420.0,96.42,110.501,44849082,SHLF10899451,10,0.16,6,10,10,12,No-Filter,374925,-55,1502,11783,589,1495,45872,-5021,8928,1412484,1550,-143,5803,38665,48640,XRF1,1,2022-11-18,13:19:40,YEON,2022-12-13 21:16:15,
395E,U1560,A,11,H,5,A,440.0,96.44,110.521,44849082,SHLF10899451,10,0.16,6,10,10,12,No-Filter,377874,-66,1482,11530,867,1840,52887,-5114,9316,1411529,1796,469,5418,38936,49815,XRF1,1,2022-11-18,13:20:01,YEON,2022-12-13 21:16:15,
395E,U1560,A,11,H,5,A,460.0,96.46,110.541,44849082,SHLF10899451,10,0.16,6,11,10,12,No-Filter,386547,-55,1450,11370,494,1808,55133,-5441,10400,1440943,1921,1092,6048,40536,51025,XRF1,1,2022-11-18,13:20:22,YEON,2022-12-13 21:16:15,
395E,U1560,A,11,H,5,A,480.0,96.48,110.561,44849082,SHLF10899451,10,0.16,6,10,10,12,No-Filter,379454,-59,1514,11601,574,1823,54451,-5666,10075,1410414,1790,-168,5703,41678,50064,XRF1,1,2022-11-18,13:20:43,YEON,2022-12-13 21:16:15,
395E,U1560,A,11,H,5,A,500.0,96.5,110.581,44849082,SHLF10899451,10,0.16,6,10,10,12,No-Filter,353239,-77,1323,9178,495,2331,60812,-4994,8940,1298759,1735,542,5764,39470,48662,XRF1,1,2022-11-18,13:21:04,YEON,2022-12-13 21:16:15,
395E,U1560,A,11,H,5,A,520.0,96.52,110.601,44849082,SHLF10899451,10,0.16,6,10,10,12,No-Filter,365664,-72,1342,10452,427,1890,55133,-5223,9914,1358450,1762,426,5544,40454,48815,XRF1,1,2022-11-18,13:21:26,YEON,2022-12-13 21:16:15,
395E,U1560,A,11,H,5,A,540.0,96.54,110.62100000000001,44849082,SHLF10899451,10,0.16,6,10,10,12,No-Filter,364091,-76,1223,9484,457,1852,59207,-5190,9119,1345200,1747,662,5690,39809,49303,XRF1,1,2022-11-18,13:21:47,YEON,2022-12-13 21:16:15,
395E,U1560,A,11,H,5,A,560.0,96.56,110.641,44849082,SHLF10899451,10,0.16,6,10,10,12,No-Filter,374091,-61,1377,10469,803,2235,56774,-4785,8931,1391064,1536,959,5821,41167,48511,XRF1,1,2022-11-18,13:22:08,YEON,2022-12-13 21:16:15,
395E,U1560,A,11,H,5,A,580.0,96.58,110.661,44849082,SHLF10899451,10,0.16,6,10,10,12,No-Filter,348713,-52,1209,9233,459,1803,50194,-4640,8031,1305321,1215,801,5342,37082,45714,XRF1,1,2022-11-18,13:22:27,YEON,2022-12-13 21:16:15,
395E,U1560,A,11,H,5,A,600.0,96.6,110.681,44849082,SHLF10899451,10,0.16,6,10,10,12,No-Filter,349122,-71,1288,9635,534,1510,45429,-4776,7619,1316418,1383,798,5264,35872,46474,XRF1,1,2022-11-18,13:22:48,YEON,2022-12-13 21:16:15,
395E,U1560,A,11,H,5,A,620.0,96.62,110.70100000000001,44849082,SHLF10899451,10,0.16,6,10,10,12,No-Filter,369888,-69,1531,9807,511,1607,53419,-4873,9038,1384938,1744,987,4734,37533,49220,XRF1,1,2022-11-18,13:23:09,YEON,2022-12-13 21:16:15,
395E,U1560,A,11,H,5,A,640.0,96.64,110.721,44849082,SHLF10899451,10,0.16,6,10,10,12,No-Filter,370184,-75,1448,10700,481,1645,51063,-5209,8819,1389842,1460,977,5348,37703,48667,XRF1,1,2022-11-18,13:23:31,YEON,2022-12-13 21:16:15,
395E,U1560,A,11,H,5,A,660.0,96.66,110.741,44849082,SHLF10899451,10,0.16,6,11,10,12,No-Filter,383307,-17,1382,10766,625,1713,54062,-5892,9346,1433396,1452,970,4830,39517,50515,XRF1,1,2022-11-18,13:23:52,YEON,2022-12-13 21:16:15,
