Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),CSF-A (m),CCSF-390-U1559-ACD-20220529-Shipboard (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,Mg-Ka Area,Al-Ka Area,Si-Ka Area,P -Ka Area,S -Ka Area,Cl-Ka Area,Ar-Ka Area,K -Ka Area,Ca-Ka Area,Ti-Ka Area,Cr-Ka Area,Mn-Ka Area,Fe-Ka Area,Rh-La-Coh Area,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
390,U1559,C,6,H,3,A,950.0,46.25,57.957,44837292,SHLF11584061,10,0.15,6,17,10,12,No-Filter,418732,-61,855,20008,801,1767,56636,-4132,1472,1592598,1312,381,2141,22243,55382,XRF2,1,2022-09-21,15:24:16,YEON,2022-09-26 20:59:57,
390,U1559,C,6,H,3,A,1000.0,46.3,58.007,44837292,SHLF11584061,10,0.15,6,16,10,12,No-Filter,411510,-81,810,18899,609,2192,61410,-3916,1184,1557373,1204,627,1703,19032,55683,XRF2,1,2022-09-21,15:24:44,YEON,2022-09-26 20:59:57,
390,U1559,C,6,H,3,A,1050.0,46.349999999999994,58.056999999999995,44837292,SHLF11584061,10,0.15,6,16,10,12,No-Filter,407713,-46,814,19173,788,2052,56668,-3955,1109,1553621,1153,239,1631,17953,54981,XRF2,1,2022-09-21,15:25:12,YEON,2022-09-26 20:59:57,
390,U1559,C,6,H,3,A,1100.0,46.4,58.107,44837292,SHLF11584061,10,0.15,6,16,10,12,No-Filter,407728,-81,859,18971,887,1854,57555,-3910,1265,1548904,985,645,1880,19356,55686,XRF2,1,2022-09-21,15:25:39,YEON,2022-09-26 20:59:57,
390,U1559,C,6,H,3,A,1150.0,46.449999999999996,58.157,44837292,SHLF11584061,10,0.15,6,16,10,12,No-Filter,402355,-85,750,18686,696,2124,59614,-3651,1006,1522812,1272,794,1308,20240,54905,XRF2,1,2022-09-21,15:26:07,YEON,2022-09-26 20:59:57,
390,U1559,C,6,H,3,A,1200.0,46.5,58.207,44837292,SHLF11584061,10,0.15,6,15,10,12,No-Filter,375494,-40,742,18766,517,2081,60267,-2845,1305,1407648,1167,818,1794,20705,53073,XRF2,1,2022-09-21,15:26:33,YEON,2022-09-26 20:59:57,
390,U1559,C,6,H,3,A,1250.0,46.55,58.257,44837292,SHLF11584061,10,0.15,6,15,10,12,No-Filter,368767,-28,789,17862,448,2858,81163,-4146,1494,1340624,1277,684,1048,19827,55350,XRF2,1,2022-09-21,15:26:58,YEON,2022-09-26 20:59:57,
390,U1559,C,6,H,3,A,1300.0,46.599999999999994,58.306999999999995,44837292,SHLF11584061,10,0.15,6,15,10,12,No-Filter,373282,-81,643,17314,551,2596,74521,-3878,1074,1373423,1094,580,1520,18729,55293,XRF2,1,2022-09-21,15:27:23,YEON,2022-09-26 20:59:57,
390,U1559,C,6,H,3,A,1350.0,46.65,58.357,44837292,SHLF11584061,10,0.15,6,15,10,12,No-Filter,374855,-39,759,18105,532,2008,58111,-2700,1079,1414722,960,572,1056,19170,52800,XRF2,1,2022-09-21,15:27:48,YEON,2022-09-26 20:59:57,
390,U1559,C,6,H,4,A,50.0,46.86,58.567,44837302,SHLF11584091,10,0.15,6,16,10,12,No-Filter,389469,-49,635,17274,577,2820,73699,-3685,898,1448708,998,708,1188,16641,56023,XRF2,1,2022-09-21,15:54:02,YEON,2022-09-26 20:59:59,
390,U1559,C,6,H,4,A,100.0,46.910000000000004,58.617000000000004,44837302,SHLF11584091,10,0.15,6,17,10,12,No-Filter,415844,-78,774,18024,597,2753,71451,-4298,1009,1564646,1134,874,1596,18263,57162,XRF2,1,2022-09-21,15:54:26,YEON,2022-09-26 20:59:59,
390,U1559,C,6,H,4,A,150.0,46.96,58.667,44837302,SHLF11584091,10,0.15,6,16,10,12,No-Filter,410221,-61,737,17972,496,2221,61172,-3649,863,1559506,1005,568,1476,17414,54933,XRF2,1,2022-09-21,15:54:53,YEON,2022-09-26 20:59:59,
390,U1559,C,6,H,4,A,200.0,47.010000000000005,58.717000000000006,44837302,SHLF11584091,10,0.15,6,17,10,12,No-Filter,432982,-34,842,18323,792,2293,62616,-4184,938,1650038,1043,631,1401,19181,56535,XRF2,1,2022-09-21,15:55:19,YEON,2022-09-26 20:59:59,
390,U1559,C,6,H,4,A,250.0,47.06,58.767,44837302,SHLF11584091,10,0.15,6,17,10,12,No-Filter,428599,-41,731,18385,651,2082,60517,-3937,825,1635477,819,718,1296,19730,55939,XRF2,1,2022-09-21,15:55:46,YEON,2022-09-26 20:59:59,
390,U1559,C,6,H,4,A,300.0,47.11,58.817,44837302,SHLF11584091,10,0.15,6,17,10,12,No-Filter,438162,-34,839,18864,860,2165,58592,-4314,735,1678020,909,460,1399,19323,56816,XRF2,1,2022-09-21,15:56:14,YEON,2022-09-26 20:59:59,
390,U1559,C,6,H,4,A,350.0,47.160000000000004,58.867000000000004,44837302,SHLF11584091,10,0.15,6,17,10,12,No-Filter,427622,-44,730,18462,708,2180,65092,-4726,1189,1619408,774,630,1842,20794,56208,XRF2,1,2022-09-21,15:56:41,YEON,2022-09-26 20:59:59,
390,U1559,C,6,H,4,A,400.0,47.21,58.917,44837302,SHLF11584091,10,0.15,6,16,10,12,No-Filter,400937,-53,812,19056,587,2212,62888,-4326,1532,1506827,1041,733,2249,23116,54307,XRF2,1,2022-09-21,15:57:08,YEON,2022-09-26 20:59:59,
390,U1559,C,6,H,4,A,450.0,47.260000000000005,58.967000000000006,44837302,SHLF11584091,10,0.15,6,16,10,12,No-Filter,389868,-37,905,18214,498,3089,80055,-5308,2218,1424467,1277,582,1669,25120,56972,XRF2,1,2022-09-21,15:57:34,YEON,2022-09-26 20:59:59,
390,U1559,C,6,H,4,A,500.0,47.31,59.017,44837302,SHLF11584091,10,0.15,6,15,10,12,No-Filter,365990,-66,612,17140,495,3450,91327,-4920,1773,1304062,1222,541,1790,23676,55836,XRF2,1,2022-09-21,15:57:59,YEON,2022-09-26 20:59:59,
390,U1559,C,6,H,4,A,550.0,47.36,59.067,44837302,SHLF11584091,10,0.15,6,15,10,12,No-Filter,366116,-37,658,17310,506,3439,91044,-5348,1728,1306504,1061,352,1701,22587,56999,XRF2,1,2022-09-21,15:58:24,YEON,2022-09-26 20:59:59,
390,U1559,C,6,H,4,A,600.0,47.410000000000004,59.117000000000004,44837302,SHLF11584091,10,0.15,6,16,10,12,No-Filter,408399,-38,662,18600,596,2625,71570,-4621,1420,1524075,1247,498,1797,23523,56446,XRF2,1,2022-09-21,15:58:48,YEON,2022-09-26 20:59:59,
390,U1559,C,6,H,4,A,650.0,47.46,59.167,44837302,SHLF11584091,10,0.15,6,16,10,12,No-Filter,410915,-77,660,17552,583,2650,69388,-4357,941,1546292,931,532,1636,19750,55724,XRF2,1,2022-09-21,15:59:14,YEON,2022-09-26 20:59:59,
390,U1559,C,6,H,4,A,700.0,47.510000000000005,59.217000000000006,44837302,SHLF11584091,10,0.15,6,17,10,12,No-Filter,436841,-74,862,17937,973,2079,61823,-4343,492,1671369,730,775,1814,18476,56446,XRF2,1,2022-09-21,15:59:40,YEON,2022-09-26 20:59:59,
390,U1559,C,6,H,4,A,750.0,47.56,59.267,44837302,SHLF11584091,10,0.15,6,17,10,12,No-Filter,432365,-74,643,16974,543,2379,66270,-4611,543,1646685,504,628,1971,16808,56446,XRF2,1,2022-09-21,16:00:07,YEON,2022-09-26 20:59:59,
390,U1559,C,6,H,4,A,800.0,47.61,59.317,44837302,SHLF11584091,10,0.15,6,15,10,12,No-Filter,385790,5,668,16269,534,3399,88738,-4253,719,1412887,1123,385,1445,13493,57107,XRF2,1,2022-09-21,16:00:34,YEON,2022-09-26 20:59:59,
390,U1559,C,6,H,4,A,850.0,47.660000000000004,59.367000000000004,44837302,SHLF11584091,10,0.15,6,14,10,12,No-Filter,354503,-50,478,15946,519,3746,93762,-4149,534,1263470,693,587,1113,13302,57902,XRF2,1,2022-09-21,16:00:59,YEON,2022-09-26 20:59:59,
390,U1559,C,6,H,4,A,900.0,47.71,59.417,44837302,SHLF11584091,10,0.15,6,16,10,12,No-Filter,414164,52,682,16565,606,3031,79747,-4509,602,1551112,740,333,1215,13492,57529,XRF2,1,2022-09-21,16:01:23,YEON,2022-09-26 20:59:59,
390,U1559,C,6,H,4,A,950.0,47.760000000000005,59.467000000000006,44837302,SHLF11584091,10,0.15,6,14,10,12,No-Filter,349321,-32,722,16833,365,2509,68372,-2243,832,1290556,916,600,1040,12602,53807,XRF2,1,2022-09-21,16:01:49,YEON,2022-09-26 20:59:59,
390,U1559,C,6,H,4,A,1000.0,47.81,59.517,44837302,SHLF11584091,10,0.15,6,17,10,12,No-Filter,428864,-13,682,17805,890,2349,66419,-4816,783,1634415,1124,839,1468,14458,57006,XRF2,1,2022-09-21,16:02:13,YEON,2022-09-26 20:59:59,
390,U1559,C,6,H,4,A,1050.0,47.86,59.567,44837302,SHLF11584091,10,0.15,6,17,10,12,No-Filter,423422,-79,823,18603,602,2182,57991,-3930,943,1621268,771,712,1736,14857,55590,XRF2,1,2022-09-21,16:02:40,YEON,2022-09-26 20:59:59,
390,U1559,C,6,H,4,A,1100.0,47.910000000000004,59.617000000000004,44837302,SHLF11584091,10,0.15,6,17,10,12,No-Filter,415968,-38,856,19179,576,2005,61358,-4332,1675,1582251,1007,665,1425,16424,55521,XRF2,1,2022-09-21,16:03:08,YEON,2022-09-26 20:59:59,
390,U1559,C,6,H,4,A,1150.0,47.96,59.667,44837302,SHLF11584091,10,0.15,6,16,10,12,No-Filter,395786,7,724,18230,601,2758,72068,-4640,1536,1473021,1160,444,1441,17049,56665,XRF2,1,2022-09-21,16:03:34,YEON,2022-09-26 20:59:59,
390,U1559,C,6,H,4,A,1200.0,48.010000000000005,59.717000000000006,44837302,SHLF11584091,10,0.15,6,15,10,12,No-Filter,375716,-51,710,17940,392,3039,77199,-3901,1704,1377113,1362,693,1383,17945,55640,XRF2,1,2022-09-21,16:04:00,YEON,2022-09-26 20:59:59,
390,U1559,C,6,H,4,A,1250.0,48.06,59.767,44837302,SHLF11584091,10,0.15,6,16,10,12,No-Filter,399497,-12,810,18659,511,2494,72676,-4755,1454,1488678,1264,796,1240,17766,56781,XRF2,1,2022-09-21,16:04:25,YEON,2022-09-26 20:59:59,
390,U1559,C,6,H,4,A,1300.0,48.11,59.817,44837302,SHLF11584091,10,0.15,6,15,10,12,No-Filter,387424,-64,705,18112,664,2536,73370,-4248,1240,1435389,1143,563,1168,17084,55545,XRF2,1,2022-09-21,16:04:50,YEON,2022-09-26 20:59:59,
390,U1559,C,6,H,4,A,1350.0,48.160000000000004,59.867000000000004,44837302,SHLF11584091,10,0.15,6,16,10,12,No-Filter,394903,-39,720,18081,756,2380,67905,-2916,1318,1481120,748,817,1642,16598,55545,XRF2,1,2022-09-21,16:05:15,YEON,2022-09-26 20:59:59,
390,U1559,C,6,H,4,A,1400.0,48.21,59.917,44837302,SHLF11584091,10,0.15,6,16,10,12,No-Filter,394404,-53,694,18202,724,2227,63212,-3003,1115,1488626,833,713,1344,16261,53952,XRF2,1,2022-09-21,16:05:41,YEON,2022-09-26 20:59:59,
390,U1559,C,6,H,5,A,50.0,48.29,59.997,44837312,SHLF11584121,10,0.15,6,16,10,12,No-Filter,407857,-10,912,18102,479,2134,61191,-3975,993,1549362,1044,532,1449,17428,55388,XRF2,1,2022-09-22,11:48:22,YEON,2022-09-26 21:00:05,
390,U1559,C,6,H,5,A,100.0,48.34,60.047000000000004,44837312,SHLF11584121,10,0.15,6,16,10,12,No-Filter,408648,-19,760,18053,771,2259,62575,-3679,967,1552785,1032,484,1481,15891,54991,XRF2,1,2022-09-22,11:48:49,YEON,2022-09-26 21:00:05,
390,U1559,C,6,H,5,A,150.0,48.39,60.097,44837312,SHLF11584121,10,0.15,6,16,10,12,No-Filter,409159,-43,823,18346,923,2062,54873,-3370,732,1571063,1135,922,1684,15281,53575,XRF2,1,2022-09-22,11:49:15,YEON,2022-09-26 21:00:05,
390,U1559,C,6,H,5,A,200.0,48.440000000000005,60.147000000000006,44837312,SHLF11584121,10,0.15,6,17,10,12,No-Filter,414988,-5,695,18280,539,1942,58586,-3645,842,1586053,909,576,1472,16090,54331,XRF2,1,2022-09-22,11:49:41,YEON,2022-09-26 21:00:05,
390,U1559,C,6,H,5,A,250.0,48.49,60.197,44837312,SHLF11584121,10,0.15,6,16,10,12,No-Filter,403040,-22,800,18724,669,2147,57891,-3570,1051,1535894,963,802,1017,17084,53570,XRF2,1,2022-09-22,11:50:08,YEON,2022-09-26 21:00:05,
390,U1559,C,6,H,5,A,300.0,48.54,60.247,44837312,SHLF11584121,10,0.15,6,16,10,12,No-Filter,413212,-15,849,19255,659,1716,52391,-3728,1100,1587636,859,456,1462,16296,53531,XRF2,1,2022-09-22,11:50:35,YEON,2022-09-26 21:00:05,
390,U1559,C,6,H,5,A,350.0,48.59,60.297000000000004,44837312,SHLF11584121,10,0.15,6,16,10,12,No-Filter,407414,-61,882,19647,666,1518,52204,-3754,1364,1562009,1050,651,1967,16762,53829,XRF2,1,2022-09-22,11:51:02,YEON,2022-09-26 21:00:05,
390,U1559,C,6,H,5,A,400.0,48.64,60.347,44837312,SHLF11584121,10,0.15,6,16,10,12,No-Filter,397892,-31,751,19185,523,1913,54820,-3437,1484,1516911,1294,594,1774,16310,53629,XRF2,1,2022-09-22,11:51:28,YEON,2022-09-26 21:00:05,
390,U1559,C,6,H,5,A,450.0,48.690000000000005,60.397000000000006,44837312,SHLF11584121,10,0.15,6,15,10,12,No-Filter,384307,-12,887,18996,493,2078,63102,-3752,1876,1439274,1402,605,1340,18338,54663,XRF2,1,2022-09-22,11:51:53,YEON,2022-09-26 21:00:05,
390,U1559,C,6,H,5,A,500.0,48.74,60.447,44837312,SHLF11584121,10,0.15,6,15,10,12,No-Filter,387973,-50,752,18917,604,2347,65616,-3724,1944,1449239,1165,527,1492,19638,53723,XRF2,1,2022-09-22,11:52:18,YEON,2022-09-26 21:00:05,
390,U1559,C,6,H,5,A,550.0,48.79,60.497,44837312,SHLF11584121,10,0.15,6,16,10,12,No-Filter,401214,-53,845,19054,536,2046,61938,-3865,1831,1511572,1186,365,1495,19527,54600,XRF2,1,2022-09-22,11:52:43,YEON,2022-09-26 21:00:05,
390,U1559,C,6,H,5,A,600.0,48.84,60.547000000000004,44837312,SHLF11584121,10,0.15,6,17,10,12,No-Filter,420724,-45,971,18949,800,1961,53758,-3803,1022,1614655,1267,622,1577,18082,54253,XRF2,1,2022-09-22,11:53:08,YEON,2022-09-26 21:00:05,
390,U1559,C,6,H,5,A,650.0,48.89,60.597,44837312,SHLF11584121,10,0.15,6,16,10,12,No-Filter,406968,-21,965,20089,713,2245,59890,-4333,1952,1539050,1176,438,1475,21104,54097,XRF2,1,2022-09-22,11:53:36,YEON,2022-09-26 21:00:05,
390,U1559,C,6,H,5,A,700.0,48.940000000000005,60.647000000000006,44837312,SHLF11584121,10,0.15,6,17,10,12,No-Filter,423217,-62,759,17959,640,1696,50195,-2922,578,1641758,805,771,1473,13944,54152,XRF2,1,2022-09-22,11:54:03,YEON,2022-09-26 21:00:05,
390,U1559,C,6,H,5,A,750.0,48.99,60.697,44837312,SHLF11584121,10,0.15,6,16,10,12,No-Filter,411900,-34,755,17482,575,1534,50533,-3008,523,1593630,621,577,1477,13334,54182,XRF2,1,2022-09-22,11:54:29,YEON,2022-09-26 21:00:05,
390,U1559,C,6,H,5,A,800.0,49.04,60.747,44837312,SHLF11584121,10,0.15,6,16,10,12,No-Filter,404945,14,661,17193,532,2176,62641,-3243,502,1542824,1087,838,1108,12457,54992,XRF2,1,2022-09-22,11:54:56,YEON,2022-09-26 21:00:05,
390,U1559,C,6,H,5,A,850.0,49.09,60.797000000000004,44837312,SHLF11584121,10,0.15,6,15,10,12,No-Filter,382971,-43,730,17287,565,2664,71916,-4103,1002,1425947,972,455,652,13703,54923,XRF2,1,2022-09-22,11:55:24,YEON,2022-09-26 21:00:05,
390,U1559,C,6,H,5,A,900.0,49.14,60.847,44837312,SHLF11584121,10,0.15,6,17,10,12,No-Filter,432554,32,874,18026,617,1751,51755,-3583,459,1681946,935,421,1423,12102,54589,XRF2,1,2022-09-22,11:55:48,YEON,2022-09-26 21:00:05,
390,U1559,C,6,H,5,A,950.0,49.190000000000005,60.897000000000006,44837312,SHLF11584121,10,0.15,6,17,10,12,No-Filter,426514,-11,809,18088,539,1880,48917,-3480,578,1661440,838,566,1065,11513,54067,XRF2,1,2022-09-22,11:56:15,YEON,2022-09-26 21:00:05,
390,U1559,C,6,H,5,A,1000.0,49.24,60.947,44837312,SHLF11584121,10,0.15,6,17,10,12,No-Filter,421719,-81,741,18112,655,1795,49595,-3181,434,1637769,1155,632,1208,12164,53779,XRF2,1,2022-09-22,11:56:41,YEON,2022-09-26 21:00:05,
390,U1559,C,6,H,5,A,1050.0,49.29,60.997,44837312,SHLF11584121,10,0.15,6,17,10,12,No-Filter,422476,-84,790,18393,545,1630,50393,-3263,766,1636127,943,626,1373,12873,54546,XRF2,1,2022-09-22,11:57:10,YEON,2022-09-26 21:00:05,
390,U1559,C,6,H,5,A,1100.0,49.34,61.047000000000004,44837312,SHLF11584121,10,0.15,6,17,10,12,No-Filter,421546,-7,825,18693,702,1728,52880,-3653,975,1627336,1007,443,1538,13704,54364,XRF2,1,2022-09-22,11:57:37,YEON,2022-09-26 21:00:05,
390,U1559,C,6,H,5,A,1150.0,49.39,61.097,44837312,SHLF11584121,10,0.15,6,17,10,12,No-Filter,421390,-74,722,18338,854,1747,53082,-3546,1094,1626017,837,835,1585,14236,54677,XRF2,1,2022-09-22,11:58:04,YEON,2022-09-26 21:00:05,
390,U1559,C,6,H,5,A,1200.0,49.440000000000005,61.147000000000006,44837312,SHLF11584121,10,0.15,6,17,10,12,No-Filter,426272,-26,798,18095,821,1881,55206,-3376,1033,1645969,944,689,842,13792,54921,XRF2,1,2022-09-22,11:58:30,YEON,2022-09-26 21:00:05,
390,U1559,C,6,H,5,A,1250.0,49.49,61.197,44837312,SHLF11584121,10,0.15,6,16,10,12,No-Filter,405066,-11,669,17440,669,2174,64197,-3494,1023,1539940,1005,580,1061,12942,54052,XRF2,1,2022-09-22,11:58:59,YEON,2022-09-26 21:00:05,
390,U1559,C,6,H,5,A,1300.0,49.54,61.247,44837312,SHLF11584121,10,0.15,6,16,10,12,No-Filter,408252,-75,722,17856,706,2160,58795,-4075,1057,1564812,802,474,890,11775,54985,XRF2,1,2022-09-22,11:59:25,YEON,2022-09-26 21:00:05,
390C,U1559,A,7,X,2,A,600.0,53.300000000000004,61.297000000000004,44837582,SHLF10888961,10,0.15,6,15,10,12,No-Filter,383519,-46,621,17458,510,2277,65409,-3623,841,1445184,827,458,1435,11968,54740,XRF2,1,2022-09-22,12:34:17,YEON,2022-09-26 21:01:15,
390C,U1559,A,7,X,2,A,650.0,53.35,61.347,44837582,SHLF10888961,10,0.15,6,16,10,12,No-Filter,408936,-39,749,18043,675,1987,56791,-3510,778,1566735,798,621,1160,13267,55308,XRF2,1,2022-09-22,12:34:42,YEON,2022-09-26 21:01:15,
390C,U1559,A,7,X,2,A,700.0,53.400000000000006,61.397000000000006,44837582,SHLF10888961,10,0.15,6,16,10,12,No-Filter,405495,-30,621,17948,542,2111,62610,-3917,1148,1541483,779,609,1194,13621,54871,XRF2,1,2022-09-22,12:35:09,YEON,2022-09-26 21:01:15,
390C,U1559,A,7,X,2,A,750.0,53.45,61.447,44837582,SHLF10888961,10,0.15,6,16,10,12,No-Filter,408662,-16,749,18226,471,2293,64014,-4324,1242,1550950,1028,583,1916,14163,55722,XRF2,1,2022-09-22,12:35:35,YEON,2022-09-26 21:01:15,
390C,U1559,A,7,X,2,A,800.0,53.5,61.497,44837582,SHLF10888961,10,0.15,6,14,10,12,No-Filter,351945,-49,712,17105,482,2798,77183,-3757,1263,1279221,1139,862,1391,13288,54235,XRF2,1,2022-09-22,12:36:02,YEON,2022-09-26 21:01:15,
390C,U1559,A,7,X,2,A,850.0,53.550000000000004,61.547000000000004,44837582,SHLF10888961,10,0.15,6,14,10,12,No-Filter,343914,-1,613,16979,605,2871,78966,-3582,1386,1244101,859,776,1384,12569,53854,XRF2,1,2022-09-22,12:36:25,YEON,2022-09-26 21:01:15,
390C,U1559,A,7,X,2,A,900.0,53.6,61.597,44837582,SHLF10888961,10,0.15,6,16,10,12,No-Filter,402586,-71,676,17409,643,2320,66422,-4095,800,1522474,1022,427,1408,13843,55698,XRF2,1,2022-09-22,12:36:48,YEON,2022-09-26 21:01:15,
390C,U1559,A,7,X,2,A,950.0,53.650000000000006,61.647000000000006,44837582,SHLF10888961,10,0.15,6,15,10,12,No-Filter,386241,48,745,16855,554,2717,75827,-3515,611,1434338,765,835,1414,12419,56360,XRF2,1,2022-09-22,12:37:13,YEON,2022-09-26 21:01:15,
390C,U1559,A,7,X,2,A,1000.0,53.7,61.697,44837582,SHLF10888961,10,0.15,6,16,10,12,No-Filter,400678,-36,733,17553,764,2560,69186,-4041,684,1512046,831,444,987,10888,56396,XRF2,1,2022-09-22,12:37:37,YEON,2022-09-26 21:01:15,
390C,U1559,A,7,X,2,A,1050.0,53.75,61.747,44837582,SHLF10888961,10,0.15,6,15,10,12,No-Filter,368822,-62,523,16800,531,3083,82753,-3959,587,1349128,1111,613,804,9376,56562,XRF2,1,2022-09-22,12:38:01,YEON,2022-09-26 21:01:15,
390C,U1559,A,7,X,2,A,1100.0,53.800000000000004,61.797000000000004,44837582,SHLF10888961,10,0.15,6,15,10,12,No-Filter,374448,-44,655,16917,439,2801,75757,-3898,597,1392167,919,688,840,8781,56067,XRF2,1,2022-09-22,12:38:25,YEON,2022-09-26 21:01:15,
390C,U1559,A,7,X,2,A,1150.0,53.85,61.847,44837582,SHLF10888961,10,0.15,6,17,10,12,No-Filter,416605,-67,705,17169,586,2646,67646,-4074,552,1587429,949,835,995,9614,56704,XRF2,1,2022-09-22,12:38:49,YEON,2022-09-26 21:01:15,
390C,U1559,A,7,X,2,A,1200.0,53.900000000000006,61.897000000000006,44837582,SHLF10888961,10,0.15,6,16,10,12,No-Filter,403958,-54,697,17684,567,2080,65028,-3837,627,1532356,964,623,1090,11122,55579,XRF2,1,2022-09-22,12:39:17,YEON,2022-09-26 21:01:15,
390C,U1559,A,7,X,2,A,1250.0,53.95,61.947,44837582,SHLF10888961,10,0.15,6,16,10,12,No-Filter,389976,-47,844,17450,576,2382,68905,-3136,886,1465325,862,419,1691,11587,55488,XRF2,1,2022-09-22,12:39:41,YEON,2022-09-26 21:01:15,
390C,U1559,A,7,X,2,A,1300.0,54.0,61.997,44837582,SHLF10888961,10,0.15,6,17,10,12,No-Filter,426698,-24,947,19310,680,2030,60883,-4435,1258,1627099,1112,494,1558,15224,56478,XRF2,1,2022-09-22,12:40:06,YEON,2022-09-26 21:01:15,
390C,U1559,A,7,X,2,A,1350.0,54.050000000000004,62.047000000000004,44837582,SHLF10888961,10,0.15,6,17,10,12,No-Filter,423104,-9,906,19159,530,1642,56712,-4173,1261,1619921,1267,758,1559,15435,54846,XRF2,1,2022-09-22,12:40:33,YEON,2022-09-26 21:01:15,
390C,U1559,A,7,X,2,A,1400.0,54.1,62.097,44837582,SHLF10888961,10,0.15,6,16,10,12,No-Filter,392268,-70,863,18689,540,2324,61857,-3834,1402,1479670,1119,611,1709,15601,54966,XRF2,1,2022-09-22,12:41:00,YEON,2022-09-26 21:01:15,
390C,U1559,A,7,X,2,A,1450.0,54.150000000000006,62.147000000000006,44837582,SHLF10888961,10,0.15,6,15,10,12,No-Filter,366641,-19,684,18369,593,2747,72086,-3585,1552,1347013,1210,470,1637,18244,53821,XRF2,1,2022-09-22,12:41:24,YEON,2022-09-26 21:01:15,
390C,U1559,A,7,X,3,A,50.0,54.26,62.257,44837592,SHLF10888991,10,0.15,6,14,10,12,No-Filter,354853,-68,710,17579,375,2267,67078,-3112,1198,1318011,999,420,1633,11904,53619,XRF2,1,2022-09-22,13:20:05,YEON,2022-09-26 21:01:17,
390C,U1559,A,7,X,3,A,100.0,54.31,62.307,44837592,SHLF10888991,10,0.15,6,15,10,12,No-Filter,360229,17,681,17384,382,2482,70975,-3746,970,1332440,1166,851,1552,12148,54284,XRF2,1,2022-09-22,13:20:28,YEON,2022-09-26 21:01:17,
390C,U1559,A,7,X,3,A,150.0,54.36,62.357,44837592,SHLF10888991,10,0.15,6,16,10,12,No-Filter,391820,-67,645,18433,576,1715,55668,-3184,963,1494644,1106,436,1251,11453,53459,XRF2,1,2022-09-22,13:20:51,YEON,2022-09-26 21:01:17,
390C,U1559,A,7,X,3,A,200.0,54.410000000000004,62.407000000000004,44837592,SHLF10888991,10,0.15,6,16,10,12,No-Filter,412854,-26,853,19252,610,1833,53110,-3568,764,1589986,929,638,1615,11844,54673,XRF2,1,2022-09-22,13:21:15,YEON,2022-09-26 21:01:17,
390C,U1559,A,7,X,3,A,250.0,54.46,62.457,44837592,SHLF10888991,10,0.15,6,16,10,12,No-Filter,396259,27,848,18794,640,2193,61229,-3401,1453,1504598,1054,471,1544,12607,54763,XRF2,1,2022-09-22,13:21:42,YEON,2022-09-26 21:01:17,
390C,U1559,A,7,X,3,A,300.0,54.51,62.507,44837592,SHLF10888991,10,0.15,6,16,10,12,No-Filter,402629,-58,868,19431,829,2070,60084,-3867,1586,1525808,1160,463,2063,13811,54880,XRF2,1,2022-09-22,13:22:07,YEON,2022-09-26 21:01:17,
390C,U1559,A,7,X,3,A,350.0,54.56,62.557,44837592,SHLF10888991,10,0.15,6,16,10,12,No-Filter,388123,-22,847,19951,739,2207,59735,-3885,2350,1461754,1517,714,1411,14792,54167,XRF2,1,2022-09-22,13:22:31,YEON,2022-09-26 21:01:17,
390C,U1559,A,7,X,3,A,390.0,54.6,62.597,44837592,SHLF10888991,10,0.15,6,15,10,12,No-Filter,381488,-55,889,20475,552,2138,60478,-3951,2329,1432223,1282,551,1542,15001,54132,XRF2,1,2022-09-22,13:22:55,YEON,2022-09-26 21:01:17,
390C,U1559,A,7,X,3,A,400.0,54.61,62.607,44837592,SHLF10888991,10,0.15,6,15,10,12,No-Filter,379880,18,903,20658,576,2220,61884,-3830,2989,1420825,1589,492,1464,15413,53806,XRF2,1,2022-09-22,13:23:19,YEON,2022-09-26 21:01:17,
390C,U1559,A,7,X,3,A,450.0,54.660000000000004,62.657000000000004,44837592,SHLF10888991,10,0.15,6,14,10,12,No-Filter,344986,-2,844,18833,524,2663,74959,-4419,2493,1245580,1084,597,1298,15566,54133,XRF2,1,2022-09-22,13:23:44,YEON,2022-09-26 21:01:17,
390C,U1559,A,7,X,3,A,500.0,54.71,62.707,44837592,SHLF10888991,10,0.15,6,14,10,12,No-Filter,342877,-43,803,19095,562,3026,75652,-4169,2541,1235007,1172,374,1109,15243,54631,XRF2,1,2022-09-22,13:24:07,YEON,2022-09-26 21:01:17,
390C,U1559,A,7,X,3,A,550.0,54.76,62.757,44837592,SHLF10888991,10,0.15,6,15,10,12,No-Filter,381726,-24,777,19093,557,2274,65490,-4244,1615,1427422,1336,588,1288,14843,54595,XRF2,1,2022-09-22,13:24:30,YEON,2022-09-26 21:01:17,
390C,U1559,A,7,X,3,A,600.0,54.81,62.807,44837592,SHLF10888991,10,0.15,6,16,10,12,No-Filter,399570,-44,866,18678,626,2071,58850,-3704,1072,1521327,771,805,1385,12712,55104,XRF2,1,2022-09-22,13:24:54,YEON,2022-09-26 21:01:17,
