Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),CSF-A (m),CSF-A (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,K -Ka Area,Ca-Ka Area,Ti-Ka Area,Mn-Ka Area,Fe-Ka Area,Co-Ka Area,Ni-Ka Area,Cu-Ka Area,Zn-Ka Area,Ga-Ka Area,As-Ka Area,Br-Ka Area,Rb-Ka Area,Sr-Ka Area,Y -Ka Area,Zr-Ka Area,Nb-Ka Area,Mo-Ka Area,Rh-Ka-Coh Area,Rh-Ka-Inc Area,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
395E,U1561,A,3,H,2,A,1450.0,19.15,19.15,44834482,SHLF10903081,30,1.25,6,11,10,12,Pd-Thick,176722,3640,1187,2714,6749,155412,2174,4468,592,1622,263,450,1513,6877,7078,3202,11117,879,465,32061,63336,XRF2,1,2022-08-26,13:13:05,YEON,2022-09-02 18:16:52,
395E,U1561,A,3,H,2,A,1500.0,19.2,19.2,44834482,SHLF10903081,30,1.25,6,8,10,12,Pd-Thick,80338,128,116,210,239,4354,61,3424,108,249,21,72,308,253,870,109,521,452,224,17468,41144,XRF2,1,2022-08-26,13:13:25,YEON,2022-09-02 18:16:52,
395E,U1561,A,3,H,3,A,50.0,19.25,19.25,44834492,SHLF10903111,30,1.25,6,11,10,12,Pd-Thick,180937,3644,1243,2741,6924,158189,2217,4450,691,1718,319,445,1448,6995,7087,3205,10815,980,408,32512,64857,XRF2,1,2022-08-26,13:42:23,YEON,2022-09-02 18:16:54,
395E,U1561,A,3,H,3,A,100.0,19.3,19.3,44834492,SHLF10903111,30,1.25,6,11,10,12,Pd-Thick,177771,3727,1244,2690,7363,154653,1995,4715,668,1616,227,524,1535,7014,7201,3082,10812,925,478,32895,63657,XRF2,1,2022-08-26,13:42:44,YEON,2022-09-02 18:16:54,
395E,U1561,A,3,H,3,A,150.0,19.349999999999998,19.349999999999998,44834492,SHLF10903111,30,1.25,6,11,10,12,Pd-Thick,178762,3706,1379,2637,7490,155029,2184,4496,663,1742,201,498,1414,6689,6932,3122,10908,838,576,32359,63177,XRF2,1,2022-08-26,13:43:04,YEON,2022-09-02 18:16:54,
395E,U1561,A,3,H,3,A,200.0,19.4,19.4,44834492,SHLF10903111,30,1.25,6,11,10,12,Pd-Thick,179755,3735,1381,2754,7494,156022,2178,4612,651,1591,237,488,1388,6686,7046,3233,10972,1329,640,32876,63752,XRF2,1,2022-08-26,13:43:25,YEON,2022-09-02 18:16:54,
395E,U1561,A,3,H,3,A,250.0,19.45,19.45,44834492,SHLF10903111,30,1.25,6,11,10,12,Pd-Thick,181237,3685,1305,2724,8336,158251,1934,4670,639,1669,277,446,1517,6779,7025,3161,10897,917,381,33459,64987,XRF2,1,2022-08-26,13:43:46,YEON,2022-09-02 18:16:54,
395E,U1561,A,3,H,3,A,300.0,19.5,19.5,44834492,SHLF10903111,30,1.25,6,11,10,12,Pd-Thick,181211,3731,1401,2561,7526,156573,2163,4585,727,1665,215,497,1531,6962,7289,2985,10868,962,365,33642,65992,XRF2,1,2022-08-26,13:44:06,YEON,2022-09-02 18:16:54,
395E,U1561,A,3,H,3,A,350.0,19.55,19.55,44834492,SHLF10903111,30,1.25,6,11,10,12,Pd-Thick,184154,3745,1368,2708,7739,160481,2232,4651,661,1684,234,493,1433,6819,7085,3186,11168,949,475,33515,66025,XRF2,1,2022-08-26,13:44:27,YEON,2022-09-02 18:16:54,
395E,U1561,A,3,H,3,A,400.0,19.599999999999998,19.599999999999998,44834492,SHLF10903111,30,1.25,6,11,10,12,Pd-Thick,184000,3762,1386,2731,8549,158933,2214,4552,708,1605,325,523,1510,6829,7078,2750,10604,613,493,33867,65651,XRF2,1,2022-08-26,13:44:48,YEON,2022-09-02 18:16:54,
395E,U1561,A,3,H,3,A,450.0,19.65,19.65,44834492,SHLF10903111,30,1.25,6,11,10,12,Pd-Thick,182843,3878,1206,2644,6869,159391,2210,4529,690,1793,260,437,1471,6898,6970,2744,11026,786,702,33869,65898,XRF2,1,2022-08-26,13:45:08,YEON,2022-09-02 18:16:54,
395E,U1561,A,3,H,3,A,500.0,19.7,19.7,44834492,SHLF10903111,30,1.25,6,11,10,12,Pd-Thick,184774,3829,1287,2758,7039,159889,2165,4413,626,1732,223,431,1579,7104,7263,2927,10925,843,607,34538,65960,XRF2,1,2022-08-26,13:45:29,YEON,2022-09-02 18:16:54,
395E,U1561,A,3,H,3,A,550.0,19.75,19.75,44834492,SHLF10903111,30,1.25,6,11,10,12,Pd-Thick,187198,3905,1300,2802,6431,162597,2219,4482,683,1798,267,446,1475,7130,6882,2827,11637,849,226,34431,65872,XRF2,1,2022-08-26,13:45:49,YEON,2022-09-02 18:16:54,
395E,U1561,A,3,H,3,A,600.0,19.8,19.8,44834492,SHLF10903111,30,1.25,6,11,10,12,Pd-Thick,185782,3888,1213,2628,6659,162206,2256,4428,683,1762,317,506,1471,7214,6990,2777,11233,720,207,34142,66354,XRF2,1,2022-08-26,13:46:10,YEON,2022-09-02 18:16:54,
395E,U1561,A,3,H,3,A,650.0,19.849999999999998,19.849999999999998,44834492,SHLF10903111,30,1.25,6,11,10,12,Pd-Thick,186644,3914,1335,2748,5969,163922,2131,4554,634,1554,229,483,1450,7372,7170,2966,11313,995,411,34269,66185,XRF2,1,2022-08-26,13:46:31,YEON,2022-09-02 18:16:54,
395E,U1561,A,3,H,3,A,700.0,19.9,19.9,44834492,SHLF10903111,30,1.25,6,11,10,12,Pd-Thick,187077,3925,1368,2807,7317,161651,2212,4607,675,1709,233,468,1565,7428,7247,2902,10753,1012,579,34560,66661,XRF2,1,2022-08-26,13:46:51,YEON,2022-09-02 18:16:54,
395E,U1561,A,3,H,3,A,750.0,19.95,19.95,44834492,SHLF10903111,30,1.25,6,11,10,12,Pd-Thick,187731,3896,1268,2863,6493,164271,2204,4539,684,1674,283,452,1432,7336,7461,2795,11233,652,523,34773,66796,XRF2,1,2022-08-26,13:47:12,YEON,2022-09-02 18:16:54,
395E,U1561,A,3,H,3,A,800.0,20.0,20.0,44834492,SHLF10903111,30,1.25,6,11,10,12,Pd-Thick,186489,3958,1266,2681,7222,162278,2177,4500,601,1741,305,489,1459,7284,7114,3099,11338,837,430,33570,66669,XRF2,1,2022-08-26,13:47:33,YEON,2022-09-02 18:16:54,
395E,U1561,A,3,H,3,A,850.0,20.05,20.05,44834492,SHLF10903111,30,1.25,6,11,10,12,Pd-Thick,178311,3706,1323,2695,6845,155262,2102,4447,672,1665,280,474,1538,6888,6925,2927,10581,1104,758,33069,63523,XRF2,1,2022-08-26,13:47:53,YEON,2022-09-02 18:16:54,
395E,U1561,A,3,H,3,A,900.0,20.099999999999998,20.099999999999998,44834492,SHLF10903111,30,1.25,6,11,10,12,Pd-Thick,180629,3680,1424,2753,7037,157443,2139,4538,705,1714,314,470,1417,7149,6983,2796,10865,1093,776,32504,63597,XRF2,1,2022-08-26,13:48:14,YEON,2022-09-02 18:16:54,
395E,U1561,A,3,H,3,A,950.0,20.15,20.15,44834492,SHLF10903111,30,1.25,6,11,10,12,Pd-Thick,180773,3572,1356,2723,6906,156930,2175,4395,608,1655,244,479,1393,6839,6948,3014,10611,810,755,33334,64289,XRF2,1,2022-08-26,13:48:35,YEON,2022-09-02 18:16:54,
395E,U1561,A,3,H,3,A,990.0,20.189999999999998,20.189999999999998,44834492,SHLF10903111,30,1.25,6,11,10,12,Pd-Thick,183041,3832,1509,2748,7216,158189,2146,4412,683,1695,286,480,1565,6912,7109,3197,10596,912,600,33955,66209,XRF2,1,2022-08-26,13:48:55,YEON,2022-09-02 18:16:54,
395E,U1561,A,3,H,3,A,1050.0,20.25,20.25,44834492,SHLF10903111,30,1.25,6,11,10,12,Pd-Thick,187610,3869,1521,2773,7937,161835,2075,4569,790,1836,229,567,1478,7279,7510,3234,11292,921,478,35099,68170,XRF2,1,2022-08-26,13:49:16,YEON,2022-09-02 18:16:54,
395E,U1561,A,3,H,3,A,1100.0,20.3,20.3,44834492,SHLF10903111,30,1.25,6,11,10,12,Pd-Thick,186969,3857,1559,2765,7144,160003,2256,4425,774,1737,234,456,1608,7086,7275,3251,10993,1036,571,34635,66489,XRF2,1,2022-08-26,13:49:37,YEON,2022-09-02 18:16:54,
395E,U1561,A,3,H,3,A,1150.0,20.349999999999998,20.349999999999998,44834492,SHLF10903111,30,1.25,6,11,10,12,Pd-Thick,186355,3886,1310,2764,7172,160048,2254,4507,689,1723,251,526,1608,7068,7265,3191,11020,981,621,34390,66463,XRF2,1,2022-08-26,13:49:57,YEON,2022-09-02 18:16:54,
395E,U1561,A,3,H,3,A,1200.0,20.4,20.4,44834492,SHLF10903111,30,1.25,6,11,10,12,Pd-Thick,185840,3755,1528,2650,7006,158682,2222,4412,804,1620,252,507,1669,7266,7412,3213,11354,1108,761,33844,66571,XRF2,1,2022-08-26,13:50:18,YEON,2022-09-02 18:16:54,
395E,U1561,A,3,H,3,A,1250.0,20.45,20.45,44834492,SHLF10903111,30,1.25,6,11,10,12,Pd-Thick,183926,3684,1474,2700,7015,155450,2224,4416,752,1653,247,485,1574,7022,7212,3181,10835,1030,387,33625,66939,XRF2,1,2022-08-26,13:50:39,YEON,2022-09-02 18:16:54,
395E,U1561,A,3,H,3,A,1300.0,20.5,20.5,44834492,SHLF10903111,30,1.25,6,11,10,12,Pd-Thick,183647,3702,1531,2708,7104,156059,2131,4656,724,1606,231,498,1564,7118,7039,2969,10973,733,440,33807,65972,XRF2,1,2022-08-26,13:50:59,YEON,2022-09-02 18:16:54,
395E,U1561,A,3,H,3,A,1350.0,20.55,20.55,44834492,SHLF10903111,30,1.25,6,11,10,12,Pd-Thick,181916,3528,1534,2593,7383,154394,1988,4465,797,1654,229,498,1518,6969,7026,3246,10927,973,596,33348,65832,XRF2,1,2022-08-26,13:51:20,YEON,2022-09-02 18:16:54,
395E,U1561,A,3,H,3,A,1400.0,20.599999999999998,20.599999999999998,44834492,SHLF10903111,30,1.25,6,11,10,12,Pd-Thick,181204,3687,1496,2710,6868,154348,2026,4616,717,1545,249,454,1548,7160,6799,3178,10878,948,595,33292,65324,XRF2,1,2022-08-26,13:51:41,YEON,2022-09-02 18:16:54,
395E,U1561,A,3,H,3,A,1450.0,20.65,20.65,44834492,SHLF10903111,30,1.25,6,11,10,12,Pd-Thick,176533,3537,1574,2500,6598,150464,1965,4337,623,1556,225,513,1439,6667,6911,3141,10481,702,74,32035,63373,XRF2,1,2022-08-26,13:52:01,YEON,2022-09-02 18:16:54,
395E,U1561,A,3,H,3,A,1475.0,20.675,20.675,44834492,SHLF10903111,30,1.25,6,11,10,12,Pd-Thick,183076,3747,1503,2773,7139,156597,2141,4699,722,1621,252,573,1503,6970,6937,3043,10788,835,603,32764,66015,XRF2,1,2022-08-26,13:52:22,YEON,2022-09-02 18:16:54,
395E,U1561,A,3,H,4,A,50.0,20.75,20.75,44834502,SHLF10903141,30,1.25,6,11,10,12,Pd-Thick,174820,3702,1472,2557,7542,155243,2038,4543,733,1656,268,473,1320,6897,6892,3042,10850,946,561,32980,61964,XRF2,1,2022-08-26,14:20:26,YEON,2022-09-02 18:16:57,
395E,U1561,A,3,H,4,A,100.0,20.8,20.8,44834502,SHLF10903141,30,1.25,6,11,10,12,Pd-Thick,175551,3697,1451,2537,7532,151250,2123,4406,836,1698,263,478,1380,6639,6678,2625,10297,800,533,32536,61932,XRF2,1,2022-08-26,14:20:47,YEON,2022-09-02 18:16:57,
395E,U1561,A,3,H,4,A,150.0,20.849999999999998,20.849999999999998,44834502,SHLF10903141,30,1.25,6,11,10,12,Pd-Thick,176286,3663,1433,2544,7793,152066,2062,4541,718,1596,221,442,1511,6550,6827,2852,10569,752,621,32433,62639,XRF2,1,2022-08-26,14:21:08,YEON,2022-09-02 18:16:57,
395E,U1561,A,3,H,4,A,200.0,20.9,20.9,44834502,SHLF10903141,30,1.25,6,11,10,12,Pd-Thick,176288,3649,1343,2432,7856,151373,2238,4493,704,1661,274,468,1467,6591,6562,3050,10786,702,451,32535,64315,XRF2,1,2022-08-26,14:21:29,YEON,2022-09-02 18:16:57,
395E,U1561,A,3,H,4,A,250.0,20.95,20.95,44834502,SHLF10903141,30,1.25,6,11,10,12,Pd-Thick,177476,3694,1310,2496,7580,152666,2134,4580,746,1700,250,456,1472,6587,6526,2997,10761,913,203,33142,63863,XRF2,1,2022-08-26,14:21:49,YEON,2022-09-02 18:16:57,
395E,U1561,A,3,H,4,A,300.0,21.0,21.0,44834502,SHLF10903141,30,1.25,6,11,10,12,Pd-Thick,175791,3568,1298,2392,7845,151236,1929,4467,751,1647,227,412,1407,6641,6316,2828,10660,575,487,33139,63047,XRF2,1,2022-08-26,14:22:10,YEON,2022-09-02 18:16:57,
395E,U1561,A,3,H,4,A,350.0,21.05,21.05,44834502,SHLF10903141,30,1.25,6,11,10,12,Pd-Thick,175550,3668,1223,2493,7750,150291,1881,4674,776,1720,229,443,1480,6431,6511,2875,10416,726,434,32449,63576,XRF2,1,2022-08-26,14:22:31,YEON,2022-09-02 18:16:57,
395E,U1561,A,3,H,4,A,400.0,21.099999999999998,21.099999999999998,44834502,SHLF10903141,30,1.25,6,11,10,12,Pd-Thick,174663,3562,1426,2522,7925,150877,1914,4504,836,1651,260,487,1373,6584,6454,2887,10692,772,779,32024,63111,XRF2,1,2022-08-26,14:22:51,YEON,2022-09-02 18:16:57,
395E,U1561,A,3,H,4,A,450.0,21.15,21.15,44834502,SHLF10903141,30,1.25,6,11,10,12,Pd-Thick,175052,3495,1430,2555,8091,149946,2011,4468,745,1697,217,491,1508,6423,6563,2963,10267,538,178,32909,64117,XRF2,1,2022-08-26,14:23:12,YEON,2022-09-02 18:16:57,
395E,U1561,A,3,H,4,A,500.0,21.2,21.2,44834502,SHLF10903141,30,1.25,6,11,10,12,Pd-Thick,175252,3532,1384,2477,8148,151218,2003,4594,785,1570,233,396,1435,6197,6386,2947,10330,565,755,32416,63635,XRF2,1,2022-08-26,14:23:33,YEON,2022-09-02 18:16:57,
395E,U1561,A,3,H,4,A,550.0,21.25,21.25,44834502,SHLF10903141,30,1.25,6,11,10,12,Pd-Thick,177004,3538,1441,2550,8437,152131,2119,4542,789,1753,172,399,1414,6402,6479,2797,10559,694,464,32550,64537,XRF2,1,2022-08-26,14:23:54,YEON,2022-09-02 18:16:57,
395E,U1561,A,3,H,4,A,600.0,21.3,21.3,44834502,SHLF10903141,30,1.25,6,11,10,12,Pd-Thick,179595,3638,1372,2630,8867,154261,1975,4857,837,1626,196,440,1531,6537,6784,3383,10688,856,376,33587,63490,XRF2,1,2022-08-26,14:24:14,YEON,2022-09-02 18:16:57,
395E,U1561,A,3,H,4,A,650.0,21.349999999999998,21.349999999999998,44834502,SHLF10903141,30,1.25,6,11,10,12,Pd-Thick,180190,3667,1489,2691,8793,153578,2069,4576,758,1644,236,411,1471,6363,6635,3297,10602,687,500,33328,65967,XRF2,1,2022-08-26,14:24:35,YEON,2022-09-02 18:16:57,
395E,U1561,A,3,H,4,A,700.0,21.4,21.4,44834502,SHLF10903141,30,1.25,6,11,10,12,Pd-Thick,180186,3627,1535,2623,5651,154731,2262,4514,767,1620,259,475,1572,6113,6745,3426,10945,923,80,33333,66208,XRF2,1,2022-08-26,14:24:56,YEON,2022-09-02 18:16:57,
395E,U1561,A,3,H,4,A,750.0,21.45,21.45,44834502,SHLF10903141,30,1.25,6,11,10,12,Pd-Thick,181489,3605,1438,2676,8367,154689,2147,4572,758,1719,281,479,1485,6271,6634,3247,11097,991,600,33296,65133,XRF2,1,2022-08-26,14:25:16,YEON,2022-09-02 18:16:57,
395E,U1561,A,3,H,4,A,800.0,21.5,21.5,44834502,SHLF10903141,30,1.25,6,11,10,12,Pd-Thick,184131,3674,1493,2683,8881,159714,2037,4742,786,1737,257,477,1473,6387,6836,3386,10776,768,331,33805,66916,XRF2,1,2022-08-26,14:25:37,YEON,2022-09-02 18:16:57,
395E,U1561,A,3,H,4,A,850.0,21.55,21.55,44834502,SHLF10903141,30,1.25,6,11,10,12,Pd-Thick,185026,3610,1467,2699,8932,158525,2111,4600,803,1688,270,470,1586,6470,6809,3461,11164,563,143,34300,67657,XRF2,1,2022-08-26,14:25:58,YEON,2022-09-02 18:16:57,
395E,U1561,A,3,H,4,A,900.0,21.599999999999998,21.599999999999998,44834502,SHLF10903141,30,1.25,6,11,10,12,Pd-Thick,186911,3753,1568,2656,8861,159154,2109,4767,865,1840,332,507,1524,6439,6793,3280,10947,624,582,34001,67262,XRF2,1,2022-08-26,14:26:18,YEON,2022-09-02 18:16:57,
395E,U1561,A,3,H,4,A,940.0,21.64,21.64,44834502,SHLF10903141,30,1.25,6,11,10,12,Pd-Thick,186854,3448,1482,2665,8475,160380,2228,4633,776,1710,196,506,1607,6486,6781,3136,10949,700,379,34209,67403,XRF2,1,2022-08-26,14:26:39,YEON,2022-09-02 18:16:57,
395E,U1561,A,3,H,4,A,1000.0,21.7,21.7,44834502,SHLF10903141,30,1.25,6,11,10,12,Pd-Thick,186060,3461,1511,2667,8782,157606,2309,4765,800,1800,176,504,1578,6281,6829,3192,11163,898,541,33991,67787,XRF2,1,2022-08-26,14:27:00,YEON,2022-09-02 18:16:57,
395E,U1561,A,3,H,4,A,1050.0,21.75,21.75,44834502,SHLF10903141,30,1.25,6,11,10,12,Pd-Thick,185072,3582,1552,2550,8582,156614,2218,4607,714,1683,286,510,1559,6082,6766,3388,11181,708,654,33514,67797,XRF2,1,2022-08-26,14:27:21,YEON,2022-09-02 18:16:57,
395E,U1561,A,3,H,4,A,1100.0,21.8,21.8,44834502,SHLF10903141,30,1.25,6,11,10,12,Pd-Thick,184802,3526,1381,2686,8767,157419,2181,4596,736,1832,228,545,1588,6218,6792,3230,11352,743,663,33897,67418,XRF2,1,2022-08-26,14:27:41,YEON,2022-09-02 18:16:57,
395E,U1561,A,3,H,4,A,1150.0,21.849999999999998,21.849999999999998,44834502,SHLF10903141,30,1.25,6,11,10,12,Pd-Thick,185020,3612,1434,2581,9398,159125,2277,4714,794,1833,300,447,1457,6461,7011,3080,11179,945,342,34385,66822,XRF2,1,2022-08-26,14:28:02,YEON,2022-09-02 18:16:57,
395E,U1561,A,3,H,4,A,1200.0,21.9,21.9,44834502,SHLF10903141,30,1.25,6,11,10,12,Pd-Thick,184276,3546,1376,2509,8762,156374,2017,4748,799,1685,312,547,1558,6215,6563,3070,11093,754,550,33891,66991,XRF2,1,2022-08-26,14:28:23,YEON,2022-09-02 18:16:57,
395E,U1561,A,3,H,4,A,1250.0,21.95,21.95,44834502,SHLF10903141,30,1.25,6,11,10,12,Pd-Thick,179185,3479,1395,2526,7938,153664,2015,4552,734,1642,247,476,1485,5887,6330,3054,10788,986,730,33293,65134,XRF2,1,2022-08-26,14:28:43,YEON,2022-09-02 18:16:57,
