Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),CSF-A (m),CCSF-393-U1583-ABCDE-20220803-shipboard (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,Mg-Ka Area,Al-Ka Area,Si-Ka Area,P -Ka Area,S -Ka Area,Cl-Ka Area,Ar-Ka Area,K -Ka Area,Ca-Ka Area,Ti-Ka Area,Cr-Ka Area,Mn-Ka Area,Fe-Ka Area,Rh-La-Coh Area,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
393,U1583,E,1,H,1,A,50.0,0.05,0.05,44855362,SHLF11653161,10,0.15,6,13,10,12,No-Filter,326160,-50,1462,27953,629,2958,63701,-4086,7332,1140750,2637,582,4738,26979,52193,XRF2,1,2022-11-19,15:45:27,YEON,2022-12-15 20:32:10,
393,U1583,E,1,H,1,A,100.0,0.1,0.1,44855362,SHLF11653161,10,0.15,6,13,10,12,No-Filter,325580,25,1750,30100,564,2865,62808,-4112,8346,1136283,2819,565,4397,27594,52520,XRF2,1,2022-11-19,15:45:51,YEON,2022-12-15 20:32:10,
393,U1583,E,1,H,1,A,150.0,0.15,0.15,44855362,SHLF11653161,10,0.15,6,13,10,12,No-Filter,329058,10,2374,37573,452,2728,63912,-4942,13372,1108684,4134,996,6269,41509,53075,XRF2,1,2022-11-19,15:46:14,YEON,2022-12-15 20:32:10,
393,U1583,E,1,H,1,A,200.0,0.2,0.2,44855362,SHLF11653161,10,0.15,6,14,10,12,No-Filter,333078,-39,2233,35807,603,2623,58796,-4483,11615,1147307,3813,808,5518,36880,53356,XRF2,1,2022-11-19,15:46:38,YEON,2022-12-15 20:32:10,
393,U1583,E,1,H,1,A,250.0,0.25,0.25,44855362,SHLF11653161,10,0.15,6,14,10,12,No-Filter,345525,-6,2300,37477,689,2749,62857,-5122,12361,1192066,3783,894,6192,38650,53722,XRF2,1,2022-11-19,15:47:03,YEON,2022-12-15 20:32:10,
393,U1583,E,1,H,1,A,300.0,0.3,0.3,44855362,SHLF11653161,10,0.15,6,14,10,12,No-Filter,345130,-4,2547,39257,704,2688,57904,-5055,12904,1195136,4024,949,6532,39042,53481,XRF2,1,2022-11-19,15:47:27,YEON,2022-12-15 20:32:10,
393,U1583,E,1,H,1,A,350.0,0.35,0.35,44855362,SHLF11653161,10,0.15,6,13,10,12,No-Filter,326896,-37,2978,42900,765,2474,55906,-4577,14976,1103767,4444,453,7426,46334,51658,XRF2,1,2022-11-19,15:47:51,YEON,2022-12-15 20:32:10,
393,U1583,E,1,H,1,A,400.0,0.4,0.4,44855362,SHLF11653161,10,0.15,6,13,10,12,No-Filter,305097,7,3628,47939,786,2498,54533,-3676,19089,980085,5646,1024,9570,59406,50609,XRF2,1,2022-11-19,15:48:15,YEON,2022-12-15 20:32:10,
393,U1583,E,1,H,1,A,450.0,0.45,0.45,44855362,SHLF11653161,10,0.15,6,13,10,12,No-Filter,302044,23,3192,45745,745,2495,58205,-4894,18666,961708,5486,867,9792,59597,50489,XRF2,1,2022-11-19,15:48:38,YEON,2022-12-15 20:32:10,
393,U1583,E,1,H,1,A,500.0,0.5,0.5,44855362,SHLF11653161,10,0.15,6,13,10,12,No-Filter,304919,-35,2716,38818,570,2400,54476,-3313,14063,1024242,4272,732,7284,43646,48474,XRF2,1,2022-11-19,15:49:02,YEON,2022-12-15 20:32:10,
393,U1583,E,1,H,1,A,550.0,0.55,0.55,44855362,SHLF11653161,10,0.15,6,13,10,12,No-Filter,312732,-19,2162,35222,549,2396,57888,-3856,11670,1057804,3746,746,6903,39006,51423,XRF2,1,2022-11-19,15:49:26,YEON,2022-12-15 20:32:10,
393,U1583,E,1,H,1,A,600.0,0.6,0.6,44855362,SHLF11653161,10,0.15,6,13,10,12,No-Filter,307693,23,2330,36009,717,2358,55321,-3382,12135,1042783,3745,599,6810,38505,51506,XRF2,1,2022-11-19,15:49:49,YEON,2022-12-15 20:32:10,
393,U1583,E,1,H,1,A,650.0,0.65,0.65,44855362,SHLF11653161,10,0.15,6,13,10,12,No-Filter,312329,-11,2678,40210,769,2226,52940,-3436,13492,1056711,4362,724,6350,42180,50561,XRF2,1,2022-11-19,15:50:13,YEON,2022-12-15 20:32:10,
393,U1583,E,1,H,1,A,700.0,0.7,0.7,44855362,SHLF11653161,10,0.15,6,13,10,12,No-Filter,313584,3,2764,41092,602,2222,53683,-4206,14523,1055476,4320,891,6393,44171,51185,XRF2,1,2022-11-19,15:50:36,YEON,2022-12-15 20:32:10,
393,U1583,E,1,H,1,A,750.0,0.75,0.75,44855362,SHLF11653161,10,0.15,6,13,10,12,No-Filter,304869,45,3355,45937,592,2095,52274,-3836,17423,999518,5159,653,7773,53412,50077,XRF2,1,2022-11-19,15:51:00,YEON,2022-12-15 20:32:10,
393,U1583,E,1,H,1,A,800.0,0.8,0.8,44855362,SHLF11653161,10,0.15,6,13,10,12,No-Filter,304068,10,3317,45630,664,2403,56969,-4598,18967,979164,5142,492,8389,58743,50188,XRF2,1,2022-11-19,15:51:23,YEON,2022-12-15 20:32:10,
393,U1583,E,1,H,1,A,850.0,0.85,0.85,44855362,SHLF11653161,10,0.15,6,12,10,12,No-Filter,291395,-10,3894,51207,661,2299,51499,-4228,21184,908073,6189,781,10680,68385,48573,XRF2,1,2022-11-19,15:51:47,YEON,2022-12-15 20:32:10,
393,U1583,E,1,H,1,A,900.0,0.9,0.9,44855362,SHLF11653161,10,0.15,6,12,10,12,No-Filter,272224,49,4032,53100,595,2307,55169,-4213,23131,787892,7332,788,14163,81853,47969,XRF2,1,2022-11-19,15:52:11,YEON,2022-12-15 20:32:10,
393,U1583,E,1,H,1,A,950.0,0.95,0.95,44855362,SHLF11653161,10,0.15,6,12,10,12,No-Filter,288422,7,3467,47022,555,2291,54598,-3770,19507,900697,5839,717,10701,65085,48278,XRF2,1,2022-11-19,15:52:34,YEON,2022-12-15 20:32:10,
393,U1583,E,1,H,1,A,1000.0,1.0,1.0,44855362,SHLF11653161,10,0.15,6,13,10,12,No-Filter,310811,12,2930,42945,752,2229,52581,-3900,15672,1038069,4480,623,8212,48366,49452,XRF2,1,2022-11-19,15:52:58,YEON,2022-12-15 20:32:10,
393,U1583,E,1,H,1,A,1050.0,1.05,1.05,44855362,SHLF11653161,10,0.15,6,12,10,12,No-Filter,288234,-28,3581,50193,632,2221,54179,-4089,22565,881054,6372,1048,11358,73356,48497,XRF2,1,2022-11-19,15:53:21,YEON,2022-12-15 20:32:10,
393,U1583,E,1,H,1,A,1100.0,1.1,1.1,44855362,SHLF11653161,10,0.15,6,12,10,12,No-Filter,295874,49,4577,57213,645,2337,53554,-4542,26098,886539,7319,889,12850,82794,49576,XRF2,1,2022-11-19,15:53:45,YEON,2022-12-15 20:32:10,
393,U1583,E,1,H,1,A,1150.0,1.15,1.15,44855362,SHLF11653161,10,0.15,6,13,10,12,No-Filter,323245,-12,3726,49654,691,2116,51110,-4979,19482,1064182,5452,784,9382,59324,50478,XRF2,1,2022-11-19,15:54:08,YEON,2022-12-15 20:32:10,
393,U1583,E,1,H,1,A,1200.0,1.2,1.2,44855362,SHLF11653161,10,0.15,6,13,10,12,No-Filter,328451,-31,2766,40345,693,2076,54768,-4195,14248,1121453,4112,919,7707,45111,50695,XRF2,1,2022-11-19,15:54:32,YEON,2022-12-15 20:32:10,
393,U1583,E,1,H,1,A,1250.0,1.25,1.25,44855362,SHLF11653161,10,0.15,6,14,10,12,No-Filter,344813,-1,2925,42775,676,2125,51222,-4635,14494,1193415,4253,924,7238,46066,51551,XRF2,1,2022-11-19,15:54:56,YEON,2022-12-15 20:32:10,
393,U1583,E,1,H,1,A,1300.0,1.3,1.3,44855362,SHLF11653161,10,0.15,6,13,10,12,No-Filter,316924,71,3667,50539,659,2347,53375,-4680,21177,1018269,5933,907,9733,66475,50580,XRF2,1,2022-11-19,15:55:20,YEON,2022-12-15 20:32:10,
393,U1583,E,1,H,1,A,1350.0,1.35,1.35,44855362,SHLF11653161,10,0.15,6,13,10,12,No-Filter,311303,21,3870,52267,564,2339,55166,-4837,22591,976068,6580,917,11871,73707,50511,XRF2,1,2022-11-19,15:55:44,YEON,2022-12-15 20:32:10,
393,U1583,E,1,H,1,A,1400.0,1.4,1.4,44855362,SHLF11653161,10,0.15,6,13,10,12,No-Filter,322502,64,3329,48347,647,2214,56812,-5038,20038,1041672,5673,748,10558,65646,51935,XRF2,1,2022-11-19,15:56:07,YEON,2022-12-15 20:32:10,
393,U1583,E,1,H,1,A,1450.0,1.45,1.45,44855362,SHLF11653161,10,0.15,6,14,10,12,No-Filter,342943,3,3209,46330,809,2239,53709,-4761,19117,1151150,5436,598,7903,58824,52651,XRF2,1,2022-11-19,15:56:31,YEON,2022-12-15 20:32:10,
393,U1583,E,1,H,2,A,50.0,1.55,1.55,44855372,SHLF11653191,10,0.15,6,13,10,12,No-Filter,310878,8,2549,39744,645,2432,59556,-3655,15997,1018685,4862,810,7860,52528,50322,XRF2,1,2022-11-19,16:30:24,YEON,2022-12-15 20:32:14,
393,U1583,E,1,H,2,A,100.0,1.6,1.6,44855372,SHLF11653191,10,0.15,6,14,10,12,No-Filter,331698,-1,2858,43172,891,2501,62261,-4791,18766,1087172,5051,703,8380,58876,52303,XRF2,1,2022-11-19,16:30:48,YEON,2022-12-15 20:32:14,
393,U1583,E,1,H,2,A,150.0,1.65,1.65,44855372,SHLF11653191,10,0.15,6,14,10,12,No-Filter,348933,28,3439,45902,670,2721,58509,-4352,19837,1160649,5582,825,9660,61351,51702,XRF2,1,2022-11-19,16:31:12,YEON,2022-12-15 20:32:14,
393,U1583,E,1,H,2,A,200.0,1.7,1.7,44855372,SHLF11653191,10,0.15,6,15,10,12,No-Filter,371812,-14,1776,29668,749,2087,58605,-4671,7808,1357108,2571,726,4191,24777,53117,XRF2,1,2022-11-19,16:31:37,YEON,2022-12-15 20:32:14,
393,U1583,E,1,H,2,A,250.0,1.75,1.75,44855372,SHLF11653191,10,0.15,6,15,10,12,No-Filter,367973,-24,1485,27052,500,2262,57249,-4694,5793,1349207,1849,708,3549,21258,54027,XRF2,1,2022-11-19,16:32:02,YEON,2022-12-15 20:32:14,
393,U1583,E,1,H,2,A,300.0,1.8,1.8,44855372,SHLF11653191,10,0.15,6,16,10,12,No-Filter,403102,16,1090,23377,783,2539,57041,-5058,3238,1523172,1694,717,2687,13894,54728,XRF2,1,2022-11-19,16:32:27,YEON,2022-12-15 20:32:14,
393,U1583,E,1,H,2,A,350.0,1.85,1.85,44855372,SHLF11653191,10,0.15,6,16,10,12,No-Filter,388525,-37,1410,25833,483,2319,58343,-4821,5185,1444664,1993,909,2603,18794,54448,XRF2,1,2022-11-19,16:32:55,YEON,2022-12-15 20:32:14,
393,U1583,E,1,H,2,A,400.0,1.9,1.9,44855372,SHLF11653191,10,0.15,6,15,10,12,No-Filter,375201,10,1853,32001,672,2344,55771,-4949,9589,1360266,3073,907,3719,30431,54326,XRF2,1,2022-11-19,16:33:21,YEON,2022-12-15 20:32:14,
393,U1583,E,1,H,2,A,450.0,1.95,1.95,44855372,SHLF11653191,10,0.15,6,15,10,12,No-Filter,360118,23,2399,38550,694,2276,56502,-4966,13756,1265261,4157,744,5624,40430,52831,XRF2,1,2022-11-19,16:33:47,YEON,2022-12-15 20:32:14,
393,U1583,E,1,H,2,A,500.0,2.0,2.0,44855372,SHLF11653191,10,0.15,6,13,10,12,No-Filter,304003,33,3206,45546,491,2701,63708,-4718,20634,942473,6352,926,11607,69790,52229,XRF2,1,2022-11-19,16:34:11,YEON,2022-12-15 20:32:14,
393,U1583,E,1,H,2,A,550.0,2.05,2.05,44855372,SHLF11653191,10,0.15,6,13,10,12,No-Filter,320714,41,2463,38339,594,2950,70226,-5170,17650,1035515,5373,539,8830,57961,53347,XRF2,1,2022-11-19,16:34:35,YEON,2022-12-15 20:32:14,
393,U1583,E,1,H,2,A,600.0,2.1,2.1,44855372,SHLF11653191,10,0.15,6,13,10,12,No-Filter,298687,-25,2394,38001,730,2529,57766,-3981,15259,975017,4608,650,6770,49869,51707,XRF2,1,2022-11-19,16:34:59,YEON,2022-12-15 20:32:14,
393,U1583,E,1,H,2,A,650.0,2.15,2.15,44855372,SHLF11653191,10,0.15,6,13,10,12,No-Filter,327342,71,2770,41364,582,2560,60666,-5087,16030,1091889,5024,729,7019,49770,52298,XRF2,1,2022-11-19,16:35:22,YEON,2022-12-15 20:32:14,
393,U1583,E,1,H,2,A,700.0,2.2,2.2,44855372,SHLF11653191,10,0.15,6,13,10,12,No-Filter,312556,46,2889,44412,527,2763,63892,-4737,19034,1002976,5712,578,6508,59130,51828,XRF2,1,2022-11-19,16:35:46,YEON,2022-12-15 20:32:14,
393,U1583,E,1,H,2,A,750.0,2.25,2.25,44855372,SHLF11653191,10,0.15,6,13,10,12,No-Filter,303270,17,2804,41856,543,2680,66600,-4772,18732,959996,5860,827,7545,60450,51374,XRF2,1,2022-11-19,16:36:10,YEON,2022-12-15 20:32:14,
393,U1583,E,1,H,2,A,800.0,2.3,2.3,44855372,SHLF11653191,10,0.15,6,13,10,12,No-Filter,306901,64,4073,53841,706,2431,56776,-5095,25332,938561,7433,961,11530,79919,51155,XRF2,1,2022-11-19,16:36:33,YEON,2022-12-15 20:32:14,
393,U1583,E,1,H,2,A,850.0,2.35,2.35,44855372,SHLF11653191,10,0.15,6,13,10,12,No-Filter,306803,29,3444,48254,714,2450,58701,-4458,21840,961631,6648,570,10061,69921,50714,XRF2,1,2022-11-19,16:36:57,YEON,2022-12-15 20:32:14,
393,U1583,E,1,H,2,A,900.0,2.4,2.4,44855372,SHLF11653191,10,0.15,6,14,10,12,No-Filter,341667,37,2973,42783,820,2276,53116,-4138,16200,1174215,4815,802,6854,47311,50874,XRF2,1,2022-11-19,16:37:20,YEON,2022-12-15 20:32:14,
393,U1583,E,1,H,2,A,950.0,2.45,2.45,44855372,SHLF11653191,10,0.15,6,14,10,12,No-Filter,336454,38,2709,40605,537,2212,56329,-4787,15339,1149198,4809,1038,7141,47177,51294,XRF2,1,2022-11-19,16:37:45,YEON,2022-12-15 20:32:14,
393,U1583,E,1,H,2,A,1000.0,2.5,2.5,44855372,SHLF11653191,10,0.15,6,13,10,12,No-Filter,307927,57,4345,56839,861,2108,51557,-3986,25565,954315,7339,881,11774,78668,48407,XRF2,1,2022-11-19,16:38:09,YEON,2022-12-15 20:32:14,
393,U1583,E,1,H,2,A,1050.0,2.55,2.55,44855372,SHLF11653191,10,0.15,6,13,10,12,No-Filter,303262,75,4206,55579,547,2030,51549,-3761,25665,937278,7393,713,11341,78539,48558,XRF2,1,2022-11-19,16:38:32,YEON,2022-12-15 20:32:14,
393,U1583,E,1,H,2,A,1100.0,2.6,2.6,44855372,SHLF11653191,10,0.15,6,13,10,12,No-Filter,297761,35,4329,56043,539,2328,52812,-4174,26358,905890,7256,695,11728,80130,49145,XRF2,1,2022-11-19,16:38:56,YEON,2022-12-15 20:32:14,
393,U1583,E,1,H,2,A,1150.0,2.65,2.65,44855372,SHLF11653191,10,0.15,6,12,10,12,No-Filter,281869,59,4611,58944,655,2298,56032,-4552,28968,801013,9058,959,12426,95080,49864,XRF2,1,2022-11-19,16:39:19,YEON,2022-12-15 20:32:14,
393,U1583,E,1,H,2,A,1200.0,2.7,2.7,44855372,SHLF11653191,10,0.15,6,13,10,12,No-Filter,307944,11,2787,43178,546,2277,58165,-4494,20042,990930,5716,698,8221,64049,50573,XRF2,1,2022-11-19,16:39:43,YEON,2022-12-15 20:32:14,
393,U1583,E,1,H,2,A,1250.0,2.75,2.75,44855372,SHLF11653191,10,0.15,6,13,10,12,No-Filter,320235,-14,3385,48224,749,2396,54167,-4466,21784,1039719,5957,1092,8850,65955,50862,XRF2,1,2022-11-19,16:40:07,YEON,2022-12-15 20:32:14,
393,U1583,E,1,H,2,A,1300.0,2.8,2.8,44855372,SHLF11653191,10,0.15,6,14,10,12,No-Filter,331684,19,3227,45922,718,1978,48621,-3242,18587,1120604,5469,862,8140,55393,49805,XRF2,1,2022-11-19,16:40:30,YEON,2022-12-15 20:32:14,
393,U1583,E,1,H,2,A,1350.0,2.85,2.85,44855372,SHLF11653191,10,0.15,6,13,10,12,No-Filter,317764,-31,3433,47242,757,1988,51063,-4142,19798,1046740,5531,703,8089,59850,49837,XRF2,1,2022-11-19,16:40:54,YEON,2022-12-15 20:32:14,
393,U1583,E,1,H,2,A,1480.0,2.98,2.98,44855372,SHLF11653191,10,0.15,6,13,10,12,No-Filter,317721,40,2899,41684,560,1957,53375,-3951,17499,1058115,4816,856,8804,54328,49346,XRF2,1,2022-11-19,16:41:20,YEON,2022-12-15 20:32:14,
393,U1583,E,1,H,3,A,50.0,3.05,3.05,44855382,SHLF11653221,10,0.15,6,14,10,12,No-Filter,340804,41,2651,38012,648,2018,50465,-4179,13485,1190317,3820,469,7143,42427,50689,XRF2,1,2022-11-20,10:14:24,YEON,2022-12-15 20:32:18,
393,U1583,E,1,H,3,A,100.0,3.1,3.1,44855382,SHLF11653221,10,0.15,6,14,10,12,No-Filter,345306,13,2381,36032,751,1915,48266,-4040,11929,1231100,3609,659,5925,36325,50398,XRF2,1,2022-11-20,10:14:48,YEON,2022-12-15 20:32:18,
393,U1583,E,1,H,3,A,150.0,3.15,3.15,44855382,SHLF11653221,10,0.15,6,13,10,12,No-Filter,316315,24,2009,33108,594,1708,47447,-2803,11057,1108956,3350,405,6489,37495,48787,XRF2,1,2022-11-20,10:15:12,YEON,2022-12-15 20:32:18,
393,U1583,E,1,H,3,A,200.0,3.2,3.2,44855382,SHLF11653221,10,0.15,6,15,10,12,No-Filter,364567,-12,1428,26921,606,1641,46182,-3560,5272,1353355,2055,608,3303,19071,50811,XRF2,1,2022-11-20,10:15:36,YEON,2022-12-15 20:32:18,
393,U1583,E,1,H,3,A,250.0,3.25,3.25,44855382,SHLF11653221,10,0.15,6,15,10,12,No-Filter,370291,36,1731,29284,582,2701,52799,-4320,7073,1370565,2534,749,3631,22948,51021,XRF2,1,2022-11-20,10:16:01,YEON,2022-12-15 20:32:18,
393,U1583,E,1,H,3,A,300.0,3.3,3.3,44855382,SHLF11653221,10,0.15,6,14,10,12,No-Filter,352957,16,2174,34522,543,1941,49327,-3867,10415,1273987,3343,896,5155,31673,50612,XRF2,1,2022-11-20,10:16:26,YEON,2022-12-15 20:32:18,
393,U1583,E,1,H,3,A,350.0,3.35,3.35,44855382,SHLF11653221,10,0.15,6,14,10,12,No-Filter,349850,12,2740,38558,642,1721,48546,-4366,13456,1240646,3836,727,5983,39769,50814,XRF2,1,2022-11-20,10:16:50,YEON,2022-12-15 20:32:18,
393,U1583,E,1,H,3,A,400.0,3.4,3.4,44855382,SHLF11653221,10,0.15,6,14,10,12,No-Filter,345200,9,3043,41585,751,2128,50153,-4618,15808,1197332,4538,641,6982,47616,49846,XRF2,1,2022-11-20,10:17:15,YEON,2022-12-15 20:32:18,
393,U1583,E,1,H,3,A,430.0,3.43,3.43,44855382,SHLF11653221,10,0.15,6,15,10,12,No-Filter,380158,-26,2142,33626,591,1853,51263,-5022,9878,1385841,3218,720,4889,32309,52567,XRF2,1,2022-11-20,10:17:39,YEON,2022-12-15 20:32:18,
393,U1583,E,1,H,3,A,660.0,3.66,3.66,44855382,SHLF11653221,10,0.15,6,14,10,12,No-Filter,354161,-41,2243,34942,744,2126,50960,-4627,11247,1269424,3262,831,4779,34923,50522,XRF2,1,2022-11-20,10:18:07,YEON,2022-12-15 20:32:18,
393,U1583,E,1,H,3,A,700.0,3.7,3.7,44855382,SHLF11653221,10,0.15,6,15,10,12,No-Filter,361563,20,2292,34611,664,2048,49294,-4863,10515,1307957,3372,822,5119,33134,51023,XRF2,1,2022-11-20,10:18:32,YEON,2022-12-15 20:32:18,
393,U1583,E,1,H,3,A,750.0,3.75,3.75,44855382,SHLF11653221,10,0.15,6,15,10,12,No-Filter,366452,-20,1965,32962,712,2148,52137,-4712,9857,1331469,3067,956,4327,30107,51984,XRF2,1,2022-11-20,10:18:57,YEON,2022-12-15 20:32:18,
393,U1583,E,1,H,3,A,800.0,3.8,3.8,44855382,SHLF11653221,10,0.15,6,13,10,12,No-Filter,323866,33,2835,40376,595,1822,46571,-4192,14908,1123660,4458,743,5692,44953,47886,XRF2,1,2022-11-20,10:19:22,YEON,2022-12-15 20:32:18,
393,U1583,E,2,H,1,A,40.0,4.04,5.04,44855392,SHLF11654021,10,0.15,6,16,10,12,No-Filter,400821,-3,1331,24805,894,2552,63332,-5011,4590,1499762,1903,570,2838,17329,53298,XRF2,1,2022-11-20,10:40:22,YEON,2022-12-15 20:32:20,
393,U1583,E,2,H,1,A,150.0,4.15,5.15,44855392,SHLF11654021,10,0.15,6,16,10,12,No-Filter,399642,-40,1477,26762,645,2286,57065,-4950,5821,1492540,2075,567,3249,20666,53421,XRF2,1,2022-11-20,10:40:52,YEON,2022-12-15 20:32:20,
393,U1583,E,2,H,1,A,200.0,4.2,5.2,44855392,SHLF11654021,10,0.15,6,16,10,12,No-Filter,398489,-9,2200,33508,473,1974,53346,-4900,8611,1475613,2937,620,3610,25699,52585,XRF2,1,2022-11-20,10:41:20,YEON,2022-12-15 20:32:20,
393,U1583,E,2,H,1,A,250.0,4.25,5.25,44855392,SHLF11654021,10,0.15,6,14,10,12,No-Filter,358610,-18,2808,39938,666,2154,57940,-4913,15412,1249507,4540,633,5668,45132,51477,XRF2,1,2022-11-20,10:41:47,YEON,2022-12-15 20:32:20,
393,U1583,E,2,H,1,A,300.0,4.3,5.3,44855392,SHLF11654021,10,0.15,6,15,10,12,No-Filter,362820,20,2498,37586,559,2345,59331,-4825,14046,1272763,4206,895,5774,42600,51597,XRF2,1,2022-11-20,10:42:12,YEON,2022-12-15 20:32:20,
393,U1583,E,2,H,1,A,350.0,4.35,5.35,44855392,SHLF11654021,10,0.15,6,15,10,12,No-Filter,379476,-49,2168,34697,645,2156,51558,-4615,10886,1381628,3415,930,4558,33029,52464,XRF2,1,2022-11-20,10:42:37,YEON,2022-12-15 20:32:20,
393,U1583,E,2,H,1,A,400.0,4.4,5.4,44855392,SHLF11654021,10,0.15,6,16,10,12,No-Filter,392969,-1,1854,30835,734,2244,53525,-4990,7732,1458068,2542,553,3256,24545,52553,XRF2,1,2022-11-20,10:43:04,YEON,2022-12-15 20:32:20,
393,U1583,E,2,H,1,A,450.0,4.45,5.45,44855392,SHLF11654021,10,0.15,6,16,10,12,No-Filter,392861,-25,1765,29973,516,2145,54970,-4857,7678,1457113,2421,832,3092,24146,52966,XRF2,1,2022-11-20,10:43:31,YEON,2022-12-15 20:32:20,
393,U1583,E,2,H,1,A,500.0,4.5,5.5,44855392,SHLF11654021,10,0.15,6,15,10,12,No-Filter,359998,-6,1700,29183,684,2415,57536,-4266,7757,1312967,2463,653,3295,25669,50914,XRF2,1,2022-11-20,10:43:58,YEON,2022-12-15 20:32:20,
393,U1583,E,2,H,1,A,550.0,4.55,5.55,44855392,SHLF11654021,10,0.15,6,15,10,12,No-Filter,378014,-12,1866,31319,757,2374,56351,-4747,8596,1386466,2963,563,3819,27050,51449,XRF2,1,2022-11-20,10:44:23,YEON,2022-12-15 20:32:20,
393,U1583,E,2,H,1,A,600.0,4.6,5.6,44855392,SHLF11654021,10,0.15,6,15,10,12,No-Filter,376519,-14,1316,24734,602,2462,59721,-4411,4635,1395654,1832,606,2793,18216,52656,XRF2,1,2022-11-20,10:44:48,YEON,2022-12-15 20:32:20,
393,U1583,E,2,H,1,A,650.0,4.65,5.65,44855392,SHLF11654021,10,0.15,6,15,10,12,No-Filter,378481,-41,1358,24465,879,2583,58384,-3825,4226,1415501,1736,495,2388,16369,51965,XRF2,1,2022-11-20,10:45:14,YEON,2022-12-15 20:32:20,
393,U1583,E,2,H,1,A,700.0,4.7,5.7,44855392,SHLF11654021,10,0.15,6,15,10,12,No-Filter,367022,-37,1527,27743,529,2391,58273,-4430,6797,1344400,2560,569,3795,23941,52405,XRF2,1,2022-11-20,10:45:39,YEON,2022-12-15 20:32:20,
393,U1583,E,2,H,1,A,750.0,4.75,5.75,44855392,SHLF11654021,10,0.15,6,15,10,12,No-Filter,374505,7,2152,32260,689,2241,54001,-4726,9189,1364856,2694,439,4435,29892,52260,XRF2,1,2022-11-20,10:46:04,YEON,2022-12-15 20:32:20,
393,U1583,E,2,H,1,A,800.0,4.8,5.8,44855392,SHLF11654021,10,0.15,6,15,10,12,No-Filter,377920,-14,2288,36044,636,2355,54530,-4823,11155,1364999,3186,623,5206,34456,52709,XRF2,1,2022-11-20,10:46:29,YEON,2022-12-15 20:32:20,
393,U1583,E,2,H,1,A,850.0,4.85,5.85,44855392,SHLF11654021,10,0.15,6,15,10,12,No-Filter,370734,-55,2109,32357,868,2281,56045,-4078,9429,1340906,3108,826,4617,33051,51721,XRF2,1,2022-11-20,10:46:55,YEON,2022-12-15 20:32:20,
393,U1583,E,2,H,1,A,900.0,4.9,5.9,44855392,SHLF11654021,10,0.15,6,16,10,12,No-Filter,396946,-29,1792,30752,614,2291,58434,-5208,8257,1461509,2708,631,4097,27097,53162,XRF2,1,2022-11-20,10:47:20,YEON,2022-12-15 20:32:20,
393,U1583,E,2,H,1,A,950.0,4.95,5.95,44855392,SHLF11654021,10,0.15,6,16,10,12,No-Filter,388765,46,2189,33861,623,2218,54732,-5204,10225,1416251,3200,916,4575,32565,53849,XRF2,1,2022-11-20,10:47:47,YEON,2022-12-15 20:32:20,
393,U1583,E,2,H,1,A,1000.0,5.0,6.0,44855392,SHLF11654021,10,0.15,6,15,10,12,No-Filter,370803,-19,2470,36201,687,2237,57517,-4813,12407,1318451,3385,770,5907,38380,51759,XRF2,1,2022-11-20,10:48:14,YEON,2022-12-15 20:32:20,
393,U1583,E,2,H,1,A,1050.0,5.05,6.05,44855392,SHLF11654021,10,0.15,6,16,10,12,No-Filter,394162,-49,1565,28981,494,2298,58315,-5048,6950,1457457,2216,743,3730,24177,53732,XRF2,1,2022-11-20,10:48:40,YEON,2022-12-15 20:32:20,
393,U1583,E,2,H,1,A,1100.0,5.1,6.1,44855392,SHLF11654021,10,0.15,6,16,10,12,No-Filter,398914,22,1475,27733,644,2475,61146,-5483,6508,1477516,2404,502,3705,22646,53609,XRF2,1,2022-11-20,10:49:07,YEON,2022-12-15 20:32:20,
393,U1583,E,2,H,1,A,1150.0,5.15,6.15,44855392,SHLF11654021,10,0.15,6,15,10,12,No-Filter,387647,11,1986,30628,513,2336,61269,-5134,8670,1412116,2672,514,4420,28617,52727,XRF2,1,2022-11-20,10:49:35,YEON,2022-12-15 20:32:20,
393,U1583,E,2,H,1,A,1200.0,5.2,6.2,44855392,SHLF11654021,10,0.15,6,15,10,12,No-Filter,387346,18,1662,29734,760,2228,60968,-5147,7949,1417324,2713,655,4300,26808,52797,XRF2,1,2022-11-20,10:50:02,YEON,2022-12-15 20:32:20,
393,U1583,E,2,H,1,A,1240.0,5.24,6.24,44855392,SHLF11654021,10,0.15,6,14,10,12,No-Filter,355728,-30,2271,33979,669,2482,59337,-4784,10882,1264236,3287,639,5318,33253,52226,XRF2,1,2022-11-20,10:50:28,YEON,2022-12-15 20:32:20,
393,U1583,E,2,H,1,A,1300.0,5.3,6.3,44855392,SHLF11654021,10,0.15,6,15,10,12,No-Filter,369645,6,2172,33679,727,2402,55492,-4426,10445,1336315,3290,802,4788,32129,52096,XRF2,1,2022-11-20,10:50:53,YEON,2022-12-15 20:32:20,
