Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),CSF-A (m),CCSF-393-U1583-ABCDE-20220803-shipboard (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,Mg-Ka Area,Al-Ka Area,Si-Ka Area,P -Ka Area,S -Ka Area,Cl-Ka Area,Ar-Ka Area,K -Ka Area,Ca-Ka Area,Ti-Ka Area,Cr-Ka Area,Mn-Ka Area,Fe-Ka Area,Rh-La-Coh Area,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
393,U1583,E,7,H,4,A,50.0,56.07,62.102,44855642,SHLF11656141,10,0.15,6,15,10,12,No-Filter,386170,-6,1933,32075,741,1685,45208,-4154,11555,1440518,2322,794,3616,25369,51678,XRF2,1,2022-11-23,11:08:56,YEON,2022-12-15 20:33:25,
393,U1583,E,7,H,4,A,100.0,56.120000000000005,62.152,44855642,SHLF11656141,10,0.15,6,15,10,12,No-Filter,364904,6,2621,39406,827,1917,47048,-4156,17702,1314115,3561,1293,2982,35003,50631,XRF2,1,2022-11-23,11:09:20,YEON,2022-12-15 20:33:25,
393,U1583,E,7,H,4,A,150.0,56.17,62.202,44855642,SHLF11656141,10,0.15,6,15,10,12,No-Filter,373097,25,2779,39624,806,1813,46397,-4537,17619,1349556,3149,784,3666,35499,51133,XRF2,1,2022-11-23,11:09:44,YEON,2022-12-15 20:33:25,
393,U1583,E,7,H,4,A,200.0,56.220000000000006,62.252,44855642,SHLF11656141,10,0.15,6,15,10,12,No-Filter,378804,-59,2352,36545,717,1710,44032,-4515,14790,1392527,2657,1083,3756,31167,51340,XRF2,1,2022-11-23,11:10:09,YEON,2022-12-15 20:33:25,
393,U1583,E,7,H,4,A,250.0,56.27,62.302,44855642,SHLF11656141,10,0.15,6,15,10,12,No-Filter,387532,-26,2269,37258,753,1174,41428,-4616,14336,1435045,2442,750,4001,30695,51694,XRF2,1,2022-11-23,11:10:33,YEON,2022-12-15 20:33:25,
393,U1583,E,7,H,4,A,300.0,56.32,62.352,44855642,SHLF11656141,10,0.15,6,15,10,12,No-Filter,380009,46,2597,38536,777,1375,41808,-3701,16353,1391939,2756,759,4345,35856,49873,XRF2,1,2022-11-23,11:10:58,YEON,2022-12-15 20:33:25,
393,U1583,E,7,H,4,A,350.0,56.370000000000005,62.402,44855642,SHLF11656141,10,0.15,6,15,10,12,No-Filter,379199,58,2378,36043,616,1510,45565,-4493,15899,1386159,2686,637,3942,32380,52085,XRF2,1,2022-11-23,11:11:23,YEON,2022-12-15 20:33:25,
393,U1583,E,7,H,4,A,400.0,56.42,62.452,44855642,SHLF11656141,10,0.15,6,15,10,12,No-Filter,379984,-10,2323,36317,692,1458,45229,-4703,16028,1391993,2915,864,3661,33256,51945,XRF2,1,2022-11-23,11:11:47,YEON,2022-12-15 20:33:25,
393,U1583,E,7,H,4,A,450.0,56.470000000000006,62.502,44855642,SHLF11656141,10,0.15,6,15,10,12,No-Filter,373043,54,2396,36273,934,1733,44000,-4774,15446,1367448,2861,903,3716,31832,50748,XRF2,1,2022-11-23,11:12:11,YEON,2022-12-15 20:33:25,
393,U1583,E,7,H,4,A,500.0,56.52,62.552,44855642,SHLF11656141,10,0.15,6,15,10,12,No-Filter,369326,-11,2109,33683,913,1895,47415,-4117,13940,1351319,2662,909,3971,31355,51510,XRF2,1,2022-11-23,11:12:36,YEON,2022-12-15 20:33:25,
393,U1583,E,7,H,4,A,550.0,56.57,62.602,44855642,SHLF11656141,10,0.15,6,15,10,12,No-Filter,373781,-1,2021,33477,470,1402,42731,-4408,12968,1382980,2569,675,3883,30156,51092,XRF2,1,2022-11-23,11:13:00,YEON,2022-12-15 20:33:25,
393,U1583,E,7,H,4,A,600.0,56.620000000000005,62.652,44855642,SHLF11656141,10,0.15,6,15,10,12,No-Filter,381546,2,1993,32839,771,1469,40393,-3777,12284,1422672,2398,650,4087,28866,51501,XRF2,1,2022-11-23,11:13:25,YEON,2022-12-15 20:33:25,
393,U1583,E,7,H,4,A,650.0,56.67,62.702,44855642,SHLF11656141,10,0.15,6,15,10,12,No-Filter,370130,-20,2317,37620,566,1068,36616,-4172,15379,1363863,3051,742,4147,33270,50064,XRF2,1,2022-11-23,11:13:49,YEON,2022-12-15 20:33:25,
393,U1583,E,7,H,4,A,700.0,56.720000000000006,62.752,44855642,SHLF11656141,10,0.15,6,15,10,12,No-Filter,385130,3,2210,33654,743,1220,39167,-4062,12096,1441035,2479,967,3778,28961,50412,XRF2,1,2022-11-23,11:14:14,YEON,2022-12-15 20:33:25,
393,U1583,E,7,H,4,A,750.0,56.77,62.802,44855642,SHLF11656141,10,0.15,6,15,10,12,No-Filter,362009,2,1935,32320,694,1431,44509,-4298,12720,1328992,2490,843,4247,31282,50313,XRF2,1,2022-11-23,11:14:39,YEON,2022-12-15 20:33:25,
393,U1583,E,7,H,4,A,800.0,56.82,62.852,44855642,SHLF11656141,10,0.15,6,15,10,12,No-Filter,365338,-36,1666,30830,625,1598,45945,-4018,11562,1346042,2419,807,4819,29262,50809,XRF2,1,2022-11-23,11:15:02,YEON,2022-12-15 20:33:25,
393,U1583,E,7,H,4,A,850.0,56.870000000000005,62.902,44855642,SHLF11656141,10,0.15,6,14,10,12,No-Filter,359133,-59,1779,30854,659,1480,43435,-3512,11536,1324048,2189,681,4602,29876,49479,XRF2,1,2022-11-23,11:15:26,YEON,2022-12-15 20:33:25,
393,U1583,E,7,H,4,A,900.0,56.92,62.952,44855642,SHLF11656141,10,0.15,6,15,10,12,No-Filter,364862,-5,2214,34936,609,1346,40688,-3645,13642,1341189,2592,736,4248,31988,50051,XRF2,1,2022-11-23,11:15:50,YEON,2022-12-15 20:33:25,
393,U1583,E,7,H,4,A,950.0,56.970000000000006,63.002,44855642,SHLF11656141,10,0.15,6,14,10,12,No-Filter,350188,-36,2283,35136,555,1495,42967,-3757,14947,1272790,2910,564,4160,31819,49623,XRF2,1,2022-11-23,11:16:14,YEON,2022-12-15 20:33:25,
393,U1583,E,7,H,4,A,990.0,57.010000000000005,63.042,44855642,SHLF11656141,10,0.15,6,14,10,12,No-Filter,346584,-59,2163,34916,530,1696,45113,-3319,15522,1249648,2827,566,3553,33701,49900,XRF2,1,2022-11-23,11:16:38,YEON,2022-12-15 20:33:25,
393,U1583,E,7,H,4,A,1050.0,57.07,63.102,44855642,SHLF11656141,10,0.15,6,14,10,12,No-Filter,344014,-43,2029,33719,657,1733,46038,-3446,14927,1242602,3011,779,3546,32336,50009,XRF2,1,2022-11-23,11:17:02,YEON,2022-12-15 20:33:25,
393,U1583,E,7,H,4,A,1100.0,57.120000000000005,63.152,44855642,SHLF11656141,10,0.15,6,15,10,12,No-Filter,364665,41,1728,30149,368,1726,51071,-4548,11866,1327675,2457,813,3922,29993,52071,XRF2,1,2022-11-23,11:17:26,YEON,2022-12-15 20:33:25,
393,U1583,E,7,H,4,A,1150.0,57.17,63.202,44855642,SHLF11656141,10,0.15,6,15,10,12,No-Filter,378833,-28,1629,29068,841,1888,49692,-4173,10688,1402882,2298,901,3956,27151,51856,XRF2,1,2022-11-23,11:17:50,YEON,2022-12-15 20:33:25,
393,U1583,E,7,H,4,A,1200.0,57.220000000000006,63.252,44855642,SHLF11656141,10,0.15,6,15,10,12,No-Filter,378918,49,2057,33381,635,1476,42512,-4121,14350,1403518,2629,857,4050,28189,51725,XRF2,1,2022-11-23,11:18:14,YEON,2022-12-15 20:33:25,
393,U1583,E,7,H,4,A,1250.0,57.27,63.302,44855642,SHLF11656141,10,0.15,6,15,10,12,No-Filter,368275,-6,1896,31014,757,1423,41044,-3493,11957,1372053,2299,835,3537,25772,50498,XRF2,1,2022-11-23,11:18:39,YEON,2022-12-15 20:33:25,
393,U1583,E,7,H,4,A,1300.0,57.32,63.352,44855642,SHLF11656141,10,0.15,6,15,10,12,No-Filter,365645,-12,1588,29171,557,1495,44530,-3659,10219,1360134,2161,693,3615,25795,50550,XRF2,1,2022-11-23,11:19:03,YEON,2022-12-15 20:33:25,
393,U1583,E,7,H,4,A,1350.0,57.370000000000005,63.402,44855642,SHLF11656141,10,0.15,6,15,10,12,No-Filter,379788,-17,1553,28523,776,1550,41308,-3495,8673,1433459,1945,958,3786,22748,51314,XRF2,1,2022-11-23,11:19:27,YEON,2022-12-15 20:33:25,
393,U1583,E,7,H,4,A,1400.0,57.42,63.452,44855642,SHLF11656141,10,0.15,6,16,10,12,No-Filter,392576,0,1470,27494,747,1373,42675,-3947,7516,1486358,1608,574,3623,23198,51932,XRF2,1,2022-11-23,11:19:51,YEON,2022-12-15 20:33:25,
393,U1583,E,7,H,4,A,1450.0,57.470000000000006,63.502,44855642,SHLF11656141,10,0.15,6,16,10,12,No-Filter,394079,3,1410,27127,802,1662,45497,-4309,6730,1490268,1524,575,4055,22465,51956,XRF2,1,2022-11-23,11:20:16,YEON,2022-12-15 20:33:25,
393,U1583,E,7,H,4,A,1480.0,57.5,63.532,44855642,SHLF11656141,10,0.15,6,11,10,12,No-Filter,235156,-73,735,19854,498,942,29155,3874,3330,858186,865,545,1824,11741,37853,XRF2,1,2022-11-23,11:20:41,YEON,2022-12-15 20:33:25,
393,U1583,E,7,H,5,A,50.0,57.58,63.611999999999995,44855652,SHLF11656171,10,0.15,6,16,10,12,No-Filter,402002,8,1396,26628,674,1601,46334,-4080,6811,1528280,1434,915,2957,20276,52309,XRF2,1,2022-11-23,11:50:09,YEON,2022-12-15 20:33:27,
393,U1583,E,7,H,5,A,100.0,57.63,63.662,44855652,SHLF11656171,10,0.15,6,16,10,12,No-Filter,397493,4,1545,27772,734,1644,47318,-4371,8381,1500808,1853,586,3104,20888,52651,XRF2,1,2022-11-23,11:50:35,YEON,2022-12-15 20:33:27,
393,U1583,E,7,H,5,A,150.0,57.68,63.711999999999996,44855652,SHLF11656171,10,0.15,6,16,10,12,No-Filter,409344,-49,1936,32076,721,1641,45057,-4664,11985,1538596,2370,963,3567,25749,53207,XRF2,1,2022-11-23,11:51:00,YEON,2022-12-15 20:33:27,
393,U1583,E,7,H,5,A,200.0,57.730000000000004,63.762,44855652,SHLF11656171,10,0.15,6,16,10,12,No-Filter,405253,1,2012,32669,698,1374,45168,-4627,12290,1522218,2278,902,2609,25101,52994,XRF2,1,2022-11-23,11:51:25,YEON,2022-12-15 20:33:27,
393,U1583,E,7,H,5,A,250.0,57.78,63.812,44855652,SHLF11656171,10,0.15,6,16,10,12,No-Filter,394239,-33,2011,33343,631,1946,46336,-4643,12941,1467681,2607,568,3222,25744,52113,XRF2,1,2022-11-23,11:51:51,YEON,2022-12-15 20:33:27,
393,U1583,E,7,H,5,A,300.0,57.83,63.861999999999995,44855652,SHLF11656171,10,0.15,6,15,10,12,No-Filter,375305,-3,2417,36909,583,1475,42182,-4053,14948,1385350,2656,735,3024,29030,50809,XRF2,1,2022-11-23,11:52:16,YEON,2022-12-15 20:33:27,
393,U1583,E,7,H,5,A,350.0,57.88,63.912,44855652,SHLF11656171,10,0.15,6,14,10,12,No-Filter,349972,19,2644,41434,644,1636,44452,-4208,13662,1260050,2721,800,2902,28766,50308,XRF2,1,2022-11-23,11:52:40,YEON,2022-12-15 20:33:27,
393,U1583,E,7,H,5,A,400.0,57.93,63.961999999999996,44855652,SHLF11656171,10,0.15,6,15,10,12,No-Filter,381548,32,2261,35923,756,1360,43092,-4650,13023,1413228,2119,662,2916,27189,51798,XRF2,1,2022-11-23,11:53:04,YEON,2022-12-15 20:33:27,
393,U1583,E,7,H,5,A,450.0,57.980000000000004,64.012,44855652,SHLF11656171,10,0.15,6,16,10,12,No-Filter,403378,-62,1974,32609,737,1142,38533,-4225,10802,1525160,1907,616,4095,26609,51669,XRF2,1,2022-11-23,11:53:28,YEON,2022-12-15 20:33:27,
393,U1583,E,7,H,5,A,500.0,58.03,64.062,44855652,SHLF11656171,10,0.15,6,16,10,12,No-Filter,408894,-40,1879,30224,779,1453,41454,-4976,9633,1549743,1710,484,4192,25088,52635,XRF2,1,2022-11-23,11:53:54,YEON,2022-12-15 20:33:27,
393,U1583,E,7,H,5,A,550.0,58.08,64.112,44855652,SHLF11656171,10,0.15,6,16,10,12,No-Filter,392663,-44,1833,31099,797,1394,41585,-4179,10561,1476779,2031,568,4810,26781,51157,XRF2,1,2022-11-23,11:54:20,YEON,2022-12-15 20:33:27,
393,U1583,E,7,H,5,A,600.0,58.13,64.16199999999999,44855652,SHLF11656171,10,0.15,6,16,10,12,No-Filter,400537,-17,2108,33213,833,1482,41455,-4603,11995,1503372,2109,618,3830,27784,52145,XRF2,1,2022-11-23,11:54:45,YEON,2022-12-15 20:33:27,
393,U1583,E,7,H,5,A,650.0,58.18,64.212,44855652,SHLF11656171,10,0.15,6,15,10,12,No-Filter,380523,-59,1920,32943,727,1613,42418,-4213,12112,1421222,2324,513,2863,25176,51224,XRF2,1,2022-11-23,11:55:10,YEON,2022-12-15 20:33:27,
393,U1583,E,7,H,5,A,700.0,58.230000000000004,64.262,44855652,SHLF11656171,10,0.15,6,15,10,12,No-Filter,380745,-21,2064,32673,627,1625,42960,-4184,11738,1420489,2196,706,2781,24935,51395,XRF2,1,2022-11-23,11:55:35,YEON,2022-12-15 20:33:27,
393,U1583,E,7,H,5,A,750.0,58.28,64.312,44855652,SHLF11656171,10,0.15,6,15,10,12,No-Filter,381420,52,1964,31763,549,1605,40787,-3955,11069,1431471,2120,645,2171,23707,50763,XRF2,1,2022-11-23,11:55:59,YEON,2022-12-15 20:33:27,
393,U1583,E,7,H,5,A,790.0,58.32,64.352,44855652,SHLF11656171,10,0.15,6,16,10,12,No-Filter,388330,35,1835,31972,550,1283,39758,-4022,10332,1465030,1890,673,2986,24387,51050,XRF2,1,2022-11-23,11:56:24,YEON,2022-12-15 20:33:27,
393,U1583,E,7,H,5,A,850.0,58.38,64.41199999999999,44855652,SHLF11656171,10,0.15,6,16,10,12,No-Filter,400608,14,1618,29650,745,1331,39645,-4417,8230,1526576,1849,530,2758,21381,52513,XRF2,1,2022-11-23,11:56:49,YEON,2022-12-15 20:33:27,
393,U1583,E,7,H,5,A,900.0,58.43,64.462,44855652,SHLF11656171,10,0.15,6,16,10,12,No-Filter,394315,-33,1545,28032,496,1349,40963,-3936,7617,1502896,1519,836,2170,19226,51971,XRF2,1,2022-11-23,11:57:15,YEON,2022-12-15 20:33:27,
393,U1583,E,7,H,5,A,950.0,58.480000000000004,64.512,44855652,SHLF11656171,10,0.15,6,16,10,12,No-Filter,404229,-27,1708,28743,648,1510,43661,-4566,8461,1535020,1991,567,2677,21065,52667,XRF2,1,2022-11-23,11:57:40,YEON,2022-12-15 20:33:27,
393,U1583,E,7,H,5,A,1000.0,58.53,64.562,44855652,SHLF11656171,10,0.15,6,16,10,12,No-Filter,388548,64,1797,30644,735,1681,45218,-4579,10806,1456542,2301,792,2858,23480,52134,XRF2,1,2022-11-23,11:58:05,YEON,2022-12-15 20:33:27,
393,U1583,E,7,H,5,A,1050.0,58.58,64.612,44855652,SHLF11656171,10,0.15,6,16,10,12,No-Filter,396910,19,2106,33134,751,1671,46062,-4608,13449,1478624,2376,890,2551,26487,52533,XRF2,1,2022-11-23,11:58:30,YEON,2022-12-15 20:33:27,
393,U1583,E,7,H,5,A,1100.0,58.63,64.66199999999999,44855652,SHLF11656171,10,0.15,6,16,10,12,No-Filter,403374,14,1911,32317,722,1731,49382,-4708,12926,1500542,2698,642,3680,27305,52912,XRF2,1,2022-11-23,11:58:56,YEON,2022-12-15 20:33:27,
393,U1583,E,7,H,5,A,1150.0,58.68,64.712,44855652,SHLF11656171,10,0.15,6,17,10,12,No-Filter,420613,-34,1777,30946,756,1415,42817,-5073,10574,1594484,2032,614,4185,23807,53050,XRF2,1,2022-11-23,11:59:21,YEON,2022-12-15 20:33:27,
393,U1583,E,7,H,5,A,1200.0,58.730000000000004,64.762,44855652,SHLF11656171,10,0.15,6,17,10,12,No-Filter,424212,-18,1699,29654,638,1120,40641,-5323,9152,1621900,1847,455,4755,21898,53152,XRF2,1,2022-11-23,11:59:49,YEON,2022-12-15 20:33:27,
393,U1583,E,7,H,5,A,1250.0,58.78,64.812,44855652,SHLF11656171,10,0.15,6,17,10,12,No-Filter,419567,-43,1572,28259,611,1329,39285,-4728,8357,1609122,1373,713,4369,21008,52619,XRF2,1,2022-11-23,12:00:16,YEON,2022-12-15 20:33:27,
393,U1583,E,7,H,5,A,1300.0,58.83,64.862,44855652,SHLF11656171,10,0.15,6,17,10,12,No-Filter,420322,-21,2058,32101,804,1513,41287,-4805,11531,1592807,1815,583,4546,25060,52705,XRF2,1,2022-11-23,12:00:44,YEON,2022-12-15 20:33:27,
393,U1583,E,7,H,5,A,1360.0,58.89,64.922,44855652,SHLF11656171,10,0.15,6,15,10,12,No-Filter,381761,-15,2196,34269,774,1701,37633,-4048,14062,1429369,2163,888,3994,25940,49513,XRF2,1,2022-11-23,12:01:12,YEON,2022-12-15 20:33:27,
393,U1583,E,7,H,5,A,1400.0,58.93,64.962,44855652,SHLF11656171,10,0.15,6,16,10,12,No-Filter,395404,-40,2271,34759,610,1613,45935,-4762,14823,1462588,2634,586,3606,29503,51769,XRF2,1,2022-11-23,12:01:36,YEON,2022-12-15 20:33:27,
393,U1583,E,7,H,5,A,1450.0,58.980000000000004,65.012,44855652,SHLF11656171,10,0.15,6,16,10,12,No-Filter,399480,-31,2404,37165,835,1383,43117,-4630,15957,1482536,2805,1088,3712,29687,51575,XRF2,1,2022-11-23,12:02:01,YEON,2022-12-15 20:33:27,
393,U1583,E,7,H,5,A,1480.0,59.01,65.042,44855652,SHLF11656171,10,0.15,6,16,10,12,No-Filter,403197,2,2502,35587,829,1675,46015,-4666,15720,1493522,2470,898,4128,30149,51648,XRF2,1,2022-11-23,12:02:27,YEON,2022-12-15 20:33:27,
393,U1583,E,7,H,6,A,50.0,59.08,65.112,44855662,SHLF11656201,10,0.15,6,16,10,12,No-Filter,391868,1,1696,28590,747,1908,57081,-4825,11363,1444680,1981,557,4052,25735,52874,XRF2,1,2022-11-23,12:32:38,YEON,2022-12-15 20:33:29,
393,U1583,E,7,H,6,A,100.0,59.13,65.16199999999999,44855662,SHLF11656201,10,0.15,6,16,10,12,No-Filter,392409,-19,1572,28291,611,1777,53909,-4846,10503,1457739,1947,717,4253,24924,52874,XRF2,1,2022-11-23,12:33:03,YEON,2022-12-15 20:33:29,
393,U1583,E,7,H,6,A,150.0,59.18,65.212,44855662,SHLF11656201,10,0.15,6,15,10,12,No-Filter,378175,-14,1755,29977,800,1487,41119,-4558,10675,1419911,2026,879,3989,24093,50431,XRF2,1,2022-11-23,12:33:28,YEON,2022-12-15 20:33:29,
393,U1583,E,7,H,6,A,200.0,59.230000000000004,65.262,44855662,SHLF11656201,10,0.15,6,16,10,12,No-Filter,388536,-54,1826,31010,494,1420,43001,-4307,11406,1457945,2312,868,3556,24626,51165,XRF2,1,2022-11-23,12:33:53,YEON,2022-12-15 20:33:29,
393,U1583,E,7,H,6,A,250.0,59.28,65.312,44855662,SHLF11656201,10,0.15,6,16,10,12,No-Filter,403141,-8,1905,31776,828,1701,44902,-4543,12276,1515360,2290,716,3867,24469,51678,XRF2,1,2022-11-23,12:34:18,YEON,2022-12-15 20:33:29,
393,U1583,E,7,H,6,A,300.0,59.33,65.362,44855662,SHLF11656201,10,0.15,6,16,10,12,No-Filter,406838,-19,1866,30877,677,1491,42739,-4767,11493,1537064,2163,622,3619,24486,52404,XRF2,1,2022-11-23,12:34:43,YEON,2022-12-15 20:33:29,
393,U1583,E,7,H,6,A,350.0,59.38,65.41199999999999,44855662,SHLF11656201,10,0.15,6,16,10,12,No-Filter,412350,-35,1765,30430,1174,1789,45093,-4551,10695,1556829,2077,839,4201,23921,52641,XRF2,1,2022-11-23,12:35:09,YEON,2022-12-15 20:33:29,
393,U1583,E,7,H,6,A,400.0,59.43,65.462,44855662,SHLF11656201,10,0.15,6,16,10,12,No-Filter,396495,14,1585,28866,744,1869,48778,-4552,9461,1488674,1944,651,4340,23585,51351,XRF2,1,2022-11-23,12:35:35,YEON,2022-12-15 20:33:29,
393,U1583,E,7,H,6,A,450.0,59.480000000000004,65.512,44855662,SHLF11656201,10,0.15,6,16,10,12,No-Filter,404947,-12,1931,30428,739,1396,45017,-4746,10747,1525509,1886,801,3466,24264,52376,XRF2,1,2022-11-23,12:36:00,YEON,2022-12-15 20:33:29,
393,U1583,E,7,H,6,A,500.0,59.53,65.562,44855662,SHLF11656201,10,0.15,6,16,10,12,No-Filter,410572,-59,1937,31628,792,1512,42337,-4510,11529,1550316,2159,977,3497,24564,51958,XRF2,1,2022-11-23,12:36:25,YEON,2022-12-15 20:33:29,
393,U1583,E,7,H,6,A,550.0,59.58,65.612,44855662,SHLF11656201,10,0.15,6,16,10,12,No-Filter,395552,-8,1881,32235,695,1509,43330,-4319,12049,1483561,1984,502,3374,24733,51439,XRF2,1,2022-11-23,12:36:51,YEON,2022-12-15 20:33:29,
393,U1583,E,7,H,6,A,600.0,59.63,65.66199999999999,44855662,SHLF11656201,10,0.15,6,16,10,12,No-Filter,393066,-12,2000,32723,722,1679,46472,-4708,11604,1464457,2341,706,3380,25501,52056,XRF2,1,2022-11-23,12:37:16,YEON,2022-12-15 20:33:29,
393,U1583,E,7,H,6,A,650.0,59.68,65.712,44855662,SHLF11656201,10,0.15,6,16,10,12,No-Filter,401621,9,1868,31423,715,1410,43427,-4632,11184,1511874,2052,932,3117,23343,52122,XRF2,1,2022-11-23,12:37:41,YEON,2022-12-15 20:33:29,
393,U1583,E,7,H,6,A,700.0,59.730000000000004,65.762,44855662,SHLF11656201,10,0.15,6,16,10,12,No-Filter,402844,-34,1712,29696,755,1869,49163,-4686,10310,1512084,2053,676,3167,22949,52840,XRF2,1,2022-11-23,12:38:07,YEON,2022-12-15 20:33:29,
393,U1583,E,7,H,6,A,750.0,59.78,65.812,44855662,SHLF11656201,10,0.15,6,16,10,12,No-Filter,394706,27,1905,30924,799,1424,44762,-4291,11054,1482615,1909,404,3581,23699,52197,XRF2,1,2022-11-23,12:38:33,YEON,2022-12-15 20:33:29,
393,U1583,E,7,H,6,A,800.0,59.83,65.862,44855662,SHLF11656201,10,0.15,6,16,10,12,No-Filter,389150,-50,1751,30394,621,1477,43042,-4039,11041,1461470,1958,538,3657,24330,51784,XRF2,1,2022-11-23,12:38:58,YEON,2022-12-15 20:33:29,
393,U1583,E,7,H,6,A,850.0,59.88,65.91199999999999,44855662,SHLF11656201,10,0.15,6,15,10,12,No-Filter,377094,-4,1629,29925,708,1602,44012,-3830,10985,1407559,2293,581,3868,25212,50728,XRF2,1,2022-11-23,12:39:23,YEON,2022-12-15 20:33:29,
393,U1583,E,7,H,6,A,900.0,59.93,65.962,44855662,SHLF11656201,10,0.15,6,15,10,12,No-Filter,386187,-21,1876,31127,693,1247,42599,-4024,12021,1435935,2040,401,4136,26806,50538,XRF2,1,2022-11-23,12:39:48,YEON,2022-12-15 20:33:29,
393,U1583,E,7,H,6,A,950.0,59.980000000000004,66.012,44855662,SHLF11656201,10,0.15,6,16,10,12,No-Filter,397833,-36,1986,33563,651,1393,40858,-4775,13211,1488945,2506,980,4421,28083,51881,XRF2,1,2022-11-23,12:40:12,YEON,2022-12-15 20:33:29,
393,U1583,E,7,H,6,A,1000.0,60.03,66.062,44855662,SHLF11656201,10,0.15,6,16,10,12,No-Filter,394953,-2,1924,31025,706,1539,41653,-4574,11083,1489680,2322,952,3220,24312,50414,XRF2,1,2022-11-23,12:40:37,YEON,2022-12-15 20:33:29,
393,U1583,E,7,H,6,A,1050.0,60.08,66.112,44855662,SHLF11656201,10,0.15,6,16,10,12,No-Filter,395531,17,2038,33322,848,1383,39372,-4780,13016,1484261,2369,604,4158,27340,51476,XRF2,1,2022-11-23,12:41:03,YEON,2022-12-15 20:33:29,
393,U1583,E,7,H,6,A,1100.0,60.13,66.16199999999999,44855662,SHLF11656201,10,0.15,6,16,10,12,No-Filter,412473,-17,2081,33179,488,1174,40880,-4589,11922,1555390,2143,804,3598,26258,51598,XRF2,1,2022-11-23,12:41:28,YEON,2022-12-15 20:33:29,
393,U1583,E,7,H,6,A,1150.0,60.18,66.212,44855662,SHLF11656201,10,0.15,6,16,10,12,No-Filter,401280,20,2078,32703,633,1301,40255,-4080,11576,1510588,2178,719,4278,27158,50689,XRF2,1,2022-11-23,12:41:53,YEON,2022-12-15 20:33:29,
393,U1583,E,7,H,6,A,1190.0,60.22,66.252,44855662,SHLF11656201,10,0.15,6,16,10,12,No-Filter,406129,-2,1915,31542,729,1645,45593,-4532,11138,1522645,2353,753,4265,26659,50744,XRF2,1,2022-11-23,12:42:19,YEON,2022-12-15 20:33:29,
393,U1583,E,8,H,3,A,50.0,64.05,71.582,44855672,SHLF11656531,10,0.15,6,16,10,12,No-Filter,408100,-5,1840,29649,911,1740,47324,-4128,10510,1531468,2108,680,6332,24664,52709,XRF2,1,2022-11-23,15:21:46,YEON,2022-12-15 20:33:31,
393,U1583,E,8,H,3,A,100.0,64.1,71.63199999999999,44855672,SHLF11656531,10,0.15,6,16,10,12,No-Filter,392542,9,1644,28864,700,1942,53890,-4919,10345,1457053,2147,538,5173,24647,52234,XRF2,1,2022-11-23,15:22:12,YEON,2022-12-15 20:33:31,
393,U1583,E,8,H,3,A,150.0,64.15,71.682,44855672,SHLF11656531,10,0.15,6,16,10,12,No-Filter,394919,-48,1782,30293,767,1643,46642,-4684,10085,1479156,2162,817,5252,23499,51871,XRF2,1,2022-11-23,15:22:38,YEON,2022-12-15 20:33:31,
393,U1583,E,8,H,3,A,200.0,64.2,71.732,44855672,SHLF11656531,10,0.15,6,15,10,12,No-Filter,386732,-23,1512,28290,790,1766,47475,-4641,8563,1448979,2142,693,5263,21968,52159,XRF2,1,2022-11-23,15:23:03,YEON,2022-12-15 20:33:31,
393,U1583,E,8,H,3,A,250.0,64.25,71.782,44855672,SHLF11656531,10,0.15,6,16,10,12,No-Filter,408606,-60,1676,29470,862,1563,43494,-4887,8871,1546774,1851,354,5880,22430,52962,XRF2,1,2022-11-23,15:23:28,YEON,2022-12-15 20:33:31,
393,U1583,E,8,H,3,A,300.0,64.3,71.832,44855672,SHLF11656531,10,0.15,6,16,10,12,No-Filter,399823,-9,1408,27189,675,1457,44997,-4566,7933,1509429,1705,642,6990,22713,52371,XRF2,1,2022-11-23,15:23:54,YEON,2022-12-15 20:33:31,
393,U1583,E,8,H,3,A,350.0,64.35,71.88199999999999,44855672,SHLF11656531,10,0.15,6,16,10,12,No-Filter,403225,16,1511,27473,838,1657,47485,-4931,8681,1517349,1653,415,7306,24360,52509,XRF2,1,2022-11-23,15:24:20,YEON,2022-12-15 20:33:31,
393,U1583,E,8,H,3,A,400.0,64.4,71.932,44855672,SHLF11656531,10,0.15,6,16,10,12,No-Filter,392274,9,1540,27692,787,1793,47916,-5144,8958,1468723,1820,449,6869,24335,52911,XRF2,1,2022-11-23,15:24:46,YEON,2022-12-15 20:33:31,
393,U1583,E,8,H,3,A,450.0,64.45,71.982,44855672,SHLF11656531,10,0.15,6,16,10,12,No-Filter,389237,20,2007,31670,652,1600,47657,-5110,12154,1442622,2467,811,6404,27456,52321,XRF2,1,2022-11-23,15:25:11,YEON,2022-12-15 20:33:31,
393,U1583,E,8,H,3,A,500.0,64.5,72.032,44855672,SHLF11656531,10,0.15,6,16,10,12,No-Filter,393978,-57,1895,31641,785,1730,46759,-4566,12415,1462535,2137,741,5913,27975,52007,XRF2,1,2022-11-23,15:25:37,YEON,2022-12-15 20:33:31,
