Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),CSF-A (m),CSF-A (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,Mg-Ka Area,Al-Ka Area,Si-Ka Area,P -Ka Area,S -Ka Area,Cl-Ka Area,Ar-Ka Area,K -Ka Area,Ca-Ka Area,Ti-Ka Area,Cr-Ka Area,Mn-Ka Area,Fe-Ka Area,Rh-La-Coh Area,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
395E,U1561,A,2,H,5,A,300.0,13.010000000000002,13.010000000000002,44834102,SHLF10902821,10,0.16,6,10,10,12,No-Filter,190230,269,12984,127239,792,1491,31569,-2456,94666,21822,27143,825,25577,274719,45216,XRF2,1,2022-08-26,10:40:20,YEON,2022-09-02 18:11:52,
395E,U1561,A,2,H,5,A,350.0,13.06,13.06,44834102,SHLF10902821,10,0.16,6,10,10,12,No-Filter,188769,274,13536,127464,807,1431,32987,-2513,93175,21671,27323,688,23691,269285,45710,XRF2,1,2022-08-26,10:40:41,YEON,2022-09-02 18:11:52,
395E,U1561,A,2,H,5,A,400.0,13.110000000000001,13.110000000000001,44834102,SHLF10902821,10,0.16,6,10,10,12,No-Filter,189917,298,13512,127879,903,1520,32916,-3022,94003,21782,27478,950,23767,270972,46060,XRF2,1,2022-08-26,10:41:01,YEON,2022-09-02 18:11:52,
395E,U1561,A,2,H,5,A,450.0,13.16,13.16,44834102,SHLF10902821,10,0.16,6,10,10,12,No-Filter,184833,292,13124,125550,849,1368,32028,-2517,90902,20628,26810,442,22850,261641,45130,XRF2,1,2022-08-26,10:41:21,YEON,2022-09-02 18:11:52,
395E,U1561,A,2,H,5,A,500.0,13.21,13.21,44834102,SHLF10902821,10,0.16,6,10,10,12,No-Filter,187150,218,13438,127886,986,1588,31456,-2785,94548,21051,26975,491,24268,265552,44842,XRF2,1,2022-08-26,10:41:42,YEON,2022-09-02 18:11:52,
395E,U1561,A,2,H,5,A,550.0,13.260000000000002,13.260000000000002,44834102,SHLF10902821,10,0.16,6,10,10,12,No-Filter,187622,325,13338,128454,921,1250,31341,-2716,93291,21691,27404,888,22162,269531,44500,XRF2,1,2022-08-26,10:42:02,YEON,2022-09-02 18:11:52,
395E,U1561,A,2,H,5,A,600.0,13.31,13.31,44834102,SHLF10902821,10,0.16,6,10,10,12,No-Filter,190790,233,13648,130580,959,1452,31942,-2846,94565,21629,27444,672,24107,274231,45958,XRF2,1,2022-08-26,10:42:22,YEON,2022-09-02 18:11:52,
395E,U1561,A,2,H,5,A,650.0,13.360000000000001,13.360000000000001,44834102,SHLF10902821,10,0.16,6,10,10,12,No-Filter,193092,286,14073,133629,928,1361,31737,-2953,94962,22447,28021,679,24538,276073,46176,XRF2,1,2022-08-26,10:42:43,YEON,2022-09-02 18:11:52,
395E,U1561,A,2,H,5,A,700.0,13.41,13.41,44834102,SHLF10902821,10,0.16,6,10,10,12,No-Filter,190592,244,13469,131182,903,1427,30943,-2412,96138,20878,27867,753,23419,273611,44528,XRF2,1,2022-08-26,10:43:03,YEON,2022-09-02 18:11:52,
395E,U1561,A,2,H,5,A,750.0,13.46,13.46,44834102,SHLF10902821,10,0.16,6,10,10,12,No-Filter,194196,353,14286,134931,871,1598,32222,-3043,97138,20629,28161,1036,22448,279779,46317,XRF2,1,2022-08-26,10:43:23,YEON,2022-09-02 18:11:52,
395E,U1561,A,2,H,5,A,800.0,13.510000000000002,13.510000000000002,44834102,SHLF10902821,10,0.16,6,10,10,12,No-Filter,192723,265,14463,136004,1007,1458,30247,-3009,97405,21239,28023,745,22548,277208,45858,XRF2,1,2022-08-26,10:43:43,YEON,2022-09-02 18:11:52,
395E,U1561,A,2,H,5,A,850.0,13.56,13.56,44834102,SHLF10902821,10,0.16,6,10,10,12,No-Filter,191651,212,13872,132672,887,1300,30466,-2896,96805,20859,27224,878,25862,275543,45308,XRF2,1,2022-08-26,10:44:04,YEON,2022-09-02 18:11:52,
395E,U1561,A,2,H,5,A,900.0,13.610000000000001,13.610000000000001,44834102,SHLF10902821,10,0.16,6,10,10,12,No-Filter,189959,289,13888,133180,810,1335,30250,-2819,96937,19507,27216,632,22923,272919,45248,XRF2,1,2022-08-26,10:44:24,YEON,2022-09-02 18:11:52,
395E,U1561,A,2,H,5,A,950.0,13.66,13.66,44834102,SHLF10902821,10,0.16,6,10,10,12,No-Filter,191658,343,14401,133346,938,1542,31438,-3401,96862,20152,27560,700,22676,276709,45845,XRF2,1,2022-08-26,10:44:44,YEON,2022-09-02 18:11:52,
395E,U1561,A,2,H,5,A,1000.0,13.71,13.71,44834102,SHLF10902821,10,0.16,6,10,10,12,No-Filter,190874,299,13762,131197,967,1445,30841,-2732,95630,22647,27216,518,27615,272628,44840,XRF2,1,2022-08-26,10:45:05,YEON,2022-09-02 18:11:52,
395E,U1561,A,2,H,5,A,1050.0,13.760000000000002,13.760000000000002,44834102,SHLF10902821,10,0.16,6,10,10,12,No-Filter,191193,284,13829,133250,1130,1445,30818,-3073,96396,22098,27567,774,24116,274751,45558,XRF2,1,2022-08-26,10:45:25,YEON,2022-09-02 18:11:52,
395E,U1561,A,2,H,5,A,1100.0,13.81,13.81,44834102,SHLF10902821,10,0.16,6,10,10,12,No-Filter,188638,323,13577,130001,1265,1534,30397,-2582,94367,23516,26840,799,24997,269471,44701,XRF2,1,2022-08-26,10:45:45,YEON,2022-09-02 18:11:52,
395E,U1561,A,2,H,5,A,1150.0,13.860000000000001,13.860000000000001,44834102,SHLF10902821,10,0.16,6,10,10,12,No-Filter,189764,296,13562,131602,1027,1442,30867,-2907,95500,21896,27450,669,23385,273008,44766,XRF2,1,2022-08-26,10:46:05,YEON,2022-09-02 18:11:52,
395E,U1561,A,2,H,5,A,1200.0,13.91,13.91,44834102,SHLF10902821,10,0.16,6,10,10,12,No-Filter,182730,202,12924,125527,1003,1281,28835,-1966,93195,20843,26453,804,20180,262881,43977,XRF2,1,2022-08-26,10:46:25,YEON,2022-09-02 18:11:52,
395E,U1561,A,2,H,5,A,1250.0,13.96,13.96,44834102,SHLF10902821,10,0.16,6,10,10,12,No-Filter,180386,281,12726,120372,876,1282,30510,-1945,88537,20543,25945,782,22366,257939,43964,XRF2,1,2022-08-26,10:46:46,YEON,2022-09-02 18:11:52,
395E,U1561,A,2,H,5,A,1300.0,14.010000000000002,14.010000000000002,44834102,SHLF10902821,10,0.16,6,9,10,12,No-Filter,175729,182,11876,116867,913,1304,29124,-1254,85327,20548,24833,554,24538,248971,42737,XRF2,1,2022-08-26,10:47:06,YEON,2022-09-02 18:11:52,
395E,U1561,A,2,H,5,A,1350.0,14.06,14.06,44834102,SHLF10902821,10,0.16,6,9,10,12,No-Filter,171816,226,11168,114378,769,1278,27961,-888,83343,20182,23922,492,22506,242594,42715,XRF2,1,2022-08-26,10:47:26,YEON,2022-09-02 18:11:52,
395E,U1561,A,2,H,5,A,1400.0,14.110000000000001,14.110000000000001,44834102,SHLF10902821,10,0.16,6,9,10,12,No-Filter,172885,246,11449,113372,795,1253,28079,-1183,85275,19631,24716,637,22176,246803,42450,XRF2,1,2022-08-26,10:47:46,YEON,2022-09-02 18:11:52,
395E,U1561,A,2,H,5,A,1450.0,14.16,14.16,44834102,SHLF10902821,10,0.16,6,9,10,12,No-Filter,171906,179,11418,114312,936,1137,26595,-520,84298,20179,24320,709,22643,244743,42111,XRF2,1,2022-08-26,10:48:07,YEON,2022-09-02 18:11:52,
395E,U1561,A,2,H,5,A,1490.0,14.200000000000001,14.200000000000001,44834102,SHLF10902821,10,0.16,6,9,10,12,No-Filter,171827,223,11252,113245,847,1106,25963,-1075,85161,19709,24718,665,26065,242644,42676,XRF2,1,2022-08-26,10:48:27,YEON,2022-09-02 18:11:52,
395E,U1561,A,2,H,6,A,50.0,14.270000000000001,14.270000000000001,44834112,SHLF10902851,10,0.16,6,10,10,12,No-Filter,187764,210,13211,128431,1028,1617,30664,-2527,93819,22559,27222,996,24139,267779,45472,XRF2,1,2022-08-26,11:17:48,YEON,2022-09-02 18:11:54,
395E,U1561,A,2,H,6,A,100.0,14.32,14.32,44834112,SHLF10902851,10,0.16,6,10,10,12,No-Filter,183850,258,12722,125305,1021,1580,30676,-2222,92938,22132,26813,587,22509,259517,44744,XRF2,1,2022-08-26,11:18:09,YEON,2022-09-02 18:11:54,
395E,U1561,A,2,H,6,A,150.0,14.370000000000001,14.370000000000001,44834112,SHLF10902851,10,0.16,6,10,10,12,No-Filter,187073,280,13399,130465,910,1333,29236,-2226,94591,21464,27337,611,22442,267972,44539,XRF2,1,2022-08-26,11:18:29,YEON,2022-09-02 18:11:54,
395E,U1561,A,2,H,6,A,200.0,14.42,14.42,44834112,SHLF10902851,10,0.16,6,10,10,12,No-Filter,190546,283,14090,132221,879,1752,31113,-3093,97047,20128,27899,1040,20375,275652,46292,XRF2,1,2022-08-26,11:18:49,YEON,2022-09-02 18:11:54,
395E,U1561,A,2,H,6,A,255.0,14.475000000000001,14.475000000000001,44834112,SHLF10902851,10,0.16,6,10,10,12,No-Filter,185581,212,13415,129810,1022,1492,30102,-2354,95339,19993,27156,668,19572,266057,44944,XRF2,1,2022-08-26,11:19:10,YEON,2022-09-02 18:11:54,
395E,U1561,A,2,H,6,A,300.0,14.520000000000001,14.520000000000001,44834112,SHLF10902851,10,0.16,6,10,10,12,No-Filter,186973,255,13529,128239,896,1511,30696,-2386,95585,19566,27017,732,22410,269134,45280,XRF2,1,2022-08-26,11:19:30,YEON,2022-09-02 18:11:54,
395E,U1561,A,2,H,6,A,350.0,14.57,14.57,44834112,SHLF10902851,10,0.16,6,10,10,12,No-Filter,188098,287,13646,129258,930,1564,31162,-2541,94643,19519,27451,253,21850,270914,45894,XRF2,1,2022-08-26,11:19:50,YEON,2022-09-02 18:11:54,
395E,U1561,A,2,H,6,A,400.0,14.620000000000001,14.620000000000001,44834112,SHLF10902851,10,0.16,6,10,10,12,No-Filter,186269,321,13309,129360,915,1345,30878,-2788,92400,19800,27160,544,23356,265642,45320,XRF2,1,2022-08-26,11:20:11,YEON,2022-09-02 18:11:54,
395E,U1561,A,2,H,6,A,450.0,14.67,14.67,44834112,SHLF10902851,10,0.16,6,10,10,12,No-Filter,190455,240,14091,132906,841,1460,29710,-2788,98374,18329,27512,823,23556,276400,45836,XRF2,1,2022-08-26,11:20:31,YEON,2022-09-02 18:11:54,
395E,U1561,A,2,H,6,A,500.0,14.72,14.72,44834112,SHLF10902851,10,0.16,6,10,10,12,No-Filter,189203,279,13911,132071,783,1407,29249,-2597,98924,18098,27883,668,22758,275761,45868,XRF2,1,2022-08-26,11:20:51,YEON,2022-09-02 18:11:54,
395E,U1561,A,2,H,6,A,550.0,14.770000000000001,14.770000000000001,44834112,SHLF10902851,10,0.16,6,10,10,12,No-Filter,191127,351,14791,136024,839,1292,28998,-2918,99544,18620,27960,1053,23607,276454,45222,XRF2,1,2022-08-26,11:21:12,YEON,2022-09-02 18:11:54,
395E,U1561,A,2,H,6,A,600.0,14.82,14.82,44834112,SHLF10902851,10,0.16,6,10,10,12,No-Filter,190778,295,14244,135979,1028,1462,29116,-2943,98466,20292,28080,809,22975,273472,45433,XRF2,1,2022-08-26,11:21:32,YEON,2022-09-02 18:11:54,
395E,U1561,A,2,H,6,A,650.0,14.870000000000001,14.870000000000001,44834112,SHLF10902851,10,0.16,6,10,10,12,No-Filter,186948,313,13726,130847,888,1528,29731,-2425,96611,19289,27179,854,23990,266413,45059,XRF2,1,2022-08-26,11:21:52,YEON,2022-09-02 18:11:54,
395E,U1561,A,2,H,6,A,700.0,14.92,14.92,44834112,SHLF10902851,10,0.16,6,10,10,12,No-Filter,184933,244,13522,129907,699,1257,28476,-2483,96636,18072,27024,552,22501,264337,45005,XRF2,1,2022-08-26,11:22:13,YEON,2022-09-02 18:11:54,
395E,U1561,A,2,H,6,A,744.0,14.964,14.964,44834112,SHLF10902851,10,0.16,6,10,10,12,No-Filter,180527,228,13171,127019,746,1168,26224,-1859,94723,17355,26398,841,22957,257750,44010,XRF2,1,2022-08-26,11:22:33,YEON,2022-09-02 18:11:54,
395E,U1561,A,2,H,6,A,800.0,15.020000000000001,15.020000000000001,44834112,SHLF10902851,10,0.16,6,10,10,12,No-Filter,182820,249,13641,129379,874,1220,26123,-2181,96289,18117,26997,690,20730,262564,44898,XRF2,1,2022-08-26,11:22:53,YEON,2022-09-02 18:11:54,
395E,U1561,A,2,H,6,A,840.0,15.06,15.06,44834112,SHLF10902851,10,0.16,6,9,10,12,No-Filter,178677,218,12701,124111,933,1213,26348,-1380,93085,18293,26001,776,21801,255816,43472,XRF2,1,2022-08-26,11:23:14,YEON,2022-09-02 18:11:54,
395E,U1561,A,2,H,6,A,900.0,15.120000000000001,15.120000000000001,44834112,SHLF10902851,10,0.16,6,9,10,12,No-Filter,179107,232,12883,126590,825,1086,25127,-1221,93874,17962,26078,595,24037,254412,43490,XRF2,1,2022-08-26,11:23:34,YEON,2022-09-02 18:11:54,
395E,U1561,A,2,H,6,A,950.0,15.17,15.17,44834112,SHLF10902851,10,0.16,6,10,10,12,No-Filter,180280,276,13220,125889,657,1302,26752,-1824,95503,17155,26586,713,19312,260381,44534,XRF2,1,2022-08-26,11:23:54,YEON,2022-09-02 18:11:54,
395E,U1561,A,2,H,6,A,1000.0,15.22,15.22,44834112,SHLF10902851,10,0.16,6,10,10,12,No-Filter,182966,231,13872,128596,707,1297,26866,-2223,98136,17087,26841,515,19147,265096,44069,XRF2,1,2022-08-26,11:24:15,YEON,2022-09-02 18:11:54,
395E,U1561,A,2,H,6,A,1050.0,15.270000000000001,15.270000000000001,44834112,SHLF10902851,10,0.16,6,10,10,12,No-Filter,181303,243,13529,129528,690,1129,25562,-1863,96723,17110,26692,673,19619,261489,43942,XRF2,1,2022-08-26,11:24:35,YEON,2022-09-02 18:11:54,
395E,U1561,A,2,H,6,A,1100.0,15.32,15.32,44834112,SHLF10902851,10,0.16,6,10,10,12,No-Filter,181580,269,13335,127867,748,1308,27037,-2035,96461,17113,26726,785,18479,263081,43866,XRF2,1,2022-08-26,11:24:55,YEON,2022-09-02 18:11:54,
395E,U1561,A,2,H,6,A,1150.0,15.370000000000001,15.370000000000001,44834112,SHLF10902851,10,0.16,6,10,10,12,No-Filter,184944,223,13846,130961,691,1091,26019,-2047,97690,16608,27209,466,22350,267848,44593,XRF2,1,2022-08-26,11:25:16,YEON,2022-09-02 18:11:54,
395E,U1561,A,2,H,6,A,1200.0,15.42,15.42,44834112,SHLF10902851,10,0.16,6,10,10,12,No-Filter,184983,296,13840,129230,812,1261,27075,-2005,98306,17313,27465,865,22179,269049,44308,XRF2,1,2022-08-26,11:25:36,YEON,2022-09-02 18:11:54,
395E,U1561,A,2,H,6,A,1255.0,15.475000000000001,15.475000000000001,44834112,SHLF10902851,10,0.16,6,9,10,12,No-Filter,176163,231,12820,123497,751,1199,25153,-1092,94574,16044,25994,562,17250,256263,42954,XRF2,1,2022-08-26,11:25:56,YEON,2022-09-02 18:11:54,
395E,U1561,A,2,H,6,A,1300.0,15.520000000000001,15.520000000000001,44834112,SHLF10902851,10,0.16,6,9,10,12,No-Filter,177037,226,12699,121617,709,1217,25169,-1073,93232,16892,25881,701,21025,255517,43250,XRF2,1,2022-08-26,11:26:17,YEON,2022-09-02 18:11:54,
395E,U1561,A,2,H,6,A,1350.0,15.57,15.57,44834112,SHLF10902851,10,0.16,6,10,10,12,No-Filter,179840,238,13197,127535,780,1041,25526,-1557,94741,17231,27016,636,18776,260265,43596,XRF2,1,2022-08-26,11:26:37,YEON,2022-09-02 18:11:54,
395E,U1561,A,2,H,6,A,1400.0,15.620000000000001,15.620000000000001,44834112,SHLF10902851,10,0.16,6,9,10,12,No-Filter,176420,248,12756,123892,745,1058,24057,-884,93685,16513,25762,900,20528,255554,42582,XRF2,1,2022-08-26,11:26:58,YEON,2022-09-02 18:11:54,
395E,U1561,A,2,H,6,A,1450.0,15.67,15.67,44834112,SHLF10902851,10,0.16,6,10,10,12,No-Filter,180323,267,13096,127144,772,1178,25272,-1347,94914,17750,26523,948,19886,260912,42923,XRF2,1,2022-08-26,11:27:18,YEON,2022-09-02 18:11:54,
395E,U1561,A,2,H,6,A,1485.0,15.705,15.705,44834112,SHLF10902851,10,0.16,6,10,10,12,No-Filter,192262,347,15048,139270,737,1295,27296,-2933,103091,18221,28539,638,20102,282458,44414,XRF2,1,2022-08-26,11:27:38,YEON,2022-09-02 18:11:54,
395E,U1561,A,2,H,7,A,50.0,15.770000000000001,15.770000000000001,44834122,SHLF10902881,10,0.16,6,10,10,12,No-Filter,197385,267,15062,141000,987,1410,30333,-3044,105479,20661,28730,819,21161,285870,47088,XRF2,1,2022-08-26,11:54:52,YEON,2022-09-02 18:11:56,
395E,U1561,A,2,H,7,A,100.0,15.82,15.82,44834122,SHLF10902881,10,0.16,6,10,10,12,No-Filter,193552,269,14558,138079,910,1398,28778,-2866,103132,20790,28230,877,18510,282080,46048,XRF2,1,2022-08-26,11:55:12,YEON,2022-09-02 18:11:56,
395E,U1561,A,2,H,7,A,145.0,15.865,15.865,44834122,SHLF10902881,10,0.16,6,10,10,12,No-Filter,188504,313,14045,133086,888,1426,28649,-2257,100407,20304,27516,556,20140,272205,44156,XRF2,1,2022-08-26,11:55:33,YEON,2022-09-02 18:11:56,
395E,U1561,A,2,H,7,A,200.0,15.92,15.92,44834122,SHLF10902881,10,0.16,6,10,10,12,No-Filter,190029,317,14073,133839,917,1292,29223,-2770,101091,19764,27801,699,20766,276204,45049,XRF2,1,2022-08-26,11:55:53,YEON,2022-09-02 18:11:56,
395E,U1561,A,2,H,7,A,250.0,15.97,15.97,44834122,SHLF10902881,10,0.16,6,10,10,12,No-Filter,188194,255,13605,129779,954,1413,29511,-2562,98872,21272,27011,875,23770,270867,44686,XRF2,1,2022-08-26,11:56:14,YEON,2022-09-02 18:11:56,
395E,U1561,A,2,H,7,A,300.0,16.02,16.02,44834122,SHLF10902881,10,0.16,6,10,10,12,No-Filter,188077,289,13257,128789,992,1212,28771,-2355,98589,21838,27190,555,23401,269044,45266,XRF2,1,2022-08-26,11:56:34,YEON,2022-09-02 18:11:56,
395E,U1561,A,2,H,7,A,350.0,16.07,16.07,44834122,SHLF10902881,10,0.16,6,10,10,12,No-Filter,190269,265,13868,132869,1110,1442,29386,-3089,99192,21477,27765,595,22132,273744,45277,XRF2,1,2022-08-26,11:56:54,YEON,2022-09-02 18:11:56,
395E,U1561,A,2,H,7,A,400.0,16.12,16.12,44834122,SHLF10902881,10,0.16,6,10,10,12,No-Filter,184144,285,13108,125646,1016,1502,28773,-2440,95482,20510,26666,547,20917,266485,43951,XRF2,1,2022-08-26,11:57:15,YEON,2022-09-02 18:11:56,
395E,U1561,A,2,H,7,A,450.0,16.17,16.17,44834122,SHLF10902881,10,0.16,6,10,10,12,No-Filter,188509,301,13414,129856,1006,1422,30134,-2829,96427,21761,26889,580,23646,272240,45376,XRF2,1,2022-08-26,11:57:35,YEON,2022-09-02 18:11:56,
395E,U1561,A,2,H,7,A,500.0,16.22,16.22,44834122,SHLF10902881,10,0.16,6,10,10,12,No-Filter,189927,301,13780,129284,1092,1543,30849,-2801,97724,21904,27348,788,23334,275119,44975,XRF2,1,2022-08-26,11:57:56,YEON,2022-09-02 18:11:56,
395E,U1561,A,2,H,7,A,550.0,16.27,16.27,44834122,SHLF10902881,10,0.16,6,10,10,12,No-Filter,188421,285,13445,129161,828,1319,29555,-2468,97779,20696,27126,716,23969,272126,45031,XRF2,1,2022-08-26,11:58:16,YEON,2022-09-02 18:11:56,
395E,U1561,A,2,H,7,A,600.0,16.32,16.32,44834122,SHLF10902881,10,0.16,6,10,10,12,No-Filter,188797,259,14182,131014,906,1575,28585,-2530,99325,19577,27438,625,21325,275536,44338,XRF2,1,2022-08-26,11:58:37,YEON,2022-09-02 18:11:56,
395E,U1561,A,2,H,7,A,630.0,16.35,16.35,44834122,SHLF10902881,10,0.16,6,10,10,12,No-Filter,202235,311,15865,146131,883,1264,29159,-3066,107611,21204,29699,1027,21971,298406,45570,XRF2,1,2022-08-26,11:58:57,YEON,2022-09-02 18:11:56,
395E,U1561,A,3,H,1,A,50.0,16.25,16.25,44834132,SHLF10903051,10,0.16,6,10,10,12,No-Filter,181459,261,12487,122029,634,1425,29118,-1684,94621,19105,26463,792,21164,262666,43289,XRF2,1,2022-08-26,12:13:26,YEON,2022-09-02 18:11:58,
395E,U1561,A,3,H,1,A,100.0,16.3,16.3,44834132,SHLF10903051,10,0.16,6,10,10,12,No-Filter,185453,248,12698,124723,657,1389,30830,-2043,97325,18331,27310,926,19052,269419,44424,XRF2,1,2022-08-26,12:13:46,YEON,2022-09-02 18:11:58,
395E,U1561,A,3,H,1,A,150.0,16.349999999999998,16.349999999999998,44834132,SHLF10903051,10,0.16,6,10,10,12,No-Filter,186492,201,13313,126985,749,1378,30307,-2461,99914,17847,27852,816,17554,270322,45494,XRF2,1,2022-08-26,12:14:07,YEON,2022-09-02 18:11:58,
395E,U1561,A,3,H,1,A,200.0,16.4,16.4,44834132,SHLF10903051,10,0.16,6,10,10,12,No-Filter,188284,208,13912,129932,662,1294,29460,-2751,102563,17540,27273,504,18128,273756,45214,XRF2,1,2022-08-26,12:14:27,YEON,2022-09-02 18:11:58,
395E,U1561,A,3,H,1,A,250.0,16.45,16.45,44834132,SHLF10903051,10,0.16,6,10,10,12,No-Filter,191760,246,14395,132863,743,1252,30915,-3053,103266,18941,27949,896,21387,276000,46100,XRF2,1,2022-08-26,12:14:48,YEON,2022-09-02 18:11:58,
395E,U1561,A,3,H,1,A,300.0,16.5,16.5,44834132,SHLF10903051,10,0.16,6,10,10,12,No-Filter,195302,266,14140,135425,815,1276,31155,-3322,104506,20645,28209,720,21962,281257,46927,XRF2,1,2022-08-26,12:15:08,YEON,2022-09-02 18:11:58,
395E,U1561,A,3,H,1,A,340.0,16.54,16.54,44834132,SHLF10903051,10,0.16,6,10,10,12,No-Filter,194358,276,14381,136514,908,1422,30260,-3193,104986,19845,28316,621,20179,280208,46780,XRF2,1,2022-08-26,12:15:29,YEON,2022-09-02 18:11:58,
395E,U1561,A,3,H,1,A,360.0,16.56,16.56,44834132,SHLF10903051,10,0.16,6,10,10,12,No-Filter,193340,301,14807,136859,742,1391,30449,-3393,106122,17808,27861,777,20115,276369,46416,XRF2,1,2022-08-26,12:15:49,YEON,2022-09-02 18:11:58,
395E,U1561,A,3,H,1,A,400.0,16.599999999999998,16.599999999999998,44834132,SHLF10903051,10,0.16,6,10,10,12,No-Filter,195107,279,14799,138621,888,1460,30172,-3092,106989,20612,28457,553,20855,278747,46162,XRF2,1,2022-08-26,12:16:09,YEON,2022-09-02 18:11:58,
395E,U1561,A,3,H,1,A,450.0,16.65,16.65,44834132,SHLF10903051,10,0.16,6,10,10,12,No-Filter,194569,279,15055,137642,830,1382,29381,-3153,108138,19890,27914,1180,18494,280047,46596,XRF2,1,2022-08-26,12:16:30,YEON,2022-09-02 18:11:58,
395E,U1561,A,3,H,1,A,500.0,16.7,16.7,44834132,SHLF10903051,10,0.16,6,10,10,12,No-Filter,195464,286,15105,139000,752,1227,29260,-3263,111489,20609,28336,945,17874,281400,46631,XRF2,1,2022-08-26,12:16:50,YEON,2022-09-02 18:11:58,
395E,U1561,A,3,H,1,A,550.0,16.75,16.75,44834132,SHLF10903051,10,0.16,6,10,10,12,No-Filter,195456,288,14551,138423,900,1514,30264,-3285,113760,21384,27788,655,15473,278725,45717,XRF2,1,2022-08-26,12:17:11,YEON,2022-09-02 18:11:58,
395E,U1561,A,3,H,1,A,600.0,16.8,16.8,44834132,SHLF10903051,10,0.16,6,10,10,12,No-Filter,192936,281,14010,134612,737,1402,30611,-3383,112126,22091,27413,1309,18245,273627,45432,XRF2,1,2022-08-26,12:17:31,YEON,2022-09-02 18:11:58,
395E,U1561,A,3,H,1,A,650.0,16.849999999999998,16.849999999999998,44834132,SHLF10903051,10,0.16,6,10,10,12,No-Filter,193323,332,14187,135694,778,1259,29501,-2956,113027,23855,27414,655,16793,275887,45084,XRF2,1,2022-08-26,12:17:52,YEON,2022-09-02 18:11:58,
395E,U1561,A,3,H,1,A,700.0,16.9,16.9,44834132,SHLF10903051,10,0.16,6,10,10,12,No-Filter,189810,229,13825,131779,735,1343,29596,-2464,105375,20702,27438,1171,21104,271504,44507,XRF2,1,2022-08-26,12:18:12,YEON,2022-09-02 18:11:58,
395E,U1561,A,3,H,1,A,750.0,16.95,16.95,44834132,SHLF10903051,10,0.16,6,10,10,12,No-Filter,194544,309,14858,137791,865,1426,28405,-3262,106756,21926,28335,668,20836,281487,45547,XRF2,1,2022-08-26,12:18:33,YEON,2022-09-02 18:11:58,
395E,U1561,A,3,H,1,A,800.0,17.0,17.0,44834132,SHLF10903051,10,0.16,6,10,10,12,No-Filter,195937,324,14907,140171,951,1306,28949,-3208,106532,23395,27813,763,22821,282371,45128,XRF2,1,2022-08-26,12:18:53,YEON,2022-09-02 18:11:58,
395E,U1561,A,3,H,1,A,850.0,17.05,17.05,44834132,SHLF10903051,10,0.16,6,10,10,12,No-Filter,195944,299,14880,138445,864,1367,28886,-3431,106963,22385,28412,629,21960,284183,45741,XRF2,1,2022-08-26,12:19:14,YEON,2022-09-02 18:11:58,
395E,U1561,A,3,H,1,A,900.0,17.099999999999998,17.099999999999998,44834132,SHLF10903051,10,0.16,6,10,10,12,No-Filter,193382,191,13733,133492,906,1604,30479,-2833,103126,21627,28174,798,24556,281347,45261,XRF2,1,2022-08-26,12:19:34,YEON,2022-09-02 18:11:58,
395E,U1561,A,3,H,1,A,950.0,17.15,17.15,44834132,SHLF10903051,10,0.16,6,10,10,12,No-Filter,192107,280,13923,135622,884,1506,28872,-2832,103124,22581,27648,818,22333,278711,44636,XRF2,1,2022-08-26,12:19:55,YEON,2022-09-02 18:11:58,
395E,U1561,A,3,H,1,A,1000.0,17.2,17.2,44834132,SHLF10903051,10,0.16,6,10,10,12,No-Filter,191340,281,14451,135536,765,1414,27020,-2777,102638,22697,27848,849,23016,277479,43882,XRF2,1,2022-08-26,12:20:15,YEON,2022-09-02 18:11:58,
395E,U1561,A,3,H,1,A,1050.0,17.25,17.25,44834132,SHLF10903051,10,0.16,6,10,10,12,No-Filter,191294,236,14293,137604,852,1497,26792,-3055,103507,23903,28027,761,16577,278449,44189,XRF2,1,2022-08-26,12:20:35,YEON,2022-09-02 18:11:58,
395E,U1561,A,3,H,1,A,1100.0,17.3,17.3,44834132,SHLF10903051,10,0.16,6,10,10,12,No-Filter,190600,273,13548,133309,950,1409,28268,-2954,102128,25235,27396,661,19462,274882,44493,XRF2,1,2022-08-26,12:20:56,YEON,2022-09-02 18:11:58,
395E,U1561,A,3,H,1,A,1150.0,17.349999999999998,17.349999999999998,44834132,SHLF10903051,10,0.16,6,10,10,12,No-Filter,191765,233,13761,135492,935,1368,27876,-2472,104653,25057,27081,865,21391,276454,44139,XRF2,1,2022-08-26,12:21:16,YEON,2022-09-02 18:11:58,
395E,U1561,A,3,H,1,A,1200.0,17.4,17.4,44834132,SHLF10903051,10,0.16,6,10,10,12,No-Filter,192592,275,14170,135324,837,1409,28992,-2527,104084,23663,27654,713,20389,278072,43920,XRF2,1,2022-08-26,12:21:37,YEON,2022-09-02 18:11:58,
395E,U1561,A,3,H,1,A,1250.0,17.45,17.45,44834132,SHLF10903051,10,0.16,6,10,10,12,No-Filter,193162,317,14516,138428,856,1359,28517,-2745,106190,21690,27922,856,20020,278785,44867,XRF2,1,2022-08-26,12:21:57,YEON,2022-09-02 18:11:58,
