Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),CSF-A (m),CSF-A (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,Mg-Ka Area,Al-Ka Area,Si-Ka Area,P -Ka Area,S -Ka Area,Cl-Ka Area,Ar-Ka Area,K -Ka Area,Ca-Ka Area,Ti-Ka Area,Cr-Ka Area,Mn-Ka Area,Fe-Ka Area,Rh-La-Coh Area,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
395E,U1561,A,3,H,4,A,1450.0,22.15,22.15,44834162,SHLF10903141,10,0.16,6,7,10,12,No-Filter,54840,-48,286,17637,30,-9,2496,13084,3547,1000,1781,-516,1017,13410,35368,XRF2,1,2022-08-26,14:19:20,YEON,2022-09-02 18:12:04,
395E,U1561,A,3,H,5,A,50.0,22.25,22.25,44834172,SHLF10903171,10,0.16,6,10,10,12,No-Filter,200014,426,14939,149729,1021,1282,27239,-3440,107941,24466,28116,483,26034,285566,46597,XRF2,1,2022-08-26,14:47:04,YEON,2022-09-02 18:12:06,
395E,U1561,A,3,H,5,A,100.0,22.3,22.3,44834172,SHLF10903171,10,0.16,6,10,10,12,No-Filter,196321,373,14362,145026,979,1201,26946,-3286,105191,23071,27396,853,27158,278745,46357,XRF2,1,2022-08-26,14:47:25,YEON,2022-09-02 18:12:06,
395E,U1561,A,3,H,5,A,150.0,22.349999999999998,22.349999999999998,44834172,SHLF10903171,10,0.16,6,10,10,12,No-Filter,192798,356,13706,140998,787,1107,27412,-2553,103468,22012,27603,725,26717,275159,45320,XRF2,1,2022-08-26,14:47:46,YEON,2022-09-02 18:12:06,
395E,U1561,A,3,H,5,A,200.0,22.4,22.4,44834172,SHLF10903171,10,0.16,6,10,10,12,No-Filter,191643,338,13462,139130,842,1242,26736,-2586,102273,20504,27294,901,26012,275016,45070,XRF2,1,2022-08-26,14:48:06,YEON,2022-09-02 18:12:06,
395E,U1561,A,3,H,5,A,250.0,22.45,22.45,44834172,SHLF10903171,10,0.16,6,10,10,12,No-Filter,196447,423,14663,145818,804,935,25624,-3039,104166,22099,28661,528,26023,285438,45404,XRF2,1,2022-08-26,14:48:27,YEON,2022-09-02 18:12:06,
395E,U1561,A,3,H,5,A,300.0,22.5,22.5,44834172,SHLF10903171,10,0.16,6,10,10,12,No-Filter,193786,332,13710,142580,803,1137,26630,-2722,102812,21944,28052,771,26157,278880,44480,XRF2,1,2022-08-26,14:48:48,YEON,2022-09-02 18:12:06,
395E,U1561,A,3,H,5,A,350.0,22.55,22.55,44834172,SHLF10903171,10,0.16,6,10,10,12,No-Filter,195833,358,14234,144972,860,1144,26984,-2489,105135,22096,28511,1003,22753,284530,44991,XRF2,1,2022-08-26,14:49:09,YEON,2022-09-02 18:12:06,
395E,U1561,A,3,H,5,A,400.0,22.599999999999998,22.599999999999998,44834172,SHLF10903171,10,0.16,6,10,10,12,No-Filter,194345,371,14036,143358,879,1162,26829,-2696,103182,21713,27844,653,24621,280661,44512,XRF2,1,2022-08-26,14:49:29,YEON,2022-09-02 18:12:06,
395E,U1561,A,3,H,5,A,440.0,22.64,22.64,44834172,SHLF10903171,10,0.16,6,10,10,12,No-Filter,197193,408,14166,145493,890,1037,27140,-3086,104506,21841,28084,447,25797,282751,46304,XRF2,1,2022-08-26,14:49:50,YEON,2022-09-02 18:12:06,
395E,U1561,A,3,H,5,A,500.0,22.7,22.7,44834172,SHLF10903171,10,0.16,6,10,10,12,No-Filter,200042,468,14860,149054,802,1259,27364,-3213,106285,21974,29001,795,25162,289763,46022,XRF2,1,2022-08-26,14:50:11,YEON,2022-09-02 18:12:06,
395E,U1561,A,3,H,5,A,560.0,22.759999999999998,22.759999999999998,44834172,SHLF10903171,10,0.16,6,10,10,12,No-Filter,200111,320,14243,148376,847,1079,27584,-3129,105045,22347,29108,701,25866,289979,45800,XRF2,1,2022-08-26,14:50:32,YEON,2022-09-02 18:12:06,
395E,U1561,A,3,H,5,A,600.0,22.8,22.8,44834172,SHLF10903171,10,0.16,6,10,10,12,No-Filter,202417,410,14687,151864,1001,1240,27069,-3298,107770,23812,29161,719,25612,292595,46681,XRF2,1,2022-08-26,14:50:52,YEON,2022-09-02 18:12:06,
395E,U1561,A,3,H,5,A,650.0,22.849999999999998,22.849999999999998,44834172,SHLF10903171,10,0.16,6,10,10,12,No-Filter,202562,335,14512,148536,1120,1297,27745,-3194,107164,24101,29560,882,26670,293678,46808,XRF2,1,2022-08-26,14:51:13,YEON,2022-09-02 18:12:06,
395E,U1561,A,3,H,5,A,700.0,22.9,22.9,44834172,SHLF10903171,10,0.16,6,10,10,12,No-Filter,203719,409,14743,149128,1090,1130,28147,-3383,106547,26029,28830,584,28727,295997,46308,XRF2,1,2022-08-26,14:51:34,YEON,2022-09-02 18:12:06,
395E,U1561,A,3,H,5,A,750.0,22.95,22.95,44834172,SHLF10903171,10,0.16,6,10,10,12,No-Filter,205258,470,15024,150983,1136,1132,26505,-3541,107988,27023,29044,653,28807,299965,46801,XRF2,1,2022-08-26,14:51:54,YEON,2022-09-02 18:12:06,
395E,U1561,A,3,H,5,A,800.0,23.0,23.0,44834172,SHLF10903171,10,0.16,6,10,10,12,No-Filter,203220,411,14768,149335,1041,1125,26968,-3069,107438,27032,28915,779,29085,295118,45815,XRF2,1,2022-08-26,14:52:15,YEON,2022-09-02 18:12:06,
395E,U1561,A,3,H,5,A,850.0,23.05,23.05,44834172,SHLF10903171,10,0.16,6,10,10,12,No-Filter,200523,379,14236,147401,958,1084,26552,-3304,105985,25990,28689,437,26808,291518,46214,XRF2,1,2022-08-26,14:52:36,YEON,2022-09-02 18:12:06,
395E,U1561,A,3,H,5,A,898.0,23.098,23.098,44834172,SHLF10903171,10,0.16,6,10,10,12,No-Filter,196167,448,13670,142285,969,1234,26389,-2825,103175,25780,27641,624,26556,285132,45474,XRF2,1,2022-08-26,14:52:57,YEON,2022-09-02 18:12:06,
395E,U1561,A,3,H,5,A,950.0,23.15,23.15,44834172,SHLF10903171,10,0.16,6,10,10,12,No-Filter,196730,340,13654,141573,1042,1115,28012,-2757,104225,25979,27199,833,26911,285628,44944,XRF2,1,2022-08-26,14:53:17,YEON,2022-09-02 18:12:06,
395E,U1561,A,3,H,5,A,1000.0,23.2,23.2,44834172,SHLF10903171,10,0.16,6,10,10,12,No-Filter,198479,422,13962,145688,994,1094,26809,-3042,104826,27431,28167,563,26680,285900,45420,XRF2,1,2022-08-26,14:53:38,YEON,2022-09-02 18:12:06,
395E,U1561,A,3,H,5,A,1050.0,23.25,23.25,44834172,SHLF10903171,10,0.16,6,10,10,12,No-Filter,201326,367,14174,145568,951,1327,27131,-3043,105804,27318,28346,842,28311,292831,45768,XRF2,1,2022-08-26,14:53:59,YEON,2022-09-02 18:12:06,
395E,U1561,A,3,H,5,A,1100.0,23.3,23.3,44834172,SHLF10903171,10,0.16,6,10,10,12,No-Filter,198558,391,13081,138623,1284,1210,27505,-2696,101403,29076,26833,609,32215,291915,44526,XRF2,1,2022-08-26,14:54:19,YEON,2022-09-02 18:12:06,
395E,U1561,A,3,H,5,A,1125.0,23.325,23.325,44834172,SHLF10903171,10,0.16,6,10,10,12,No-Filter,200940,347,12434,133614,1387,1353,28874,-2956,98737,30672,25654,829,40498,297531,45810,XRF2,1,2022-08-26,14:54:40,YEON,2022-09-02 18:12:06,
395E,U1561,A,3,H,5,A,1150.0,23.349999999999998,23.349999999999998,44834172,SHLF10903171,10,0.16,6,10,10,12,No-Filter,202325,297,12184,133317,1470,1435,30505,-3057,99088,31073,25893,525,40600,302059,45679,XRF2,1,2022-08-26,14:55:01,YEON,2022-09-02 18:12:06,
395E,U1561,A,3,H,5,A,1175.0,23.375,23.375,44834172,SHLF10903171,10,0.16,6,10,10,12,No-Filter,198228,318,12448,135848,1228,1231,27971,-2891,98870,31761,26279,641,36597,289193,45629,XRF2,1,2022-08-26,14:55:22,YEON,2022-09-02 18:12:06,
395E,U1561,A,3,H,5,A,1200.0,23.4,23.4,44834172,SHLF10903171,10,0.16,6,10,10,12,No-Filter,208374,284,11681,129630,1946,1470,31556,-3281,92185,60317,26247,835,47559,303459,45694,XRF2,1,2022-08-26,14:55:42,YEON,2022-09-02 18:12:06,
395E,U1561,A,3,H,5,A,1225.0,23.425,23.425,44834172,SHLF10903171,10,0.16,6,11,10,12,No-Filter,256906,147,8294,102903,2533,1222,32652,-2898,71756,412517,16418,1189,44747,244356,47024,XRF2,1,2022-08-26,14:56:03,YEON,2022-09-02 18:12:06,
395E,U1561,A,3,H,5,A,1250.0,23.45,23.45,44834172,SHLF10903171,10,0.16,6,13,10,12,No-Filter,306069,164,5508,71176,2309,822,27879,-2925,49709,828758,9139,872,32895,154725,46629,XRF2,1,2022-08-26,14:56:24,YEON,2022-09-02 18:12:06,
395E,U1561,A,3,H,5,A,1275.0,23.474999999999998,23.474999999999998,44834172,SHLF10903171,10,0.16,6,13,10,12,No-Filter,309308,119,4841,64228,2173,808,23183,-2103,42976,909251,7580,744,25369,130233,45207,XRF2,1,2022-08-26,14:56:47,YEON,2022-09-02 18:12:06,
395E,U1561,A,3,H,5,A,1300.0,23.5,23.5,44834172,SHLF10903171,10,0.16,6,14,10,12,No-Filter,330889,83,4015,57300,2100,647,21893,-2168,34811,1067629,5945,767,21569,98942,45947,XRF2,1,2022-08-26,14:57:09,YEON,2022-09-02 18:12:06,
395E,U1561,A,3,H,5,A,1325.0,23.525,23.525,44834172,SHLF10903171,10,0.16,6,13,10,12,No-Filter,321183,17,2887,44128,1759,497,18878,-2037,24253,1092136,3872,530,18413,77912,44580,XRF2,1,2022-08-26,14:57:33,YEON,2022-09-02 18:12:06,
395E,U1561,A,3,H,5,A,1350.0,23.55,23.55,44834172,SHLF10903171,10,0.16,6,14,10,12,No-Filter,355282,37,3251,47899,2129,539,21844,-2473,26421,1218434,4199,771,17899,82640,48200,XRF2,1,2022-08-26,14:57:57,YEON,2022-09-02 18:12:06,
395E,U1561,A,3,H,5,A,1375.0,23.575,23.575,44834172,SHLF10903171,10,0.16,6,14,10,12,No-Filter,336772,80,2814,43376,1627,522,20308,-1551,22153,1163442,3703,518,16528,76602,45470,XRF2,1,2022-08-26,14:58:21,YEON,2022-09-02 18:12:06,
395E,U1561,A,3,H,5,A,1400.0,23.599999999999998,23.599999999999998,44834172,SHLF10903171,10,0.16,6,14,10,12,No-Filter,342743,31,2729,43605,2120,453,20728,-1732,22319,1170940,3861,249,22125,86012,46159,XRF2,1,2022-08-26,14:58:45,YEON,2022-09-02 18:12:06,
395E,U1561,A,3,H,5,A,1425.0,23.625,23.625,44834172,SHLF10903171,10,0.16,6,13,10,12,No-Filter,319469,32,2577,44252,1972,691,21943,-1213,22630,1062920,4264,583,22047,90130,45074,XRF2,1,2022-08-26,14:59:09,YEON,2022-09-02 18:12:06,
395E,U1561,A,3,H,5,A,1450.0,23.65,23.65,44834172,SHLF10903171,10,0.16,6,14,10,12,No-Filter,351393,-10,2846,45151,1855,590,23686,-1424,22070,1203691,3821,1050,19488,82770,48872,XRF2,1,2022-08-26,14:59:32,YEON,2022-09-02 18:12:06,
395E,U1561,A,3,H,5,A,1475.0,23.675,23.675,44834172,SHLF10903171,10,0.16,6,14,10,12,No-Filter,340811,28,2188,37237,1941,605,21888,-1736,15323,1201167,2945,587,17562,68972,48605,XRF2,1,2022-08-26,14:59:56,YEON,2022-09-02 18:12:06,
395E,U1561,A,3,H,5,A,1490.0,23.689999999999998,23.689999999999998,44834172,SHLF10903171,10,0.16,6,15,10,12,No-Filter,387132,-32,2177,37460,1842,422,25412,-2479,14854,1394682,3021,677,16826,65892,52517,XRF2,1,2022-08-26,15:00:20,YEON,2022-09-02 18:12:06,
395E,U1561,A,3,H,6,A,25.0,23.735,23.735,44834182,SHLF10903201,10,0.16,6,14,10,12,No-Filter,346677,-43,1283,28509,1220,584,25705,1882,9473,1267352,1710,597,10499,43351,50717,XRF2,1,2022-08-26,15:34:03,YEON,2022-09-02 18:12:08,
395E,U1561,A,3,H,6,A,50.0,23.76,23.76,44834182,SHLF10903201,10,0.16,6,16,10,12,No-Filter,407570,-40,1573,31014,1309,866,32682,-3013,9803,1517780,1898,411,10600,43977,53052,XRF2,1,2022-08-26,15:34:27,YEON,2022-09-02 18:12:08,
395E,U1561,A,3,H,6,A,75.0,23.785,23.785,44834182,SHLF10903201,10,0.16,6,17,10,12,No-Filter,422861,-62,1507,30888,1348,865,35169,-3233,10030,1575279,1825,632,11364,45882,55015,XRF2,1,2022-08-26,15:34:53,YEON,2022-09-02 18:12:08,
395E,U1561,A,3,H,6,A,100.0,23.810000000000002,23.810000000000002,44834182,SHLF10903201,10,0.16,6,17,10,12,No-Filter,428429,-57,1592,31126,1323,915,36766,-2840,10652,1590839,2205,604,11328,49152,55796,XRF2,1,2022-08-26,15:35:21,YEON,2022-09-02 18:12:08,
395E,U1561,A,3,H,6,A,125.0,23.835,23.835,44834182,SHLF10903201,10,0.16,6,17,10,12,No-Filter,427801,33,1835,33919,1651,897,36051,-3652,12725,1568099,2357,884,13201,57375,57054,XRF2,1,2022-08-26,15:35:49,YEON,2022-09-02 18:12:08,
395E,U1561,A,3,H,6,A,150.0,23.86,23.86,44834182,SHLF10903201,10,0.16,6,17,10,12,No-Filter,425751,20,1845,35132,1846,1024,38922,-3471,14040,1548880,2592,882,13833,59190,55958,XRF2,1,2022-08-26,15:36:17,YEON,2022-09-02 18:12:08,
395E,U1561,A,3,H,6,A,175.0,23.885,23.885,44834182,SHLF10903201,10,0.16,6,17,10,12,No-Filter,425564,-11,1806,34895,1453,997,36303,-3169,12830,1560694,2560,626,13791,56295,55151,XRF2,1,2022-08-26,15:36:45,YEON,2022-09-02 18:12:08,
395E,U1561,A,3,H,6,A,200.0,23.91,23.91,44834182,SHLF10903201,10,0.16,6,17,10,12,No-Filter,424038,-74,1952,36341,1625,952,38758,-3804,14160,1527658,2909,758,16764,66722,56699,XRF2,1,2022-08-26,15:37:13,YEON,2022-09-02 18:12:08,
395E,U1561,A,3,H,6,A,225.0,23.935000000000002,23.935000000000002,44834182,SHLF10903201,10,0.16,6,17,10,12,No-Filter,425042,-6,2024,37384,1760,1204,39142,-3502,15769,1524697,2514,659,16795,67823,56721,XRF2,1,2022-08-26,15:37:40,YEON,2022-09-02 18:12:08,
395E,U1561,A,3,H,6,A,250.0,23.96,23.96,44834182,SHLF10903201,10,0.16,6,17,10,12,No-Filter,436291,18,1737,34148,1730,885,38687,-3254,12636,1596996,2255,659,14895,57756,56673,XRF2,1,2022-08-26,15:38:08,YEON,2022-09-02 18:12:08,
395E,U1561,A,3,H,6,A,275.0,23.985,23.985,44834182,SHLF10903201,10,0.16,6,17,10,12,No-Filter,432359,-17,1827,33589,1772,1110,40480,-3092,11972,1583286,2127,682,13621,55653,56626,XRF2,1,2022-08-26,15:38:36,YEON,2022-09-02 18:12:08,
395E,U1561,A,3,H,6,A,300.0,24.01,24.01,44834182,SHLF10903201,10,0.16,6,18,10,12,No-Filter,443038,-15,1485,30804,1678,934,38334,-3926,9462,1651381,1893,703,11898,46889,58051,XRF2,1,2022-08-26,15:39:05,YEON,2022-09-02 18:12:08,
395E,U1561,A,3,H,6,A,325.0,24.035,24.035,44834182,SHLF10903201,10,0.16,6,17,10,12,No-Filter,436640,-7,1603,30546,1619,1205,39142,-3657,9027,1624830,2040,718,11171,47358,57340,XRF2,1,2022-08-26,15:39:33,YEON,2022-09-02 18:12:08,
395E,U1561,A,3,H,6,A,338.0,24.048000000000002,24.048000000000002,44834182,SHLF10903201,10,0.16,6,17,10,12,No-Filter,425678,-13,1715,32298,1639,1114,37763,-3504,10046,1580302,2301,564,9968,44294,56258,XRF2,1,2022-08-26,15:40:01,YEON,2022-09-02 18:12:08,
395E,U1561,A,3,H,6,A,375.0,24.085,24.085,44834182,SHLF10903201,10,0.16,6,16,10,12,No-Filter,412879,-33,1912,35470,1586,944,36215,-2808,13166,1504846,2253,688,12554,55782,55861,XRF2,1,2022-08-26,15:40:29,YEON,2022-09-02 18:12:08,
395E,U1561,A,3,H,6,A,400.0,24.11,24.11,44834182,SHLF10903201,10,0.16,6,16,10,12,No-Filter,401030,-8,2226,38768,1520,859,34129,-2697,15878,1440969,2944,904,15060,62719,53892,XRF2,1,2022-08-26,15:40:55,YEON,2022-09-02 18:12:08,
395E,U1561,A,3,H,6,A,425.0,24.135,24.135,44834182,SHLF10903201,10,0.16,6,15,10,12,No-Filter,375952,-46,2607,44806,1700,931,34558,-2259,20618,1301242,3749,1156,16833,77658,52588,XRF2,1,2022-08-26,15:41:20,YEON,2022-09-02 18:12:08,
395E,U1561,A,3,H,6,A,450.0,24.16,24.16,44834182,SHLF10903201,10,0.16,6,14,10,12,No-Filter,347241,14,3301,52185,1945,1004,32948,-1827,26901,1121257,5166,1012,24032,104680,50947,XRF2,1,2022-08-26,15:41:45,YEON,2022-09-02 18:12:08,
395E,U1561,A,3,H,6,A,475.0,24.185000000000002,24.185000000000002,44834182,SHLF10903201,10,0.16,6,14,10,12,No-Filter,345542,-22,3591,56510,2161,1069,36439,-1947,30801,1069129,6147,585,28506,125639,51476,XRF2,1,2022-08-26,15:42:09,YEON,2022-09-02 18:12:08,
395E,U1561,A,3,H,6,A,500.0,24.21,24.21,44834182,SHLF10903201,10,0.16,6,15,10,12,No-Filter,367824,-16,2595,45260,1900,760,35130,-2574,22648,1243308,3856,675,20361,89001,52981,XRF2,1,2022-08-26,15:42:33,YEON,2022-09-02 18:12:08,
395E,U1561,A,3,H,6,A,525.0,24.235,24.235,44834182,SHLF10903201,10,0.16,6,15,10,12,No-Filter,386075,-26,2241,41655,1634,1080,35437,-2579,18697,1340012,3665,653,18738,81439,54858,XRF2,1,2022-08-26,15:42:58,YEON,2022-09-02 18:12:08,
395E,U1561,A,3,H,6,A,550.0,24.26,24.26,44834182,SHLF10903201,10,0.16,6,17,10,12,No-Filter,430425,-10,1810,33734,1706,904,34402,-3180,11664,1586780,2411,899,13863,55067,56211,XRF2,1,2022-08-26,15:43:23,YEON,2022-09-02 18:12:08,
395E,U1561,A,3,H,6,A,575.0,24.285,24.285,44834182,SHLF10903201,10,0.16,6,17,10,12,No-Filter,431261,-1,1720,33278,1779,801,34884,-3361,11629,1590183,2034,993,13396,54076,56303,XRF2,1,2022-08-26,15:43:51,YEON,2022-09-02 18:12:08,
395E,U1561,A,3,H,6,A,600.0,24.310000000000002,24.310000000000002,44834182,SHLF10903201,10,0.16,6,17,10,12,No-Filter,435398,-44,1612,30719,1355,785,34873,-3440,9424,1621809,2011,783,12509,48365,56442,XRF2,1,2022-08-26,15:44:19,YEON,2022-09-02 18:12:08,
395E,U1561,A,3,H,6,A,625.0,24.335,24.335,44834182,SHLF10903201,10,0.16,6,17,10,12,No-Filter,418381,-73,1626,31861,1541,829,33011,-2705,9694,1549423,2179,626,12717,51553,54157,XRF2,1,2022-08-26,15:44:48,YEON,2022-09-02 18:12:08,
395E,U1561,A,3,H,7,A,25.0,24.415,24.415,44834192,SHLF10903231,10,0.16,6,13,10,12,No-Filter,307175,-93,827,22495,856,767,27443,2958,5084,1128079,1404,564,6883,29628,48400,XRF2,1,2022-08-26,16:12:13,YEON,2022-09-02 18:12:10,
395E,U1561,A,3,H,7,A,50.0,24.44,24.44,44834192,SHLF10903231,10,0.16,6,16,10,12,No-Filter,389364,37,1139,24311,1243,1267,40316,-3487,6385,1449220,1442,717,9026,38494,53354,XRF2,1,2022-08-26,16:12:36,YEON,2022-09-02 18:12:10,
395E,U1561,A,3,H,7,A,75.0,24.465,24.465,44834192,SHLF10903231,10,0.16,6,16,10,12,No-Filter,412736,-4,1305,26232,1262,1339,45509,-3998,7909,1530942,1789,861,9248,41064,55095,XRF2,1,2022-08-26,16:13:01,YEON,2022-09-02 18:12:10,
395E,U1561,A,3,H,7,A,100.0,24.490000000000002,24.490000000000002,44834192,SHLF10903231,10,0.16,6,16,10,12,No-Filter,407570,-16,1123,25800,1379,1056,42651,-3739,7227,1523988,1454,549,8177,35305,53549,XRF2,1,2022-08-26,16:13:29,YEON,2022-09-02 18:12:10,
395E,U1561,A,3,H,7,A,125.0,24.515,24.515,44834192,SHLF10903231,10,0.16,6,15,10,12,No-Filter,385838,4,1371,27529,829,1177,41315,-3601,8818,1424400,1847,698,8212,38054,52423,XRF2,1,2022-08-26,16:13:54,YEON,2022-09-02 18:12:10,
395E,U1561,A,3,H,7,A,150.0,24.54,24.54,44834192,SHLF10903231,10,0.16,6,16,10,12,No-Filter,404311,-24,1431,28484,1164,1445,46245,-3407,10325,1485459,1909,649,8868,41848,54567,XRF2,1,2022-08-26,16:14:20,YEON,2022-09-02 18:12:10,
395E,U1561,A,3,H,7,A,175.0,24.565,24.565,44834192,SHLF10903231,10,0.16,6,16,10,12,No-Filter,411680,-73,1600,31823,955,1043,41157,-3874,14030,1524569,2044,770,5331,34757,54320,XRF2,1,2022-08-26,16:14:45,YEON,2022-09-02 18:12:10,
395E,U1561,A,3,H,7,A,200.0,24.59,24.59,44834192,SHLF10903231,10,0.16,6,17,10,12,No-Filter,417797,-33,1718,32099,815,915,37571,-4208,14105,1561839,2222,635,4411,29479,55240,XRF2,1,2022-08-26,16:15:11,YEON,2022-09-02 18:12:10,
395E,U1561,A,3,H,7,A,250.0,24.64,24.64,44834192,SHLF10903231,10,0.16,6,16,10,12,No-Filter,407451,-13,1763,33118,949,1008,34010,-2983,15208,1523368,2210,678,4188,30283,53361,XRF2,1,2022-08-26,16:15:39,YEON,2022-09-02 18:12:10,
395E,U1561,A,3,H,7,A,300.0,24.69,24.69,44834192,SHLF10903231,10,0.16,6,16,10,12,No-Filter,400883,-36,1494,31268,886,776,33604,-3191,12436,1507415,1837,488,4273,28716,52328,XRF2,1,2022-08-26,16:16:05,YEON,2022-09-02 18:12:10,
395E,U1561,A,3,H,7,A,350.0,24.740000000000002,24.740000000000002,44834192,SHLF10903231,10,0.16,6,15,10,12,No-Filter,372162,-74,1636,32358,790,871,31496,-2407,15231,1382346,2695,495,3868,29751,49527,XRF2,1,2022-08-26,16:16:31,YEON,2022-09-02 18:12:10,
395E,U1561,A,3,H,7,A,400.0,24.79,24.79,44834192,SHLF10903231,10,0.16,6,16,10,12,No-Filter,412104,-31,1315,27530,704,1366,43366,-3702,8645,1551822,1575,641,3408,22091,56073,XRF2,1,2022-08-26,16:16:55,YEON,2022-09-02 18:12:10,
395E,U1561,A,3,H,7,A,450.0,24.84,24.84,44834192,SHLF10903231,10,0.16,6,15,10,12,No-Filter,387135,20,1137,24986,756,1023,40242,-3194,6595,1466623,1686,600,2834,18259,52578,XRF2,1,2022-08-26,16:17:21,YEON,2022-09-02 18:12:10,
395E,U1561,A,3,H,7,A,490.0,24.88,24.88,44834192,SHLF10903231,10,0.16,6,16,10,12,No-Filter,407126,20,1262,25844,711,1419,44036,-3674,7228,1535909,1717,469,3563,19865,56633,XRF2,1,2022-08-26,16:17:46,YEON,2022-09-02 18:12:10,
395E,U1561,A,3,H,7,A,550.0,24.94,24.94,44834192,SHLF10903231,10,0.16,6,16,10,12,No-Filter,389665,-24,1161,25374,819,1203,39719,-3608,6856,1472355,1655,449,3189,18882,53983,XRF2,1,2022-08-26,16:18:12,YEON,2022-09-02 18:12:10,
395E,U1561,A,3,H,7,A,600.0,24.990000000000002,24.990000000000002,44834192,SHLF10903231,10,0.16,6,16,10,12,No-Filter,393209,2,1280,27568,911,1396,40600,-3380,9361,1476102,1938,618,3099,21540,53934,XRF2,1,2022-08-26,16:18:37,YEON,2022-09-02 18:12:10,
395E,U1561,A,3,H,7,A,650.0,25.04,25.04,44834192,SHLF10903231,10,0.16,6,16,10,12,No-Filter,388755,-34,1423,28834,575,1256,39718,-3049,10973,1452086,2211,472,3667,24704,53044,XRF2,1,2022-08-26,16:19:03,YEON,2022-09-02 18:12:10,
395E,U1561,A,3,H,7,A,700.0,25.09,25.09,44834192,SHLF10903231,10,0.16,6,15,10,12,No-Filter,378835,-64,1231,28030,644,1209,36305,-2720,9831,1420346,1914,792,3351,22904,52954,XRF2,1,2022-08-26,16:19:28,YEON,2022-09-02 18:12:10,
395E,U1561,A,3,H,7,A,750.0,25.14,25.14,44834192,SHLF10903231,10,0.16,6,15,10,12,No-Filter,371526,-32,1107,26661,700,928,38609,-2412,8015,1388214,1293,172,3385,23996,51907,XRF2,1,2022-08-26,16:19:53,YEON,2022-09-02 18:12:10,
395E,U1561,A,3,H,7,A,800.0,25.19,25.19,44834192,SHLF10903231,10,0.16,6,15,10,12,No-Filter,371198,-39,1010,26061,778,1445,38487,-2461,6895,1388010,1901,720,4264,25363,51325,XRF2,1,2022-08-26,16:20:17,YEON,2022-09-02 18:12:10,
395E,U1561,A,3,H,7,A,840.0,25.23,25.23,44834192,SHLF10903231,10,0.16,6,16,10,12,No-Filter,403162,-4,1227,26894,776,1738,47807,-3750,7939,1500123,1448,762,3726,25809,56293,XRF2,1,2022-08-26,16:20:42,YEON,2022-09-02 18:12:10,
395E,U1561,A,3,H,7,A,900.0,25.29,25.29,44834192,SHLF10903231,10,0.16,6,16,10,12,No-Filter,408490,-55,1277,27925,746,1362,43771,-3790,8604,1529115,1577,510,3957,26646,54188,XRF2,1,2022-08-26,16:21:08,YEON,2022-09-02 18:12:10,
395E,U1561,A,3,H,7,A,950.0,25.34,25.34,44834192,SHLF10903231,10,0.16,6,15,10,12,No-Filter,369586,-27,1246,28129,683,1316,43091,-3428,8897,1371986,2017,864,3525,23589,54922,XRF2,1,2022-08-26,16:21:34,YEON,2022-09-02 18:12:10,
395E,U1561,A,3,H,7,A,1000.0,25.39,25.39,44834192,SHLF10903231,10,0.16,6,15,10,12,No-Filter,371757,21,1400,30120,673,1390,40661,-3544,10490,1375777,2073,847,4638,25830,53005,XRF2,1,2022-08-26,16:21:58,YEON,2022-09-02 18:12:10,
395E,U1561,A,3,H,CC,A,30.0,25.48,25.48,44834202,SHLF10903261,10,0.16,6,11,10,12,No-Filter,242272,-7,810,24035,495,528,18895,5364,5625,870078,1582,315,2714,17325,42078,XRF2,1,2022-08-26,16:44:48,YEON,2022-09-02 18:12:11,
395E,U1561,A,3,H,CC,A,85.0,25.535,25.535,44834202,SHLF10903261,10,0.16,6,14,10,12,No-Filter,347217,20,1858,35154,618,954,31369,-2568,7589,1285807,2125,675,2970,23979,51056,XRF2,1,2022-08-26,16:45:09,YEON,2022-09-02 18:12:11,
395E,U1561,A,3,H,CC,A,130.0,25.58,25.58,44834202,SHLF10903261,10,0.16,6,13,10,12,No-Filter,308011,108,2723,45682,524,780,35036,-1176,8688,1060184,3249,826,4747,43613,48973,XRF2,1,2022-08-26,16:45:33,YEON,2022-09-02 18:12:11,
395E,U1561,A,4,H,1,A,800.0,26.5,26.5,44834212,SHLF10903331,10,0.16,6,15,10,12,No-Filter,376965,-50,947,25116,549,2458,74009,-5143,10533,1338624,2000,645,3637,25033,58591,XRF2,1,2022-08-26,16:52:56,YEON,2022-09-02 18:12:12,
395E,U1561,A,4,H,1,A,850.0,26.55,26.55,44834212,SHLF10903331,10,0.16,6,16,10,12,No-Filter,405629,28,1547,28575,699,2107,63361,-4092,12934,1469181,2115,852,3372,27403,58641,XRF2,1,2022-08-26,16:53:21,YEON,2022-09-02 18:12:12,
395E,U1561,A,4,H,1,A,900.0,26.599999999999998,26.599999999999998,44834212,SHLF10903331,10,0.16,6,17,10,12,No-Filter,430918,14,1559,31261,615,1816,56556,-4658,15110,1573057,2528,762,4959,33942,60427,XRF2,1,2022-08-26,16:53:47,YEON,2022-09-02 18:12:12,
