"Exp","Site","Hole","Core","Type","Sect","A/W","Offset (cm)","Depth CSF-A (m)","Depth CCSF-393-U1583-ABCDE-20220803-shipboard (m)","Magnetic susceptibility (instr. units)","Timestamp (UTC)","Instrument","Instrument group","Text ID","Test No.","Sample comments","Test comments","Result comments"
"393","U1583","E","1","H","1","","10.0","0.100","0.100","11.57","2022-07-08 00:30:15","0) BARTINGTON MODEL: MS2C S/N: 771, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0657","STMSL","SECT11653141","125849691","","",""
"393","U1583","E","1","H","1","","20.0","0.200","0.200","14.38","2022-07-08 00:30:15","0) BARTINGTON MODEL: MS2C S/N: 771, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0657","STMSL","SECT11653141","125849691","","",""
"393","U1583","E","1","H","1","","30.0","0.300","0.300","13.82","2022-07-08 00:30:15","0) BARTINGTON MODEL: MS2C S/N: 771, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0657","STMSL","SECT11653141","125849691","","",""
"393","U1583","E","1","H","1","","40.0","0.400","0.400","20.34","2022-07-08 00:30:15","0) BARTINGTON MODEL: MS2C S/N: 771, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0657","STMSL","SECT11653141","125849691","","",""
"393","U1583","E","1","H","1","","50.0","0.500","0.500","15.31","2022-07-08 00:30:15","0) BARTINGTON MODEL: MS2C S/N: 771, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0657","STMSL","SECT11653141","125849691","","",""
"393","U1583","E","1","H","1","","60.0","0.600","0.600","14.97","2022-07-08 00:30:15","0) BARTINGTON MODEL: MS2C S/N: 771, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0657","STMSL","SECT11653141","125849691","","",""
"393","U1583","E","1","H","1","","70.0","0.700","0.700","19.51","2022-07-08 00:30:15","0) BARTINGTON MODEL: MS2C S/N: 771, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0657","STMSL","SECT11653141","125849691","","",""
"393","U1583","E","1","H","1","","80.0","0.800","0.800","23.03","2022-07-08 00:30:15","0) BARTINGTON MODEL: MS2C S/N: 771, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0657","STMSL","SECT11653141","125849691","","",""
"393","U1583","E","1","H","1","","90.0","0.900","0.900","23.37","2022-07-08 00:30:15","0) BARTINGTON MODEL: MS2C S/N: 771, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0657","STMSL","SECT11653141","125849691","","",""
"393","U1583","E","1","H","1","","100.0","1.000","1.000","20.42","2022-07-08 00:30:15","0) BARTINGTON MODEL: MS2C S/N: 771, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0657","STMSL","SECT11653141","125849691","","",""
"393","U1583","E","1","H","1","","110.0","1.100","1.100","27.59","2022-07-08 00:30:15","0) BARTINGTON MODEL: MS2C S/N: 771, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0657","STMSL","SECT11653141","125849691","","",""
"393","U1583","E","1","H","1","","120.0","1.200","1.200","19.27","2022-07-08 00:30:15","0) BARTINGTON MODEL: MS2C S/N: 771, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0657","STMSL","SECT11653141","125849691","","",""
"393","U1583","E","1","H","1","","130.0","1.300","1.300","32.95","2022-07-08 00:30:15","0) BARTINGTON MODEL: MS2C S/N: 771, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0657","STMSL","SECT11653141","125849691","","",""
"393","U1583","E","1","H","1","","140.0","1.400","1.400","24.40","2022-07-08 00:30:15","0) BARTINGTON MODEL: MS2C S/N: 771, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0657","STMSL","SECT11653141","125849691","","",""
"393","U1583","E","1","H","1","","5.0","0.050","0.050","12.22","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","7.5","0.075","0.075","12.98","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","10.0","0.100","0.100","13.80","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","12.5","0.125","0.125","15.87","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","15.0","0.150","0.150","18.62","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","17.5","0.175","0.175","20.89","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","20.0","0.200","0.200","20.62","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","22.5","0.225","0.225","19.50","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","25.0","0.250","0.250","18.79","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","27.5","0.275","0.275","18.38","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","30.0","0.300","0.300","18.41","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","32.5","0.325","0.325","19.09","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","35.0","0.350","0.350","21.45","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","37.5","0.375","0.375","24.69","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","40.0","0.400","0.400","26.51","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","42.5","0.425","0.425","28.00","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","45.0","0.450","0.450","26.73","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","47.5","0.475","0.475","23.32","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","50.0","0.500","0.500","21.38","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","52.5","0.525","0.525","20.65","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","55.0","0.550","0.550","19.96","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","57.5","0.575","0.575","19.65","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","60.0","0.600","0.600","19.91","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","62.5","0.625","0.625","21.11","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","65.0","0.650","0.650","23.37","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","67.5","0.675","0.675","25.37","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","70.0","0.700","0.700","26.27","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","72.5","0.725","0.725","27.10","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","75.0","0.750","0.750","27.36","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","77.5","0.775","0.775","28.48","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","80.0","0.800","0.800","29.17","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","82.5","0.825","0.825","31.33","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","85.0","0.850","0.850","33.13","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","87.5","0.875","0.875","33.96","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","90.0","0.900","0.900","33.21","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","92.5","0.925","0.925","29.99","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","95.0","0.950","0.950","27.58","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","97.5","0.975","0.975","26.46","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","100.0","1.000","1.000","27.39","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","102.5","1.025","1.025","30.36","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","105.0","1.050","1.050","34.60","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","107.5","1.075","1.075","37.18","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","110.0","1.100","1.100","37.61","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","112.5","1.125","1.125","35.08","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","115.0","1.150","1.150","32.28","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","117.5","1.175","1.175","29.63","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","120.0","1.200","1.200","27.51","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","122.5","1.225","1.225","27.27","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","125.0","1.250","1.250","28.61","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","127.5","1.275","1.275","31.67","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","130.0","1.300","1.300","36.54","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","132.5","1.325","1.325","39.32","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","135.0","1.350","1.350","40.19","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","137.5","1.375","1.375","38.15","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","140.0","1.400","1.400","33.28","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","142.5","1.425","1.425","30.75","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","1","","145.0","1.450","1.450","28.17","2022-07-08 04:15:45","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653141","125868511","","",""
"393","U1583","E","1","H","2","","9.7","1.597","1.597","27.67","2022-07-08 00:32:50","0) BARTINGTON MODEL: MS2C S/N: 771, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0657","STMSL","SECT11653171","125849721","","",""
"393","U1583","E","1","H","2","","19.7","1.697","1.697","12.58","2022-07-08 00:32:50","0) BARTINGTON MODEL: MS2C S/N: 771, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0657","STMSL","SECT11653171","125849721","","",""
"393","U1583","E","1","H","2","","29.7","1.797","1.797","8.06","2022-07-08 00:32:50","0) BARTINGTON MODEL: MS2C S/N: 771, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0657","STMSL","SECT11653171","125849721","","",""
"393","U1583","E","1","H","2","","39.7","1.897","1.897","12.64","2022-07-08 00:32:50","0) BARTINGTON MODEL: MS2C S/N: 771, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0657","STMSL","SECT11653171","125849721","","",""
"393","U1583","E","1","H","2","","49.7","1.997","1.997","23.71","2022-07-08 00:32:50","0) BARTINGTON MODEL: MS2C S/N: 771, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0657","STMSL","SECT11653171","125849721","","",""
"393","U1583","E","1","H","2","","59.7","2.097","2.097","19.59","2022-07-08 00:32:50","0) BARTINGTON MODEL: MS2C S/N: 771, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0657","STMSL","SECT11653171","125849721","","",""
"393","U1583","E","1","H","2","","69.7","2.197","2.197","27.27","2022-07-08 00:32:50","0) BARTINGTON MODEL: MS2C S/N: 771, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0657","STMSL","SECT11653171","125849721","","",""
"393","U1583","E","1","H","2","","79.7","2.297","2.297","35.53","2022-07-08 00:32:50","0) BARTINGTON MODEL: MS2C S/N: 771, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0657","STMSL","SECT11653171","125849721","","",""
"393","U1583","E","1","H","2","","89.7","2.397","2.397","26.12","2022-07-08 00:32:50","0) BARTINGTON MODEL: MS2C S/N: 771, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0657","STMSL","SECT11653171","125849721","","",""
"393","U1583","E","1","H","2","","99.7","2.497","2.497","33.03","2022-07-08 00:32:50","0) BARTINGTON MODEL: MS2C S/N: 771, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0657","STMSL","SECT11653171","125849721","","",""
"393","U1583","E","1","H","2","","109.7","2.597","2.597","37.15","2022-07-08 00:32:50","0) BARTINGTON MODEL: MS2C S/N: 771, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0657","STMSL","SECT11653171","125849721","","",""
"393","U1583","E","1","H","2","","119.7","2.697","2.697","35.81","2022-07-08 00:32:50","0) BARTINGTON MODEL: MS2C S/N: 771, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0657","STMSL","SECT11653171","125849721","","",""
"393","U1583","E","1","H","2","","129.7","2.797","2.797","27.96","2022-07-08 00:32:50","0) BARTINGTON MODEL: MS2C S/N: 771, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0657","STMSL","SECT11653171","125849721","","",""
"393","U1583","E","1","H","2","","139.7","2.897","2.897","35.07","2022-07-08 00:32:50","0) BARTINGTON MODEL: MS2C S/N: 771, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0657","STMSL","SECT11653171","125849721","","",""
"393","U1583","E","1","H","2","","4.4","1.544","1.544","29.43","2022-07-08 04:21:58","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653171","125870751","","",""
"393","U1583","E","1","H","2","","6.9","1.569","1.569","32.92","2022-07-08 04:21:58","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653171","125870751","","",""
"393","U1583","E","1","H","2","","9.4","1.594","1.594","34.28","2022-07-08 04:21:58","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653171","125870751","","",""
"393","U1583","E","1","H","2","","11.9","1.619","1.619","34.62","2022-07-08 04:21:58","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653171","125870751","","",""
"393","U1583","E","1","H","2","","14.4","1.644","1.644","33.33","2022-07-08 04:21:58","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653171","125870751","","",""
"393","U1583","E","1","H","2","","16.9","1.669","1.669","27.29","2022-07-08 04:21:58","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653171","125870751","","",""
"393","U1583","E","1","H","2","","19.4","1.694","1.694","18.58","2022-07-08 04:21:58","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653171","125870751","","",""
"393","U1583","E","1","H","2","","21.9","1.719","1.719","14.29","2022-07-08 04:21:58","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653171","125870751","","",""
"393","U1583","E","1","H","2","","24.4","1.744","1.744","11.56","2022-07-08 04:21:58","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653171","125870751","","",""
"393","U1583","E","1","H","2","","26.9","1.769","1.769","9.84","2022-07-08 04:21:58","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653171","125870751","","",""
"393","U1583","E","1","H","2","","29.4","1.794","1.794","10.08","2022-07-08 04:21:58","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653171","125870751","","",""
"393","U1583","E","1","H","2","","31.9","1.819","1.819","10.79","2022-07-08 04:21:58","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653171","125870751","","",""
"393","U1583","E","1","H","2","","34.4","1.844","1.844","12.12","2022-07-08 04:21:58","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653171","125870751","","",""
"393","U1583","E","1","H","2","","36.9","1.869","1.869","14.19","2022-07-08 04:21:58","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653171","125870751","","",""
"393","U1583","E","1","H","2","","39.4","1.894","1.894","16.14","2022-07-08 04:21:58","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653171","125870751","","",""
"393","U1583","E","1","H","2","","41.9","1.919","1.919","18.43","2022-07-08 04:21:58","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653171","125870751","","",""
"393","U1583","E","1","H","2","","44.4","1.944","1.944","21.28","2022-07-08 04:21:58","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653171","125870751","","",""
"393","U1583","E","1","H","2","","46.9","1.969","1.969","25.15","2022-07-08 04:21:58","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653171","125870751","","",""
"393","U1583","E","1","H","2","","49.4","1.994","1.994","29.34","2022-07-08 04:21:58","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653171","125870751","","",""
"393","U1583","E","1","H","2","","51.9","2.019","2.019","31.63","2022-07-08 04:21:58","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653171","125870751","","",""
"393","U1583","E","1","H","2","","54.4","2.044","2.044","31.36","2022-07-08 04:21:58","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653171","125870751","","",""
"393","U1583","E","1","H","2","","56.9","2.069","2.069","28.73","2022-07-08 04:21:58","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653171","125870751","","",""
"393","U1583","E","1","H","2","","59.4","2.094","2.094","27.00","2022-07-08 04:21:58","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653171","125870751","","",""
"393","U1583","E","1","H","2","","61.9","2.119","2.119","27.90","2022-07-08 04:21:58","0) BARTINGTON MODEL: MS2C S/N: 695, 1) BARTINGTON MODEL: MS3 V0.0.0.0 S/N: 0656","WRMSL","SECT11653171","125870751","","",""
